lane,arm,candidate_id,candidate_sha256,source,complexity,feasible,min_cluster_size,registered_endpoint_names
P22_K9,SHARED_SCALE_CONTROL,RAW_KMEANS_N1_S2,e17663dc2513e9ba33782f19464206799e53a8e5e355d769bca8490448a8d77c,RAW,1,True,378,
P22_K9,SHARED_SCALE_CONTROL,RAW_KMEANS_N1_S3,8b581e1ead91736eb790eace64835d0e4ddf2c8d537813069a729e06a9202455,RAW,1,True,195,FEASIBLE_MEDOID
P22_K9,SHARED_SCALE_CONTROL,RAW_KMEANS_N1_S4,5b5109d96fea9d8b30b346179a0b61b4c9d7a89100d61552a99a4db1156ed0fe,RAW,1,True,699,
P22_K9,SHARED_SCALE_CONTROL,RAW_KMEANS_N1_S5,5ef034e33db91f8244b2454d14307aeab54fada29be93f99ed2951c671359036,RAW,1,True,700,
P22_K9,SHARED_SCALE_CONTROL,RAW_GMM_DIAG_S0,adade29296a115423ee05c000a1ea6a6887cd645b421f2b08cc0ec2c9081a8c5,RAW_GMM,2,True,359,COMMON_GMM
P22_K9,SHARED_SCALE_CONTROL,RAW_GMM_DIAG_S1,fb86d3c17cd94d2772e1ea7470301ec5178b4154ed4dc28fca231554e99bdbef,RAW_GMM,2,True,627,
P22_K9,SHARED_SCALE_CONTROL,GRAPH_L1_KMEANS_S0,848255ff155f765faee64d6aed3c8a067b7b0db7af9f0405ad0fb4785bed8ab7,GRAPH_0.10,3,True,405,
P22_K9,SHARED_SCALE_CONTROL,GRAPH_L1_KMEANS_S1,c59b68c08e69da8e4c4cf0e95cc24755c137d2ff3d6c3c597cf1da800cf99150,GRAPH_0.10,3,True,701,
P22_K9,SHARED_SCALE_CONTROL,GRAPH_L2_KMEANS_S0,d739d8fc699664e0196df3a0bbb2a31162fdd2733df6a1edac3de9c258c10902,GRAPH_0.20,4,True,697,
P22_K9,SHARED_SCALE_CONTROL,GRAPH_L2_KMEANS_S1,66b719eecf115948c5ed7c97f26099b9789ace48dd0dc8a9f52993f3da05b108,GRAPH_0.20,4,True,701,
P22_K9,SHARED_SCALE_CONTROL,GRAPH_L3_KMEANS_S0,59d5d07a6b33914fc6819256e18dcb99401faa94c993cb7ea13f75c85e909042,GRAPH_0.35,5,True,698,
P22_K9,SHARED_SCALE_CONTROL,GRAPH_L3_KMEANS_S1,9013047795249458c0325ae540376e967e460faa5d0435813f33f1c319d42e6a,GRAPH_0.35,5,True,547,NIGHT16H_FIXED_STRUCTURED
P22_K9,SHARPEN_ONLY_CALIBRATION,COMMON_KMEANS_N20_S0,6324f1bcb54fe58dc8d4583d170219e41222918f9b18ed7c777f7effc0229977,RAW,0,True,705,FEASIBLE_MEDOID
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_KMEANS_N1_S0,453cc865d9280073adb4b7e89b558c4b00185b8045ed0dbead4fab858efa2888,RAW,1,True,702,
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_KMEANS_N1_S1,6bfff3394e07d079f77a6f0b6ac5abef77d79767dfc65c1a47ed162b23eff57b,RAW,1,True,705,
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_KMEANS_N1_S2,f16a7cc3fbbbc47303079973310342d6429df762932f63c65151335bfeee84df,RAW,1,True,701,
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_KMEANS_N1_S3,84b403bc9668d4232dc07c53da5b56d3fb7db340a752d964bc6ea208848e665f,RAW,1,True,156,
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_KMEANS_N1_S4,44e60de03afffb63b09d7dfbe8056081e7a47a190d1698f60ceb84005fca61e9,RAW,1,True,706,
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_KMEANS_N1_S5,1922af1e606b3a2c707e69c0faee2c5c519e52dc70538e1cfe47e6fa670b1b6b,RAW,1,True,702,
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_GMM_DIAG_S0,0d76cb3ac6f5e868ab04c2f2db4f2a3576877a27c4092ba882387e81b737865b,RAW_GMM,2,True,630,COMMON_GMM
P22_K9,SHARPEN_ONLY_CALIBRATION,RAW_GMM_DIAG_S1,e7865b7988aceeea779b6455cff34a4e5ce2a385b01f8c03d91245f73beba3b4,RAW_GMM,2,True,625,
P22_K9,SHARPEN_ONLY_CALIBRATION,GRAPH_L1_KMEANS_S0,2fa8a3dc7f85dc13a431bfac7d08e40a430789fe4fe580f3afbf301d70c9f55c,GRAPH_0.10,3,True,550,
P22_K9,SHARPEN_ONLY_CALIBRATION,GRAPH_L1_KMEANS_S1,8c802ee920134f59051d16c7bde82ce9833d0c45f1e853ad93195028e8edede5,GRAPH_0.10,3,True,687,
P22_K9,SHARPEN_ONLY_CALIBRATION,GRAPH_L2_KMEANS_S0,1433aa12c18f5f457068395ef9f60fbb467d9bc22390493e95bb27ec62f20da4,GRAPH_0.20,4,True,674,
P22_K9,SHARPEN_ONLY_CALIBRATION,GRAPH_L2_KMEANS_S1,55acb144c40ce3e4f7c5a88289d562335619436f7e73158350c9dc3d5285a29f,GRAPH_0.20,4,True,699,
P22_K9,SHARPEN_ONLY_CALIBRATION,GRAPH_L3_KMEANS_S0,7c7adc0a2cc6cd029818cbdcf1471b7b8f06017dd91c27f227cbdee0710fd74e,GRAPH_0.35,5,True,698,
P22_K9,SHARPEN_ONLY_CALIBRATION,GRAPH_L3_KMEANS_S1,d68608ec80eba1ff803bb03335944242686ec9f8990fd44f7e27efaf97edd934,GRAPH_0.35,5,True,664,NIGHT16H_FIXED_STRUCTURED
P22_K9,SWAPPED_RESPONSE_CONTROL,COMMON_KMEANS_N20_S0,534eb05d9462fd35969fa0ec91202f88e42455c631f7b3ad94514d92b7d2b5c9,RAW,0,True,702,FEASIBLE_MEDOID
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_KMEANS_N1_S0,27749faa155a8f16115b85a7aeccd411cd0a62ded4d5b04aacaad79465602707,RAW,1,True,702,
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_KMEANS_N1_S1,f54248d5767a1f73971630addeb766a606748f677dbb504fa56ba866db57321d,RAW,1,True,701,
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_KMEANS_N1_S2,a6fd6aaadbf888480c27a0c148ce42b3448a8bb47db9e9213b7fe98e5bdf0272,RAW,1,True,702,
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_KMEANS_N1_S3,d709a4d6d514024e86fdb9111aa1ee8235ccd76aded5d22d9301a7a3935382b4,RAW,1,True,708,
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_KMEANS_N1_S4,ae7fd0bef78ba7170f3b71e52db97c1504bd04f540416bcec0f19bec0f919a89,RAW,1,True,701,
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_KMEANS_N1_S5,cafbb0918f317dc4d1dd88fc56dbe110ce652ff69c03e5c0e0e80a99f00ca079,RAW,1,True,700,
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_GMM_DIAG_S0,6e08e4abfe93ce31235ba4e473111fba0adbb52427a93b9fed700b665f89a1a1,RAW_GMM,2,True,623,NIGHT16H_FIXED_STRUCTURED
P22_K9,SWAPPED_RESPONSE_CONTROL,RAW_GMM_DIAG_S1,20e9b4629d138c0a1e202c317b0d73d350129678f45255d01202c63fd412cfe8,RAW_GMM,2,True,621,
P22_K9,SWAPPED_RESPONSE_CONTROL,GRAPH_L1_KMEANS_S0,b1b245d93d39cf18afa482917622eeec5894a38d0af7e845b1aef2708c81bca6,GRAPH_0.10,3,True,704,
P22_K9,SWAPPED_RESPONSE_CONTROL,GRAPH_L1_KMEANS_S1,6430328c4f5f9de15f61fee4d114b5999115d75b8d84640f841c32c8e3b66363,GRAPH_0.10,3,True,703,
P22_K9,SWAPPED_RESPONSE_CONTROL,GRAPH_L2_KMEANS_S0,4e0d1840368536223d57c9fc9c1164e9c163fbd3418394fda6496beb1600d64b,GRAPH_0.20,4,True,700,
P22_K9,SWAPPED_RESPONSE_CONTROL,GRAPH_L2_KMEANS_S1,ec6d8a5bb6f95e0a14d009496d8036cb550115b34c06e31578679a07f59734b6,GRAPH_0.20,4,True,523,
P22_K9,SWAPPED_RESPONSE_CONTROL,GRAPH_L3_KMEANS_S0,2c8547b0429578cfddf43edc0d22295f1d6af2bdb736bdaddf4462579b7ab58c,GRAPH_0.35,5,True,699,
P22_K9,SWAPPED_RESPONSE_CONTROL,GRAPH_L3_KMEANS_S1,29769f292455e103f97507be3e4664cd72e5e097f079b36043928da8e122e7f6,GRAPH_0.35,5,True,558,
