step,fraction_of_training,state_sha256,state_file_saved
0,0.0,ae3ca6851679a327a7a85a535fb527a50ae5ac41f9dedabc0317e52fc21b2607,False
1,0.005,fbff7e887dcadc0f280cbfcc168565f28ca6e3df2899b2e33620e57da8be45b5,False
5,0.025,2c83dea6a315557e3a00c9b7f4a37cb1c88a3c8114ed665f6e3537f9c0c60d7a,False
10,0.05,c1fb99c9f9c7bbd8d691618420bee7f53d83a8825cabf2c01f94a6cbbf46465a,False
20,0.1,21a06060cf04ac9bfeba8e1f507bb709de06440868fc6fe59487b4e73e4ba4b3,False
40,0.2,0f70e961199a4b0cb50c0766a05d1a68b00cf5561e72c224577875d7d5295386,False
80,0.4,1598c3a6797ada91b9195eae34813c0296aabd8f6869ad6984934d67dbcb0850,False
100,0.5,65e578f7db2032ea00f8d022bcd72d2111f34cb2eece44c3167f372e8394fa1b,False
200,1.0,87f198357f3481a0287c95927f0239def215794e795d1dd6d16f34219ef222a4,True
