step,fraction_of_training,state_sha256,state_file_saved
0,0.0,8980e9d9cc800dd749bdbdce1623a945eaa8ab71e151915c05bf9bd1f3184072,False
1,0.005,7bc1f599508247768e1ae8a0c95f1f4c030aea416f43dbfcfa5c52c9d4418537,False
5,0.025,9b83d858d75abbf48fc17fe0019cf381eea74e6eabf5bb9898001d69878d17c0,False
10,0.05,b11f2d2bc68bb886bd071e4a4cd125e51495ccab9e56662b5f3e559a41e7e366,False
20,0.1,ca26b4cf1b1fc95ced7cef90f347d26e228db2d6f5029ca15fe414364d826780,False
40,0.2,6f37447b880a8571daa868a4ff4d3bb15dc22f3bd3866a0e6238ab962e4b4417,False
80,0.4,802abe64caa312aea5c0246929299df3355e32137e7580b8d789fc07fbd123f1,False
100,0.5,c86aa0fb7a03f3ac46e31b9d794a4e91105a946b7b1cc438deeeb479e0d94b91,False
200,1.0,e02629ea4a5eab1ae697e0453063bf76cdf8fa11f6f30a729234062f62c7961b,True
