ari,boundary_disagreement,candidate_id,dataset,gpu_peak_allocated_mib,nmi,q,run_manifest_sha256,runtime_seconds,seed,spatial_cluster_geary_mean,spatial_cluster_moran_mean,spatial_neighbor_agreement,stage_evaluated
0.5688868152960677,0.5908761766835626,B21_C09_LAPLACIAN005,placenta,404.05419921875,0.6466324346210119,0.6077596249585397,c86bc3bf8d680bdef3b30bd3fefd8e68e8a9c05f334a844f95e26656f17ab545,2.7834642119705677,2,0.6257024906676198,0.5270807674961748,0.5541516245487365,S1_CORRECTED
0.38829715567785184,0.5706010137581463,B22_C09_LAPLACIAN010,placenta,404.05419921875,0.5154200897907991,0.4518586227343255,bc9adce2462535450a0c0e662feaaf6153ad212a402a6854cea63f3c5681e261,3.059937657788396,0,0.6047944679304431,0.5950318633653582,0.6179302045728039,S1_CORRECTED
0.49886566973620383,0.5727733526430123,B22_C09_LAPLACIAN010,placenta,404.05419921875,0.5762243435604665,0.5375450066483352,78ec96f9f2041aa44534279ae367e9d07910503674fd91ba10fa14e1177dee58,2.8425848986953497,1,0.597770651202997,0.5993467030297306,0.6095066185318893,S1_CORRECTED
0.6036184257406882,0.6133236784938451,B22_C09_LAPLACIAN010,placenta,404.05419921875,0.6329067067305866,0.6182625662356374,1775a55b01fbd6c72366e86bd0f93d4be3b2207482a14557dfdc122285e29add,2.8161875549703836,2,0.6258234165724593,0.5550586139169609,0.5517448856799038,S1_CORRECTED
0.678217517772332,0.6741491672700941,B23_C10_LAPLACIAN005,placenta,404.130859375,0.7257306279157709,0.7019740728440514,f49077a06e3e02288d64ece96056644e9ec33e89ed372b5d032ec32da36cf3c8,3.0526770493015647,0,0.6697102686102665,0.4653315720962503,0.4542719614921781,S1_CORRECTED
0.6680382255325849,0.6545981173062998,B23_C10_LAPLACIAN005,placenta,404.130859375,0.7117985945603051,0.689918410046445,a6056c393ee17a760e21e62691ab93fe339a67aaa0a743b3c1940573e4999689,3.2157810423523188,1,0.6633593588826695,0.4724388357855629,0.4675090252707581,S1_CORRECTED
0.6598209782964843,0.6379435191889935,B23_C10_LAPLACIAN005,placenta,404.130859375,0.7127134473733044,0.6862672128348943,16c3422d8ba700ce767402d55b4d6e9ea36a9d567661ac8970ec0b342be5a5de,3.382590520195663,2,0.656754138664478,0.4857193201676962,0.49217809867629364,S1_CORRECTED
0.41387656561524067,0.5669804489500362,B24_C10_LAPLACIAN010,placenta,404.130859375,0.5426466272932872,0.4782615964542639,9c47c569d47f44ab794ffebe7d2abdc3613112a41c9af7e022d82796864a03e8,3.4061922961845994,0,0.6058582779927925,0.5646993774806759,0.5950661853188929,S1_CORRECTED
0.5329265854404704,0.5901520637219406,B24_C10_LAPLACIAN010,placenta,404.130859375,0.6004139165684752,0.5666702510044728,264f43b40a4bf4007d6f59b208f8a0f4b77416b3bd2eb9d1a33764d787d27c3e,3.510661364533007,1,0.597842258688601,0.5824003225077953,0.5716004813477737,S1_CORRECTED
0.4370641791644997,0.5626357711803042,B24_C10_LAPLACIAN010,placenta,404.130859375,0.5561180733708191,0.4965911262676594,ebd8002ba8b0a0df884ec33bb9d04414882dcf918eb9c31d8946f59866ce92bf,3.1016310146078467,2,0.6124407867387145,0.5748564703640017,0.6119133574007221,S1_CORRECTED
