ari,boundary_disagreement,candidate_id,dataset,gpu_peak_allocated_mib,nmi,q,run_manifest_sha256,runtime_seconds,seed,spatial_cluster_geary_mean,spatial_cluster_moran_mean,spatial_neighbor_agreement,stage_evaluated
0.2475324557632629,0.2939323894828084,B21_C09_LAPLACIAN005,a1,704.724609375,0.3775886416821951,0.312560548722729,9318e52350089a0ce25abdeb6399a39e11e1323443017c933e71c12be841b81d,4.258544583804905,0,0.37429009119146595,0.6353056509837187,0.7162425054216099,S1_CORRECTED
0.19313506189956436,0.30621207743426754,B21_C09_LAPLACIAN005,a1,704.724609375,0.3557841467495484,0.2744596043245564,0b6d4c126a76c7a96fcf03e825ab28c9ab8db0cf691fdfa06c04eeb1c8ba9874,4.0042034815996885,1,0.3504562755559205,0.6563806495873468,0.7040279372368925,S1_CORRECTED
0.22933449123669167,0.3459115862467495,B21_C09_LAPLACIAN005,a1,704.724609375,0.3797746362994994,0.30455456376809553,d16eabe8609eeda94ada14aad82f1df0ef5dfa3837301b429d9d4bc6ab3608d5,3.910716467536986,2,0.41218314865285366,0.5971981885090472,0.6652793723689246,S1_CORRECTED
0.2169122781187459,0.26183184050852354,B22_C09_LAPLACIAN010,a1,704.724609375,0.36661274660754223,0.29176251236314404,8d9d694e53b23f178fbdf7180c10778047e8daa4fca0fc2551905867ecdabf84,4.013372710905969,0,0.30832562768079097,0.6988706172636094,0.7474327082536038,S1_CORRECTED
0.19778970175284594,0.25885582201675816,B22_C09_LAPLACIAN010,a1,704.724609375,0.360494244662562,0.27914197320770395,4f0da38b2f35824df0be03dccc6c3c65ef31c0096d972de52ad1eb178cef5f5f,4.0380914295092225,1,0.30235240069190594,0.7037380566603735,0.7515945911468299,S1_CORRECTED
0.20804110613218604,0.261456226524126,B22_C09_LAPLACIAN010,a1,704.724609375,0.3538651809309268,0.2809531435315564,97b3bb1156eb0d3a6c91d84fc21a808da61d846e43d9a4b4be2aa6ae4551d395,4.091464256867766,2,0.307798182373991,0.6999385634584487,0.7481662201811455,S1_CORRECTED
0.20397010953333408,0.28494654724068186,B23_C10_LAPLACIAN005,a1,706.08154296875,0.3509162974212513,0.2774432034772927,2567b9f67afdcb3f36c7146c753ddd0bdcde8c393e52914c45fbaa94c3fc06a1,4.413892428390682,0,0.31995789282446013,0.6885889367861413,0.726208700089297,S1_CORRECTED
0.1955037024218066,0.31476451892516616,B23_C10_LAPLACIAN005,a1,706.08154296875,0.35070343664232995,0.27310356953206827,a85216a5aa28d27abe837d63d65f5fb8177bed587eb5ce42feae9f0c218034f5,4.468826008029282,1,0.37054969703391366,0.6385238648832804,0.6959752519454012,S1_CORRECTED
0.19548710232131158,0.32383704131753827,B23_C10_LAPLACIAN005,a1,706.08154296875,0.34425458344705623,0.2698708428841839,e6138ca6277131b3c8872ce668c01013c2215a74966dbdb420f23cddf1459eed,4.4166374849155545,2,0.382957941077202,0.6274817761773508,0.6874601352213292,S1_CORRECTED
0.1973268662291468,0.2552152557064432,B24_C10_LAPLACIAN010,a1,706.08154296875,0.3556432527854729,0.27648505950730984,d3e449b6e04eccbfdf72a65ab53cc601722692ab6715986db996aea6df4aacde,4.458561157807708,0,0.2888573482554429,0.7199635911528379,0.755485393545095,S1_CORRECTED
0.21392107722878165,0.26417220456515456,B24_C10_LAPLACIAN010,a1,706.08154296875,0.36760739127124664,0.29076423425001413,064d7f75ee380a64cbad52aa0fc7a529ea38be802e87a6fac5e7d0fbf0424a43,4.4089160626754165,1,0.33032819048072964,0.677574593881827,0.7475283837224136,S1_CORRECTED
0.19477363648635915,0.28832707310026007,B24_C10_LAPLACIAN010,a1,706.08154296875,0.3434372796300579,0.2691054580582085,328fe552de4008d9d29456755f6f66c2ea50f5428ea1a574a46d4bd6e2589621,4.4279211005195975,2,0.348496814639069,0.6620431619514088,0.7228600586809542,S1_CORRECTED
0.7444440867109565,0.6473569876900797,B21_C09_LAPLACIAN005,placenta,404.05419921875,0.736082266972175,0.7402631768415657,69ec1e4fea672a60e24f925b078067106682069711757495fcf1b285dfd0d357,2.8596559017896652,0,0.665653021835795,0.5001221384393063,0.49338146811071,S1_CORRECTED
0.6790887051408427,0.6531498913830558,B21_C09_LAPLACIAN005,placenta,404.05419921875,0.7055126097847044,0.6923006574627736,c6b051a04b139bf77b28717f83b4153489312d73378ea40eeb1aad84115f4fc4,2.8923017596825957,1,0.6616621765494355,0.5053624613536989,0.4969915764139591,S1_CORRECTED
