candidate_id,dataset,effective_end_to_end_seconds,effective_peak_gpu_mib,historical_diffusion_manifest_sha256,historical_incremental_diffusion_gpu_mib,historical_incremental_diffusion_seconds,historical_zero_preserved,interpretation,seed,source_candidate_id,source_manifest_sha256,source_peak_gpu_mib,source_training_seconds
B17_C09_DIFFUSE10,a1,3.6106332167983055,704.271484375,85317247244d4f6e2bf963f36eeba586b768d83434014df81c4dfb565204eb10,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,0,C09_RNA_ANCHOR10,a13e701e462430d1aa32824c5532233a36ed72f09a81af84d17c5c2d85ec614c,704.271484375,3.6106332167983055
B17_C09_DIFFUSE10,a1,3.6489962628111243,704.271484375,245b1be8e279d6b5eaedca225172d3837bc355b02bb1e8649bd5c597de0ab743,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,1,C09_RNA_ANCHOR10,8a7c098ea30eedc45c93fc921aeaebb5aecae24d7a0820973ee2301f8f52d1cd,704.271484375,3.6489962628111243
B17_C09_DIFFUSE10,a1,3.591742199845612,704.271484375,92a09ed8c8a5d34523e263f59a7176617b5ce1cfabf7baedc8784fab6f808304,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,2,C09_RNA_ANCHOR10,604d3930761e879c07bd4b972843dc34736d48a6a8fe1258299f10b19a594302,704.271484375,3.591742199845612
B17_C09_DIFFUSE10,a1,3.6744760125875473,704.271484375,45e68cb41fb4f246aedc19850c030d7d38157dd74ab5bf117432dd1badc281ee,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,3,C09_RNA_ANCHOR10,6a81a8cdb9ee7869692d375619953dd7a34c742c20a7a6dc8ec9b67bb8c472af,704.271484375,3.6744760125875473
B17_C09_DIFFUSE10,a1,3.6777640571817756,704.271484375,455048c44da7909e2c1c0deb2e5e271897b40d67864b4f566b6f714f1aab6d11,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,4,C09_RNA_ANCHOR10,75bc6863f5e5bcc66cb455a80a482468c0aad17df817a4669db0079339f474e6,704.271484375,3.6777640571817756
B18_C09_DIFFUSE25,a1,3.6106332167983055,704.271484375,cb9c928fb9717489052dc50d44458fd5443a0adc7ecaa42748f86f2a11f05bce,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,0,C09_RNA_ANCHOR10,a13e701e462430d1aa32824c5532233a36ed72f09a81af84d17c5c2d85ec614c,704.271484375,3.6106332167983055
B18_C09_DIFFUSE25,a1,3.6489962628111243,704.271484375,6cf2b9a0ffce54b4af2b476c925a88edee06b72b9b0d5e6569877b8093793e65,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,1,C09_RNA_ANCHOR10,8a7c098ea30eedc45c93fc921aeaebb5aecae24d7a0820973ee2301f8f52d1cd,704.271484375,3.6489962628111243
B18_C09_DIFFUSE25,a1,3.591742199845612,704.271484375,124469189845e777307140c05284d211b4dd76df826c71806a5be8f488e71e1b,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,2,C09_RNA_ANCHOR10,604d3930761e879c07bd4b972843dc34736d48a6a8fe1258299f10b19a594302,704.271484375,3.591742199845612
B18_C09_DIFFUSE25,a1,3.6744760125875473,704.271484375,e16fb3370b09991bae2e9e4b812d07b0acb5950c835b17970f55b5a972560ce4,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,3,C09_RNA_ANCHOR10,6a81a8cdb9ee7869692d375619953dd7a34c742c20a7a6dc8ec9b67bb8c472af,704.271484375,3.6744760125875473
B18_C09_DIFFUSE25,a1,3.6777640571817756,704.271484375,148bc3ccb4f414943c62abe6404576c3089876a39f0736af71feee789c9cfae7,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,4,C09_RNA_ANCHOR10,75bc6863f5e5bcc66cb455a80a482468c0aad17df817a4669db0079339f474e6,704.271484375,3.6777640571817756
B19_C10_DIFFUSE10,a1,3.9629474729299545,705.62841796875,d3af7c45b56a0db7cd3447c9558c5c716db38a2b22c782a792386e4920825e10,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,0,C10_MNN_TRIPLET01,7d9118ab21fe22456e386494eb63badfdeffacbc66aa005cf77c2b67c3cace76,705.62841796875,3.9629474729299545
B19_C10_DIFFUSE10,a1,3.832401502877474,705.62841796875,d838c286418e6e723e06c048f7743e8dfae59e66876d86c7749c74eecab2f64c,0.0,0.0,True,historical zero is incremental post-hoc cost only; source cost is added for frontier gating,1,C10_MNN_TRIPLET01,4e1656c29cd360a0fe871a4c167d21a4d568527ed4c5c90ea7ed677f708a0d62,705.62841796875,3.832401502877474
