dataset,graph_id,seed,artifact,absolute_path,size_bytes,sha256
d1,G04_SP10_F10_EUC_UNION,0,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/reload_spec.json,433,3b7238b36cb5d79425e02167d0bb6415975a49915063a76a2724d0901ef128f9
d1,G04_SP10_F10_EUC_UNION,0,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/views.npz,2466443,7cd9d913fd2c5f1c2fc985b6bf38f9dde4f582472e1b5dd4d5b6bedef926dc6b
d1,G04_SP10_F10_EUC_UNION,1,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/run_manifest.json,6694,87b08291a796e4fe446016ef8ebddb6f89f99e9fcdabb75832a912a6e55d8b83
d1,G04_SP10_F10_EUC_UNION,1,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/checkpoint_reload_audit.json,2830,ac3d839688c7509a8a4c3680bcd096d6a05afd03f2cb3424a00c63cb7495be65
d1,G04_SP10_F10_EUC_UNION,1,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/coefficient_probe.json,31010,79f373a8c16a1702d0be2617887b2d54fdeb849d1a13af80e2a2783db11308a6
d1,G04_SP10_F10_EUC_UNION,1,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/h00_clusters.csv,80699,1ba5d9a24d4becc5d40294319724eebd56892b1b42decb262b00457e2b780989
d1,G04_SP10_F10_EUC_UNION,1,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/loss_trajectory.csv,4960,da493f7bd06d6db1c1d693c7b547f13bfb6cdc1a3ffe7e67a699e128334fe4c6
d1,G04_SP10_F10_EUC_UNION,1,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/model_final.pt,1606367,1d9579c012bd1d2664cf182d98d7398e179c8b74697d5686d048debc7c2ceb7a
d1,G04_SP10_F10_EUC_UNION,1,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,1,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/reload_spec.json,433,74614ac990abaa70374736bdd1ab5468d073625e1a162af27318528968223e9f
d1,G04_SP10_F10_EUC_UNION,1,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_1/attempt_001/views.npz,2465458,2bacf04c5e67251ab62458b514a770ba260471d671002f19a04a3263c9e42f62
d1,G04_SP10_F10_EUC_UNION,2,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/run_manifest.json,6695,91859efef094e3cbfa9c7ebefe6f76a8c8df3754fbc1415cd2683f4a3a838bba
d1,G04_SP10_F10_EUC_UNION,2,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/checkpoint_reload_audit.json,2832,7db13acf0d7ff141d68774d8fb5280043dfdc9a98c92e5566b616cf7292672ce
d1,G04_SP10_F10_EUC_UNION,2,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/coefficient_probe.json,30998,c09c78643cf1fb4d9bf17bcf7bea9271c5dfc408c9ecf3ec53c5326b08452b43
d1,G04_SP10_F10_EUC_UNION,2,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/h00_clusters.csv,80717,82e349cae02944b9d4064f7a97df239e9ae7c8352d7817add7be2f277364dde2
d1,G04_SP10_F10_EUC_UNION,2,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/loss_trajectory.csv,4956,42bc058c743d9fd6a5322c9653991de51cf4c88122c6e04ee7dbcce31f919087
d1,G04_SP10_F10_EUC_UNION,2,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/model_final.pt,1606367,5dda7974c2e5f94d156c89c9f5d14cd8c0d4fabeeace358aa803b4d69355a750
d1,G04_SP10_F10_EUC_UNION,2,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,2,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/reload_spec.json,433,a286f047081c90370170c4afe18b133d0c68e7a030801eb9b00be0f5079228b1
d1,G04_SP10_F10_EUC_UNION,2,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_2/attempt_001/views.npz,2466446,1791bad8b2bb32b8d6a66e4bd0e668f0c0cd57f6bfcd9db1d7e0b4395b30d86d
d1,G04_SP10_F10_EUC_UNION,3,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/run_manifest.json,6695,1d076aa782c819b02c1ac358ce48dc96583b1120f26a67f487d43bda032a74dc
d1,G04_SP10_F10_EUC_UNION,3,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/checkpoint_reload_audit.json,2834,88ab9826269414a4f94408d7c2547ac42735655250c7cfc85bd7e44f5e11f496
d1,G04_SP10_F10_EUC_UNION,3,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/coefficient_probe.json,30940,36c20e2e5cdb9b75837b98767f8b7e9d4baba9f657456e4981bb91ebce7aef87
d1,G04_SP10_F10_EUC_UNION,3,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/h00_clusters.csv,80721,94ae3a368c9fc2d07befb3b5c8f201a03aa3bcdecdafe5d5fb18b9ef2d464d47
d1,G04_SP10_F10_EUC_UNION,3,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/loss_trajectory.csv,4987,6e13533f536e486cec38ca92f077fc1469b4bf81243f58333864b6f8a4bddc92
d1,G04_SP10_F10_EUC_UNION,3,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/model_final.pt,1606367,b57f3c722b2709d0d60bfcb31d18b5659e48de9570729f65bf065f7875325532
d1,G04_SP10_F10_EUC_UNION,3,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,3,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/reload_spec.json,433,5abb09a7f56b277bf6b713167edbdd3e66309dfafa7e8d9b7e541db0f2c2ff11
d1,G04_SP10_F10_EUC_UNION,3,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_3/attempt_001/views.npz,2466519,7971c1f074543f00fe39446fb6486b4c716d248645d7d274ddd34d89289c6c28
d1,G04_SP10_F10_EUC_UNION,4,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/run_manifest.json,6694,bd40361ec287fcbc1bd35458fda9eeec71ec1ef4564d169c5ac00a507ed8ef97
d1,G04_SP10_F10_EUC_UNION,4,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/checkpoint_reload_audit.json,2835,728a0a1b0c3f1a9bd5280e424c331fb7c09657f358e310ce1283e30eeec2c32c
d1,G04_SP10_F10_EUC_UNION,4,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/coefficient_probe.json,30980,c36a6d14dbad4a4922b9925ea4cac980f6d9ccc641b7f6d6aeb7127407f2e011
d1,G04_SP10_F10_EUC_UNION,4,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/h00_clusters.csv,80715,ef13521a18a012e010ad6602fa1650dfd30ca20fe9999125ccf5d3dd357abc55
d1,G04_SP10_F10_EUC_UNION,4,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/loss_trajectory.csv,4963,5d73f135a70a66419f946dcb9604d5cd200a6cd7484735c95fcdc2158551fc9d
d1,G04_SP10_F10_EUC_UNION,4,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/model_final.pt,1606367,25dcdb25f19cb29b431a7c5432a06d64696990b7433a60532c8b891e0592761b
d1,G04_SP10_F10_EUC_UNION,4,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,4,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/reload_spec.json,433,bbf81cc1d1f41b06d7e8587df175508639308af790dad1db5cd1d60f4461f9b9
d1,G04_SP10_F10_EUC_UNION,4,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_4/attempt_001/views.npz,2465908,2a7b4cedc7e5e3ebec5984987de3e070a68ee213973933a53852e0ad4cc85153
d1,G04_SP10_F10_EUC_UNION,5,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/run_manifest.json,6692,a19c1905ca67c597e7045a65a668bb937ab27a9d327b4caf7d8dcbe8594df571
d1,G04_SP10_F10_EUC_UNION,5,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/checkpoint_reload_audit.json,2833,f0a849ed05d2d2ad4e4f4bb5b096acf012bfe26ac7119b7b2e95d1726ba0ea58
d1,G04_SP10_F10_EUC_UNION,5,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/coefficient_probe.json,30962,d945c01f8083c40b932bbd7d67cb6156a86b00ac9d225e5a298be53f23270141
d1,G04_SP10_F10_EUC_UNION,5,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/h00_clusters.csv,80798,d0454ba6ce204874413e86807ba755101dd67953ad5fd62786c254c707503c8f
d1,G04_SP10_F10_EUC_UNION,5,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/loss_trajectory.csv,4947,2b5a3c8fb13afa25834411fe9425d67102d6159b0858bc231dffd1e853a94db0
d1,G04_SP10_F10_EUC_UNION,5,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/model_final.pt,1606367,9d7f6f91d915b954f4ddf361f6515ec5c16d55840538d2ffe2910160a8b9e2b6
d1,G04_SP10_F10_EUC_UNION,5,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,5,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/reload_spec.json,433,227bd717d557063ee180fad7b82b27e05f3401c0a196ffe0b54c662cf9cb7894
d1,G04_SP10_F10_EUC_UNION,5,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_5/attempt_001/views.npz,2466312,a8d77dd2e088787082d6a3bb8ed0d79a4f2ea1402b4200a74ded48f493620f40
d1,G04_SP10_F10_EUC_UNION,6,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/run_manifest.json,6695,77bfb9670458d5b0bc3e693ba068389c94875556e1512b9d275cb750d61a113e
d1,G04_SP10_F10_EUC_UNION,6,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/checkpoint_reload_audit.json,2836,5f978f8eee764c329f35581d661f4f9d2397a216cbaf312edbcda36c6bfb3197
d1,G04_SP10_F10_EUC_UNION,6,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/coefficient_probe.json,30962,03f5e417546477e2551b7afdadd39138859077cfc72d75c309dc7691e1057c80
d1,G04_SP10_F10_EUC_UNION,6,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/h00_clusters.csv,80717,5b2275f96cc36ab2ca6a99247270ce34a08381972efc1dd13034ebf861131c35
d1,G04_SP10_F10_EUC_UNION,6,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/loss_trajectory.csv,4967,c284b976f187fbe10272d151a9a4b9c3538b3a2c8da7094cffa95909a72e07b4
d1,G04_SP10_F10_EUC_UNION,6,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/model_final.pt,1606367,0a2ecb46726f5edfdc9f798c31ba5848c5beb28e629d2d22087a50616387df72
d1,G04_SP10_F10_EUC_UNION,6,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,6,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/reload_spec.json,433,e548c52dd2b7b12a2eea35aac5c94d22bb12d57123854698e2813a4d7dc3e24b
d1,G04_SP10_F10_EUC_UNION,6,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_6/attempt_001/views.npz,2465716,ce029d5c1243dc528de7aa96d1f587d48ae6efffbc8ddd5089f20097617a6ba3
d1,G04_SP10_F10_EUC_UNION,7,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/run_manifest.json,6694,470ff3cd079e388dce372b08bb29cebfcea7176535c9c3458dcd8af750d35e69
d1,G04_SP10_F10_EUC_UNION,7,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/checkpoint_reload_audit.json,2834,6e51944463f1f3e9f2974fad7bf7ea755d1d66739e6180291c2d3be3a96655a4
d1,G04_SP10_F10_EUC_UNION,7,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/coefficient_probe.json,30965,bd1d1dd89310859b98b368e6a0e11879821185443684304baed386de6b1292b6
d1,G04_SP10_F10_EUC_UNION,7,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/h00_clusters.csv,80975,ae46e15f62fa74c0a6af2cfd2266cd30579e205eadbf3be3c46d0a88ec5f81c5
d1,G04_SP10_F10_EUC_UNION,7,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/loss_trajectory.csv,4970,5e065e684fb24b141cc3ca5c2050be75f8f3dd4c406224d65f11c3d7571ec40f
d1,G04_SP10_F10_EUC_UNION,7,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/model_final.pt,1606367,7bcc47967ca8d9aa6d42df062c5b6bd33c83b3d0bc2904371bb432cfbe28cd0d
d1,G04_SP10_F10_EUC_UNION,7,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,7,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/reload_spec.json,433,31ceea3b1632d311c0a6c27b5d2143098f396e64d6c2cd6bbe67569a5767c257
d1,G04_SP10_F10_EUC_UNION,7,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_7/attempt_001/views.npz,2466747,b7225074b4a57204902ec264cd7ebb60a0710e6f1d8322add7317026e7a464f9
d1,G04_SP10_F10_EUC_UNION,8,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/run_manifest.json,6694,d60da7d09c2adcbea040a1c6f34f7ecaedd9f7a43e4c2a8d36d915183c5d51cb
d1,G04_SP10_F10_EUC_UNION,8,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/checkpoint_reload_audit.json,2836,c48a3d80842277d49dfe88ea7f7318a5482ee967c6e4cf0d36f42e739a34dbf0
d1,G04_SP10_F10_EUC_UNION,8,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/coefficient_probe.json,30963,c13d4e20482a4f391b41ad89ca79726fd68a63732a955e13be5029c0ded59c30
d1,G04_SP10_F10_EUC_UNION,8,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/h00_clusters.csv,80709,78280fdebd03c87960bbaf7e6c611a80152f867beae58e490bff49c712d3f7ec
d1,G04_SP10_F10_EUC_UNION,8,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/loss_trajectory.csv,4964,a3621f2eeb4c7db6dd23f1b38cb11f924b143eb08fb638ba8f25c2725e446fb2
d1,G04_SP10_F10_EUC_UNION,8,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/model_final.pt,1606367,217c997ca600e174b070b5116bad44171b782b24f07c22d04896df537de70dcc
d1,G04_SP10_F10_EUC_UNION,8,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,8,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/reload_spec.json,433,51d77cc49e41917947c79e77bf055cb291599b98eb4b2793429436ae98fa5e94
d1,G04_SP10_F10_EUC_UNION,8,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_8/attempt_001/views.npz,2466710,524674e5bf37bf0ce65203d0da86355adc039f9f2146092b081a3387977bba76
d1,G04_SP10_F10_EUC_UNION,9,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/run_manifest.json,6693,b2dbe99abf9b487f35e2c3a838e942c8cbccea3b84891e01ce2f98751f6d351a
d1,G04_SP10_F10_EUC_UNION,9,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/checkpoint_reload_audit.json,2834,5b946248a5a3974f5974a5b72a24b7787cfc7ad3c3189228398888458b10aa37
d1,G04_SP10_F10_EUC_UNION,9,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/coefficient_probe.json,30986,2635b2e59e25482c32aade5b6a738b9a1c3c94769a47032e598bf02e7e936ea0
d1,G04_SP10_F10_EUC_UNION,9,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/h00_clusters.csv,80832,d8ebb8dd320674cf04ae783790ef42229401f6eac46bd6eb55dded84cc0bc9db
d1,G04_SP10_F10_EUC_UNION,9,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/loss_trajectory.csv,4936,f52ba0475f5bebdf1112a2509d3dd72049304d729e240f6c997a73670619bd96
d1,G04_SP10_F10_EUC_UNION,9,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/model_final.pt,1606367,f070f99cbb7e0c1d6ccb8cffb9c2ca6e5cdaacfb151750ce40a50c7a783df41f
d1,G04_SP10_F10_EUC_UNION,9,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G04_SP10_F10_EUC_UNION,9,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/reload_spec.json,433,863b0d08a682cb2b16dd3179ef1ccb122b01d8cebb6e376c467698d686f478a6
d1,G04_SP10_F10_EUC_UNION,9,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_9/attempt_001/views.npz,2466001,ac7e4020523bcfe7107f8b41e69c81e52bac5aa29417f4f959f190959b5c0092
p22,G00_SP18_F20_CORR_UNION,0,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/run_manifest.json,6708,bded8d21ebfa5c81e4b14c6e42122282f5ca3ca6dd2879087df4f3e61aa4381d
p22,G00_SP18_F20_CORR_UNION,0,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/checkpoint_reload_audit.json,2833,6dbcb7a39a2cd630991ad97eb9fad4184c7649b4bbcf92f31db34a7713910703
p22,G00_SP18_F20_CORR_UNION,0,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/coefficient_probe.json,31167,8b37785a77d49ce18ddb039e490564501fb8dfa9a9d2f2da9dae2b5b71926b2c
p22,G00_SP18_F20_CORR_UNION,0,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/h00_clusters.csv,174747,8cfe8169e136ab86a93b82bde9995c341200969ab8d837288d1916359fa3eef8
p22,G00_SP18_F20_CORR_UNION,0,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/loss_trajectory.csv,5440,d584f18c71f18e033c128501c6d734d07ddcea1d3f13a8180203fceb6915ecdc
p22,G00_SP18_F20_CORR_UNION,0,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/model_final.pt,2302431,62210c7bc786cda91531d30196e4b1ad8106a9f699ad3c62f784076b8f1d9149
p22,G00_SP18_F20_CORR_UNION,0,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/observation_ids.csv,156347,c4381314391f7bf7b05bb55b1c318c58903724a2dc560d1152447b02e704c7eb
p22,G00_SP18_F20_CORR_UNION,0,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/reload_spec.json,449,7f99b2cb4ab378d2faf781ec3e14f7fa5349d8385c00cafc92e44b7b7c598aeb
p22,G00_SP18_F20_CORR_UNION,0,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_0/attempt_001/views.npz,13274592,b26866a97621d7e035e1f52b83d727d1adcf03b86bcc405b5f8802720b12550c
p22,G00_SP18_F20_CORR_UNION,1,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_1/attempt_001/run_manifest.json,6711,2f7d4fc5cb74d3c6a3dda9302c2983ce39d47cbe5dc5b2c735875529556466aa
p22,G00_SP18_F20_CORR_UNION,1,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_1/attempt_001/checkpoint_reload_audit.json,2836,593ca6a7318c56f9d7761735fbc5d95dec15b07da3330ed83321a53f248a8734
p22,G00_SP18_F20_CORR_UNION,1,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_1/attempt_001/coefficient_probe.json,31118,1fc3a5c0c90737e3c0fca0d8d6f7c658b9351bbdefdafc57fa5e42fa7252bce3
p22,G00_SP18_F20_CORR_UNION,1,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_1/attempt_001/h00_clusters.csv,174747,a035e36013c3ca116e39d525889cc30bea915e0a61d43354fdcca5c9760823b8
p22,G00_SP18_F20_CORR_UNION,1,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/p22/seed_1/attempt_001/loss_trajectory.csv,5478,d5e2b57a5eaefff31cc470c883087e7157e063f9878a4794024615bdfd2aa975
