lane,n,n_eval,k,historical_frontier_ari,historical_frontier_nmi,historical_frontier_source,historical_partition_sha256,historical_partition_label_assisted,reusable_carrier_status,carrier_shape,carrier_dtype,ordered_ids_sha256,carrier_representation_sha256,carrier_common_partition_sha256,carrier_common_head_ari,carrier_common_head_nmi,frontier_minus_carrier_ari,frontier_minus_carrier_nmi,night21a_carrier_ari,night21a_carrier_nmi,alignment_status,bridge_conclusion
A1_K10,3484,3484,10,0.2761717672503009,0.4219373620021054,Night16E TSRE_FULL public benchmark HPO,c8bfd5b1ab7e7645fd7be1d042ce79286908a31ada5db10eff76b729ccde3b5f,yes,PRESENT_AND_REPLAYABLE,"[3484, 64]",float32,fda2cb86c80cd046e2649fc99f63d0af4b1075423c6bafb3bb472fee78d217f2,40f78ab9cfc927d3fec8855bf7909a42fb1da0729283c28d2cd260d97b332ca1,48ef4fb52e815f15015438684259dd8b38118d29f875997dfc8b68e157f0a6d0,0.22678008502081123,0.3855115458623491,0.04939168222948967,0.03642581613975632,0.2364316186,0.388764404,EXACT_IDS_AND_ARRAY,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
D1_K10,3359,3359,10,0.3677500415439257,0.4491708558910805,Night16E TSRE_FULL public benchmark HPO,b272e7d74c13bab5111d3dd99ff113487cb3052f7ab0492368b5fc96c8f4286c,yes,PRESENT_AND_REPLAYABLE,"[3359, 60]",float32,331f216f0a6cd26e1adea1a7e15a52ede3d7bee67f4de3d20f8b4ccc907c8b3a,f8ffefaab01408df95f6e37797320d8f6b527e80f889049e8d72661310572c93,c2a24e18f4090e55d53158390381f37b2763a414e8c38bd93b145f8f0bbf25c9,0.14708789903024463,0.26976405226379824,0.22066214251368108,0.17940680362728229,NOT_RUN_IN_NIGHT21A,NOT_RUN_IN_NIGHT21A,HISTORICAL_BANK_ORDER_CONTRACT,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
TONSIL_S1_K4,4326,4326,4,0.23668286718251594,0.31736524060791105,Night16C family-frozen CMBF-TPR,61d64ed233b9bd5e8d800da195123f337eb1b1fcdaee08cec1068601738d5e0b,mixed_or_family_development,PRESENT_AND_REPLAYABLE,"[4326, 16]",float32,dd2b5d403a9024d854c8117d988ad40bf77b8bc2bf33d42991a675fa80b221f5,997a0447d74ec6c2eec986ec664dcaa18a1adf30cd93f57817d3cede8f34700d,67ed9ef1d60c17472634149135d3ee6147d117318364903dcc8b3bc6b4c1e4e4,0.13774369148711335,0.21370642331649065,0.09893917569540259,0.1036588172914204,0.1528164418,0.2072246761,EXACT_IDS_AND_ARRAY,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
TONSIL_S2_K4,4519,4518,4,0.2587853670379758,0.31654623862882414,Night16C frozen within-study transfer,cd8233e38ed63e2a28b5833aa9da4d2402d0358c9613deaa6a353e4313339c0d,mixed_or_family_development,PRESENT_AND_REPLAYABLE,"[4519, 60]",float32,2506b72068758591a240ef99dc1f1103e774c6d230f58df6cb45f1b1ea06ccc1,d61e1b5ea60e1b11b90fd97aa89c824959512244a1fc17b7329966cfb2019630,bcfcc06a2eba39195f70e844c57c8a59d5225f700c493b4a0fcbea45705cf292,0.1340777118320178,0.2163596610945486,0.12470765520595797,0.10018657753427554,NOT_RUN_IN_NIGHT21A,NOT_RUN_IN_NIGHT21A,HISTORICAL_BANK_ORDER_CONTRACT,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
TONSIL_S3_K4,4521,4460,4,0.3527884269769521,0.3112754925256839,Night16E TSRE_FULL public benchmark HPO,d53ced292938c38d855b8ef2e73d12d0d8c5a99727614360f01b9767f12f23e8,yes,PRESENT_AND_REPLAYABLE,"[4521, 60]",float32,1a2e495d10994e733de10fcb8aa2e989108bd2f423348ca5235f9be86a6323d1,3ce15470142b2c9de59d625de0d21f5c7ab0dacc0b92513367d4acc81b7f615c,c7c28ebcdccfbd9ef679d20a9792bf72f4cef7a5fc821b20f0ea4241fc817f7b,0.07852369814874074,0.10856527508473336,0.2742647288282114,0.20271021744095052,NOT_RUN_IN_NIGHT21A,NOT_RUN_IN_NIGHT21A,HISTORICAL_BANK_ORDER_CONTRACT,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
P22_K9,9196,9196,9,0.5963900556825741,0.7182431752166996,Night16H strict-LOSO feasible selector,76ec89c8243fc4856692ddcd4cf2906df971381b968a5489c245a74c52eda3be,yes,PRESENT_AND_REPLAYABLE,"[9196, 64]",float32,8281169865cebd092782d6d119bd23966681a64bb748ac6e232b77bd4983e9f5,1d4f8596e4804bf83d5100d678ae2ca3106366b04a47419ef66339dfb22a5000,4d03da02d9111fb53b9b56e94ba45dfc242668ed45c8f6e0c0e313c4ce49b062,0.4710883039953578,0.600489060931043,0.1253017516872163,0.11775411428565652,0.4708168993,0.5998766936,EXACT_IDS_AND_ARRAY,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
MISAR_E15_5_K7,1949,1949,7,0.5416365903694235,0.6669488935833199,Night16C family-frozen CMBF-TPR,1e7f48d5c56302ba7e728af2f70df32fe0f52f3dc49d1118ad2509ce58675829,mixed_or_family_development,PRESENT_AND_REPLAYABLE,"[1949, 64]",float32,46951a608d32cc38cd5869def3e9e147f9027fa0ad8cc54f5b5ad8f58b5ba6f7,1a8e7a6708994e8a0d773dd94f4ccc536b86056a2c104db5372bc3bdd58ece5a,ff6989f8b04f16a19453beee5b90d370370a8f1b0f911ca5d715ff305a27ace0,0.359346188145376,0.5407957034267511,0.18229040222404747,0.12615319015656878,NOT_RUN_IN_NIGHT21A,NOT_RUN_IN_NIGHT21A,HISTORICAL_BANK_ORDER_CONTRACT,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
PLACENTA_K10,1662,1662,10,0.4999993975293688,0.6311801428733832,Night19B concatenated-feature KNN matched control,cb8563c8f6651f207902865e50fdeb52eb97a753dc07c33cbcfa1be054130630,mixed_or_family_development,PRESENT_AND_REPLAYABLE,"[1662, 30]",float32,ffc344ff424116a5c28c46d792efcf8f518542f671916575a93e320319cfe687,7580d9f92c796fee012f7d7d8f1d36a320dcc3d57771847ce4e770ace48ca782,5c355a8be0c5307d59d9c2becb94bc86a57315bb3308f3b982f613f1fe5de199,0.42194852088155427,0.5483126140302924,0.07805087664781452,0.08286752884309079,0.3451786733,0.5196462007,EXACT_SOURCE_ID_JOIN,HIGHEST_PARTITION_IS_NOT_A_REUSABLE_PRECLUSTERING_REPRESENTATION
