lane,family,carrier_ari,carrier_nmi,full_ari,full_nmi,delta_ari_vs_carrier,delta_nmi_vs_carrier,strongest_atomic_ari_arm,strongest_atomic_ari,strongest_atomic_nmi_arm,strongest_atomic_nmi,full_minus_max_atomic_ari,full_minus_max_atomic_nmi,dual_gain_vs_carrier,strict_full_beats_every_atomic_both,min_cluster_full,cluster_sizes_full
A1_K10,RNA_PROTEIN,0.23643209910354843,0.3887643545531437,0.20856346474122064,0.36038766565213726,-0.027868634362327782,-0.02837668890100642,LOWPASS_CARRIER_CONTROL,0.23626493616669536,LOWPASS_CARRIER_CONTROL,0.392540376486407,-0.027701471425474716,-0.03215271083426974,False,False,239,"[376, 317, 297, 503, 278, 506, 239, 362, 282, 324]"
TONSIL_S1_K4,RNA_PROTEIN,0.15281598996574233,0.2072254572356357,0.13882237493530175,0.18919467219209277,-0.013993615030440582,-0.01803078504354294,ANCHOR_WITHOUT_GRADIENT,0.1808651622066981,MEAN_ONLY_ANCHORED,0.25336394246844424,-0.04204278727139635,-0.06416927027635147,False,False,508,"[508, 1328, 1162, 1328]"
P22_K9,RNA_CHROMATIN,0.47081719863848254,0.5998769987547389,0.3750378858292978,0.5591821088008871,-0.09577931280918472,-0.04069488995385173,LOWPASS_CARRIER_CONTROL,0.4809399105218947,LOWPASS_CARRIER_CONTROL,0.6103778279429019,-0.10590202469259691,-0.051195719142014706,False,False,686,"[1550, 787, 929, 686, 1159, 705, 1061, 999, 1320]"
PLACENTA_K10,RNA_CHROMATIN,0.34517911085578634,0.519646073418797,0.39481632071526407,0.5333175736432952,0.04963720985947773,0.013671500224498256,ANCHOR_WITHOUT_HIERARCHICAL_FUSION,0.41657309527259107,ANCHOR_WITHOUT_HIERARCHICAL_FUSION,0.528448767042172,-0.021756774557326997,0.00486880660112321,True,False,72,"[187, 196, 110, 134, 281, 231, 231, 125, 72, 95]"
