lane,identity_initial_max_abs,parameter_changed,optimizer_steps,parameter_count,residual_frobenius,residual_max_row_norm,gate_min,gate_mean,gate_max,modality1_weight_mean,modality2_weight_mean,channel1_weight_means,channel2_weight_means,wall_seconds,gpu_peak_mib,peak_rss_mib
A1_K10,0.0,True,60,31873,33.7978630065918,0.7612881660461426,0.9263569712638855,0.9921408891677856,1.0,0.3230306804180145,0.6769692897796631,"[0.1281808763742447, 0.15282565355300903, 0.13131020963191986, 0.15732677280902863, 0.13329099118709564, 0.16292381286621094, 0.13414166867733002]","[0.14019668102264404, 0.14320607483386993, 0.14277318120002747, 0.14368146657943726, 0.14306142926216125, 0.14463241398334503, 0.14244870841503143]",6.919866697862744,95.189453125,810.5078125
TONSIL_S1_K4,0.0,True,60,26065,20.77825927734375,0.42141035199165344,0.9330384135246277,0.9908939599990845,1.0,0.5376664996147156,0.46233347058296204,"[0.1392713040113449, 0.15183545649051666, 0.1326015442609787, 0.15391702950000763, 0.13288241624832153, 0.15765126049518585, 0.13184092938899994]","[0.1389685571193695, 0.146030455827713, 0.1395774930715561, 0.14716921746730804, 0.13981865346431732, 0.1494617909193039, 0.13897378742694855]",4.316800834611058,72.01953125,815.0078125
P22_K9,0.0,True,60,34069,52.239566802978516,0.6567779183387756,0.9471635818481445,0.9949432611465454,1.0,0.7157419323921204,0.28425806760787964,"[0.13143235445022583, 0.1540609896183014, 0.12962046265602112, 0.15766610205173492, 0.13176561892032623, 0.16170884668827057, 0.13374564051628113]","[0.13960354030132294, 0.14793641865253448, 0.13655303418636322, 0.14931753277778625, 0.1372871994972229, 0.15111880004405975, 0.13818348944187164]",11.239497106522322,224.767578125,878.203125
PLACENTA_K10,0.0,True,60,27827,17.521665573120117,0.5253528356552124,0.9585080146789551,0.9950545430183411,0.9999924898147583,0.7136198282241821,0.28638020157814026,"[0.1476307213306427, 0.1399678885936737, 0.14669851958751678, 0.1384369432926178, 0.14504700899124146, 0.13690318167209625, 0.14531578123569489]","[0.12679894268512726, 0.16097110509872437, 0.12291362881660461, 0.16666454076766968, 0.12536147236824036, 0.17035777866840363, 0.1269325464963913]",3.627296704798937,44.77001953125,788.4609375
