corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.00016732277655897296,2.6310058644392674e-05,0.33333334778338897,0.00011898681719962655,2.631005852261387e-05,0.3333333462405214,True,True,True,True,0.0,0.00019185883375753149,0.0,0.0,7.2646774421586995e-06,2.6310055344535318e-05,0.33333330597608957,0
0.00015500421672741253,2.4373071712619013e-05,0.32984117847580263,0.00011487020768486678,2.5399804430630152e-05,0.34373596915633553,True,True,True,True,0.000625,0.00018629191787966607,0.0,0.0,6.660096512681469e-06,2.412048012368836e-05,0.3264228523678617,1
0.00011577160320116533,1.820408274485255e-05,0.31677537343367407,9.954534221393729e-05,2.2011209652816354e-05,0.3830244706764691,True,True,True,True,0.003125,0.00017096910322207798,0.0,0.0,4.763463887548019e-06,1.725155721103053e-05,0.3002001558898569,5
8.700680274966562e-05,1.3681066797250973e-05,0.3010351004468841,8.303472783420383e-05,1.8360425130642743e-05,0.4039986431877619,True,True,True,True,0.00625,0.00016413989062286587,0.0,0.0,3.701431674372909e-06,1.3405257560592992e-05,0.294966256365354,10
6.278563098565201e-05,9.872497141329064e-06,0.291297889251521,5.8385142638407024e-05,1.2909972346688405e-05,0.38092162915324673,True,True,True,True,0.0125,0.00016039526342494185,0.0,0.0,3.067378310061332e-06,1.1108943754612178e-05,0.32778048159523226,20
5.191239154505447e-05,8.16277433359274e-06,0.31499840514001815,3.314711665140352e-05,7.3294050507392895e-06,0.2828389965537493,True,True,True,True,0.025,0.00016125341950328263,0.0,0.0,2.8775686132786117e-06,1.0421521130958994e-05,0.40216259830623247,40
6.71918869382201e-05,1.0565342759232204e-05,0.3827121255398166,1.9663585966194638e-05,4.347961477674129e-06,0.15749773734807196,True,True,True,True,0.05,0.00019034625978309923,0.0,0.0,3.504818996311838e-06,1.2693196979457683e-05,0.45979013711211153,80
4.120247630995427e-05,6.478732843804003e-06,0.40602612142847794,1.128413764965028e-05,2.4951194504298515e-06,0.15637065107996545,True,True,True,True,0.2,0.0004867696046313937,0.0,0.0,1.92801846127625e-06,6.9825911508592244e-06,0.43760322749155667,320
6.33362019384438e-05,9.959069659152096e-06,0.48064969383461464,1.0999231775136246e-05,2.4321217973425797e-06,0.11738030130022516,True,True,True,True,0.5,0.0007878497195742822,0.0,0.0,2.2997377889111894e-06,8.32882519367484e-06,0.40197000486516016,800
4.146729749577118e-05,6.5203736835773315e-06,0.4699694965675513,8.85921783776344e-06,1.9589274279442813e-06,0.14119376922247884,True,True,True,True,1.0,0.0012129278691012492,0.0,0.0,1.4895828938003235e-06,5.394734823149144e-06,0.3888367342099699,1600
