fraction_of_training,state_file_saved,state_sha256,step
0.0,False,5f4d40bae0f229a31cb71b7278d630d355323a2154e08dd82150b4ca2338aaea,0
0.000625,False,d2f4395c91f3422cda3d9dc39cb506b8082f15a6432d0aa518a33fa38c7777ef,1
0.003125,False,9476c08079ca8f492a617b0eb15bfee7c4623dcee65703903dee8c1a5c4110f4,5
0.00625,False,921229506c578737bcd6b5f120e9b513d8b7b3ddc1f2627571766a0a7c802d2a,10
0.0125,False,720f428eb770baa15edf13dcffbba8ccbc25f878348404cf8ed38eb5df75f4ee,20
0.025,False,5cdba24addebebfa9e56d7d65048553aa59dafda5734c60bca4807e599d355e5,40
0.05,False,d4ebe55ef49a984109f8cff51c6d0bf4600ab04f82cd35d321bf6c56237f4703,80
0.2,False,9f1f361ef6b214657db66172445eaeff2fd13984cf93e30abf3c6bb2c2925e33,320
0.5,False,cc2c9fc16b1e2fc55fe714201a87dde51f54d9658476013aae207cfc06cfbb51,800
1.0,False,a333d237b4fec293efcf50c3e393d4f2d92515f3e5e5238ddc1f3c31ff60bc16,1600
