dataset,variant,seed,n_observations_trained,n_observations_evaluated,ami,ari,embedding_davies_bouldin,embedding_silhouette,fmi,homogeneity,hungarian_balanced_accuracy,hungarian_macro_f1,hungarian_weighted_f1,nmi,silhouette_sample_size,spatial_cluster_moran_mean,spatial_neighbor_agreement,v_measure,clustering_seconds,evaluation_seconds,preprocessing_seconds,total_seconds,training_seconds,gpu_peak_allocated_mib,process_peak_rss_mib
a1,abundance_only,0,3484,3484,0.36885079142020355,0.21696042886931202,2.244855647259756,0.10118087381124496,0.36005154957707164,0.4248716687845926,0.4569894087903232,0.31657013476417073,0.45692662669418144,0.37284405407581955,3484,0.5115265252431378,0.5693328230641663,0.3728440540758196,6.56469411496073,0.9758486750070006,6.446973689133301,19.196073125116527,4.327382899122313,417.0859375,1351.9375
a1,abundance_only,1,3484,3484,0.36369762637344744,0.2183582056300816,2.158569572488545,0.1103319525718689,0.36102711927580805,0.41998667014783764,0.35078471738633676,0.3125648786968432,0.49380112671375037,0.3677156245256137,3484,0.5232371085128955,0.5779276693455798,0.3677156245256137,5.941657954128459,0.7116948929615319,6.593161973170936,17.82185584399849,3.8492698511108756,417.80224609375,1709.23046875
a1,abundance_only,2,3484,3484,0.36386641313543877,0.22331336948847147,2.259067878505029,0.11283121258020401,0.3646983104437623,0.4208817545572902,0.38954413417097944,0.3383720975120198,0.494296242000817,0.3678757062472817,3484,0.5471587826933433,0.5892333205766042,0.3678757062472817,7.988395515130833,0.8872554560657591,6.672352536115795,20.084780937060714,3.8686259610112756,417.8046875,1884.328125
a1,abundance_only,3,3484,3484,0.34771385622807094,0.19475223092960103,2.1007974828622897,0.10860037803649902,0.33574277738306263,0.4098424874185249,0.43816128211473904,0.3145816111518943,0.4639676991240959,0.3517537493975178,3484,0.5191878745914964,0.5774014542671259,0.35175374939751775,7.2611715260427445,1.0359056750312448,6.324067622888833,19.12297676806338,3.817325753858313,417.80322265625,1952.8828125
a1,abundance_only,4,3484,3484,0.3531024132646128,0.20921353246253746,1.9378680267254058,0.12062622606754303,0.3506148454415164,0.41199902892600737,0.3531577897799699,0.2975319575765679,0.4566578319298446,0.3571476209470131,3484,0.5147185408431338,0.5637039163158566,0.3571476209470131,4.893997470848262,0.524309003027156,6.7977634880226105,17.02021045796573,4.031766931992024,417.80322265625,1956.8984375
a1,asr_hvg,0,3484,3484,0.3692141049827184,0.21706049417857093,2.2435082339829306,0.10139088332653046,0.360175565372983,0.425227472497407,0.45673846776146504,0.31640899660459926,0.4566574370345039,0.37320559525048835,3484,0.5115014556406405,0.5697155249394056,0.37320559525048835,5.971012003021315,0.7656006279867142,7.218904365086928,18.902159159071743,4.1857677679508924,417.0859375,1351.8984375
a1,asr_hvg,1,3484,3484,0.36562777246451567,0.21953563058497289,2.1593812533501326,0.10992252826690674,0.3621643042147271,0.42199402404160974,0.35107120645871115,0.31289956378614,0.4944443815471077,0.36963530867282596,3484,0.5231532288738169,0.5784219926010971,0.369635308672826,5.496254140045494,1.0636212080717087,6.331115646986291,17.352438190951943,3.751132220029831,417.80224609375,1709.75
a1,asr_hvg,2,3484,3484,0.3705719550802855,0.2533890812724148,1.93311310052535,0.10990704596042633,0.3973913397814929,0.4156395945110318,0.3672942572091014,0.32888245962390933,0.5161815923488133,0.37465899239664613,3484,0.5726043657485913,0.6141886720244929,0.37465899239664613,5.949856941821054,0.8897830450441688,6.453603136818856,17.789694828912616,3.866082893917337,417.8046875,1896.8671875
a1,asr_hvg,3,3484,3484,0.3780792315498039,0.2647985844968573,2.0020169123124565,0.0905640572309494,0.41244467902977966,0.4175653720559297,0.48851010644847737,0.3577697912575882,0.5295877640500146,0.38217410621651166,3484,0.5537629252015291,0.6298794489092997,0.38217410621651166,7.392011867137626,0.8413913710974157,6.530124868964776,19.28193473792635,3.8844086618628353,417.80322265625,1963.4453125
a1,asr_hvg,4,3484,3484,0.3364286341264092,0.18671228190609435,1.9373022204207815,0.12267865985631943,0.3300087352215458,0.39360065791913695,0.3143427020593802,0.28241000043618103,0.438336196061221,0.3405704023988909,3484,0.5657504334339227,0.6197378492154612,0.3405704023988909,5.406848993850872,0.6173698748461902,6.296730760019273,16.708219479070976,3.774316350929439,417.80322265625,1963.4453125
a1,asr_rescue,0,3484,3484,0.35934620508861154,0.21282038002554074,1.979625684181886,0.10801192373037338,0.35810901749177576,0.4122800402708999,0.3300095803693993,0.2896380361480146,0.46330995321570523,0.36341870224022627,3484,0.5503307444839699,0.5999649189947698,0.3634187022402262,11.662962093017995,0.9673511609435081,7.837617011973634,26.610901115927845,5.338538923999295,529.85205078125,1354.38671875
a1,asr_rescue,1,3484,3484,0.37535313885931026,0.24403228692130538,2.0117112060452875,0.09260781854391098,0.3858990792801885,0.4262846484769112,0.3913197379559406,0.3348379844188199,0.5111573835827025,0.37935285952050307,3484,0.539803054805249,0.563034188034188,0.379352859520503,6.226728620007634,0.9415804699528962,7.399058653973043,20.197962834965438,4.920300489990041,529.8505859375,1739.5546875
a1,asr_rescue,2,3484,3484,0.3604875212845935,0.22339305185323602,2.0803305832302534,0.1264280378818512,0.36259147054938257,0.42146987363340666,0.39227751685987583,0.31592945278028006,0.4846572278215036,0.36447672299809414,3484,0.5257411651008416,0.5756314580941446,0.36447672299809414,6.252952128881589,1.021124435821548,7.2439686299767345,20.176910226000473,4.931638706009835,529.8505859375,1926.33984375
a1,asr_rescue,3,3484,3484,0.3497388477683148,0.19583072426772663,2.184497041933938,0.11122795194387436,0.33754795668579646,0.41058492123868046,0.3562647454087433,0.2992347436167596,0.45667742006239626,0.3537816694362324,3484,0.5323609660982748,0.576077943615257,0.35378166943623235,6.364246719982475,1.0276296029333025,6.8296659449115396,19.773733417969197,4.8919166419655085,529.84521484375,1967.1015625
a1,asr_rescue,4,3484,3484,0.34492925181168965,0.2029356993165676,1.9956480235788452,0.13825923204421997,0.34392229606618163,0.40444984342426415,0.35128520694456034,0.30373994150006467,0.4682745174999314,0.34900682379357556,3484,0.5146848133768558,0.5500223242760556,0.34900682379357556,8.294906261144206,0.9356895838864148,6.7524839320685714,21.50478974916041,4.89851282001473,529.84521484375,1967.1015625
placenta,legacy_exact,0,1662,1662,0.7034324890128305,0.6530677220889807,2.1634853702680656,0.1545107364654541,0.7142185722403767,0.7463867625374669,0.620341464329802,0.5883802373788296,0.7808139245461581,0.7073024601682062,1662,0.43271113188631694,0.45306859205776173,0.7073024601682062,2.674659786047414,0.36559533909894526,6.336257739923894,12.423039586050436,2.731697240844369,197.99560546875,4574.6796875
placenta,legacy_exact,1,1662,1662,0.7478256399507442,0.7201194026501642,2.1289469210036094,0.1540587693452835,0.7699032628665158,0.782969022060498,0.6704233890974652,0.6238450241393809,0.8249576267351832,0.7511639843456898,1662,0.3835569773006126,0.4398315282791817,0.7511639843456898,3.538908696034923,0.3961326729040593,6.316953815985471,13.27865742589347,2.7308232011273503,197.9970703125,4746.1640625
placenta,legacy_exact,2,1662,1662,0.7272810063300025,0.6576105843261613,2.2198582251563908,0.1669599413871765,0.7189022182852408,0.7787338319175567,0.6771379146630873,0.6299300895966838,0.7942618169013788,0.7308053605816894,1662,0.37358367183890534,0.43080625752105894,0.7308053605816893,3.053708930965513,0.08361910097301006,6.164124852977693,12.274338233051822,2.7306278890464455,197.99560546875,4889.46484375
placenta,legacy_exact,3,1662,1662,0.7057807083202478,0.6403649578840368,2.0720176709012033,0.19355739653110504,0.7036987152570423,0.7506093055715721,0.620525980409802,0.5880977039050062,0.7739505378575826,0.7096072903535283,1662,0.41050218403986616,0.44223826714801445,0.7096072903535283,2.888793216086924,0.3122421898879111,6.053654824150726,12.92032862897031,3.3516682910267264,197.994140625,5069.6796875
placenta,legacy_exact,4,1662,1662,0.7165340983125288,0.6464722603331017,2.205953981981364,0.16953139007091522,0.7097711382187978,0.7684730821160505,0.6724443086822812,0.6265133455415658,0.7923517894107192,0.7201913614503674,1662,0.3772905884840983,0.43381468110709986,0.7201913614503677,2.877642964012921,0.39370562392286956,6.259791206102818,12.637139489175752,2.815185842104256,197.99560546875,5069.6796875
placenta,corrected_unweighted,0,1662,1662,0.4877532197446093,0.4138147854392043,3.2265139669962473,0.04099542275071144,0.5109570779706095,0.52330110107485,0.5050442565955223,0.44471830784259636,0.6095893611251524,0.49440319805495,1662,0.5083500788796766,0.5042117930204573,0.49440319805495,4.959782974794507,0.45839013811200857,7.205184116959572,17.24977091792971,3.8011731149163097,255.091796875,1940.69921875
placenta,corrected_unweighted,1,1662,1662,0.5600742989565781,0.5114512620798337,3.3236292979301147,0.04248452186584473,0.5943165008973799,0.5969185909113586,0.5577653326517578,0.560572090663722,0.7308852412774755,0.5658158290796529,1662,0.4237260726707011,0.4590854392298436,0.5658158290796529,2.815254190005362,0.8242293631192297,6.336822903016582,13.506324067013338,2.8812339559663087,255.09326171875,1945.3828125
placenta,corrected_unweighted,2,1662,1662,0.5180703340867607,0.45873344461793203,3.3519095478047314,0.035186782479286194,0.5494922209861276,0.5542883107433214,0.5574180385472404,0.5023784569549995,0.6610635669125854,0.5243418116291204,1662,0.4924119444223578,0.4969915764139591,0.5243418116291204,3.180734716821462,0.15554414503276348,6.112881028093398,13.1985941499006,2.9976594869513065,255.091796875,2016.91015625
placenta,corrected_unweighted,3,1662,1662,0.5451542737441628,0.4594693170474976,2.910726941023755,0.041473958641290665,0.5514092923910032,0.5745082407735258,0.5129089102076912,0.5171299835789187,0.6797776186611298,0.5511655790087705,1662,0.4705107275578772,0.5084235860409145,0.5511655790087704,3.866549286991358,0.28158016107045114,5.856155497021973,13.956204402958974,3.183884161990136,255.09033203125,2196.80078125
placenta,corrected_unweighted,4,1662,1662,0.5021655872637331,0.40970903598682307,3.1646866085568717,0.04505966231226921,0.5078945429338695,0.5365649580329407,0.49370788078789135,0.4854461114050541,0.6287924518051362,0.5086566545638403,1662,0.4607078430418777,0.4879663056558363,0.5086566545638403,3.118097823113203,0.27779130986891687,5.641670577926561,13.467794647905976,3.697605837834999,255.091796875,2255.703125
placenta,abundance_only,0,1662,1662,0.47338327874515795,0.37704001295195844,3.228639023255378,0.0383528470993042,0.479616862922589,0.507891716618328,0.5352117319095331,0.5039714978078053,0.6417779607320684,0.48022174202773094,1662,0.48985378728709056,0.4969915764139591,0.480221742027731,3.114767403807491,0.466059081023559,6.603666562819853,14.364289424847811,3.4549299229402095,255.091796875,1956.8984375
placenta,abundance_only,1,1662,1662,0.5308795866735204,0.44376627139411123,3.4797771784853895,0.04214823618531227,0.5363976423305468,0.5693636713944921,0.5386572441668599,0.5344378846282541,0.6893276318869234,0.5369637237630799,1662,0.4245209096278432,0.45788206979542717,0.5369637237630799,3.210966224782169,0.4679184788838029,6.636278001824394,14.31194729800336,3.259365675970912,255.09326171875,2109.16796875
placenta,abundance_only,2,1662,1662,0.49809910600265384,0.4280558651797279,3.4490465349043418,0.03504936397075653,0.5233715066949224,0.533737881917562,0.5586776420677984,0.4977251944825845,0.6452735607664689,0.5046264029105573,1662,0.494983206612735,0.49879663056558365,0.5046264029105572,3.253078027861193,0.34409887506626546,6.397934291046113,13.809943309985101,3.054846059065312,255.091796875,2138.02734375
placenta,abundance_only,3,1662,1662,0.5059874586842972,0.42150844487415057,3.237256857474241,0.0412026047706604,0.5183744572044711,0.5400968131853205,0.49659106772146666,0.4794323262147467,0.637243113585462,0.5124416125462129,1662,0.4947937692221263,0.5006016847172082,0.5124416125462128,3.4584604469127953,0.3901850669644773,6.227865655906498,13.847958130994812,2.9805092581082135,255.09033203125,2297.83984375
placenta,abundance_only,4,1662,1662,0.4947236254827296,0.4129935665012055,3.4263442938792723,0.041127849370241165,0.5098828627271594,0.532843633797315,0.5075101547920772,0.5088838693359453,0.6591524355625159,0.5012531463318215,1662,0.4569097463573854,0.48495788206979545,0.5012531463318215,2.9453104108106345,0.3885746661107987,5.28407540707849,12.47189304488711,3.096298802876845,255.091796875,2351.9140625
placenta,asr_hvg,0,1662,1662,0.5128351135750043,0.44579233217017783,3.1000482876430455,0.039112720638513565,0.5383138844833681,0.5486884251650417,0.5540313338552453,0.5302053914775727,0.6929052153351817,0.5191680911812195,1662,0.4821191772042733,0.48375451263537905,0.5191680911812195,3.3071184412110597,0.47416152781806886,6.795797738013789,14.462834536796436,3.190051115117967,255.091796875,1963.4453125
placenta,asr_hvg,1,1662,1662,0.5477738643491064,0.5084297000405005,3.354283448752176,0.04994780942797661,0.5916796611701015,0.5861374333341896,0.5703262539746646,0.5572114822947888,0.7212128995530407,0.5536516800359977,1662,0.39891659526179063,0.46329723225030084,0.5536516800359977,4.099694685079157,0.3322678869590163,6.850101777818054,14.64426535810344,2.6043973420746624,255.09326171875,2115.05078125
placenta,asr_hvg,2,1662,1662,0.5203183624052511,0.4575533916366044,3.3549653205152685,0.03556084260344505,0.548456274003752,0.5569357639822945,0.5610701629374428,0.5065283417948396,0.6632358023199377,0.5265578373881189,1662,0.4900530172699228,0.49338146811071,0.5265578373881189,3.25480805686675,0.4802493480965495,6.351120115956292,13.906601900001988,3.091640475904569,255.091796875,2143.64453125
placenta,asr_hvg,3,1662,1662,0.54298078635865,0.4397338892848884,2.942531032441537,0.04205121099948883,0.5346164535395556,0.5747238943462895,0.5236496334496914,0.49557854264500145,0.6660767794114003,0.549001574842026,1662,0.473389961668766,0.50661853188929,0.5490015748420262,3.109698950080201,0.37719716411083937,6.495959759922698,13.78630966693163,3.0812829099595547,255.09033203125,2301.9609375
placenta,asr_hvg,4,1662,1662,0.5360214058796463,0.46488730870146694,3.2873486126433447,0.04533085972070694,0.5543393799107812,0.5761981230463019,0.549437600554068,0.5300737709791509,0.6877986659667982,0.5420163411350774,1662,0.4369175168468623,0.4651022864019254,0.5420163411350772,3.241557844914496,0.5187655240297318,6.179960424080491,13.677123730070889,2.9578193959314376,255.091796875,2355.97265625
placenta,asr_rescue,0,1662,1662,0.43336354266091387,0.3546952054432025,3.7858239777376177,0.029890691861510277,0.4593849315654763,0.47000636840284593,0.5010307830962245,0.5054204042967454,0.6411128859314356,0.4406451042310707,1662,0.437322707633409,0.5018050541516246,0.4406451042310706,3.4859083669725806,0.46093739685602486,6.5976678021252155,14.78445966495201,3.195285917026922,306.74609375,1967.1015625
placenta,asr_rescue,1,1662,1662,0.45009225357472415,0.3587604804571611,3.566462308092168,0.031916294246912,0.46430517048675307,0.4831070957338117,0.5019231631057549,0.47622508997416374,0.6212545160965489,0.4572441851738708,1662,0.46409314181640726,0.49097472924187724,0.4572441851738708,3.395349014783278,0.41498156590387225,7.006722117075697,14.722063675988466,3.1354794551152736,306.7470703125,2115.203125
placenta,asr_rescue,2,1662,1662,0.46603148690600704,0.3587649174048438,3.5501570708909482,0.03584304079413414,0.46446687780198076,0.4995987534628934,0.49652311448791797,0.48434041924947024,0.6254030227665431,0.47298725091691834,1662,0.4392424657540618,0.4687123947051745,0.47298725091691834,3.0095608830451965,0.2330190548673272,7.0548618249595165,14.27202768693678,3.2049125460907817,306.74658203125,2150.37109375
placenta,asr_rescue,3,1662,1662,0.4220499212726438,0.351072762142338,3.699308783981826,0.03403967246413231,0.45737723999716823,0.4542834813068256,0.44672745700377875,0.466884193453662,0.6208134367639984,0.42954008698644464,1662,0.43357239907279393,0.49578820697954273,0.42954008698644464,4.5907075989525765,0.5440979939885437,6.439640589058399,15.535104356938973,3.19868878996931,306.74462890625,2317.2421875
placenta,asr_rescue,4,1662,1662,0.46365446706147284,0.3207245942996835,3.5200972168001075,0.03180156648159027,0.4364951725679006,0.4909040863063449,0.4956372545300679,0.4768657331896626,0.6205315235309762,0.4707506588918751,1662,0.49606589044231,0.5216606498194946,0.4707506588918751,3.84556767786853,0.42227270384319127,7.022146512987092,15.089153558015823,3.064844608074054,306.74609375,2397.65625
p22,legacy_exact,0,9196,9196,0.5432049169219295,0.42072353913908134,2.6480666625411473,0.1465463638305664,0.5133426393568582,0.5419460550557343,0.5549622945782101,0.5215203864868159,0.5919207164460278,0.5440080360373132,5000,0.746597410563901,0.8029917899086559,0.5440080360373132,6.96725663007237,2.11634181602858,13.99850318999961,73.28994867298752,49.96554724802263,723.212890625,7041.01171875
p22,legacy_exact,1,9196,9196,0.5336728582501966,0.39290897788895307,2.6124721866254794,0.13696785271167755,0.4855742719344411,0.5389614226231417,0.5737477003164476,0.5286925126241547,0.5745287277493593,0.5344824818452865,5000,0.7833542675186616,0.8200508373205742,0.5344824818452865,6.894582178909332,2.0515303518623114,14.14943008706905,73.79809915809892,50.472453767899424,723.21044921875,8312.71875
p22,legacy_exact,2,9196,9196,0.5734910858832776,0.4420842110337055,2.4460628179047985,0.12850210070610046,0.5300397082570947,0.573774826841102,0.5663196129230378,0.5299944841321125,0.5980167100140116,0.574238658711178,5000,0.7895510995718491,0.8303270443671161,0.574238658711178,5.428624481894076,2.0992903457954526,14.454483255976811,71.5983852809295,49.38094343501143,723.20263671875,9239.78125
p22,legacy_exact,3,9196,9196,0.5585492246934133,0.42281998260044024,2.6755962150219252,0.1473299264907837,0.5127453489714319,0.5614759646644316,0.5720663951101677,0.5401972977569749,0.5928016201000622,0.5593191664822582,5000,0.7847600788930325,0.8259093627664201,0.5593191664822583,6.54528011707589,1.981415786081925,14.143505654064938,72.08278549811803,49.2288124889601,723.208984375,10191.73046875
p22,legacy_exact,4,9196,9196,0.556398559822056,0.39335868880569314,2.358851154162291,0.14869572222232819,0.4912767253151422,0.5520877693956385,0.5992988230797197,0.5497874730985453,0.5688659334154097,0.5571834347431815,5000,0.8043464648478609,0.8517426054806437,0.5571834347431817,5.9550062250345945,1.9336258708499372,14.26601528795436,72.19460394210182,49.72398151899688,723.20556640625,11158.875
p22,corrected_unweighted,0,9196,9196,0.543584165168553,0.4208931509385829,2.581053800863297,0.14903266727924347,0.5140707248118491,0.5414720807985725,0.5534182521896196,0.5208637966831705,0.5919206190771825,0.5443879289627399,5000,0.7468470245123485,0.8035355045672031,0.5443879289627399,6.494681837968528,1.8366844989359379,16.426303680986166,67.04348599584773,41.64016191614792,763.021484375,3903.19140625
p22,corrected_unweighted,1,9196,9196,0.5333835826668427,0.39450293178197277,2.5675986856615696,0.14037317037582397,0.48717450014122593,0.5382501342612034,0.573010699758548,0.5285544936075375,0.5744817581796707,0.5341943581142353,5000,0.7816280845123951,0.8203023053501522,0.5341943581142352,7.812374148983508,1.6691173759754747,16.185364465927705,68.10564066306688,41.83877657097764,763.01953125,4137.6640625
p22,corrected_unweighted,2,9196,9196,0.5686181200763992,0.4365381780946581,2.4007580494757024,0.13167966902256012,0.525908031630446,0.5681583666831579,0.561789920128692,0.526898710986705,0.5945197031414742,0.5693752296399771,5000,0.7868663439729493,0.8287366789908656,0.5693752296399772,5.308198529062793,1.7112776688300073,16.382346279919147,65.8546764110215,41.781037303153425,763.01318359375,4984.53515625
p22,corrected_unweighted,3,9196,9196,0.5574715039221438,0.4221800685812408,2.6046247666223756,0.1508478969335556,0.5126344479505767,0.5596914940549582,0.5717891971984181,0.5403226465094,0.5936686990257062,0.5582443350694827,5000,0.7850757343717236,0.8262763701609396,0.5582443350694827,6.106284171110019,1.7693416320253164,16.304072172846645,66.41644611698575,41.55417024809867,763.017578125,5573.2578125
p22,corrected_unweighted,4,9196,9196,0.5565854270491083,0.3947035551372589,2.3130412197675905,0.15450634062290192,0.49254369806462,0.5521092943862531,0.5975866811125022,0.5483050753964437,0.5675237555023527,0.557370205486184,5000,0.8047695148633475,0.8525241953023054,0.557370205486184,6.01721013803035,1.894582592882216,16.171705725835636,66.24670284613967,41.470546587137505,763.015625,5573.2578125
p22,abundance_only,0,9196,9196,0.5401854456427733,0.3680548571516314,2.259112609236988,0.1480221301317215,0.4862965299723251,0.519413717688149,0.5355580969971501,0.48982434761181004,0.5112302200411999,0.5410256694669213,5000,0.7518173242221662,0.8370759025663332,0.5410256694669213,6.672848714981228,1.3691600230522454,16.19225844205357,67.99853981798515,43.07184366788715,763.021484375,4413.56640625
p22,abundance_only,1,9196,9196,0.5342188435555099,0.3951230161671925,2.568590508457211,0.1401033252477646,0.4877070907813857,0.5390795771917255,0.5734894573853763,0.5289720484653156,0.5748778381360948,0.5350281839404044,5000,0.7819419729876458,0.8207508699434537,0.5350281839404044,7.262421332998201,1.999109918018803,16.673827016958967,69.01051862188615,42.37401818810031,763.01953125,4413.56640625
p22,abundance_only,2,9196,9196,0.5663183004018508,0.4343159905310866,2.4055453893263157,0.13131649792194366,0.5241087796847664,0.5657461956489123,0.5615027241080714,0.5264067452289344,0.5936300308836971,0.5670796199953819,5000,0.7853739883330989,0.8274589495432797,0.5670796199953819,6.133248189929873,1.9419938649516553,15.989377395017073,67.2316570978146,42.40656135301106,763.01318359375,4418.70703125
p22,abundance_only,3,9196,9196,0.5565978043478477,0.42141445494984925,2.6088948943238064,0.1505667269229889,0.5120099789596151,0.5587601928900499,0.5718813899484719,0.5400823149830467,0.5930601308304964,0.5573722465961927,5000,0.7848216435628562,0.8261132557633754,0.5573722465961928,6.4932552841492,1.8181078392080963,16.297949352068827,67.09497380303219,41.74764467799105,763.017578125,4998.87890625
p22,abundance_only,4,9196,9196,0.5561666322115227,0.39452613463910985,2.3169719425045376,0.1542428582906723,0.492348294765243,0.5517568536768469,0.5975482963878852,0.5480674007895363,0.5672294142118339,0.5569520600146916,5000,0.8043942362047198,0.8523746737712049,0.5569520600146916,6.473497244063765,1.560453946935013,15.913613806013018,66.78308650897816,42.23667245497927,763.015625,4998.87890625
p22,asr_hvg,0,9196,9196,0.5435442620013248,0.42062580946150624,2.581149219423518,0.14902356266975403,0.513871263772432,0.5413959209920409,0.5538016066479895,0.5208947594861568,0.591596641565569,0.5443481522989837,5000,0.7470085515166044,0.8035558938668986,0.5443481522989836,6.360468005063012,1.4112270718906075,16.823211086913943,66.77378699486144,41.562170315068215,763.021484375,4404.71875
p22,asr_hvg,1,9196,9196,0.5337545597038084,0.39517505807763664,2.5682384317717677,0.14024707674980164,0.4877115270532084,0.538690845803088,0.5731143000793701,0.5285105762867169,0.574448448630723,0.5345645872634459,5000,0.7818561899306293,0.8203023053501522,0.5345645872634459,6.710203205933794,1.853529219981283,16.536190365208313,67.73328614910133,41.87747017806396,763.01953125,4404.71875
p22,asr_hvg,2,9196,9196,0.5689874195932887,0.4369737761097824,2.4028663955745415,0.13146401941776276,0.5261776558285409,0.568679451982224,0.5628204249454561,0.5274499474921224,0.595021685509428,0.5697436715816202,5000,0.7871410336260534,0.8284036537625055,0.5697436715816203,6.043845253996551,1.9050332650076598,16.036764102987945,66.61986442795023,41.92306793411262,763.01318359375,4404.71875
p22,asr_hvg,3,9196,9196,0.5565856719740815,0.42135842777819255,2.606139016028089,0.15073983371257782,0.5119382902939218,0.5587984531562203,0.5715394292359535,0.5400046781931329,0.5933884802044457,0.5573600626589328,5000,0.7847250348145762,0.8260792735972162,0.5573600626589329,6.466452102875337,1.7253315851558,16.48029330908321,66.76994863711298,41.43713990505785,763.017578125,4994.33984375
p22,asr_hvg,4,9196,9196,0.5567129017204796,0.39487275690394935,2.315042525494905,0.1542530059814453,0.4926363065857071,0.552310850538132,0.5979113248555953,0.5486451175750241,0.5679196999635029,0.5574973417925386,5000,0.8044080492145503,0.8523338951718138,0.5574973417925387,6.285255911992863,1.8122561250347644,16.39875456201844,66.74576267693192,41.6012076609768,763.015625,4994.33984375
