dataset,variant,seed,domain,f1
placenta,asr_hvg,0,STB,0.7865168539325843
placenta,asr_hvg,0,STB-progenitor,0.0
placenta,asr_hvg,0,vCTB,0.7365728900255754
placenta,asr_hvg,1,EVT,0.8717948717948718
placenta,asr_hvg,1,EVT-progenitor,0.1286549707602339
placenta,asr_hvg,1,Endothelial,0.8867924528301887
placenta,asr_hvg,1,Erythroblasts,0.049999999999999996
placenta,asr_hvg,1,FIB1,0.5906040268456376
placenta,asr_hvg,1,FIB2,0.6352941176470588
placenta,asr_hvg,1,Hofbauer cells,0.7857142857142857
placenta,asr_hvg,1,STB,0.8596237337192475
placenta,asr_hvg,1,STB-progenitor,0.0
placenta,asr_hvg,1,vCTB,0.7636363636363638
placenta,asr_hvg,2,EVT,0.8740740740740741
placenta,asr_hvg,2,EVT-progenitor,0.09395973154362418
placenta,asr_hvg,2,Endothelial,0.688
placenta,asr_hvg,2,Erythroblasts,0.11618257261410787
placenta,asr_hvg,2,FIB1,0.6092715231788078
placenta,asr_hvg,2,FIB2,0.6058519793459552
placenta,asr_hvg,2,Hofbauer cells,0.49760765550239233
placenta,asr_hvg,2,STB,0.800632911392405
placenta,asr_hvg,2,STB-progenitor,0.0
placenta,asr_hvg,2,vCTB,0.7797029702970297
placenta,asr_hvg,3,EVT,0.8405797101449277
placenta,asr_hvg,3,EVT-progenitor,0.0
placenta,asr_hvg,3,Endothelial,0.7244094488188977
placenta,asr_hvg,3,Erythroblasts,0.09264305177111717
placenta,asr_hvg,3,FIB1,0.5850340136054422
placenta,asr_hvg,3,FIB2,0.5974499089253188
placenta,asr_hvg,3,Hofbauer cells,0.5180327868852459
placenta,asr_hvg,3,STB,0.7961476725521669
placenta,asr_hvg,3,STB-progenitor,0.0
placenta,asr_hvg,3,vCTB,0.8014888337468982
placenta,asr_hvg,4,EVT,0.8088235294117647
placenta,asr_hvg,4,EVT-progenitor,0.043103448275862065
placenta,asr_hvg,4,Endothelial,0.8400000000000001
placenta,asr_hvg,4,Erythroblasts,0.1137440758293839
placenta,asr_hvg,4,FIB1,0.5753424657534247
placenta,asr_hvg,4,FIB2,0.558303886925795
placenta,asr_hvg,4,Hofbauer cells,0.8213457076566126
placenta,asr_hvg,4,STB,0.7716535433070866
placenta,asr_hvg,4,STB-progenitor,0.0
placenta,asr_hvg,4,vCTB,0.7684210526315789
placenta,asr_rescue,0,EVT,0.8181818181818181
placenta,asr_rescue,0,EVT-progenitor,0.06153846153846154
placenta,asr_rescue,0,Endothelial,0.8124999999999999
placenta,asr_rescue,0,Erythroblasts,0.08737864077669903
placenta,asr_rescue,0,FIB1,0.5578231292517006
placenta,asr_rescue,0,FIB2,0.6172839506172839
placenta,asr_rescue,0,Hofbauer cells,0.6270270270270271
placenta,asr_rescue,0,STB,0.7759740259740259
placenta,asr_rescue,0,STB-progenitor,0.053639846743295014
placenta,asr_rescue,0,vCTB,0.6428571428571428
placenta,asr_rescue,1,EVT,0.7906976744186046
placenta,asr_rescue,1,EVT-progenitor,0.054644808743169404
placenta,asr_rescue,1,Endothelial,0.803921568627451
placenta,asr_rescue,1,Erythroblasts,0.08695652173913043
placenta,asr_rescue,1,FIB1,0.5106382978723405
placenta,asr_rescue,1,FIB2,0.5547703180212014
placenta,asr_rescue,1,Hofbauer cells,0.47088607594936716
placenta,asr_rescue,1,STB,0.7520525451559934
placenta,asr_rescue,1,STB-progenitor,0.0
placenta,asr_rescue,1,vCTB,0.7376830892143809
placenta,asr_rescue,2,EVT,0.761904761904762
placenta,asr_rescue,2,EVT-progenitor,0.02702702702702702
placenta,asr_rescue,2,Endothelial,0.803921568627451
placenta,asr_rescue,2,Erythroblasts,0.0955223880597015
placenta,asr_rescue,2,FIB1,0.5578231292517006
placenta,asr_rescue,2,FIB2,0.5420240137221269
placenta,asr_rescue,2,Hofbauer cells,0.6457142857142857
placenta,asr_rescue,2,STB,0.7020547945205479
placenta,asr_rescue,2,STB-progenitor,0.0
placenta,asr_rescue,2,vCTB,0.7074122236671001
placenta,asr_rescue,3,EVT,0.6521739130434782
placenta,asr_rescue,3,EVT-progenitor,0.04838709677419354
placenta,asr_rescue,3,Endothelial,0.7222222222222221
placenta,asr_rescue,3,Erythroblasts,0.050473186119873815
placenta,asr_rescue,3,FIB1,0.5379310344827586
placenta,asr_rescue,3,FIB2,0.6211382113821139
placenta,asr_rescue,3,Hofbauer cells,0.6005361930294907
placenta,asr_rescue,3,STB,0.7981790591805765
placenta,asr_rescue,3,STB-progenitor,0.037209302325581395
placenta,asr_rescue,3,vCTB,0.6005917159763313
placenta,asr_rescue,4,EVT,0.8173913043478261
placenta,asr_rescue,4,EVT-progenitor,0.0
placenta,asr_rescue,4,Endothelial,0.7230769230769231
placenta,asr_rescue,4,Erythroblasts,0.0784313725490196
placenta,asr_rescue,4,FIB1,0.5454545454545454
placenta,asr_rescue,4,FIB2,0.5300751879699248
placenta,asr_rescue,4,Hofbauer cells,0.6991869918699187
placenta,asr_rescue,4,STB,0.6747826086956521
placenta,asr_rescue,4,STB-progenitor,0.0
placenta,asr_rescue,4,vCTB,0.7002583979328165
placenta,corrected_unweighted,0,EVT,0.8270676691729323
placenta,corrected_unweighted,0,EVT-progenitor,0.0
placenta,corrected_unweighted,0,Endothelial,0.3042071197411004
placenta,corrected_unweighted,0,Erythroblasts,0.12307692307692307
placenta,corrected_unweighted,0,FIB1,0.5655172413793104
placenta,corrected_unweighted,0,FIB2,0.40353982300884955
placenta,corrected_unweighted,0,Hofbauer cells,0.639225181598063
placenta,corrected_unweighted,0,STB,0.7890499194847022
placenta,corrected_unweighted,0,STB-progenitor,0.061224489795918366
placenta,corrected_unweighted,0,vCTB,0.7342747111681645
placenta,corrected_unweighted,1,EVT,0.8717948717948718
placenta,corrected_unweighted,1,EVT-progenitor,0.0
placenta,corrected_unweighted,1,Endothelial,0.8761904761904762
placenta,corrected_unweighted,1,Erythroblasts,0.13333333333333336
placenta,corrected_unweighted,1,FIB1,0.6
placenta,corrected_unweighted,1,FIB2,0.7699115044247788
placenta,corrected_unweighted,1,Hofbauer cells,0.7971014492753622
placenta,corrected_unweighted,1,STB,0.766355140186916
placenta,corrected_unweighted,1,STB-progenitor,0.03076923076923077
placenta,corrected_unweighted,1,vCTB,0.7602649006622516
placenta,corrected_unweighted,2,EVT,0.8592592592592594
placenta,corrected_unweighted,2,EVT-progenitor,0.0945945945945946
placenta,corrected_unweighted,2,Endothelial,0.6825396825396826
placenta,corrected_unweighted,2,Erythroblasts,0.11715481171548116
placenta,corrected_unweighted,2,FIB1,0.5906040268456376
placenta,corrected_unweighted,2,FIB2,0.6051282051282052
placenta,corrected_unweighted,2,Hofbauer cells,0.4903846153846153
placenta,corrected_unweighted,2,STB,0.804416403785489
placenta,corrected_unweighted,2,STB-progenitor,0.0
placenta,corrected_unweighted,2,vCTB,0.7797029702970297
placenta,corrected_unweighted,3,EVT,0.8358208955223881
placenta,corrected_unweighted,3,EVT-progenitor,0.0
placenta,corrected_unweighted,3,Endothelial,0.8958333333333334
placenta,corrected_unweighted,3,Erythroblasts,0.0962962962962963
placenta,corrected_unweighted,3,FIB1,0.5753424657534247
placenta,corrected_unweighted,3,FIB2,0.6128550074738416
placenta,corrected_unweighted,3,Hofbauer cells,0.5523809523809524
placenta,corrected_unweighted,3,STB,0.8012820512820512
placenta,corrected_unweighted,3,STB-progenitor,0.0
placenta,corrected_unweighted,3,vCTB,0.8014888337468982
placenta,corrected_unweighted,4,EVT,0.7913669064748202
placenta,corrected_unweighted,4,EVT-progenitor,0.02843601895734597
placenta,corrected_unweighted,4,Endothelial,0.8367346938775511
placenta,corrected_unweighted,4,Erythroblasts,0.11920529801324505
placenta,corrected_unweighted,4,FIB1,0.5850340136054422
placenta,corrected_unweighted,4,FIB2,0.5226860254083484
placenta,corrected_unweighted,4,Hofbauer cells,0.4157303370786517
placenta,corrected_unweighted,4,STB,0.780564263322884
placenta,corrected_unweighted,4,STB-progenitor,0.0
placenta,corrected_unweighted,4,vCTB,0.7747035573122529
placenta,legacy_exact,0,EVT,0.8137931034482759
placenta,legacy_exact,0,EVT-progenitor,0.0
placenta,legacy_exact,0,Endothelial,0.9333333333333333
placenta,legacy_exact,0,Erythroblasts,0.18848167539267016
placenta,legacy_exact,0,FIB1,0.5906040268456376
placenta,legacy_exact,0,FIB2,0.7181328545780968
placenta,legacy_exact,0,Hofbauer cells,0.9321663019693653
placenta,legacy_exact,0,STB,0.8522012578616353
placenta,legacy_exact,0,STB-progenitor,0.0
placenta,legacy_exact,0,vCTB,0.8550898203592815
placenta,legacy_exact,1,EVT,0.8194444444444444
placenta,legacy_exact,1,EVT-progenitor,0.0
placenta,legacy_exact,1,Endothelial,0.9333333333333333
placenta,legacy_exact,1,Erythroblasts,0.26250000000000007
placenta,legacy_exact,1,FIB1,0.6875
placenta,legacy_exact,1,FIB2,0.944206008583691
placenta,legacy_exact,1,Hofbauer cells,0.9241071428571428
placenta,legacy_exact,1,STB,0.8282504012841092
placenta,legacy_exact,1,STB-progenitor,0.0
placenta,legacy_exact,1,vCTB,0.8391089108910891
placenta,legacy_exact,2,EVT,0.8137931034482759
placenta,legacy_exact,2,EVT-progenitor,0.011904761904761906
placenta,legacy_exact,2,Endothelial,0.9433962264150944
placenta,legacy_exact,2,Erythroblasts,0.2777777777777778
placenta,legacy_exact,2,FIB1,0.9313725490196078
placenta,legacy_exact,2,FIB2,0.7001795332136446
placenta,legacy_exact,2,Hofbauer cells,0.9438202247191012
placenta,legacy_exact,2,STB,0.8421052631578948
placenta,legacy_exact,2,STB-progenitor,0.0
placenta,legacy_exact,2,vCTB,0.8349514563106796
placenta,legacy_exact,3,EVT,0.8194444444444444
placenta,legacy_exact,3,EVT-progenitor,0.0
placenta,legacy_exact,3,Endothelial,0.9504950495049505
placenta,legacy_exact,3,Erythroblasts,0.19999999999999998
placenta,legacy_exact,3,FIB1,0.5850340136054422
placenta,legacy_exact,3,FIB2,0.7075812274368231
placenta,legacy_exact,3,Hofbauer cells,0.9362637362637363
placenta,legacy_exact,3,STB,0.8357256778309411
placenta,legacy_exact,3,STB-progenitor,0.0
placenta,legacy_exact,3,vCTB,0.8464328899637242
placenta,legacy_exact,4,EVT,0.8489208633093526
placenta,legacy_exact,4,EVT-progenitor,0.012195121951219513
placenta,legacy_exact,4,Endothelial,0.9333333333333333
placenta,legacy_exact,4,Erythroblasts,0.26415094339622647
placenta,legacy_exact,4,FIB1,0.8979591836734695
placenta,legacy_exact,4,FIB2,0.7256637168141594
placenta,legacy_exact,4,Hofbauer cells,0.9251101321585904
placenta,legacy_exact,4,STB,0.8081761006289309
placenta,legacy_exact,4,STB-progenitor,0.0
placenta,legacy_exact,4,vCTB,0.849624060150376
