absolute_ari,absolute_nmi,ami,changed_observations,cluster_sizes,config_id,delta_ari_vs_night15e,delta_nmi_vs_night15e,evaluated_observations,fmi,gearys_c,k,lane,morans_i,night15e_ari,night15e_nmi,partition_sha256,source_ledger,total_observations,wall_seconds_search_row
0.2755428271577712,0.42013792563053437,0.416352017706177,4,"[275,775,575,181,311,793,159,109,121,185]",A1__R0001_88b80c2c64a287,0.00025002790128775265,0.0002301688287408843,3484,0.41617003213053055,0.45350466687129093,10,A1,0.549704453415092,0.2752927992564834,0.4199077568017935,db0f4674c544bb996d45d3123f4d1a4813a2eccff1def238145d9712e55fc86f,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\probe\representative_v1\all_run_ledger.csv,3484,0.21388739999383688
0.2550435099549912,0.38935554180334414,0.38536273173858954,2,"[44,246,227,210,1,479,140,822,145,1045]",C0786_20cd2f75f666fe,0.0003855448397128147,0.0003110596117279485,3359,0.4102561127002482,0.48781588290085515,10,D1,0.5179064661348247,0.2546579651152784,0.3890444821916162,4132938ac33f63c38dea8c8681b7ca1f0863168a8c26b12a7e6f8a11091fcbd1,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\conservative_d1_s1\all_run_ledger.csv,3359,0.10885460001009051
0.5414237853091904,0.6667977615565593,0.6650415476824866,2,"[295,438,178,267,355,291,125]",MISAR_E15_5_S1__R0069_b2a34f991f3127,0.0004919712786954911,0.00018084268709861462,1949,0.6330318218564436,0.07924052415904849,7,MISAR_E15_5_S1,0.9226077603985555,0.540931814030495,0.6666169188694607,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\all9_v2\all_run_ledger.csv,1949,0.05199380000703968
0.45317629302756757,0.5986289047196983,0.5950271423252708,27,"[281,64,478,135,42,147,143,108,63,242,68,178]",MISAR_E15_5_S1_K12__R0083_d00538d044cf18,0.0008092438702302363,0.0009213693431394665,1949,0.5601395681667659,0.08647296613893034,12,MISAR_E15_5_S1_K12,0.9124088776058108,0.45236704915733733,0.5977075353765589,b101f14c516a9b304bc93e4205199cbe6078389a72c4a9dbf173c2d254d29d4f,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\all9_v2\all_run_ledger.csv,1949,0.15304619999369606
0.5939121542899773,0.7142428513607495,0.7137491497344995,133,"[1147,620,1490,793,1033,1519,614,1814,166]",P22__R0071_d60a73221abf6c,0.004721124504573737,0.0042009665798052875,9196,0.6540724542323064,0.07321619090500334,9,P22,0.9294834701115051,0.5891910297854036,0.7100418847809442,3fb0397efa846c8df34debc9a63b54e343261e525450a00d2e319513861ab4e8,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\all9_v2\all_run_ledger.csv,9196,0.3177025000040885
0.7396852743147485,0.7542182135683022,0.7526119602331741,722,"[764,2276,1013,578,624,593,591,174,45,23,451,143,356,142,26,431,680,286]",P22_3DOT_K18__R0001_3fedba6af5ec01,0.011378484639702702,0.004103834988195998,9196,0.7680654721490351,0.1323594772732142,18,P22_3DOT_K18,0.8697404805206036,0.7283067896750458,0.7501143785801062,9dd5ba3ffc79ecada004655bb79d663c7b3f1494e81635762f21f8f99887f447,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\all9_v2\all_run_ledger.csv,9196,0.658667499999865
0.23622005623915696,0.3168843080420388,0.3162853699022593,18,"[478,1300,1142,1406]",C0774_b295b03a8ad031,0.0023954756820490364,0.0026140561581248223,4326,0.5030502656786058,0.2739283086541015,4,tonsil_s1,0.7260510446667428,0.23382458055710792,0.314270251883914,57f469992e9ff6bd56bc97efb7e40cdee70f323f8b0624551a668d50fc1c28eb,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\conservative_d1_s1\all_run_ledger.csv,4326,0.07462650000525173
0.2575602926237894,0.31187103018718415,0.3112943000162638,50,"[1012,1395,443,1669]",tonsil_s2__R0091_ec7e54697c6341,0.00276236450938655,0.006618644117209471,4518,0.5149291389253666,0.23383012126927366,4,tonsil_s2,0.7654544262798753,0.2547979281144028,0.3052523860699747,75f13757ca7105bca3955b58ac4223f2e40a22a08ba146c796dbc3ad12aa2061,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\all9_v2\all_run_ledger.csv,4519,0.14799840000341646
0.3411070575102403,0.3009661088533847,0.30031149771186744,91,"[2508,567,1169,277]",tonsil_s3__R0097_10f4f559c47388,0.01279650747115263,0.01144175540254222,4460,0.6112171578614828,0.3138897812763002,4,tonsil_s3,0.6932679902490025,0.32831055003908766,0.2895243534508425,8efceacf38e8e606759809702d7e3419d66af3bf9af417e99cc4df55c0c9b5be,D:\文档\ChatGPT\博士第一篇科研论文项目\night15f_local_work\working\search\all9_v2\all_run_ledger.csv,4521,0.20344789999944624
