stage,dataset,source,filter_id,head,cluster_k,endpoint_seed,embedding_sha256,partition_sha256,label_policy,status,dense_n_by_n_count,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i,gearys_c,exact_identity_fallback,edge_count,interior_fraction,boundary_fraction,conflict_fraction,abstain_fraction,trust_mean,surviving_directed_edges,identity_abstention_rows,endpoint_wall_seconds,head_head_id,head_fallback,head_affinity_nnz,head_affinity_sha256,head_clusters_sha256,head_graph_k,head_anchor,head_iterations,source_stage,candidate_id,model_seed,optimizer_steps,trainable_parameter_count,parameters_changed,fresh_process_status,wall_seconds,gpu_seconds,peak_gpu_mib,peak_rss_mib,head_id,labels_in_fit,operator_nnz,anisotropic_scale,representation,pca_dimension,coordinate_basis,coordinate_weight,algorithm,parent_head_id,graph_k,anchor,iterations,parent_candidate_id,potts_beta,formal_id,labels_in_fit_gradient_or_checkpoint,config_sha256,source_view_path,source_view_sha256
CHEAP,P22,N14A_C15,I00_IDENTITY,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,2f85f00b5bff3efd38ed0b4db1ed00fb630eda5897ebe752af53bc97a94120d8,da7f8e4bb4960b4ab4998e7787346370562a7f05e22e22ef5d4d601bc08cc977,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.2988744359985704,0.4891038294083907,0.4882189027805709,0.4019417261920014,0.4961753442613286,0.4891038294083907,0.6138464282165526,0.3887460894779813,,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K04_B02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,cae6e670f54a10a635a5ff2fb543baf56a23ed7135587f0be2e52afb4930123f,e4c7b24664fee86708eff2113d65107dbd41268c9797d40e7f811d875ceacba5,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3521270367935357,0.5329604524068394,0.5321739303275518,0.4430235160263144,0.5543140743812857,0.5329604524068394,0.6730239299641497,0.3283160424325476,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K04_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,7d7369bf4b7c7f26e4aefc505e665921389202d2351d1f27bd535777fd42ba84,9276386ec81202187f195d7865d67f06ce640f0bee55a5e94e3abf3465353153,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3834105152317582,0.5664313187203607,0.5657005129345183,0.4704526196849646,0.5886157060345776,0.5664313187203607,0.7433103719443602,0.2578310029375789,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K04_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,fe81242a9e8df90a168ffa38c56f3e73396d230dae1988e91db2b80dc93bba3d,ac78fd989902cccb60be2a8111c45a705bf1a8fc9df8b0f38f23d587e5273714,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.465575149171283,0.6092527890228313,0.6085706455914692,0.5467868809282552,0.6132678224531642,0.6092527890228315,0.8374122306300602,0.1648404672538982,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K04_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,e8da384b498c27ce5d10d26dfa6a1b0e42c537c3fbd173e51a47f6085ffc8ba7,891e4cef57ec95c59ed24c5f9c37bb19b52319da1126feedda32c07d57379059,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4721023858590731,0.6198011920697223,0.6191370906343352,0.5524749819585507,0.6235302679791882,0.6198011920697222,0.8504160083818584,0.1518428839051933,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K06_B02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,329a75c6fb5e4f66ea23342652d925c9fc8d787e42561180e5fe5c6b4b6a053f,f0948bf48e1af56a89a2f5b5db5b07a28afc022dce26cbba268bd2128e51e880,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3154460106346519,0.5111413384202752,0.5102930957471549,0.4165239130746774,0.5177643163099112,0.5111413384202754,0.675179520465784,0.3270729297376383,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K06_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,1050fa34c455217afc9ccbe5c862e951b1d5c50f6359677e27f86a495a5fb864,c5619b7e79134cec12fd8fb09c812bd158debf95a2690c32a206f919bca7860e,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3811668793122688,0.5655443467901716,0.5648122278314918,0.4684611746700124,0.58783512243403,0.5655443467901716,0.7490314309333626,0.2521750637949749,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K06_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,51386515ed020d33b0d86eb5c37e9eca78db53b8b766c89ab848adc239da1446,752e0a1a1be88a8b243d7a6a95dd03dcb8757e50d7e2afbe37dead9a78afb65a,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4526160929142672,0.5922666228175067,0.5915677169087613,0.5337532165308573,0.6054318717347469,0.5922666228175069,0.8356367909934599,0.1669012501959351,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K06_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,c1cbcef71d18e11e918e3a94f9214cbd70b9ac189977333bd084ea10f8f3123a,46e30f0a03b004a06e4e128ece963d91e41997a8520aca11cbf02ee448b3c2e8,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.5054646339163792,0.6367693658368452,0.6361486627843954,0.5784694987028449,0.6528569363945227,0.6367693658368453,0.8740208521438293,0.1271937528720017,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K08_B02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,7cbec87f205ab6fa95b77bc08a0fda6f6aa130a9e471620aaf71b4024226b636,caeb8b08674e1913cae379710495a3882817ee28c40f81bb836a31153b3f6c6c,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3564723690866994,0.5369127272753224,0.5361327176448423,0.4468499638823293,0.5583241608724724,0.5369127272753224,0.6754227893231277,0.3259857118190944,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K08_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,67f06c854ffc6d1f34d55b26427ec22c213e766e518540128efdf13c45531524,3661c8e07dc3d5561ba10ccedd9e825c5349b6e36b0a8e4ef84bde38b407240b,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3824057318229911,0.5667048066852335,0.5659745602838515,0.4695533709310966,0.588977852684067,0.5667048066852335,0.7447866336436763,0.2564713674337865,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K08_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,390b13f28ff980290444d3095e79d5b8354edf4c37e26bd5fc8853cdb9ef9829,9bb16d09d68ac640c8d98da6819662e52b8faca5af61e554893a3084ce1689c1,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4971325751695963,0.6253647869432201,0.6247252048178321,0.5711983035675424,0.6417526439703387,0.6253647869432202,0.8428511608040586,0.1583770923305114,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K08_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,15be131b0edc457ca70aa895d294cbf395aa689ddf0675dccb7d196bdc6b348a,0c01c4a715b5581e95ce98993481713cbd9c6a952f35ee43d52e54c0b3eaceb8,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4302888764230902,0.6058409899393665,0.6051733598855745,0.5118283377072264,0.6266135099039818,0.6058409899393665,0.8769918175675362,0.124443861497964,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K12_B02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,b2a59b21d346669e09c829c31cf9de7e43bc06f465cdbb0835416a339b8da10d,931f77cb9031d4b9afd63c6d53c7274ed30f7c49b62f73e45207ada42cd03990,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3158525076700767,0.5110857122909341,0.51023770560854,0.4167815138355953,0.5178890596915698,0.5110857122909341,0.6730666397902589,0.3290212055531923,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K12_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,00927c9523d3e9f647b3e81af6fbbc2d0ca46ea38386151bd6a0d5fbf6a1b476,ca3a375eb42be9c0b3bd5f311a6ce852529e10b0d407d9079886ca6e091a802f,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4566973234706111,0.596571429595991,0.5958679355770131,0.538907818736092,0.6012397032514014,0.5965714295959911,0.804623308496804,0.1975429248964081,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K12_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,cbfe7113230da7ee199c54ab1ad0785be8abd039d68381166bdbcc85a1ff8c00,1283edf182ca5bba3ed4d51252c5fe92e47f31564e7d8dede70f7a62c0b26f52,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4713994888334408,0.6176564686622203,0.6169889385541513,0.5517545145418715,0.6216715393475443,0.6176564686622205,0.8488579539276817,0.1535199657212726,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K12_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,9a276ca11aab12ea6f369bfaa22c6a59fdd1f070b21bdee6213c51df65588686,680ffbe245983f0c9ddc370fe98e92591281418759087e94b89b0e41ce5c6906,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4792764521558565,0.6293315757078547,0.6286842644641296,0.5585546049462204,0.6331828556105827,0.6293315757078547,0.874746972346047,0.1271617413493766,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K18_B02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,6401c7a774a6fdd3838beaf5ee33c08337c77c8d55a9c26d22da703e5cc334db,b4f6a8322f8a1dbdb5e6f35c69999c07a62ea08d3305b44669a71813ed0a0380,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4029326516692756,0.5394260656514005,0.5386365544648212,0.4911810358133387,0.5514265342030183,0.5394260656514005,0.6979583840945772,0.3041196394585003,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K18_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,e72eacb91106f77d1cb132c90d57188e51a0f530fa0f2e43b0a51a87d195802d,091beb28bd647863b7c3e0d49a2f52f2b49e033eb71db918e4d7f463ecc741a9,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4566769939411271,0.5967981374948164,0.5960953459744042,0.5387841342687109,0.6017211919927327,0.5967981374948165,0.806606842065891,0.1956796708879667,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K18_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,eff269493279c72b3aa837cad06eeb7215d0491d82a04be0bb7234eab5cf0a23,fc7d0e1591d4b12510daa148a7fe98777beab01f8c939fd6aecf3c0f71f28ffe,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4618892984536761,0.6052253950305909,0.6045489814719962,0.5415798427102716,0.6189226375195385,0.6052253950305909,0.8374845868526815,0.1649085407869465,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K18_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,ec7d8ff1f5d40bd00f2b198b7bddac0a2aeba0962c4b7879651470fb7613a9d7,6d38c67df108b3cdd3f93bfb29a5aa482cf20a1c344b9a71a0f249702dc23e73,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4232775227999549,0.6162150807728206,0.6155636796915355,0.5061149637577761,0.6360430598545536,0.6162150807728205,0.8914558596950423,0.109944257814124,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K24_B02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,ba08377c42e7d6eb394ccfcdadcb50aa57517ce4d07cebc21d75a218eabc9e3f,176ce996ad2ead6ea6aabd196eed05b74fee6ce283108f6774dd1232c246bb58,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3166926664280632,0.5124355591771615,0.5115900238879287,0.4174745732199967,0.519332267255126,0.5124355591771615,0.6724654355043618,0.3294053803233618,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K24_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,063d9ae38bf89b7693e1df0e63298d71687527ce8fc3404b33be600414d3825a,a87fc6189a1a49852c557bdc75d8f9a518965d14316cb71114a417ab991ae18c,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3860641845693798,0.5696731591849168,0.5689480653170147,0.4727355409118656,0.5921734735753115,0.5696731591849167,0.7432269886405438,0.2578438427146785,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K24_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,0c5d5527bb75f49b92cdef823899e56ed8c7dee25619160f38c085fd0dc74eab,ddc4e3a78f8daa2ada9d4f7ba7ff5ab57ac4e3275fe39023176e3680e92f301e,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.5072041254664671,0.635668478509307,0.6350469996368857,0.5796666851209815,0.6528514039912845,0.635668478509307,0.8511266117929711,0.1500872129710351,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L_K24_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,a887f44d29f0f613373e5de51ff3d22f623291eccdad22c659330e0cb4d98d54,10769b287b015c8c5c61a8b3147660f01dc2a64bddd0781b257276c560ec3679,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4229584529570294,0.6158250097926871,0.6151729714280463,0.5058351361449864,0.6356633197883389,0.6158250097926871,0.8930222754548195,0.1082331597556588,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K06_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,9b9ffd2b43d2b22c9f45c5cd5b38d1291e768497b7a1e72f04362940bb417ae3,854eb1fcf12cc92296b5299af4002b4a9b5785af2482177fe82eb1b8ab7c9bdb,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4267980063311209,0.6001536014350543,0.5994762396459136,0.5088210136618805,0.6206457250533025,0.6001536014350544,0.8550357099749424,0.1462693572628646,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K06_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,84a1165e1df37156b0cb4fe736f51577a07a419d5ad5593bfa2d164d3f11bc4f,306580699a5b748b8d93651dcced1df0f55b0ea690438fc1c96d7ecf2f9bea8b,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4185009277126806,0.6045167655280667,0.6038477048560954,0.5014476198476212,0.6259743814897778,0.6045167655280667,0.882389512205251,0.1189944013288226,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K06_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,fe1402f956bfc5a045875d131e8e52b58ec87aae897ed6ffe3df10c8ad373ef5,3c7b2001e5ff468b1c3068ff980a53f57f51baa31368d880ca4be1a507d5da88,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4176731553530544,0.6066511032779777,0.6059859344021633,0.5006804073124468,0.628437228488358,0.6066511032779778,0.8944470723511108,0.1067984167737305,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K12_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,19e63da83be60cbeff465195f5f46f703fd85e605bb6814c140eea98893d469e,1d06ef7b88990c07d79221a1a535b7bf42fdeb5e30a4c63e3db232d3a7fe220c,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4735579802145913,0.621475871464736,0.6208149212618694,0.5536160968875375,0.6254339525730838,0.621475871464736,0.8556844863303943,0.1465562871031889,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K12_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,415d644d32e4c9ecf7c16a2f65c043f0acd52a62350f97498aca1c83b7db0791,1d812960367a0d58777c7634034da8299477c6f08a732f09dfda42c1647ef2c0,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4815008135412152,0.6342799029037047,0.6336413721244474,0.5605006514908192,0.6381558465638574,0.6342799029037047,0.8831353768053982,0.1189678162592734,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K12_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,735bc51e7936b8a150651dc48eb25435752236a87e4833a0cef1303f024e247a,7f6a27ebb4d1d91f84a6d3f5df7456ec5a8eabc52c702500a90a4100d3bf701c,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.483145729324078,0.6383454375147527,0.637714870425861,0.5617894091356652,0.6428532713804181,0.6383454375147528,0.8975266562516181,0.1050018579732585,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K18_B04,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,2cb2ea0d67ac53f6f8414ba3241f374203bef9066d07af7afe091d95e8b8adc0,44f4c019a5b80e058f2902f2000dd6d701cfc9b8de7a7477fc4c67c1ae2a7174,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4754945485968505,0.6244008405902546,0.6237453222416194,0.5552373937455377,0.6285564230464548,0.6244008405902546,0.8601711374358908,0.14183948755303,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K18_B06,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,156566cb137c2e98b41237f785862d5f4fe7a4d742a4b4cf4b5e06e8a237bb6b,7bc3898c056999be3705ec4d497e34241d2d0a755647ed89faea07bf1daf88af,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4818862469942637,0.6374621702876395,0.6368301885746955,0.5606650365194155,0.6420972054933659,0.6374621702876394,0.8932409948268538,0.1091930807882369,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,L2_K18_B08,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,07a1da76ab95bfa3d961dbc1dcf4b317a21129a5b6d6ed94c4fe7d3fc662bb1b,bda315e2e05745d5063cca1835265eaece0aad186887ef20aa8b06a15164b0db,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4828048004639109,0.6402313966378024,0.6396048363995595,0.5613788544671766,0.6453015899721306,0.6402313966378024,0.9037053930975903,0.0985392649180028,False,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,M00,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,e342b6e0fcff84c05bfb91972aab07b5a9cdb0e15fc50cbd372cd10ac77d9570,d02d1a4312eeef9ddb53878445f6b7644c57aff09c6b1807dfe0b798d9a91a0b,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4401452577256673,0.6079595292602168,0.6072949400767312,0.5204678851345641,0.6283075524732912,0.6079595292602169,0.8755736035949524,0.1259512316170545,,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,M01,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,20b730c43fab71c3713277a15347821fc52b1c420d42c9d52f459d6fe512e47b,15ffce016d9d3cd45d3648bd75b62734f863e7710fe1b00f7d3ebb77f919aebb,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4178286599342353,0.6044754633566053,0.6038064570614383,0.5008412940458868,0.6260434888032836,0.6044754633566052,0.8815325818348022,0.1197998723172636,,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,M02,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,959a0b16f239151c5739fbf9567096f3e335d67833c42efbe679892a0ddaf4d0,76919dba6bef4ca99289980eb63106c2e7ed9d441c2e76dc46b4be728a7434b0,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.5018630592369577,0.6461822099662976,0.6455766401726618,0.5755371755971035,0.6615199797994591,0.6461822099662976,0.894766511449066,0.1061611169169365,,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,M03,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,1d7e46cb71f1909d96c14f8b9c608eb9132f2b12d361c1d20ca182cc48b8ece3,bbfb782fa3474534a6495785840d2f7b0cf54589e734b67adba302a7c9263847,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.4143182087226805,0.5939381676543294,0.5932513932992627,0.4977800807742559,0.6151827720123558,0.5939381676543294,0.8403918663325083,0.1610821162768923,,,,,,,,,,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,T_K06_I40_C20,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,0193968bedf113f1772f95cc3a1c072f3634a155939347253da975b412f5d3af,6823269cb7ad483deb85a943f54d0076bccdfe6a12cddc0cb77fb572877a9ac1,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3185448920303336,0.5052425516352073,0.5043815615040145,0.4203373427865792,0.5102235556584558,0.5052425516352073,0.6681889060986796,0.3334534560910547,False,64466.0,0.2071789780659572,0.0726274315142866,0.6185586200477772,0.7928210219340428,0.146885323854173,13356.0,3074.0,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEAP,P22,N14A_C15,T_K06_I40_C35,KMEANS_FUSED_NINIT3_SCREEN,9,0.0,6af189e416300260f65f62f5d15cccb543c298253755f76009d05ff15f7a8d70,d003c0671654b2891de9909253c4b0524ff333d7d4c2db6d581a2141c25c4175,PUBLIC_BENCHMARK_HPO_ONLY_NOT_IN_UNSUPERVISED_TRAINING,PASS,0.0,0.3967527814380692,0.5232410252334442,0.5224177479953057,0.4869151625272931,0.5313943242768439,0.5232410252334443,0.6738904755345383,0.3276286092103415,False,64466.0,0.3072006949399684,0.0726274315142866,0.4041820494524245,0.6927993050600316,0.2107532602211953,19804.0,2173.0,,,,,,,,,,CHEAP_FILTER_AND_H05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
