step,fraction_of_training,state_sha256,state_file_saved
0,0.0,83df6b876287736d702d6e5f18ebf7ea5cfae6056a685b573687256593c8199c,False
1,0.005,5a2f6835b3057826b16d746aa4ccf0737a3099f409e13d024968b42c475c7d0b,False
5,0.025,461608a7c77b625b951101ad50268e04c43f593229914df5bc28a9bf38382204,False
10,0.05,c1e76ab4d6520cd8d8645e4adc6c689652e476be27bcafd780a6c27e9b7697c3,False
20,0.1,7417e3c55cd75941f286647ede93766b86ff8f714eb14dc48f1f72ca471f7286,False
40,0.2,73a6cfe04d242c31d7f014feb341a5ee5fb87ce2b9ec165fc330191076819864,False
80,0.4,61de3beb4ac1c9dd7ed30f16cc7294ca0785dc9a54734af3084559431dfb21f2,False
100,0.5,61e5f6a299e0b7f3eec30c46179af03f9a317c76f7c922f70915cdbfa446c488,False
200,1.0,4815004ea46b4540767cbe02fe12656f3e90a81d7e51eff7235092df96c144a2,True
