lane,profile,candidate_id,absolute_ari,absolute_nmi,delta_ari_vs_input_start,delta_nmi_vs_input_start,ami,fmi,min_cluster_size_full,partition_sha256,protocol_note
P22_3DOT_K18,BALANCED,TSRE_FULL_b66c5743185a60,0.737786745586997,0.7553476116900917,0.009479955911951166,0.005233233109985691,0.7537661763442235,0.7654729429586126,24,e680f259cffd9a096b4f531115b709f6871a2405d4e87ceab6f43cc07e9ed963,P22 author 18-state assignment
P22_3DOT_K18,MAX_ARI,TSRE_FULL_b66c5743185a60,0.737786745586997,0.7553476116900917,0.009479955911951166,0.005233233109985691,0.7537661763442235,0.7654729429586126,24,e680f259cffd9a096b4f531115b709f6871a2405d4e87ceab6f43cc07e9ed963,P22 author 18-state assignment
P22_3DOT_K18,MAX_NMI,TSRE_FULL_b66c5743185a60,0.737786745586997,0.7553476116900917,0.009479955911951166,0.005233233109985691,0.7537661763442235,0.7654729429586126,24,e680f259cffd9a096b4f531115b709f6871a2405d4e87ceab6f43cc07e9ed963,P22 author 18-state assignment
MISAR_E15_5_S1_K12,BALANCED,INPUT_STRONG_START,0.4523670491573373,0.5977075353765586,0.0,0.0,0.5940944069932953,0.5594222114432833,38,2f126a0ca360975033a41e0386d0149e685fc3d896441c6bde4185a4ed595485,K12 endpoint sensitivity evaluated against the available K7 reference carrier; not a distinct K12 annotation
MISAR_E15_5_S1_K12,MAX_ARI,INPUT_STRONG_START,0.4523670491573373,0.5977075353765586,0.0,0.0,0.5940944069932953,0.5594222114432833,38,2f126a0ca360975033a41e0386d0149e685fc3d896441c6bde4185a4ed595485,K12 endpoint sensitivity evaluated against the available K7 reference carrier; not a distinct K12 annotation
MISAR_E15_5_S1_K12,MAX_NMI,INPUT_STRONG_START,0.4523670491573373,0.5977075353765586,0.0,0.0,0.5940944069932953,0.5594222114432833,38,2f126a0ca360975033a41e0386d0149e685fc3d896441c6bde4185a4ed595485,K12 endpoint sensitivity evaluated against the available K7 reference carrier; not a distinct K12 annotation
