lane,mlp_auroc,mlp_auprc,mlp_brier,boundary_count,boundary_fraction,boundary_purity,covered_accuracy,unknown_count,unknown_fraction,within_count,within_fraction,within_purity
P22_K9,0.8438486918735263,0.9503581657505124,0.19292772093578633,56831,0.959966892451141,0.19932783164118176,0.2153925708868396,1186,0.020033445380990184,1184,0.019999662167868786,0.9864864864864865
MISAR_K7,0.849184783116319,0.9365596079743437,0.2587084161911258,15662,0.9199953007518797,0.2635040224747797,0.3072404699112923,340,0.019971804511278196,1022,0.060032894736842105,0.9774951076320939
HUMAN_HIPPOCAMPUS_K7,0.4360737044041263,0.7956475249080182,0.2194397510965901,2101,0.26002475247524753,0.1270823417420276,0.6130824599065539,161,0.019925742574257426,5818,0.720049504950495,0.7885871433482297
