heldout_lane,source_lanes,method,lower,upper,worst_selective_utility,mean_selective_utility,worst_purity,worst_coverage
P22_K9,MISAR_K7|HUMAN_HIPPOCAMPUS_K7,STUDYWISE_MIDRANK,0.9599676310206209,0.9799953007518796,0.002168560412516396,0.017708755628683126,0.1883460100554338,0.979969454887218
MISAR_K7,P22_K9|HUMAN_HIPPOCAMPUS_K7,STUDYWISE_MIDRANK,0.9199907928200972,0.9399959460144255,0.03158824583149494,0.05288643315632313,0.19343556631692224,0.9799834462255705
HUMAN_HIPPOCAMPUS_K7,P22_K9|MISAR_K7,STUDYWISE_MIDRANK,0.26000674644257055,0.2799990572094266,0.6301832490812944,0.6354553238135483,0.5688949522510232,0.9799694548872181
