lane,full_ari,full_nmi,carrier_ari,carrier_nmi,delta_ari_vs_carrier,delta_nmi_vs_carrier,coordinate_best_control_ari,coordinate_best_control_nmi,delta_ari_vs_coordinate_best,delta_nmi_vs_coordinate_best,independent_dual_win_over_every_control,partition_sha256,min_cluster_size_full
P22_K9,0.03807171202027577,0.07753543968005273,0.4714859781586591,0.600287846293456,-0.43341426613838335,-0.5227524066134033,0.5248332914373888,0.6378976265502274,-0.486761579417113,-0.5603621868701747,False,d3e9708e7066c1712126539e14899d42201335a3091a1b3787a5ca4d9ace5c49,637
MISAR_K7,0.04542481546154814,0.10449807694969937,0.3662791002033248,0.5427768524531652,-0.3208542847417767,-0.43827877550346583,0.5435865369991497,0.581646378824022,-0.4981617215376016,-0.47714830187432267,False,940c78dc1836fac410bd18eab630011108ac39e8631ad01d3fa0bc64bad1a605,133
HUMAN_HIPPOCAMPUS_K7,0.08028493084039115,0.1693688144222001,0.043362602232521696,0.08715374664620784,0.036922328607869453,0.08221506777599225,0.4290977489944326,0.42679172157314343,-0.3488128181540414,-0.25742290715094335,False,35c7954df2746755f3d3d94a444a88d09b969ddaa204061bb3e7266da5f731c4,64
