dataset,tissue,protein_target,control,known_structured,shared_oof_r2,bootstrap_stability,p_boot,morans_i,spatial_excess,p_space,combined_evidence
tonsil,tonsil,ITGAM,REAL_RESIDUAL,,0.048470180171013344,0.8434147981212077,1.0,0.15615131585553893,0.15660350293282024,1.0,1.0
tonsil,tonsil,CD27,REAL_RESIDUAL,,0.11873482954920833,0.8863556226270671,1.0,0.24464434693100218,0.2450379521503671,1.0,1.0
tonsil,tonsil,CCR7,REAL_RESIDUAL,,0.09309717416845709,0.8769818871673407,1.0,0.2147842877682308,0.21535887533389536,1.0,1.0
tonsil,tonsil,CD274,REAL_RESIDUAL,,0.2996874142867634,0.8595227346119462,1.0,0.19012420886818643,0.19044110304226172,1.0,1.0
tonsil,tonsil,CD163,DIFFUSED_STRUCTURED,1,,0.9876929265811505,1.0,0.8844938019113411,0.8849385418031853,1.0,1.0
tonsil,tonsil,CR2,DIFFUSED_STRUCTURED,1,,0.9878157787107744,1.0,0.886141088312534,0.8858162849980548,1.0,1.0
tonsil,tonsil,PCNA,DIFFUSED_STRUCTURED,1,,0.9860925013945991,1.0,0.8694331140273137,0.8701126434401759,1.0,1.0
tonsil,tonsil,VIM,DIFFUSED_STRUCTURED,1,,0.9871985802174676,1.0,0.8784370710835748,0.8792030939800958,1.0,1.0
tonsil,tonsil,KRT5,DIFFUSED_STRUCTURED,1,,0.9863883367502728,1.0,0.8711166228903444,0.8715062531794916,1.0,1.0
tonsil,tonsil,CD68,DIFFUSED_STRUCTURED,1,,0.985412341932612,1.0,0.8671785085341699,0.8671658206364595,1.0,1.0
tonsil,tonsil,CEACAM8,DIFFUSED_STRUCTURED,1,,0.9849028126815478,1.0,0.8596396717305297,0.8605620526955905,1.0,1.0
tonsil,tonsil,PTPRC,DIFFUSED_STRUCTURED,1,,0.9879407119676024,1.0,0.8879195709945883,0.8881755679197274,1.0,1.0
tonsil,tonsil,PAX5,DIFFUSED_STRUCTURED,1,,0.9849559224805029,1.0,0.8586026108861272,0.8590956571280808,1.0,1.0
tonsil,tonsil,SDC1,DIFFUSED_STRUCTURED,1,,0.9859796759173682,1.0,0.8657556933300193,0.8662659878014055,1.0,1.0
tonsil,tonsil,CD8A,DIFFUSED_STRUCTURED,1,,0.9871049747058953,1.0,0.8790105991258037,0.8799590675903376,1.0,1.0
tonsil,tonsil,BCL2,DIFFUSED_STRUCTURED,1,,0.9884999941819044,1.0,0.8861603543091185,0.8869981016463466,1.0,1.0
tonsil,tonsil,CD19,DIFFUSED_STRUCTURED,1,,0.9877346036694791,1.0,0.8821531688164177,0.8820378743559106,1.0,1.0
tonsil,tonsil,PDCD1,DIFFUSED_STRUCTURED,1,,0.9862648603949609,1.0,0.8707357988866014,0.8714658418512481,1.0,1.0
tonsil,tonsil,ACTA2,DIFFUSED_STRUCTURED,1,,0.9882567545174452,1.0,0.886269601367893,0.8866884065871167,1.0,1.0
tonsil,tonsil,FCGR3A,DIFFUSED_STRUCTURED,1,,0.9856292554639456,1.0,0.8668057733192545,0.8667649475541946,1.0,1.0
tonsil,tonsil,ITGAX,DIFFUSED_STRUCTURED,1,,0.9850162019607671,1.0,0.8603760428483784,0.8610617464800994,1.0,1.0
tonsil,tonsil,CXCR5,DIFFUSED_STRUCTURED,1,,0.9860110158592033,1.0,0.865035070975626,0.8652252968330977,1.0,1.0
tonsil,tonsil,EPCAM,DIFFUSED_STRUCTURED,1,,0.9860541878093603,1.0,0.8696495522144752,0.8693769345485644,1.0,1.0
tonsil,tonsil,MS4A1,DIFFUSED_STRUCTURED,1,,0.9861099610926363,1.0,0.8720771954426926,0.8721891092424106,1.0,1.0
tonsil,tonsil,CD3E,DIFFUSED_STRUCTURED,1,,0.9878631352566312,1.0,0.8833739752787593,0.8836374985459114,1.0,1.0
tonsil,tonsil,CD14,DIFFUSED_STRUCTURED,1,,0.9857462915358505,1.0,0.8659169963273347,0.8661751233156153,1.0,1.0
tonsil,tonsil,CD40,DIFFUSED_STRUCTURED,1,,0.9874184668216598,1.0,0.8817210503751175,0.882754339803,1.0,1.0
tonsil,tonsil,PECAM1,DIFFUSED_STRUCTURED,1,,0.9869395714735171,1.0,0.8768984735166042,0.8764822206720575,1.0,1.0
tonsil,tonsil,CD4,DIFFUSED_STRUCTURED,1,,0.9879100159594894,1.0,0.8848446241593261,0.8853415608156016,1.0,1.0
tonsil,tonsil,ITGAM,DIFFUSED_STRUCTURED,1,,0.9845122076163756,1.0,0.860392972772625,0.8599603688600217,1.0,1.0
tonsil,tonsil,CD27,DIFFUSED_STRUCTURED,1,,0.986416738176225,1.0,0.8696409429403753,0.869587190860638,1.0,1.0
tonsil,tonsil,CCR7,DIFFUSED_STRUCTURED,1,,0.9885447418038654,1.0,0.885611201853731,0.8861407792880093,1.0,1.0
tonsil,tonsil,CD274,DIFFUSED_STRUCTURED,1,,0.9855979325931915,1.0,0.8627091180025969,0.8626949510647874,1.0,1.0
tonsil,tonsil,CD163,MATCHED_IID,0,,0.6881247283428713,0.030303030303030304,-0.006066910821089219,-0.005969703773473352,0.14,0.06513389472789297
tonsil,tonsil,CR2,MATCHED_IID,0,,0.7010424018215454,0.5757575757575758,-0.0053508364973702295,-0.0042905057075885815,0.265,0.3906094693882338
tonsil,tonsil,PCNA,MATCHED_IID,0,,0.70678503270366,0.696969696969697,0.004475702785477684,0.004393811444232131,0.765,0.7301930006387477
tonsil,tonsil,VIM,MATCHED_IID,0,,0.716727080248518,0.8484848484848485,0.003185595187469676,0.004114714121523308,0.745,0.7950605084653696
tonsil,tonsil,KRT5,MATCHED_IID,0,,0.7026293758068287,0.36363636363636365,-0.005351748982183907,-0.00499126729789803,0.235,0.29232609437842777
tonsil,tonsil,CD68,MATCHED_IID,0,,0.7081583045917392,0.696969696969697,-0.0006597135576378809,-0.0010956062747558147,0.44,0.5537749241945383
tonsil,tonsil,CEACAM8,MATCHED_IID,0,,0.7112052395323065,0.8484848484848485,0.006926564843130573,0.006955998305099154,0.875,0.8616404368553291
tonsil,tonsil,PTPRC,MATCHED_IID,0,,0.7007687509281393,0.48484848484848486,-0.007408935104453286,-0.007304049687694917,0.125,0.24618298195866548
tonsil,tonsil,PAX5,MATCHED_IID,0,,0.6996540561790712,0.24242424242424243,-0.007351105569854403,-0.008552951398768573,0.11,0.16329931618554522
tonsil,tonsil,SDC1,MATCHED_IID,0,,0.7047331479068561,0.5454545454545454,-0.005932396644824885,-0.005374698561111539,0.19,0.32192602199319587
tonsil,tonsil,CD8A,MATCHED_IID,0,,0.7100367916881221,0.8484848484848485,-0.004746166614097892,-0.003934933272397585,0.285,0.49175012131994617
tonsil,tonsil,BCL2,MATCHED_IID,0,,0.7111646265121851,0.7575757575757576,0.0015113877242331876,0.0011469693743089398,0.59,0.6685579234215214
tonsil,tonsil,CD19,MATCHED_IID,0,,0.6989104651227784,0.24242424242424243,-0.0017523965535820214,-0.0008596740893395248,0.435,0.3247376563543955
tonsil,tonsil,PDCD1,MATCHED_IID,0,,0.7016424138551693,0.3939393939393939,-0.0040948549198211275,-0.004312493759768971,0.26,0.3200378765462651
tonsil,tonsil,ACTA2,MATCHED_IID,0,,0.6940612052140225,0.09090909090909091,-0.0035156362973851117,-0.002237976668508899,0.34,0.17580981459830652
tonsil,tonsil,FCGR3A,MATCHED_IID,0,,0.7014493915333674,0.3939393939393939,-0.006973024575981966,-0.006361314704214859,0.155,0.24710444362780298
tonsil,tonsil,ITGAX,MATCHED_IID,0,,0.7268627854519953,1.0,0.0064324586533377045,0.0062394880150881404,0.84,0.916515138991168
tonsil,tonsil,CXCR5,MATCHED_IID,0,,0.6905705266045971,0.12121212121212122,-0.010858113700448771,-0.011068606028849603,0.04,0.06963106238227913
tonsil,tonsil,EPCAM,MATCHED_IID,0,,0.6991730620769261,0.24242424242424243,-0.01237337246503402,-0.012212579519530978,0.025,0.0778498944161523
tonsil,tonsil,MS4A1,MATCHED_IID,0,,0.7084726592699849,0.6060606060606061,0.008916718752935867,0.009708567807494455,0.91,0.7426406610973786
tonsil,tonsil,CD3E,MATCHED_IID,0,,0.7133293824835888,0.7878787878787878,0.009420649522383286,0.009670361858575288,0.93,0.8559949022787886
tonsil,tonsil,CD14,MATCHED_IID,0,,0.6994699303668325,0.3333333333333333,-0.0027768342427709858,-0.0027121282291899087,0.33,0.33166247903553997
tonsil,tonsil,CD40,MATCHED_IID,0,,0.7081334901093563,0.7272727272727273,0.006429811657718177,0.00743671865964946,0.885,0.8022695081058258
tonsil,tonsil,PECAM1,MATCHED_IID,0,,0.7071165838318925,0.696969696969697,-0.0009142372437810254,-0.00019469417817925827,0.5,0.5903260526902472
tonsil,tonsil,CD4,MATCHED_IID,0,,0.7105305971954081,0.8484848484848485,0.0006402361930905332,0.0019558800045911405,0.63,0.731126155013931
tonsil,tonsil,ITGAM,MATCHED_IID,0,,0.6952714263140486,0.15151515151515152,-0.005881348467061148,-0.005562489084899904,0.17,0.16049166881048924
tonsil,tonsil,CD27,MATCHED_IID,0,,0.7024133428263876,0.48484848484848486,-0.0005758439985322835,-0.0006830505042120333,0.5,0.49236596391733095
tonsil,tonsil,CCR7,MATCHED_IID,0,,0.7165027906651739,0.8484848484848485,0.006089000785796847,0.006393158719749571,0.845,0.8467406314626085
tonsil,tonsil,CD274,MATCHED_IID,0,,0.7129483882084412,0.8484848484848485,0.006329407434844339,0.006327237908155834,0.855,0.8517361947543062
tonsil,tonsil,CD163,COORDINATE_GRAPH_PERMUTATION,0,,0.7065517749626735,0.6363636363636364,-0.00014708691059980072,-0.000531211590824061,0.505,0.5668894392768632
tonsil,tonsil,CR2,COORDINATE_GRAPH_PERMUTATION,0,,0.7038129846490515,0.6060606060606061,-0.00959974515371044,-0.008726660013934566,0.09,0.23354968324845687
tonsil,tonsil,PCNA,COORDINATE_GRAPH_PERMUTATION,0,,0.7073152571441312,0.7272727272727273,-0.0006831845192032432,0.0002213232492133076,0.535,0.6237715199421252
tonsil,tonsil,VIM,COORDINATE_GRAPH_PERMUTATION,0,,0.699023993776122,0.21212121212121213,0.00047963687204658173,0.0010223632813194743,0.565,0.3461913991544054
tonsil,tonsil,KRT5,COORDINATE_GRAPH_PERMUTATION,0,,0.6946444888499259,0.09090909090909091,-0.017551454946286255,-0.01693847114964423,0.005,0.021320071635561044
tonsil,tonsil,CD68,COORDINATE_GRAPH_PERMUTATION,0,,0.7019656234651113,0.5454545454545454,-0.005867419284370546,-0.005555888700959699,0.22,0.34641016151377546
tonsil,tonsil,CEACAM8,COORDINATE_GRAPH_PERMUTATION,0,,0.7043125424743067,0.6363636363636364,0.001547970014898742,0.0012763295790057091,0.605,0.6204836822995429
tonsil,tonsil,PTPRC,COORDINATE_GRAPH_PERMUTATION,0,,0.7023655815206375,0.5757575757575758,-0.0030590438117913746,-0.002984985871133647,0.335,0.4391796760766462
tonsil,tonsil,PAX5,COORDINATE_GRAPH_PERMUTATION,0,,0.7027351383926201,0.3939393939393939,0.004583494055668409,0.005108277571702049,0.795,0.5596264988202562
tonsil,tonsil,SDC1,COORDINATE_GRAPH_PERMUTATION,0,,0.705306240757852,0.5757575757575758,-0.003588208595462159,-0.0040053611398876586,0.25,0.37939345531966406
tonsil,tonsil,CD8A,COORDINATE_GRAPH_PERMUTATION,0,,0.7143979649303367,0.9393939393939394,0.0008030105154272181,0.001336915037072521,0.585,0.7413133308834089
tonsil,tonsil,BCL2,COORDINATE_GRAPH_PERMUTATION,0,,0.693146624150454,0.06060606060606061,-0.009370853063911553,-0.008485117002930082,0.08,0.06963106238227913
tonsil,tonsil,CD19,COORDINATE_GRAPH_PERMUTATION,0,,0.7047209193719368,0.48484848484848486,-0.007291780571831943,-0.006883542976680045,0.165,0.282842712474619
tonsil,tonsil,PDCD1,COORDINATE_GRAPH_PERMUTATION,0,,0.7176914044915921,0.9393939393939394,0.0048966005032924755,0.0058113917232137605,0.82,0.8776690892944962
tonsil,tonsil,ACTA2,COORDINATE_GRAPH_PERMUTATION,0,,0.6987073850742461,0.18181818181818182,0.0031010089492956527,0.003807580796336868,0.705,0.35802488486391304
tonsil,tonsil,FCGR3A,COORDINATE_GRAPH_PERMUTATION,0,,0.692513628961003,0.12121212121212122,-0.005454754401434393,-0.0051947846629041,0.21,0.15954480704349314
tonsil,tonsil,ITGAX,COORDINATE_GRAPH_PERMUTATION,0,,0.7172234648467203,0.9090909090909091,0.00401398680583982,0.004277665869655586,0.725,0.8118441408859887
tonsil,tonsil,CXCR5,COORDINATE_GRAPH_PERMUTATION,0,,0.7125515986795291,0.7575757575757576,0.006688491462487158,0.007195380035487989,0.865,0.8095078939102635
tonsil,tonsil,EPCAM,COORDINATE_GRAPH_PERMUTATION,0,,0.7091589244746883,0.8181818181818182,-0.0028781436721358493,-0.00300456399031429,0.335,0.5235369223759764
tonsil,tonsil,MS4A1,COORDINATE_GRAPH_PERMUTATION,0,,0.7046847363600508,0.48484848484848486,-0.0027730670368091856,-0.0018896443235286388,0.38,0.42923469599092784
tonsil,tonsil,CD3E,COORDINATE_GRAPH_PERMUTATION,0,,0.6925271564598872,0.030303030303030304,-0.010572438743621987,-0.01035690294337851,0.04,0.034815531191139566
tonsil,tonsil,CD14,COORDINATE_GRAPH_PERMUTATION,0,,0.7172735964124238,0.9393939393939394,0.008652450305322999,0.008924844299199562,0.885,0.9117914434582266
tonsil,tonsil,CD40,COORDINATE_GRAPH_PERMUTATION,0,,0.7171405871120804,0.9696969696969697,0.004563211224176922,0.005137031128254092,0.825,0.8944271909999159
tonsil,tonsil,PECAM1,COORDINATE_GRAPH_PERMUTATION,0,,0.7075543628865798,0.7575757575757576,-0.004076905210796959,-0.003816257185807276,0.27,0.45226701686664544
tonsil,tonsil,CD4,COORDINATE_GRAPH_PERMUTATION,0,,0.6914050754340554,0.06060606060606061,-0.0026572519394706747,-0.00204774372262411,0.36,0.14770978917519928
tonsil,tonsil,ITGAM,COORDINATE_GRAPH_PERMUTATION,0,,0.7060070647333963,0.6060606060606061,-0.0054387447860950126,-0.005501223554221127,0.195,0.3437758254761643
tonsil,tonsil,CD27,COORDINATE_GRAPH_PERMUTATION,0,,0.7021298032171274,0.45454545454545453,0.0006847736282162896,0.0010592108068567276,0.56,0.504524979109513
tonsil,tonsil,CCR7,COORDINATE_GRAPH_PERMUTATION,0,,0.7172835389393892,0.8484848484848485,0.007126479113155753,0.007444529797599709,0.865,0.856702628652086
tonsil,tonsil,CD274,COORDINATE_GRAPH_PERMUTATION,0,,0.7001100734942436,0.3333333333333333,-0.003706197835930708,-0.003438024745071798,0.335,0.334165627596057
tonsil,tonsil,CD163,PROTEIN_SPOT_PERMUTATION,0,,0.7024151967092351,0.3939393939393939,0.0017992393031153618,0.001871604993755771,0.615,0.4922120755047841
tonsil,tonsil,CR2,PROTEIN_SPOT_PERMUTATION,0,,0.7061249596460105,0.696969696969697,-0.003965766711949862,-0.0040373579738058885,0.235,0.40470715188624823
tonsil,tonsil,PCNA,PROTEIN_SPOT_PERMUTATION,0,,0.6767976132593003,0.030303030303030304,-0.003995265193810746,-0.0036343029970370335,0.32,0.09847319278346618
tonsil,tonsil,VIM,PROTEIN_SPOT_PERMUTATION,0,,0.706497095789113,0.3939393939393939,0.0030922814030294593,0.003447257202149852,0.73,0.536260904388673
tonsil,tonsil,KRT5,PROTEIN_SPOT_PERMUTATION,0,,0.688560204777075,0.030303030303030304,-0.008360529637586687,-0.008446574112126484,0.12,0.06030226891555272
tonsil,tonsil,CD68,PROTEIN_SPOT_PERMUTATION,0,,0.6976826456021393,0.3939393939393939,0.005269069001300272,0.005912196176291502,0.84,0.5752469825293227
tonsil,tonsil,CEACAM8,PROTEIN_SPOT_PERMUTATION,0,,0.7250578451665508,1.0,0.006630719792407648,0.007545320839364202,0.875,0.9354143466934853
tonsil,tonsil,PTPRC,PROTEIN_SPOT_PERMUTATION,0,,0.7107294963471729,0.8181818181818182,0.0008766098439689098,0.0004571621479059444,0.555,0.6738626782148639
tonsil,tonsil,PAX5,PROTEIN_SPOT_PERMUTATION,0,,0.7108929575357008,0.8181818181818182,-0.0020428495863083545,-0.0021465323272573146,0.365,0.5464763157140149
tonsil,tonsil,SDC1,PROTEIN_SPOT_PERMUTATION,0,,0.7124346054316686,0.8484848484848485,0.0018618554398934035,0.0015499441950553856,0.595,0.7105269064915732
tonsil,tonsil,CD8A,PROTEIN_SPOT_PERMUTATION,0,,0.7225003614291581,0.9696969696969697,0.006933820016083021,0.006877625597007632,0.86,0.9132028219072661
tonsil,tonsil,BCL2,PROTEIN_SPOT_PERMUTATION,0,,0.7027481297554985,0.3333333333333333,0.003444417096205882,0.003492453464177697,0.69,0.4795831523312719
tonsil,tonsil,CD19,PROTEIN_SPOT_PERMUTATION,0,,0.7006572267929072,0.2727272727272727,0.0043400396432865225,0.004542793272466946,0.79,0.4641708149534452
tonsil,tonsil,PDCD1,PROTEIN_SPOT_PERMUTATION,0,,0.6887628155595924,0.06060606060606061,-0.005598915332614574,-0.005373257590007575,0.16,0.09847319278346618
tonsil,tonsil,ACTA2,PROTEIN_SPOT_PERMUTATION,0,,0.6914457355024944,0.09090909090909091,-0.0035998176851308595,-0.003172148059079815,0.285,0.16096301099659793
tonsil,tonsil,FCGR3A,PROTEIN_SPOT_PERMUTATION,0,,0.7439100323688261,1.0,-0.0010412239474247326,-0.0010696026068754874,0.46,0.6782329983125268
tonsil,tonsil,ITGAX,PROTEIN_SPOT_PERMUTATION,0,,0.7183775734212998,0.9090909090909091,0.013280331181656784,0.013763770000035582,0.985,0.9462846006643801
tonsil,tonsil,CXCR5,PROTEIN_SPOT_PERMUTATION,0,,0.6921565299689694,0.12121212121212122,-0.010282169529125825,-0.009830418552940458,0.065,0.08876253645985946
tonsil,tonsil,EPCAM,PROTEIN_SPOT_PERMUTATION,0,,0.6962155686611453,0.15151515151515152,0.00030899988261040974,0.0001795749879300167,0.515,0.27933904673407733
tonsil,tonsil,MS4A1,PROTEIN_SPOT_PERMUTATION,0,,0.6928259095450313,0.09090909090909091,-4.300463557165546e-05,-0.0001573330076493015,0.505,0.21426406817077592
tonsil,tonsil,CD3E,PROTEIN_SPOT_PERMUTATION,0,,0.7422925200022531,1.0,0.008722684733030695,0.008133419625557834,0.935,0.9669539802906858
tonsil,tonsil,CD14,PROTEIN_SPOT_PERMUTATION,0,,0.6797282530070388,0.030303030303030304,0.0011319153773345209,0.0010946437579284793,0.59,0.1337115846843043
tonsil,tonsil,CD40,PROTEIN_SPOT_PERMUTATION,0,,0.7009712156740591,0.3939393939393939,0.006070088995343586,0.006162523620214279,0.87,0.5854291355298886
tonsil,tonsil,PECAM1,PROTEIN_SPOT_PERMUTATION,0,,0.6994565775374679,0.2727272727272727,-0.00352998192920385,-0.002750723838493548,0.32,0.29541957835039856
tonsil,tonsil,CD4,PROTEIN_SPOT_PERMUTATION,0,,0.6913987303169182,0.06060606060606061,0.001241263424266572,0.0011638744864404206,0.605,0.19148542155126763
tonsil,tonsil,ITGAM,PROTEIN_SPOT_PERMUTATION,0,,0.6971259593551765,0.18181818181818182,0.005844732367377215,0.0060650260768646035,0.84,0.3908033683673578
tonsil,tonsil,CD27,PROTEIN_SPOT_PERMUTATION,0,,0.6888013590718172,0.09090909090909091,0.008391586675045344,0.008817543605911653,0.935,0.29154759474226505
tonsil,tonsil,CCR7,PROTEIN_SPOT_PERMUTATION,0,,0.7139072750852646,0.7878787878787878,0.0008964210556560646,0.0011817079394532898,0.57,0.6701424543266223
tonsil,tonsil,CD274,PROTEIN_SPOT_PERMUTATION,0,,0.6854099604335356,0.09090909090909091,-0.0016022408087518396,-0.0018121517584162603,0.39,0.18829377433825437
tonsil,tonsil,CD163,LINK_PERMUTATION,0,,0.9023983527420113,1.0,0.26411831965781535,0.26534932126108635,1.0,1.0
tonsil,tonsil,CR2,LINK_PERMUTATION,0,,0.8907615924479053,1.0,0.2591563417615524,0.2599010799766633,1.0,1.0
tonsil,tonsil,PCNA,LINK_PERMUTATION,0,,0.8960485354688683,1.0,0.3039617538400135,0.30391524436947137,1.0,1.0
tonsil,tonsil,VIM,LINK_PERMUTATION,0,,0.9104208364458587,1.0,0.3065366252996822,0.3065978302167562,1.0,1.0
tonsil,tonsil,KRT5,LINK_PERMUTATION,0,,0.8853744473864995,1.0,0.2796026191595087,0.27998367709240923,1.0,1.0
tonsil,tonsil,CD68,LINK_PERMUTATION,0,,0.8697344103326854,1.0,0.2195736618077353,0.21948848015823466,1.0,1.0
tonsil,tonsil,CEACAM8,LINK_PERMUTATION,0,,0.8953681144049546,1.0,0.3049009867453455,0.30497856502731885,1.0,1.0
tonsil,tonsil,PTPRC,LINK_PERMUTATION,0,,0.8766118922722814,1.0,0.20553387298561748,0.20550261255870955,1.0,1.0
tonsil,tonsil,PAX5,LINK_PERMUTATION,0,,0.8605417752898654,1.0,0.18970258443208537,0.1904892834317722,1.0,1.0
tonsil,tonsil,SDC1,LINK_PERMUTATION,0,,0.8343517230618964,1.0,0.10976798206170517,0.11036078508591408,1.0,1.0
tonsil,tonsil,CD8A,LINK_PERMUTATION,0,,0.8832099528384194,1.0,0.2517860707593092,0.25208959604693487,1.0,1.0
tonsil,tonsil,BCL2,LINK_PERMUTATION,0,,0.8890940497237825,1.0,0.27129404777842786,0.2718529960016272,1.0,1.0
tonsil,tonsil,CD19,LINK_PERMUTATION,0,,0.8497748892905095,1.0,0.15952869649361018,0.16054188343193174,1.0,1.0
tonsil,tonsil,PDCD1,LINK_PERMUTATION,0,,0.8672238231998297,1.0,0.20427798564392305,0.20517648433258234,1.0,1.0
tonsil,tonsil,ACTA2,LINK_PERMUTATION,0,,0.9035383396707986,1.0,0.33162217645569214,0.3313557192609702,1.0,1.0
tonsil,tonsil,FCGR3A,LINK_PERMUTATION,0,,0.8059412859527763,1.0,-0.020334877234926732,-0.020810612945576703,0.005,0.07071067811865475
tonsil,tonsil,ITGAX,LINK_PERMUTATION,0,,0.9100921392721391,1.0,0.3045771919651037,0.30495708440564745,1.0,1.0
tonsil,tonsil,CXCR5,LINK_PERMUTATION,0,,0.8314093330717756,1.0,0.11771613766091818,0.1178036338715245,1.0,1.0
tonsil,tonsil,EPCAM,LINK_PERMUTATION,0,,0.8864090812379326,1.0,0.23672900194066163,0.23708598940929282,1.0,1.0
tonsil,tonsil,MS4A1,LINK_PERMUTATION,0,,0.8393470605368387,1.0,0.13385717552950735,0.13411625494777385,1.0,1.0
tonsil,tonsil,CD3E,LINK_PERMUTATION,0,,0.845684190767348,1.0,0.16852239310240158,0.1691603794802937,1.0,1.0
tonsil,tonsil,CD14,LINK_PERMUTATION,0,,0.8836969003059971,1.0,0.24319310843905761,0.24372144271771012,1.0,1.0
