dataset,tissue,protein_target,control,known_structured,shared_oof_r2,bootstrap_stability,p_boot,morans_i,spatial_excess,p_space,combined_evidence
a1,lymph_node,CD14,REAL_RESIDUAL,,0.16730103089324855,0.8226320683654958,1.0,0.11933852645341105,0.12033131220801994,1.0,1.0
a1,lymph_node,CD40,REAL_RESIDUAL,,-0.10770487632411685,0.9079437077711946,1.0,0.2814928271629301,0.2824235686638018,1.0,1.0
a1,lymph_node,PECAM1,REAL_RESIDUAL,,0.30381625785657373,0.8626547529040077,1.0,0.1855248887449258,0.18565641800911928,1.0,1.0
a1,lymph_node,CD4,REAL_RESIDUAL,,0.04085488069938614,0.8358605425422156,1.0,0.14346329146953882,0.1440987615702423,1.0,1.0
a1,lymph_node,ITGAM,REAL_RESIDUAL,,0.08782174150108557,0.9202480237287658,1.0,0.32852774780257343,0.32913075235898087,1.0,1.0
a1,lymph_node,CD27,REAL_RESIDUAL,,0.07879360618848241,0.8203491495264279,1.0,0.11780816415677897,0.11755020673730068,1.0,1.0
a1,lymph_node,CCR7,REAL_RESIDUAL,,0.19588186263533636,0.8426659362475358,1.0,0.13640715115018814,0.1368002749973495,1.0,1.0
a1,lymph_node,CD274,REAL_RESIDUAL,,-0.020992570317337478,0.7766762588866425,1.0,0.052580000239990925,0.05263077231870984,1.0,1.0
a1,lymph_node,CD163,DIFFUSED_STRUCTURED,1,,0.9837063764193309,1.0,0.8532240315748033,0.8539101153748215,1.0,1.0
a1,lymph_node,CR2,DIFFUSED_STRUCTURED,1,,0.9852653871168838,1.0,0.8625533887681748,0.8626634783336598,1.0,1.0
a1,lymph_node,PCNA,DIFFUSED_STRUCTURED,1,,0.9865866560203329,1.0,0.871457049740926,0.8719910039714821,1.0,1.0
a1,lymph_node,VIM,DIFFUSED_STRUCTURED,1,,0.9856582966850082,1.0,0.8620150540844961,0.8620773758281797,1.0,1.0
a1,lymph_node,KRT5,DIFFUSED_STRUCTURED,1,,0.9866828656535276,1.0,0.8750596970992095,0.875419505003477,1.0,1.0
a1,lymph_node,CD68,DIFFUSED_STRUCTURED,1,,0.9834334297878974,1.0,0.853414198660823,0.8531250963692794,1.0,1.0
a1,lymph_node,CEACAM8,DIFFUSED_STRUCTURED,1,,0.9835146759290465,1.0,0.8515026014890945,0.852032510431741,1.0,1.0
a1,lymph_node,PTPRC,DIFFUSED_STRUCTURED,1,,0.9867959409111096,1.0,0.8733593958934842,0.8737238482667603,1.0,1.0
a1,lymph_node,PAX5,DIFFUSED_STRUCTURED,1,,0.986802074487596,1.0,0.8746351211174306,0.8746878350951927,1.0,1.0
a1,lymph_node,SDC1,DIFFUSED_STRUCTURED,1,,0.9833543628927407,1.0,0.8467214849755511,0.846708042622502,1.0,1.0
a1,lymph_node,CD8A,DIFFUSED_STRUCTURED,1,,0.9854248502691696,1.0,0.8634284417300225,0.8631425300873028,1.0,1.0
a1,lymph_node,BCL2,DIFFUSED_STRUCTURED,1,,0.9862322354437623,1.0,0.8677025136046329,0.8677150075766149,1.0,1.0
a1,lymph_node,CD19,DIFFUSED_STRUCTURED,1,,0.9871610246295514,1.0,0.8822306253000696,0.8832855163305563,1.0,1.0
a1,lymph_node,PDCD1,DIFFUSED_STRUCTURED,1,,0.9867415477827017,1.0,0.8766258522446787,0.8770553568487609,1.0,1.0
a1,lymph_node,ACTA2,DIFFUSED_STRUCTURED,1,,0.9839287306398972,1.0,0.8526655243144968,0.8521884022375816,1.0,1.0
a1,lymph_node,FCGR3A,DIFFUSED_STRUCTURED,1,,0.9823872136045297,1.0,0.8390383822969425,0.8394351346468152,1.0,1.0
a1,lymph_node,ITGAX,DIFFUSED_STRUCTURED,1,,0.9849116558882773,1.0,0.8661782104626262,0.8667905365673716,1.0,1.0
a1,lymph_node,CXCR5,DIFFUSED_STRUCTURED,1,,0.9841035902816373,1.0,0.85318563853796,0.8526923512667454,1.0,1.0
a1,lymph_node,EPCAM,DIFFUSED_STRUCTURED,1,,0.9855036099007539,1.0,0.8656965138984516,0.8658223171030707,1.0,1.0
a1,lymph_node,MS4A1,DIFFUSED_STRUCTURED,1,,0.9850190228832383,1.0,0.8647279387118997,0.8657611191729266,1.0,1.0
a1,lymph_node,CD3E,DIFFUSED_STRUCTURED,1,,0.9877902265813199,1.0,0.8824184371612638,0.8830950825592775,1.0,1.0
a1,lymph_node,CD14,DIFFUSED_STRUCTURED,1,,0.9844854798951538,1.0,0.8598533472848482,0.8599976712465638,1.0,1.0
a1,lymph_node,CD40,DIFFUSED_STRUCTURED,1,,0.9841652644393376,1.0,0.8550634944526332,0.8546334282205691,1.0,1.0
a1,lymph_node,PECAM1,DIFFUSED_STRUCTURED,1,,0.987578745137998,1.0,0.8819040125695544,0.8815571240401122,1.0,1.0
a1,lymph_node,CD4,DIFFUSED_STRUCTURED,1,,0.9871372203329689,1.0,0.8785263870697027,0.8782704174148981,1.0,1.0
a1,lymph_node,ITGAM,DIFFUSED_STRUCTURED,1,,0.9862205782229629,1.0,0.8724022195296947,0.8723891750449906,1.0,1.0
a1,lymph_node,CD27,DIFFUSED_STRUCTURED,1,,0.9849035039963785,1.0,0.862588713162457,0.8630078588531712,1.0,1.0
a1,lymph_node,CCR7,DIFFUSED_STRUCTURED,1,,0.9854384146968557,1.0,0.8642115694615518,0.8647907006299259,1.0,1.0
a1,lymph_node,CD274,DIFFUSED_STRUCTURED,1,,0.9840502736300668,1.0,0.8495348599269389,0.8505986789790221,1.0,1.0
a1,lymph_node,CD163,MATCHED_IID,0,,0.6952201151587654,0.12121212121212122,-0.005329211354624181,-0.0056301913297281915,0.235,0.1687745492805372
a1,lymph_node,CR2,MATCHED_IID,0,,0.7038788371469966,0.42424242424242425,-0.003951665249872978,-0.003053721721064188,0.33,0.37416573867739417
a1,lymph_node,PCNA,MATCHED_IID,0,,0.714568941209141,0.8181818181818182,-0.0044221228999738365,-0.004508830755210933,0.29,0.4871064845315932
a1,lymph_node,VIM,MATCHED_IID,0,,0.6917032077217492,0.030303030303030304,-0.002765324353767629,-0.0019773190208978004,0.405,0.11078234188139946
a1,lymph_node,KRT5,MATCHED_IID,0,,0.7144320525462851,0.8484848484848485,0.00402113838888899,0.004759671702864178,0.74,0.7923880286064321
a1,lymph_node,CD68,MATCHED_IID,0,,0.6962842735499186,0.15151515151515152,-0.007380051336234482,-0.0074464863747098625,0.18,0.1651445647689541
a1,lymph_node,CEACAM8,MATCHED_IID,0,,0.6963873484476809,0.2727272727272727,-0.003989160538544409,-0.003456811309610535,0.32,0.29541957835039856
a1,lymph_node,PTPRC,MATCHED_IID,0,,0.6980872167784029,0.2727272727272727,-0.0027152356347667247,-0.0013754360306810153,0.405,0.3323470256441984
a1,lymph_node,PAX5,MATCHED_IID,0,,0.695590838337067,0.18181818181818182,-0.002875757542105575,-0.0030254818753990926,0.315,0.2393172105652397
a1,lymph_node,SDC1,MATCHED_IID,0,,0.7087333063579818,0.6060606060606061,0.0019679678199275383,0.0020439142449252207,0.66,0.6324555320336759
a1,lymph_node,CD8A,MATCHED_IID,0,,0.6808932655469087,0.09090909090909091,-0.016140779329292643,-0.01677487274456459,0.02,0.04264014327112209
a1,lymph_node,BCL2,MATCHED_IID,0,,0.7093363376719728,0.6666666666666666,-0.0057959599943755965,-0.0062923951559035705,0.165,0.33166247903553997
a1,lymph_node,CD19,MATCHED_IID,0,,0.7178367971301338,0.8181818181818182,-0.006712776512508671,-0.006264438519170615,0.22,0.42426406871192857
a1,lymph_node,PDCD1,MATCHED_IID,0,,0.7074139530802599,0.6363636363636364,0.007535451937897435,0.007509720693580667,0.865,0.7419262399016128
a1,lymph_node,ACTA2,MATCHED_IID,0,,0.7188641037511487,0.9090909090909091,0.021104727220453427,0.02110724095392774,1.0,0.9534625892455924
a1,lymph_node,FCGR3A,MATCHED_IID,0,,0.702822253138883,0.42424242424242425,-0.008475491470000662,-0.007742457972878628,0.095,0.20075614636426528
a1,lymph_node,ITGAX,MATCHED_IID,0,,0.7030480486304661,0.3333333333333333,-0.002641289288998959,-0.0022566888071245002,0.4,0.3651483716701107
a1,lymph_node,CXCR5,MATCHED_IID,0,,0.707940786664725,0.696969696969697,0.005393279140512929,0.005936601802031885,0.785,0.7396764239322572
a1,lymph_node,EPCAM,MATCHED_IID,0,,0.6842606828819557,0.06060606060606061,-0.012667422161780077,-0.011640653404696921,0.065,0.06276459144608479
a1,lymph_node,MS4A1,MATCHED_IID,0,,0.7173521648925757,0.9090909090909091,0.003315188604411765,0.0035897951786005855,0.705,0.8005679801922451
a1,lymph_node,CD3E,MATCHED_IID,0,,0.6869685319315064,0.09090909090909091,-0.00944223745498073,-0.008837216422469873,0.105,0.09770084209183945
a1,lymph_node,CD14,MATCHED_IID,0,,0.7038581613130062,0.6363636363636364,-0.0012501332829400618,-0.001540801041118705,0.42,0.5169842621131975
a1,lymph_node,CD40,MATCHED_IID,0,,0.7038578232308919,0.5454545454545454,-0.0035109741931536914,-0.0030268512892656953,0.345,0.4337992832887327
a1,lymph_node,PECAM1,MATCHED_IID,0,,0.6979690285992701,0.21212121212121213,-0.006912028679792886,-0.007054484491640155,0.175,0.1926686588971131
a1,lymph_node,CD4,MATCHED_IID,0,,0.712583857722831,0.8787878787878788,-0.002120578700833844,-0.0017701196523655705,0.45,0.6288517674735005
a1,lymph_node,ITGAM,MATCHED_IID,0,,0.7235690255797242,1.0,0.004756474610576381,0.004549863307510305,0.74,0.8602325267042626
a1,lymph_node,CD27,MATCHED_IID,0,,0.698139761960992,0.3333333333333333,-0.006622706484894344,-0.006303649704869213,0.17,0.23804761428476168
a1,lymph_node,CCR7,MATCHED_IID,0,,0.7148716944357579,0.8484848484848485,0.004300422034618337,0.004048584652478833,0.73,0.7870158444363997
a1,lymph_node,CD274,MATCHED_IID,0,,0.6973173091168092,0.18181818181818182,-0.006363387770848194,-0.005640267274774217,0.25,0.21320071635561044
a1,lymph_node,CD163,COORDINATE_GRAPH_PERMUTATION,0,,0.6996787638081918,0.3939393939393939,0.0004992194995884333,0.0016725292407122323,0.58,0.47800088753562836
a1,lymph_node,CR2,COORDINATE_GRAPH_PERMUTATION,0,,0.7016237531667664,0.42424242424242425,-0.008867164807229719,-0.008885388094664427,0.105,0.21105794120443455
a1,lymph_node,PCNA,COORDINATE_GRAPH_PERMUTATION,0,,0.6975568402013037,0.21212121212121213,-0.002602195117310125,-0.0025263827191475264,0.38,0.28391206491810206
a1,lymph_node,VIM,COORDINATE_GRAPH_PERMUTATION,0,,0.7209613013727931,1.0,0.008647332189565012,0.009108796482704188,0.89,0.9433981132056604
a1,lymph_node,KRT5,COORDINATE_GRAPH_PERMUTATION,0,,0.7062429001253694,0.6363636363636364,0.007405977563310404,0.007773290527908856,0.875,0.7462025072446364
a1,lymph_node,CD68,COORDINATE_GRAPH_PERMUTATION,0,,0.70322138145878,0.42424242424242425,-0.00201365678695103,-0.001958104109537421,0.385,0.40414518843273806
a1,lymph_node,CEACAM8,COORDINATE_GRAPH_PERMUTATION,0,,0.7081381798481832,0.6060606060606061,0.00505771868632832,0.005917167214551554,0.77,0.6831300510639732
a1,lymph_node,PTPRC,COORDINATE_GRAPH_PERMUTATION,0,,0.6873755332218989,0.030303030303030304,-0.00647497057125258,-0.005761592604929445,0.215,0.08071648849616486
a1,lymph_node,PAX5,COORDINATE_GRAPH_PERMUTATION,0,,0.7123255385275707,0.7878787878787878,0.006028413514043417,0.006103753097962387,0.825,0.8062257748298549
a1,lymph_node,SDC1,COORDINATE_GRAPH_PERMUTATION,0,,0.7043326981345728,0.45454545454545453,0.0020138222114154847,0.0018072196944893663,0.57,0.5090097337879788
a1,lymph_node,CD8A,COORDINATE_GRAPH_PERMUTATION,0,,0.698952267523083,0.3333333333333333,-0.0034140992225223017,-0.004086807645525598,0.28,0.30550504633038933
a1,lymph_node,BCL2,COORDINATE_GRAPH_PERMUTATION,0,,0.7116882537430826,0.6666666666666666,0.010390953902549974,0.010863903640964711,0.925,0.7852812659593165
a1,lymph_node,CD19,COORDINATE_GRAPH_PERMUTATION,0,,0.7169097548611054,0.8181818181818182,0.007581026492916981,0.007719596317579727,0.84,0.829019135649309
a1,lymph_node,PDCD1,COORDINATE_GRAPH_PERMUTATION,0,,0.7097452686400365,0.7272727272727273,0.0018943613661023472,0.002444592490494402,0.6,0.6605782590758164
a1,lymph_node,ACTA2,COORDINATE_GRAPH_PERMUTATION,0,,0.7126007712209942,0.7878787878787878,0.011401761021852124,0.012643106758509699,0.96,0.8696916904073744
a1,lymph_node,FCGR3A,COORDINATE_GRAPH_PERMUTATION,0,,0.6910435313693326,0.06060606060606061,-0.0008301263281283108,0.0003153561037912136,0.52,0.17752507291971892
a1,lymph_node,ITGAX,COORDINATE_GRAPH_PERMUTATION,0,,0.7153080794633819,0.7878787878787878,0.00606834559005992,0.0067372082370396585,0.84,0.813522084407167
a1,lymph_node,CXCR5,COORDINATE_GRAPH_PERMUTATION,0,,0.7001203661091477,0.3939393939393939,0.0009024540911186926,0.0011767811633343912,0.595,0.48414247840273156
a1,lymph_node,EPCAM,COORDINATE_GRAPH_PERMUTATION,0,,0.718794211825613,0.9696969696969697,0.003436985481365415,0.0028844592243165673,0.64,0.7877855422677295
a1,lymph_node,MS4A1,COORDINATE_GRAPH_PERMUTATION,0,,0.7057281354603901,0.45454545454545453,-0.004741595294244065,-0.004127754825971062,0.3,0.3692744729379982
a1,lymph_node,CD3E,COORDINATE_GRAPH_PERMUTATION,0,,0.7002077199901651,0.2727272727272727,0.0015125136617240176,0.001869269411841525,0.62,0.41120665010540514
a1,lymph_node,CD14,COORDINATE_GRAPH_PERMUTATION,0,,0.7107587437035197,0.7575757575757576,-0.00042324258849992603,-0.0006548186073509624,0.485,0.606155295633258
a1,lymph_node,CD40,COORDINATE_GRAPH_PERMUTATION,0,,0.6995814509056728,0.3333333333333333,-0.0005400808741030642,-0.0005383373608564467,0.48,0.39999999999999997
a1,lymph_node,PECAM1,COORDINATE_GRAPH_PERMUTATION,0,,0.7225748379380643,0.9696969696969697,0.011481846379052862,0.011720148082008847,0.93,0.9496410805236797
a1,lymph_node,CD4,COORDINATE_GRAPH_PERMUTATION,0,,0.7163131442771422,0.9090909090909091,0.00437208757948812,0.004467602863252421,0.74,0.8201995322647244
a1,lymph_node,ITGAM,COORDINATE_GRAPH_PERMUTATION,0,,0.7116287900833809,0.8181818181818182,-0.008740127161854776,-0.009282344504243995,0.125,0.31980107453341566
a1,lymph_node,CD27,COORDINATE_GRAPH_PERMUTATION,0,,0.7148975925443408,0.8181818181818182,0.007217657180584056,0.007799714210016516,0.86,0.8388303545034381
a1,lymph_node,CCR7,COORDINATE_GRAPH_PERMUTATION,0,,0.7046591607164032,0.45454545454545453,0.0018561054683635023,0.002289754877471778,0.605,0.5244044240850757
a1,lymph_node,CD274,COORDINATE_GRAPH_PERMUTATION,0,,0.7033957450366457,0.42424242424242425,-0.006417662554021289,-0.006238854776397692,0.21,0.2984810028978546
a1,lymph_node,CD163,PROTEIN_SPOT_PERMUTATION,0,,0.7160656110790666,0.8787878787878788,0.005841009914760859,0.005763621065260197,0.81,0.8436931799049829
a1,lymph_node,CR2,PROTEIN_SPOT_PERMUTATION,0,,0.6970810832881393,0.3333333333333333,-0.006221764992830291,-0.00672720629980629,0.185,0.24832774042918898
a1,lymph_node,PCNA,PROTEIN_SPOT_PERMUTATION,0,,0.7159137004553195,0.8181818181818182,-0.00219714369673052,-0.002307689777470439,0.38,0.5575922263707511
a1,lymph_node,VIM,PROTEIN_SPOT_PERMUTATION,0,,0.7012295665817567,0.30303030303030304,-0.0038309619324094052,-0.0035581268507360914,0.32,0.3113995776646092
a1,lymph_node,KRT5,PROTEIN_SPOT_PERMUTATION,0,,0.7666250843111533,1.0,-0.008215268269197468,-0.008634492555548087,0.06,0.2449489742783178
a1,lymph_node,CD68,PROTEIN_SPOT_PERMUTATION,0,,0.7179878910576418,0.9090909090909091,0.0080615609241212,0.00800911844961428,0.89,0.8994948077064754
a1,lymph_node,CEACAM8,PROTEIN_SPOT_PERMUTATION,0,,0.6957207688972114,0.24242424242424243,-0.009018424036982215,-0.008945408107142293,0.07,0.13026778945578593
a1,lymph_node,PTPRC,PROTEIN_SPOT_PERMUTATION,0,,0.6921132470658331,0.12121212121212122,-0.0034417264889960737,-0.003338272506270569,0.325,0.1984790653795493
a1,lymph_node,PAX5,PROTEIN_SPOT_PERMUTATION,0,,0.6905028337954966,0.06060606060606061,0.0032626874953337113,0.0028484009656525905,0.675,0.20225995873897265
a1,lymph_node,SDC1,PROTEIN_SPOT_PERMUTATION,0,,0.6847644036485667,0.06060606060606061,-0.010871608504209786,-0.010600703327861205,0.06,0.06030226891555272
a1,lymph_node,CD8A,PROTEIN_SPOT_PERMUTATION,0,,0.6846243427838643,0.09090909090909091,-0.013489616789357601,-0.013103105956784976,0.04,0.06030226891555272
a1,lymph_node,BCL2,PROTEIN_SPOT_PERMUTATION,0,,0.6937089734278741,0.15151515151515152,-0.0005945819606381597,0.00011134033640788183,0.51,0.27797972457128467
a1,lymph_node,CD19,PROTEIN_SPOT_PERMUTATION,0,,0.6979440696026054,0.30303030303030304,0.002312419816559786,0.002479709448056135,0.675,0.45226701686664544
a1,lymph_node,PDCD1,PROTEIN_SPOT_PERMUTATION,0,,0.7081222682283127,0.6363636363636364,0.0041127945671757355,0.005029798947696898,0.79,0.7090326316378343
a1,lymph_node,ACTA2,PROTEIN_SPOT_PERMUTATION,0,,0.7227343664871089,0.9696969696969697,0.00805818130464022,0.008249912029538016,0.88,0.9237604307034013
a1,lymph_node,FCGR3A,PROTEIN_SPOT_PERMUTATION,0,,0.7306361344799117,0.9696969696969697,0.0016065258662149734,0.0020511157268776393,0.615,0.7722458393307382
a1,lymph_node,ITGAX,PROTEIN_SPOT_PERMUTATION,0,,0.6947785788462844,0.12121212121212122,-0.004059149523065794,-0.0034091480852410875,0.325,0.1984790653795493
a1,lymph_node,CXCR5,PROTEIN_SPOT_PERMUTATION,0,,0.7099098284438328,0.7575757575757576,-0.004185787350147789,-0.003429256789720306,0.32,0.49236596391733095
a1,lymph_node,EPCAM,PROTEIN_SPOT_PERMUTATION,0,,0.7032020376738233,0.45454545454545453,-0.006410435004347929,-0.0068638694661723575,0.16,0.26967994498529685
a1,lymph_node,MS4A1,PROTEIN_SPOT_PERMUTATION,0,,0.7125713673295782,0.7878787878787878,0.0005620308309298856,0.0002999344953241055,0.515,0.6369910327136291
a1,lymph_node,CD3E,PROTEIN_SPOT_PERMUTATION,0,,0.6990701830756925,0.24242424242424243,-0.006240162536103857,-0.005566794364843453,0.245,0.24370871833797697
a1,lymph_node,CD14,PROTEIN_SPOT_PERMUTATION,0,,0.6930145816404898,0.21212121212121213,0.0019394806648296303,0.002242801562434045,0.65,0.3713203305486893
a1,lymph_node,CD40,PROTEIN_SPOT_PERMUTATION,0,,0.7088618810984175,0.7272727272727273,0.0055295878291746915,0.005915139172133851,0.82,0.7722458393307382
a1,lymph_node,PECAM1,PROTEIN_SPOT_PERMUTATION,0,,0.7161593011248879,0.9393939393939394,0.013103744181226559,0.012891308745648807,0.96,0.9496410805236797
a1,lymph_node,CD4,PROTEIN_SPOT_PERMUTATION,0,,0.6809437796708506,0.030303030303030304,-0.0032485271257950573,-0.003059201377713494,0.355,0.10371873387954443
a1,lymph_node,ITGAM,PROTEIN_SPOT_PERMUTATION,0,,0.6946226448086805,0.18181818181818182,-0.0004787758564965701,-0.001270309995349088,0.465,0.29076701075853595
a1,lymph_node,CD27,PROTEIN_SPOT_PERMUTATION,0,,0.7001450924167305,0.3939393939393939,-0.0015169327283296819,-0.0003786121490453435,0.485,0.437104799859949
a1,lymph_node,CCR7,PROTEIN_SPOT_PERMUTATION,0,,0.7082930026776806,0.5757575757575758,-0.00044624622905159434,-0.00032339101010383386,0.515,0.5445320481984064
a1,lymph_node,CD274,PROTEIN_SPOT_PERMUTATION,0,,0.7084794293845389,0.6363636363636364,-0.009220778494879418,-0.009555492860959717,0.08,0.2256304299271065
a1,lymph_node,CD163,LINK_PERMUTATION,0,,0.8946600058769292,1.0,0.25787860271097973,0.2583374991867438,1.0,1.0
a1,lymph_node,CR2,LINK_PERMUTATION,0,,0.8549449955770458,1.0,0.1724424924286664,0.17227812927061403,1.0,1.0
a1,lymph_node,PCNA,LINK_PERMUTATION,0,,0.8629024831792971,1.0,0.1890727174976942,0.18931501158509542,1.0,1.0
a1,lymph_node,VIM,LINK_PERMUTATION,0,,0.9213757535707547,1.0,0.3698950407388484,0.3705436601534367,1.0,1.0
a1,lymph_node,KRT5,LINK_PERMUTATION,0,,0.8157940112082191,1.0,0.05451184117602874,0.055206503321307915,1.0,1.0
a1,lymph_node,CD68,LINK_PERMUTATION,0,,0.8987760976697514,1.0,0.26935814097704047,0.2698900346140001,1.0,1.0
a1,lymph_node,CEACAM8,LINK_PERMUTATION,0,,0.949700648406945,1.0,0.5022789855448757,0.502277802685984,1.0,1.0
a1,lymph_node,PTPRC,LINK_PERMUTATION,0,,0.8030567952719325,1.0,0.09326187396210119,0.09380297725244725,1.0,1.0
a1,lymph_node,PAX5,LINK_PERMUTATION,0,,0.7560453736987565,1.0,0.0362150594233926,0.037180532530808365,1.0,1.0
a1,lymph_node,SDC1,LINK_PERMUTATION,0,,0.7547679576308082,1.0,0.02703793932677587,0.027357642284342176,1.0,1.0
a1,lymph_node,CD8A,LINK_PERMUTATION,0,,0.8438491216356767,1.0,0.1477585988879198,0.14779950141458315,1.0,1.0
a1,lymph_node,BCL2,LINK_PERMUTATION,0,,0.8706450832594406,1.0,0.20683086537740708,0.20708068054367565,1.0,1.0
a1,lymph_node,CD19,LINK_PERMUTATION,0,,0.8266776776230761,1.0,0.10664423813959069,0.10691462082011192,1.0,1.0
a1,lymph_node,PDCD1,LINK_PERMUTATION,0,,0.8117200944500547,1.0,0.07445144887416717,0.0750788127647073,1.0,1.0
a1,lymph_node,ACTA2,LINK_PERMUTATION,0,,0.9303594186606983,1.0,0.4234605222073757,0.4235679948684979,1.0,1.0
a1,lymph_node,FCGR3A,LINK_PERMUTATION,0,,0.8452584800216588,1.0,0.1336012739380993,0.1332518533307518,1.0,1.0
a1,lymph_node,ITGAX,LINK_PERMUTATION,0,,0.8695826124719137,1.0,0.19047449974440286,0.1906032580364466,1.0,1.0
a1,lymph_node,CXCR5,LINK_PERMUTATION,0,,0.7579972433137054,1.0,0.057950835725319505,0.05857342198810998,1.0,1.0
a1,lymph_node,EPCAM,LINK_PERMUTATION,0,,0.7677150021778951,1.0,0.030594141992124967,0.03129725778277542,1.0,1.0
a1,lymph_node,MS4A1,LINK_PERMUTATION,0,,0.7610147582769025,1.0,0.046491011395379866,0.04717129108041928,1.0,1.0
a1,lymph_node,CD3E,LINK_PERMUTATION,0,,0.8500485241034743,1.0,0.18615183801443677,0.18631940144373593,1.0,1.0
a1,lymph_node,CD14,LINK_PERMUTATION,0,,0.8226320683654956,1.0,0.11933852645341107,0.12033131220801997,1.0,1.0
a1,lymph_node,CD40,LINK_PERMUTATION,0,,0.9079437077711949,1.0,0.2814928271629301,0.2824235686638018,1.0,1.0
a1,lymph_node,PECAM1,LINK_PERMUTATION,0,,0.8626547529040081,1.0,0.1855248887449258,0.18565641800911928,1.0,1.0
a1,lymph_node,CD4,LINK_PERMUTATION,0,,0.8358605425422156,1.0,0.14346329146953887,0.14409876157024237,1.0,1.0
a1,lymph_node,ITGAM,LINK_PERMUTATION,0,,0.920248023728766,1.0,0.32852774780257366,0.3291307523589811,1.0,1.0
a1,lymph_node,CD27,LINK_PERMUTATION,0,,0.8203491495264279,1.0,0.11780816415677893,0.11755020673730064,1.0,1.0
a1,lymph_node,CCR7,LINK_PERMUTATION,0,,0.8426659362475359,1.0,0.1364071511501881,0.13680027499734945,1.0,1.0
a1,lymph_node,CD274,LINK_PERMUTATION,0,,0.7766762588866423,1.0,0.05258000023999094,0.052630772318709856,1.0,1.0
tonsil,tonsil,CD163,REAL_RESIDUAL,,-0.013151591656617612,0.9023983527420114,1.0,0.2641183196578154,0.2653493212610864,1.0,1.0
tonsil,tonsil,CR2,REAL_RESIDUAL,,0.24966654092578022,0.8907615924479049,1.0,0.2591563417615523,0.2599010799766632,1.0,1.0
tonsil,tonsil,PCNA,REAL_RESIDUAL,,0.28492429054397506,0.8960485354688683,1.0,0.30396175384001356,0.3039152443694714,1.0,1.0
tonsil,tonsil,VIM,REAL_RESIDUAL,,0.4159788593810897,0.9104208364458583,1.0,0.30653662529968206,0.3065978302167561,1.0,1.0
tonsil,tonsil,KRT5,REAL_RESIDUAL,,0.6922995888318115,0.8853744473865001,1.0,0.27960261915950874,0.2799836770924093,1.0,1.0
tonsil,tonsil,CD68,REAL_RESIDUAL,,0.10506267479238218,0.8697344103326846,1.0,0.2195736618077353,0.21948848015823466,1.0,1.0
tonsil,tonsil,CEACAM8,REAL_RESIDUAL,,0.2495766685531715,0.8953681144049537,1.0,0.3049009867453454,0.30497856502731874,1.0,1.0
tonsil,tonsil,PTPRC,REAL_RESIDUAL,,-0.10656211783887093,0.8766118922722822,1.0,0.20553387298561746,0.20550261255870952,1.0,1.0
tonsil,tonsil,PAX5,REAL_RESIDUAL,,0.6384824393821416,0.8605417752898652,1.0,0.18970258443208557,0.1904892834317724,1.0,1.0
tonsil,tonsil,SDC1,REAL_RESIDUAL,,0.03868952674960058,0.8343517230618958,1.0,0.1097679820617052,0.11036078508591411,1.0,1.0
tonsil,tonsil,CD8A,REAL_RESIDUAL,,0.6392554346037164,0.8832099528384183,1.0,0.25178607075930887,0.25208959604693454,1.0,1.0
tonsil,tonsil,BCL2,REAL_RESIDUAL,,0.3264168518567139,0.8890940497237826,1.0,0.2712940477784277,0.27185299600162705,1.0,1.0
tonsil,tonsil,CD19,REAL_RESIDUAL,,-0.030131371372755344,0.8497748892905097,1.0,0.15952869649361026,0.16054188343193182,1.0,1.0
tonsil,tonsil,PDCD1,REAL_RESIDUAL,,0.23550041137321764,0.8672238231998302,1.0,0.20427798564392294,0.20517648433258223,1.0,1.0
tonsil,tonsil,ACTA2,REAL_RESIDUAL,,0.5410544803819408,0.9035383396707988,1.0,0.33162217645569203,0.33135571926097007,1.0,1.0
tonsil,tonsil,FCGR3A,REAL_RESIDUAL,,-0.005982703835090808,0.8059412859527764,1.0,-0.02033487723492672,-0.02081061294557669,0.005,0.07071067811865475
tonsil,tonsil,ITGAX,REAL_RESIDUAL,,0.0923399221827419,0.9100921392721394,1.0,0.3045771919651037,0.30495708440564745,1.0,1.0
tonsil,tonsil,CXCR5,REAL_RESIDUAL,,0.48755489511557415,0.8314093330717751,1.0,0.1177161376609185,0.11780363387152482,1.0,1.0
tonsil,tonsil,EPCAM,REAL_RESIDUAL,,0.12806284865452122,0.8864090812379324,1.0,0.2367290019406617,0.2370859894092929,1.0,1.0
tonsil,tonsil,MS4A1,REAL_RESIDUAL,,0.1650536137209767,0.8393470605368389,1.0,0.13385717552950743,0.13411625494777393,1.0,1.0
tonsil,tonsil,CD3E,REAL_RESIDUAL,,0.6783429866726498,0.8456841907673482,1.0,0.1685223931024018,0.16916037948029392,1.0,1.0
tonsil,tonsil,CD14,REAL_RESIDUAL,,0.12582751140597326,0.8836969003059968,1.0,0.24319310843905773,0.24372144271771023,1.0,1.0
tonsil,tonsil,CD40,REAL_RESIDUAL,,0.06464287773641997,0.9085693051675403,1.0,0.3165130922403552,0.31747331325324496,1.0,1.0
tonsil,tonsil,PECAM1,REAL_RESIDUAL,,0.465110218674043,0.8929476422018285,1.0,0.2754813294792644,0.2757004765751595,1.0,1.0
tonsil,tonsil,CD4,REAL_RESIDUAL,,0.011400996274256392,0.9148915657249655,1.0,0.34112399278666644,0.34156591525498115,1.0,1.0
