ablation,dataset,metric,scope,n_finite,n_missing,positive_delta_count,negative_delta_count,tie_count,full_win_count_corrected,direction,full_win_rule,delta_definition,delta_mean,delta_sd
UNIFORM_ALL,a1,spatial_cluster_moran_mean,five_seed,5,0,2,3,0,2,higher_is_better,delta > 0,FULL_IGE - ABLATION,-0.006907982889707132,0.013042145949929506
UNIFORM_ALL,placenta,spatial_cluster_moran_mean,five_seed,5,0,5,0,0,5,higher_is_better,delta > 0,FULL_IGE - ABLATION,0.11703730212608825,0.027440093244856172
UNIFORM_ALL,p22,spatial_cluster_moran_mean,five_seed,5,0,5,0,0,5,higher_is_better,delta > 0,FULL_IGE - ABLATION,0.028973422900169753,0.008197791541280426
UNIFORM_ALL,ALL,spatial_cluster_moran_mean,fifteen_seed,15,0,12,3,0,12,higher_is_better,delta > 0,FULL_IGE - ABLATION,0.04636758071218362,0.05646509663798387
UNIFORM_ALL,a1,spatial_cluster_geary_mean,five_seed,5,0,3,2,0,2,lower_is_better,delta < 0,FULL_IGE - ABLATION,0.008571349173777054,0.011871232521073131
UNIFORM_ALL,placenta,spatial_cluster_geary_mean,five_seed,5,0,0,5,0,5,lower_is_better,delta < 0,FULL_IGE - ABLATION,-0.08092091130342975,0.013370026499744387
UNIFORM_ALL,p22,spatial_cluster_geary_mean,five_seed,5,0,0,5,0,5,lower_is_better,delta < 0,FULL_IGE - ABLATION,-0.03121621353902455,0.008859928932415254
UNIFORM_ALL,ALL,spatial_cluster_geary_mean,fifteen_seed,15,0,3,12,0,12,lower_is_better,delta < 0,FULL_IGE - ABLATION,-0.034521925222892415,0.03936718006680351
UNIFORM_ALL,a1,boundary_disagreement,five_seed,5,0,1,4,0,4,lower_is_better,delta < 0,FULL_IGE - ABLATION,-0.00947187141216994,0.006614084594828879
UNIFORM_ALL,placenta,boundary_disagreement,five_seed,5,0,0,5,0,5,lower_is_better,delta < 0,FULL_IGE - ABLATION,-0.06787003610108303,0.025961144228305536
UNIFORM_ALL,p22,boundary_disagreement,five_seed,5,0,4,1,0,1,lower_is_better,delta < 0,FULL_IGE - ABLATION,0.006962266202696821,0.011034399820689853
UNIFORM_ALL,ALL,boundary_disagreement,fifteen_seed,15,0,5,10,0,10,lower_is_better,delta < 0,FULL_IGE - ABLATION,-0.023459880436852047,0.036669476465995963
