lane,control,candidate_id,partition_sha256,arm,start_id,cluster_sizes_full,cluster_sizes_eval,status,failure,absolute_ari,absolute_nmi,ami,fmi,homogeneity,v_measure,morans_i_macro,gearys_c_macro,neighbor_agreement,min_cluster_size_full,min_cluster_size_eval,n_total,n_evaluated,k,wall_seconds,delta_vs_medoid_ari,delta_vs_medoid_nmi,oracle_gap_ari
HUMAN_HIPPOCAMPUS_K7,NO_TOPOLOGY_AXIS,PATH_UNIFORM__KMEANS_RETAINED_S4__L00,e8fd3aa297fa46093913b97274c0b6e2cda9b0cee45d018ecba1aa8d72a71356,UNIFORM_MASS_MATCHED_PATH,KMEANS_RETAINED_S4,"[90, 62, 351, 853, 155, 515, 474]","[90, 62, 351, 853, 155, 515, 474]",PASS,,0.13098643658072476,0.22840912428124638,0.2250698746222633,0.31726082742494904,0.22372639987843987,0.22840912428124635,0.337218704957818,0.6574967054349343,0.42729939645615733,62.0,62.0,2500.0,2500.0,7.0,0.08824732154607773,-0.4344681556677864,-0.3410820738314939,0.5036049954856386
HUMAN_HIPPOCAMPUS_K7,NO_CLUSTER_RISK_AXIS,KMEANS_RETAINED_S3__DIRECT_BASE,6aa74b614eb670c5b1b0cbc69c0ca85d6e344819efeeae6ae00999713394d87b,DIRECT_BASE,KMEANS_RETAINED_S3,"[1343, 1, 665, 424, 2, 19, 46]","[1343, 1, 665, 424, 2, 19, 46]",PASS,,0.23103877965540923,0.42618244242236925,0.4234740253061733,0.46117817338436445,0.3487236176354284,0.4261824424223693,0.5828823610271271,0.36026654078974735,0.9446524544596279,1.0,1.0,2500.0,2500.0,7.0,0.2727304957807064,-0.33441581259310194,-0.14330875569037105,0.40355265241095417
HUMAN_HIPPOCAMPUS_K7,BASIN_FIRST,NIGHT16E_BYTE_EXACT_UNLABELED_START__BIMODAL_SUPPORT,38304677a026b0b4064c51e8f4e717eb495f6b0ba8de84bd65ddea829f2d1558,BIMODAL_SUPPORT,NIGHT16E_BYTE_EXACT_UNLABELED_START,"[51, 857, 212, 823, 113, 411, 33]","[51, 857, 212, 823, 113, 411, 33]",PASS,,0.5448772370426253,0.5577946770986344,0.5557660205904953,0.6549801608897293,0.5220218191262374,0.5577946770986343,0.749023832084566,0.2425347517313035,0.8931927223709496,33.0,33.0,2500.0,2500.0,7.0,0.17682011798024178,-0.020577355205885883,-0.011696521014105898,0.08971419502373812
HUMAN_HIPPOCAMPUS_K7,BEST_CONFIG_WITH_POSITIVE_PERSISTENCE_WEIGHT,KMEANS_RETAINED_S4__UNIFORM_MASS_MATCHED,b12f6fe847dbeb1edf7bafe44279a9ea637f493a0099d74ffb68d5fcb08e2609,UNIFORM_MASS_MATCHED,KMEANS_RETAINED_S4,"[34, 59, 299, 655, 160, 869, 424]","[34, 59, 299, 655, 160, 869, 424]",PASS,,0.5961783620969016,0.5854895180308324,0.5836405779005621,0.6872240781271102,0.5615159891783248,0.5854895180308322,0.7741071663682941,0.2177857175066828,0.9012346431055147,34.0,34.0,2500.0,2500.0,7.0,0.16649799048900604,0.030723769848390425,0.015998319918092085,0.03841306996946181
HUMAN_HIPPOCAMPUS_K7,STRICT_LOSO,KMEANS_RETAINED_S3__DIRECT_BASE,6aa74b614eb670c5b1b0cbc69c0ca85d6e344819efeeae6ae00999713394d87b,DIRECT_BASE,KMEANS_RETAINED_S3,"[1343, 1, 665, 424, 2, 19, 46]","[1343, 1, 665, 424, 2, 19, 46]",PASS,,0.23103877965540923,0.42618244242236925,0.4234740253061733,0.46117817338436445,0.3487236176354284,0.4261824424223693,0.5828823610271271,0.36026654078974735,0.9446524544596279,1.0,1.0,2500.0,2500.0,7.0,0.2727304957807064,-0.33441581259310194,-0.14330875569037105,0.40355265241095417
MELANOMA_TUMOR_K2,PLAIN_PARTITION_MEDOID,KMEANS_RETAINED_S3__ATAC_ONLY_SUPPORT,230b47ca8835c9950816ff1ea47b960dfd787fb4c3f64f24d6d4469ec239376c,ATAC_ONLY_SUPPORT,KMEANS_RETAINED_S3,"[275, 558]","[275, 558]",PASS,,0.9188297279678376,0.8451729029040616,0.845025575968487,0.9641587048401185,0.8468973249123861,0.8451729029040616,0.9347619733166393,0.0006071704061752415,0.9997311319754028,275.0,275.0,833.0,833.0,2.0,0.03750680387020111,0.0,0.0,0.05693593654466589
MELANOMA_TUMOR_K2,MINIMUM_RETAINED_INERTIA,KMEANS_RETAINED_S3__INPUT_START,17f84437c815da480f1994d996149c9e4cbc35153c9404b550dd1059be7d4183,INPUT_START,KMEANS_RETAINED_S3,"[273, 560]","[273, 560]",PASS,,0.9757656645125035,0.9427557787068623,0.942701233028676,0.9893187176416578,0.9434018307628337,0.9427557787068622,0.87365732802251,0.06338796998770595,0.9720347191230708,273.0,273.0,833.0,833.0,2.0,0.00016533583402633667,0.05693593654466589,0.09758287580280078,0.0
MELANOMA_TUMOR_K2,MAXIMUM_RETAINED_CH,KMEANS_RETAINED_S3__INPUT_START,17f84437c815da480f1994d996149c9e4cbc35153c9404b550dd1059be7d4183,INPUT_START,KMEANS_RETAINED_S3,"[273, 560]","[273, 560]",PASS,,0.9757656645125035,0.9427557787068623,0.942701233028676,0.9893187176416578,0.9434018307628337,0.9427557787068622,0.87365732802251,0.06338796998770595,0.9720347191230708,273.0,273.0,833.0,833.0,2.0,0.00016533583402633667,0.05693593654466589,0.09758287580280078,0.0
MELANOMA_TUMOR_K2,MAXIMUM_SPATIAL_COHERENCE,PATH_UNIFORM__KMEANS_RETAINED_S3__L06,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,UNIFORM_MASS_MATCHED_PATH,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.030034193769097328,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
MELANOMA_TUMOR_K2,FIXED_AUTHORITY_DIRECT_ENERGY,UNLABELED_PARTITION_MEDOID__DIRECT_BASE,85ab4ff2107f294ac87bbabae5c76ac623fc771ac76e02acca95db33185bf45b,DIRECT_BASE,UNLABELED_PARTITION_MEDOID,"[533, 300]","[533, 300]",PASS,,0.29364293621537724,0.19575653284452937,0.19500280831624295,0.6814933190299829,0.1991353752458922,0.1957565328445294,0.9251986322688023,0.04363989913020608,0.9798630417428895,300.0,300.0,833.0,833.0,2.0,0.024706006050109863,-0.6251867917524603,-0.6494163700595321,0.6821227282971263
MELANOMA_TUMOR_K2,LABEL_ASSISTED_ORACLE_MAX_ARI,KMEANS_RETAINED_S3__INPUT_START,17f84437c815da480f1994d996149c9e4cbc35153c9404b550dd1059be7d4183,INPUT_START,KMEANS_RETAINED_S3,"[273, 560]","[273, 560]",PASS,,0.9757656645125035,0.9427557787068623,0.942701233028676,0.9893187176416578,0.9434018307628337,0.9427557787068622,0.87365732802251,0.06338796998770595,0.9720347191230708,273.0,273.0,833.0,833.0,2.0,0.00016533583402633667,0.05693593654466589,0.09758287580280078,0.0
MELANOMA_TUMOR_K2,LABEL_ASSISTED_ORACLE_MAX_NMI,KMEANS_RETAINED_S3__INPUT_START,17f84437c815da480f1994d996149c9e4cbc35153c9404b550dd1059be7d4183,INPUT_START,KMEANS_RETAINED_S3,"[273, 560]","[273, 560]",PASS,,0.9757656645125035,0.9427557787068623,0.942701233028676,0.9893187176416578,0.9434018307628337,0.9427557787068622,0.87365732802251,0.06338796998770595,0.9720347191230708,273.0,273.0,833.0,833.0,2.0,0.00016533583402633667,0.05693593654466589,0.09758287580280078,0.0
MELANOMA_TUMOR_K2,MULTI_EVIDENCE_GLOBAL,KMEANS_RETAINED_S3__DIRECT_BASE,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,DIRECT_BASE,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.03101895935833454,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
MELANOMA_TUMOR_K2,SIMPLE_EQUAL_WEIGHT_RANK,PATH_UNIFORM__KMEANS_RETAINED_S3__L06,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,UNIFORM_MASS_MATCHED_PATH,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.030034193769097328,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
MELANOMA_TUMOR_K2,NO_MOLECULAR_AXIS,KMEANS_RETAINED_S3__DIRECT_BASE,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,DIRECT_BASE,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.03101895935833454,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
MELANOMA_TUMOR_K2,NO_TOPOLOGY_AXIS,KMEANS_RETAINED_S4__INPUT_START,0545685ffcad23d484df54b9d7a6e9ab8a617919712c1104f919b13995789428,INPUT_START,KMEANS_RETAINED_S4,"[426, 407]","[426, 407]",PASS,,0.003566974531985211,0.005017721424814813,0.004113210852952807,0.5304933721014079,0.005260756331339665,0.005017721424814813,0.022585936446025433,0.9791377116657732,0.5100977273870073,407.0,407.0,833.0,833.0,2.0,0.000102262943983078,-0.9152627534358524,-0.8401551814792467,0.9721986899805183
MELANOMA_TUMOR_K2,NO_CLUSTER_RISK_AXIS,KMEANS_RETAINED_S3__DIRECT_BASE,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,DIRECT_BASE,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.03101895935833454,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
MELANOMA_TUMOR_K2,BASIN_FIRST,KMEANS_RETAINED_S3__BIMODAL_SUPPORT,230b47ca8835c9950816ff1ea47b960dfd787fb4c3f64f24d6d4469ec239376c,BIMODAL_SUPPORT,KMEANS_RETAINED_S3,"[275, 558]","[275, 558]",PASS,,0.9188297279678376,0.8451729029040616,0.845025575968487,0.9641587048401185,0.8468973249123861,0.8451729029040616,0.9347619733166393,0.0006071704061752415,0.9997311319754028,275.0,275.0,833.0,833.0,2.0,0.025545217096805573,0.0,0.0,0.05693593654466589
MELANOMA_TUMOR_K2,BEST_CONFIG_WITH_POSITIVE_PERSISTENCE_WEIGHT,PATH_UNIFORM__KMEANS_RETAINED_S3__L06,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,UNIFORM_MASS_MATCHED_PATH,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.030034193769097328,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
MELANOMA_TUMOR_K2,STRICT_LOSO,KMEANS_RETAINED_S3__DIRECT_BASE,8a4a5a5cc80ac381e70b3719c416dcae57b3178dd350cd285666b3309d3fd69e,DIRECT_BASE,KMEANS_RETAINED_S3,"[276, 557]","[276, 557]",PASS,,0.9141772268245202,0.8384393166674208,0.8382856860385629,0.9620709341538081,0.8407115674276644,0.8384393166674207,0.9342954819344362,1.9188465665562544e-05,0.9999914873222259,276.0,276.0,833.0,833.0,2.0,0.03101895935833454,-0.004652501143317389,-0.006733586236640776,0.06158843768798328
