lane,arm,basin_id,candidate_id,candidate_index,candidate_sha256,evidence_score,graph0_agreement,graph0_excess,graph1_agreement,graph1_excess,graph2_agreement,graph2_excess,microcluster_score,min_cluster_size,molecular_joint,molecular_rank,path_id,path_index,path_lambda,persistence,persistence_rank,retained_ch,retained_explained,retained_min_centroid_distance,retained_within_per_observation,risk_rank,selected,size_entropy,start_id,topology_joint,topology_rank,view1_ch,view1_explained,view1_min_centroid_distance,view1_within_per_observation,view2_ch,view2_explained,view2_min_centroid_distance,view2_within_per_observation,metric_candidate_id,metric_partition_sha256,metric_arm,metric_start_id,metric_cluster_sizes_full,metric_cluster_sizes_eval,metric_status,metric_failure,metric_absolute_ari,metric_absolute_nmi,metric_ami,metric_fmi,metric_homogeneity,metric_v_measure,metric_morans_i_macro,metric_gearys_c_macro,metric_neighbor_agreement,metric_min_cluster_size_full,metric_min_cluster_size_eval,metric_n_total,metric_n_evaluated,metric_k,metric_wall_seconds
P22_K9,PRIVATE_CONFLICT_OFF,0,AUTHORITY_STRONG_START__PRIVATE_CONFLICT_OFF,10,9e89d2462281b39c5ec9f94dd0d930734dff97e2b34a6737978c52af29670744,0.37784090909090906,0.962960564661439,0.9570556495432152,0.9575279992554214,0.9507570116038689,0.9337562872326015,0.9231955565564443,0.16148325358851673,165,0.16604828281878622,0.13636363636363635,,,,0.642908379558876,0.2727272727272727,1423.3003131524947,0.5534525707320876,3.998557163614805,25.245847970920376,0.18181818181818182,False,0.9392013368539951,AUTHORITY_STRONG_START,0.9436694059011761,0.9204545454545454,145.89910236730697,0.11272658712744738,1.4453396569777615,27.74696804225696,90.94523266596626,0.07338315817722853,2.9144019211895804,102.39389986481874,AUTHORITY_STRONG_START__PRIVATE_CONFLICT_OFF,9e89d2462281b39c5ec9f94dd0d930734dff97e2b34a6737978c52af29670744,PRIVATE_CONFLICT_OFF,AUTHORITY_STRONG_START,"[1149, 623, 1484, 804, 1017, 1524, 609, 1821, 165]","[1149, 623, 1484, 804, 1017, 1524, 609, 1821, 165]",PASS,,0.5961810503110561,0.7180634697788532,0.7175763037850492,0.6560246012818878,0.7298915685381901,0.7180634697788532,0.9319133036307977,0.07061814790245055,0.9575279992554214,165.0,165.0,9196.0,9196.0,9.0,0.6926477756351233
P22_K9,PURE_SUPPORT,0,AUTHORITY_STRONG_START__PURE_SUPPORT,11,987dc5b3d2d283b0ce3815396421bc37e63981d5d8d55c6687de8b993d32cd24,0.28551136363636365,0.9623130220856237,0.9563032099089197,0.9577451679955326,0.951006935906932,0.9337141469103426,0.9231437709054926,0.16050456720313178,164,0.165982866353759,0.022727272727272728,,,,0.6418734075834611,0.18181818181818182,1420.9479953913099,0.5530437387358915,4.0011915843544505,25.26896155246878,0.08522727272727272,False,0.9390703012160949,AUTHORITY_STRONG_START,0.9434846389071149,0.8522727272727273,145.81421578209304,0.11266839037441359,1.444763330419462,27.748787981210572,90.95242232154216,0.0733885337186904,2.9177738301770293,102.39330585159847,AUTHORITY_STRONG_START__PURE_SUPPORT,987dc5b3d2d283b0ce3815396421bc37e63981d5d8d55c6687de8b993d32cd24,PURE_SUPPORT,AUTHORITY_STRONG_START,"[1154, 623, 1483, 802, 1018, 1523, 608, 1821, 164]","[1154, 623, 1483, 802, 1018, 1523, 608, 1821, 164]",PASS,,0.5949447434617394,0.71686677540482,0.7163774951657567,0.6549691830678622,0.7286235065029735,0.71686677540482,0.9319307814390458,0.0705777627790947,0.9577451679955326,164.0,164.0,9196.0,9196.0,9.0,0.6432972252368927
P22_K9,INPUT_START,1,KMEANS_RETAINED_S0__INPUT_START,12,b358fa4db94439aecf33b74e85f7f1777eb18b41744e2291646d2510165f0c90,0.4275568181818181,0.8681747213763079,0.8479297926255243,0.8574752582756802,0.8355871707134354,0.8178339202182445,0.7898579557864243,0.6938886472379295,709,0.17179245371831606,0.6477272727272727,,,,0.6319066431889939,0.056818181818181816,1746.882001594922,0.6033599092006721,4.613345908976169,22.424304284784363,0.9715909090909091,False,0.9637014217175597,KMEANS_RETAINED_S0,0.824458306375128,0.03409090909090909,161.25307599495954,0.12312890884875942,1.670258363234309,27.421664833371132,84.11203226969317,0.06824577465516712,2.5786610886796906,102.96159592880387,KMEANS_RETAINED_S0__INPUT_START,b358fa4db94439aecf33b74e85f7f1777eb18b41744e2291646d2510165f0c90,INPUT_START,KMEANS_RETAINED_S0,"[920, 2260, 930, 823, 1080, 749, 709, 714, 1011]","[920, 2260, 930, 823, 1080, 749, 709, 714, 1011]",PASS,,0.4783709631885838,0.6071249240502686,0.6064567142460551,0.5544711927858604,0.6253052535966026,0.6071249240502686,0.8264983390458281,0.17513783885296888,0.8574752582756802,709.0,709.0,9196.0,9196.0,9.0,0.0005603935569524765
P22_K9,DIRECT_BASE,1,KMEANS_RETAINED_S0__DIRECT_BASE,13,8fccaac65284ab59507597b980f8a29a0ce91b14072fc10903b8f67294d78c6e,0.5497159090909091,0.9399620108411615,0.9304596841837914,0.9268451586883009,0.9152668029097164,0.8899886362443626,0.872576928606001,0.6762722923010004,691,0.1688969728188717,0.3068181818181818,,,,0.731169976461272,0.6704545454545454,1661.3100559230425,0.5912798135224683,4.258458076613239,23.107260313589826,0.5965909090909091,False,0.9580867182255045,KMEANS_RETAINED_S0,0.9061011385665029,0.625,159.27079385023745,0.12179964528565483,1.7040929326909682,27.463233794043344,82.33454504982308,0.06690006214788065,2.7720654809042005,103.11030113844248,KMEANS_RETAINED_S0__DIRECT_BASE,8fccaac65284ab59507597b980f8a29a0ce91b14072fc10903b8f67294d78c6e,DIRECT_BASE,KMEANS_RETAINED_S0,"[1073, 2347, 746, 958, 1047, 709, 701, 691, 924]","[1073, 2347, 746, 958, 1047, 709, 701, 691, 924]",PASS,,0.5110431447558779,0.6391867421937667,0.6385711652068337,0.5830172714763593,0.6563536355120727,0.6391867421937667,0.9104304816718426,0.09128245898944055,0.9268451586883009,691.0,691.0,9196.0,9196.0,9.0,0.5384603906422853
P22_K9,BIMODAL_SUPPORT,1,KMEANS_RETAINED_S0__BIMODAL_SUPPORT,14,dd7b535257745ffc90daf4d0ad00dc1805d0e801457a0ab7b7095349fff84e3a,0.609375,0.9331412290406446,0.9226916626050771,0.9194924456302547,0.9069096681445135,0.8803856671363761,0.8616907689207874,0.6899739016963897,705,0.16988479604924211,0.38636363636363635,,,,0.7398517374031814,0.8863636363636364,1686.6149000462365,0.5949280101557783,4.395313353281287,22.90100715538989,0.8011363636363636,False,0.9606598251921911,KMEANS_RETAINED_S0,0.8970973665567926,0.36363636363636365,160.49114423661226,0.12261845486897952,1.711748972872474,27.43762783875201,82.74539010072498,0.06721145288963584,2.6757729512384305,103.0758915410868,KMEANS_RETAINED_S0__BIMODAL_SUPPORT,dd7b535257745ffc90daf4d0ad00dc1805d0e801457a0ab7b7095349fff84e3a,BIMODAL_SUPPORT,KMEANS_RETAINED_S0,"[1043, 2318, 825, 892, 1046, 713, 705, 713, 941]","[1043, 2318, 825, 892, 1046, 713, 705, 713, 941]",PASS,,0.5136399608152017,0.6438190886107,0.6432122792325033,0.5850384186078418,0.6620213770350257,0.6438190886107,0.9015453024765249,0.09993507601405649,0.9194924456302547,705.0,705.0,9196.0,9196.0,9.0,0.5632920376956463
P22_K9,UNIFORM_MASS_MATCHED,1,KMEANS_RETAINED_S0__UNIFORM_MASS_MATCHED,15,0134b162caced77616b76e803bfd621d16263e9fce47f492497bcb5dc567bc5c,0.6392045454545455,0.9343283904296392,0.9240707374528503,0.9207023857537306,0.908316403224187,0.881801281002132,0.8633390954441231,0.6899739016963897,705,0.16993148031225946,0.4943181818181818,,,,0.7391330031324498,0.7897727272727273,1686.0027289742193,0.5948405223972724,4.3680984367296976,22.90595333244924,0.8011363636363636,False,0.9607924964865502,KMEANS_RETAINED_S0,0.8985754120403868,0.4715909090909091,160.43704285701864,0.12258218720756804,1.713498185566116,27.43876200734937,82.85787940018973,0.06729667537838574,2.700258110900999,103.06647420418396,KMEANS_RETAINED_S0__UNIFORM_MASS_MATCHED,0134b162caced77616b76e803bfd621d16263e9fce47f492497bcb5dc567bc5c,UNIFORM_MASS_MATCHED,KMEANS_RETAINED_S0,"[1024, 2317, 823, 906, 1052, 714, 705, 713, 942]","[1024, 2317, 823, 906, 1052, 714, 705, 713, 942]",PASS,,0.5113669334264829,0.6419118476404166,0.6413018336781049,0.5830788584237542,0.6601070456267305,0.6419118476404166,0.9029838078694657,0.09851183264484037,0.9207023857537306,705.0,705.0,9196.0,9196.0,9.0,0.5681910533457994
P22_K9,PERMUTED_SUPPORT,1,KMEANS_RETAINED_S0__PERMUTED_SUPPORT,16,dc149935667212dd85396033e7b96fa4661cc59c9161fd40945676cb96edf32a,0.6107954545454546,0.9343283904296392,0.924080301380439,0.9206403375422704,0.9082562206749971,0.8817945797698943,0.8633485620684646,0.6929099608525445,708,0.16982665529848787,0.3181818181818182,,,,0.7387823047004449,0.75,1687.2649770376156,0.595020873841783,4.366516370965659,22.895757046789473,0.9204545454545454,False,0.9609577405816854,KMEANS_RETAINED_S0,0.8985616947079668,0.45454545454545453,160.19499858616567,0.12241989252332479,1.7093726295700673,27.443837314860893,82.78422702499246,0.06724087770924202,2.696454868849697,103.07264001154805,KMEANS_RETAINED_S0__PERMUTED_SUPPORT,dc149935667212dd85396033e7b96fa4661cc59c9161fd40945676cb96edf32a,PERMUTED_SUPPORT,KMEANS_RETAINED_S0,"[1025, 2314, 827, 902, 1054, 714, 708, 712, 940]","[1025, 2314, 827, 902, 1054, 714, 708, 712, 940]",PASS,,0.5113508113285818,0.6413404052831974,0.6407294732765763,0.5830504837605134,0.6595776833071332,0.6413404052831972,0.902913121848536,0.09856494217802789,0.9206403375422704,708.0,708.0,9196.0,9196.0,9.0,1.0898449905216694
P22_K9,RNA_ONLY_SUPPORT,1,KMEANS_RETAINED_S0__RNA_ONLY_SUPPORT,17,9d08ff767bffbc04bd3092a8a4526330e82bca2c1fefe411d6e5c54912dd5b74,0.59375,0.9336700554782037,0.9233223041680148,0.920143951850588,0.9076860712836435,0.8812229999994237,0.8626932866665202,0.6919312744671596,707,0.16988014531354742,0.375,,,,0.7384243487651403,0.7386363636363636,1685.0715687807635,0.5947073741735855,4.371307412564335,22.913480953464347,0.8863636363636364,False,0.9610061584618539,KMEANS_RETAINED_S0,0.897900554039393,0.375,160.3163081203012,0.12250124007514547,1.7146098253432853,27.441293400112702,82.85592659427374,0.06729519605510784,2.6958539147937084,103.06663767377869,KMEANS_RETAINED_S0__RNA_ONLY_SUPPORT,9d08ff767bffbc04bd3092a8a4526330e82bca2c1fefe411d6e5c54912dd5b74,RNA_ONLY_SUPPORT,KMEANS_RETAINED_S0,"[1032, 2313, 823, 904, 1046, 714, 707, 714, 943]","[1032, 2313, 823, 904, 1046, 714, 707, 714, 943]",PASS,,0.5106018309319136,0.6409089937798131,0.6402973430630935,0.582403264091617,0.6591510684795723,0.6409089937798133,0.9024111717146562,0.09902485795468498,0.920143951850588,707.0,707.0,9196.0,9196.0,9.0,0.68430620059371
P22_K9,ATAC_ONLY_SUPPORT,1,KMEANS_RETAINED_S0__ATAC_ONLY_SUPPORT,18,cf1ec89a1548f16dbddf8dcbbb18f8998d89bbaf6525e512ecc1ca0529bc62ba,0.5894886363636364,0.9325044788404497,0.9219299101381122,0.9189029876213818,0.9061974641404259,0.8796155375618655,0.8607548228525622,0.6899739016963897,705,0.1698945903627797,0.4431818181818182,,,,0.7393186156050673,0.8068181818181818,1687.7774962478352,0.5950940573473134,4.408014563546651,22.891619569931468,0.8011363636363636,False,0.9602425550764281,KMEANS_RETAINED_S0,0.8962940657103667,0.3068181818181818,160.47085628108894,0.12260485488875329,1.710249373242434,27.438053139692215,82.74581647127108,0.0672117759396216,2.6688275464229974,103.07585584310853,KMEANS_RETAINED_S0__ATAC_ONLY_SUPPORT,cf1ec89a1548f16dbddf8dcbbb18f8998d89bbaf6525e512ecc1ca0529bc62ba,ATAC_ONLY_SUPPORT,KMEANS_RETAINED_S0,"[1034, 2326, 831, 891, 1051, 713, 705, 705, 940]","[1034, 2326, 831, 891, 1051, 713, 705, 705, 940]",PASS,,0.5132000829799473,0.6437337842967442,0.6431266906861949,0.5846988888271745,0.6617859503030417,0.6437337842967442,0.9008613386022079,0.10064356478842622,0.9189029876213818,705.0,705.0,9196.0,9196.0,9.0,0.6879015080630779
P22_K9,INPUT_START,1,KMEANS_RETAINED_S1__INPUT_START,19,090a371f48de634db387dbdda66b2412d61b02a38e718148d69f94d033b4c27e,0.2741477272727273,0.8695849252076545,0.8475778452731303,0.8575062823814104,0.8334609744383452,0.820425489945512,0.7901229301895589,0.16050456720313178,164,0.18389634748117709,0.9772727272727273,,,,0.6041218566548404,0.022727272727272728,1750.7380497322724,0.603887471685159,4.416242599176145,22.394478198224302,0.08522727272727272,False,0.9308688067400346,KMEANS_RETAINED_S1,0.8237205833003448,0.011363636363636364,169.0722380429311,0.12833321377946647,1.6603988507981238,27.258914907024323,100.19275916218754,0.08024615278342505,3.08985473488395,101.63551867556977,KMEANS_RETAINED_S1__INPUT_START,090a371f48de634db387dbdda66b2412d61b02a38e718148d69f94d033b4c27e,INPUT_START,KMEANS_RETAINED_S1,"[1399, 1032, 628, 1047, 713, 1259, 2256, 164, 698]","[1399, 1032, 628, 1047, 713, 1259, 2256, 164, 698]",PASS,,0.44904474559018387,0.5869323958022975,0.5862153689779289,0.5315492038226087,0.5939110881873062,0.5869323958022974,0.8191858537515819,0.18308357661655628,0.8575062823814104,164.0,164.0,9196.0,9196.0,9.0,0.0007619708776473999
