fraction_of_training,state_file_saved,state_sha256,step
0.0,False,1280b01fd58ef7b77188a9b0072ace34226f2aa6498496f8fbdd386482c71d60,0
0.000625,False,d6ec7c13f23951375a8d8d3f47122edddef38a1b0970c13fb5417318a78e8d39,1
0.003125,False,ee5fb208b2869280a3ace2bead1b22a58fde7690d79952043bb82d241037b304,5
0.00625,False,ad76d6548a639cefad7699b2b1260233cb222f825dd0bc5a8668b6773bd843e5,10
0.0125,False,69d8e3443f509cb582b8442d6f5ee6cb3d607ceba96c3e4d703bf97503885be5,20
0.025,False,365193d69fcd850a9312e4a749730f91354463facb647907f37e61dadca989f0,40
0.05,False,6a0c23b51fd3e303474a74ffa70b0983bdfc7b4a3bc0105d422c59d1ddf7d657,80
0.2,False,e66adf91e996043f94ff1909f9e0d19bccfc0f0f256b9681a7ecfb173814cc00,320
0.5,False,ee79dcf24232938b99493e34fb417866697fed59848b8dbeafd403c74cfe730a,800
1.0,False,9bb54e5762d71aeea49a76dcc1a077d7ea956fa9ffde3664285230d5127bd094,1600
