corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.0001478269732909175,2.61749862482964e-05,0.2500000079497797,0.00011331929681673619,2.6174986187223237e-05,0.2500000073664636,True,True,True,True,0.0,0.00022456222767787014,2.6174986330598637e-05,0.2500000087358569,7.531522718997319e-06,2.617498289770143e-05,0.24999997594789972,0
0.00013980383542414244,2.4754369167016242e-05,0.2483884812647407,0.00010983868943103234,2.537102028906484e-05,0.25457603686926555,True,True,True,True,0.000625,0.00021612276588960338,2.519128217327093e-05,0.2527725218087032,7.004455990647569e-06,2.4343220169866385e-05,0.2442629600572906,1
0.00011509942748854625,2.0380082637358502e-05,0.25065969644913805,9.66864473575403e-05,2.2333057962476992e-05,0.274679824869496,True,True,True,True,0.003125,0.0001841625323430846,2.1465995490584048e-05,0.26401560824808123,4.927977348554251e-06,1.7126645916277622e-05,0.2106448704332848,5
9.556201716196817e-05,1.692069065197903e-05,0.24720924929704308,8.205149067971738e-05,1.8952611739693428e-05,0.276895371279656,True,True,True,True,0.00625,0.00016672157218409434,1.9433076159159578e-05,0.2839148984900465,3.781001320870748e-06,1.314045626661192e-05,0.1919804809332545,10
7.810577202782688e-05,1.3829800226766542e-05,0.2453755522337302,5.8913512367552496e-05,1.3608100436374613e-05,0.24144203854549665,True,True,True,True,0.0125,0.00015426798333423707,1.7981485117858054e-05,0.3190369179908692,3.1485334361010825e-06,1.0942383355614266e-05,0.19414549122990402,20
7.018389022523923e-05,1.2427112052699047e-05,0.26340789677408827,3.309964432522766e-05,7.645500434193302e-06,0.16205576811539574,True,True,True,True,0.025,0.00014337383628434025,1.6711662703539878e-05,0.3542242079793064,2.990723141490606e-06,1.0393930948760162e-05,0.22031212713120948,40
7.570253199927493e-05,1.3404270478721788e-05,0.2939575937401775,1.9918649917589338e-05,4.600896767866589e-06,0.10089833274223754,True,True,True,True,0.05,0.0001279485816584232,1.4913694126390913e-05,0.32705947303362254,3.6486467837244386e-06,1.268047255873577e-05,0.2780846004839623,80
5.745971011782447e-05,1.0174104824600093e-05,0.32888403935727206,1.2048072701275891e-05,2.7829164616911246e-06,0.08995944340005357,True,True,True,True,0.2,8.738403560332136e-05,1.0185488276819783e-05,0.32925201627636075,2.2422587188272633e-06,7.792724765934074e-06,0.25190450096631367,320
4.38464631316253e-05,7.76367495022805e-06,0.3182336367554267,1.2231938818310122e-05,2.8253866605792507e-06,0.11581281777001678,True,True,True,True,0.5,5.67860926178129e-05,6.6189902612274375e-06,0.27131292280819747,2.068284463603274e-06,7.188096283085322e-06,0.29464062266635904,800
3.427696142945586e-05,6.069250922723974e-06,0.3420216388928785,9.872883064379632e-06,2.2804816575603787e-06,0.128512411814057,True,True,True,True,1.0,3.420558184658037e-05,3.987004611250773e-06,0.22468042082554557,1.5562244548239905e-06,5.408487766657853e-06,0.30478552846751894,1600
