fraction_of_training,state_file_saved,state_sha256,step
0.0,False,5433a390e72bc7bf9cc8e07c3d33f178a13bc7e6ac6235caef81251a9d5caf94,0
0.000625,False,7badf86723cd45e3726ae7fc4edc14fc651273fda44994f85866b675c7d45214,1
0.003125,False,acb0588d07f0c7d3a5f7874a33b45922ecfab3ebbad238395482af6115c2cbf8,5
0.00625,False,2b4fb0342d658c434852a79fc9ad61d11d644c8d7b6365bdf3ef06554f477fd2,10
0.0125,False,46abe655c308d49a7016db033f9c6122be0ce1304e9733b6e1d49420d11a9cfc,20
0.025,False,d0848a60c66ce9caeae8593861bfa68124f3e3ee7eaaeb1593c1ea0495239aa5,40
0.05,False,8928a703ca9d26a8218caea5590db9ef9eb8f90b419452632589ca7a7621210f,80
0.2,False,c4103848a2921f536f5bf3d8fe20406bb4fc05ea9005576f4e66cd8588a65669,320
0.5,False,d7aff37f60729bb842c1e3f95626a6738119842e870ae1f488794aa585a46dee,800
1.0,False,e36f4f40434096cd23b7801ea8b4bf40f2ccebbed124f9a6450c776dcb51e292,1600
