unit_id,canonical_gene,p_link,p_unstable,non_identifiable
P5S1,Pvr,0.037499999999999999,0.046153846153846156,0
P5S1,Rbfox3,0.012500000000000001,0.015384615384615385,0
P5S1,Sdc1,0.61250000000000004,0.63076923076923075,0
P5S1,Sell,0.45000000000000001,0.13846153846153847,1
P5S1,Siglec1,0.5,0.53846153846153844,1
P5S1,Siglece,0.48749999999999999,0.24615384615384617,1
P5S1,Sirpa,0.84999999999999998,0.84615384615384615,0
P5S1,Slamf1,0.14999999999999999,0.046153846153846156,0
P5S1,Slamf6,0.22500000000000001,0.2153846153846154,1
P5S1,Spn,0.36249999999999999,0.015384615384615385,1
P5S1,Tbr1,0.012500000000000001,0.092307692307692313,0
P5S1,Tfrc,0.94999999999999996,1,0
P5S1,Tnfrsf1b,0.75,0.69230769230769229,0
P5S1,Tnfrsf4,0.125,0.015384615384615385,0
P5S1,Tnfrsf9,0.55000000000000004,0.58461538461538465,0
P5S1,Vcam1,0.037499999999999999,0.29230769230769232,0
P5S2,Bcl11b,0.012500000000000001,0.015384615384615385,0
P5S2,Bst2,0.61250000000000004,0.9538461538461539,0
P5S2,Cd160,0.1875,0.030769230769230771,0
P5S2,Cd163,0.9375,1,0
P5S2,Cd19,0.45000000000000001,0.27692307692307694,1
P5S2,Cd1d1,0.6875,1,0
P5S2,Cd200,0.78749999999999998,0.81538461538461537,0
P5S2,Cd200r1,0.28749999999999998,0.015384615384615385,0
P5S2,Cd200r3,0.38750000000000001,0.15384615384615385,0
P5S2,Cd22,0.23749999999999999,0.030769230769230771,0
P5S2,Cd24a,0.10000000000000001,0.30769230769230771,0
P5S2,Cd274,0.55000000000000004,0.7384615384615385,0
P5S2,Cd38,0.97499999999999998,1,0
P5S2,Cd4,0.48749999999999999,0.41538461538461541,0
P5S2,Cd40,0.80000000000000004,0.9538461538461539,0
P5S2,Cd44,0.51249999999999996,0.49230769230769234,0
P5S2,Cd48,0.71250000000000002,1,0
P5S2,Cd5,0.3125,0.030769230769230771,0
P5S2,Cd55,0.9375,1,0
P5S2,Cd63,0.087499999999999994,0.44615384615384618,0
P5S2,Cd68,0.72499999999999998,0.7384615384615385,0
P5S2,Cd69,0.5,0.83076923076923082,1
P5S2,Cd79b,0.42499999999999999,0.23076923076923078,1
P5S2,Cd83,0.875,0.92307692307692313,0
P5S2,Cd86,0.050000000000000003,0.32307692307692309,0
P5S2,Cd8a,0.5,0.81538461538461537,1
P5S2,Cd8b1,0.26250000000000001,0.015384615384615385,1
P5S2,Cd9,0.012500000000000001,0.015384615384615385,0
P5S2,Cd93,0.025000000000000001,0.32307692307692309,0
P5S2,Clec10a,0.46250000000000002,0.1076923076923077,1
P5S2,Csf1r,0.037499999999999999,0.046153846153846156,0
P5S2,Cx3cr1,0.26250000000000001,0.24615384615384617,0
P5S2,Dpp4,0.86250000000000004,0.75384615384615383,0
P5S2,Fcgr1,0.1875,0.015384615384615385,0
P5S2,Gfap,0.59999999999999998,0.70769230769230773,0
P5S2,Icam1,0.94999999999999996,0.98461538461538467,0
P5S2,Icam2,0.88749999999999996,1,0
P5S2,Ighd,0.28749999999999998,0.12307692307692308,0
P5S2,Il2ra,0.4375,0.23076923076923078,0
P5S2,Il7r,0.27500000000000002,0.015384615384615385,1
P5S2,Itga1,0.012500000000000001,0.046153846153846156,0
P5S2,Itga2,0.087499999999999994,0.13846153846153847,0
P5S2,Itga2b,0.76249999999999996,0.96923076923076923,0
P5S2,Itga4,0.59999999999999998,0.7384615384615385,0
P5S2,Itga6,0.025000000000000001,0.015384615384615385,0
P5S2,Itgae,0.88749999999999996,0.96923076923076923,0
P5S2,Itgal,0.61250000000000004,0.69230769230769229,0
P5S2,Itgam,0.59999999999999998,0.50769230769230766,0
P5S2,Itgav,0.025000000000000001,0.30769230769230771,0
P5S2,Itgax,0.26250000000000001,0.33846153846153848,0
P5S2,Klra4,0.4375,0.38461538461538464,1
P5S2,Klrc1,0.61250000000000004,1,1
P5S2,Klrd1,0.48749999999999999,0.58461538461538465,1
P5S2,Klrg1,0.51249999999999996,0.59999999999999998,0
P5S2,Lag3,0.83750000000000002,0.7846153846153846,0
P5S2,Lamp1,0.75,0.70769230769230773,0
P5S2,Ly75,0.4375,0.44615384615384618,0
P5S2,Mgl2,0.98750000000000004,0.96923076923076923,0
P5S2,Mog,0.087499999999999994,0.015384615384615385,0
P5S2,Ms4a1,0.46250000000000002,0.32307692307692309,0
P5S2,Nt5e,0.0625,0.015384615384615385,0
P5S2,Olig2,0.3125,0.47692307692307695,0
P5S2,Pecam1,0.012500000000000001,0.1076923076923077,0
P5S2,Ptprc,0.71250000000000002,1,0
P5S2,Pvr,0.5625,0.66153846153846152,0
P5S2,Rbfox3,0.012500000000000001,0.015384615384615385,0
P5S2,Sdc1,0.83750000000000002,0.93846153846153846,0
P5S2,Sell,0.28749999999999998,0.030769230769230771,1
P5S2,Siglec1,0.23749999999999999,0.015384615384615385,0
P5S2,Siglece,0.28749999999999998,0.061538461538461542,1
P5S2,Sirpa,0.025000000000000001,0.1076923076923077,0
P5S2,Slamf1,0.69999999999999996,0.75384615384615383,0
P5S2,Slamf6,0.125,0.015384615384615385,0
P5S2,Spn,0.32500000000000001,0.061538461538461542,1
P5S2,Tbr1,0.10000000000000001,0.18461538461538463,0
P5S2,Tfrc,0.83750000000000002,0.7384615384615385,0
P5S2,Tnfrsf1b,0.65000000000000002,0.66153846153846152,0
P5S2,Tnfrsf4,1,1,0
P5S2,Tnfrsf9,0.61250000000000004,0.92307692307692313,0
P5S2,Vcam1,0.8125,0.81538461538461537,0
P5S3,Bcl11b,0.012500000000000001,0.20000000000000001,0
P5S3,Bst2,0.5625,0.59999999999999998,0
P5S3,Cd160,0.28749999999999998,0.015384615384615385,1
P5S3,Cd163,0.625,0.64615384615384619,0
P5S3,Cd19,0.27500000000000002,0.015384615384615385,1
P5S3,Cd1d1,0.72499999999999998,0.90769230769230769,0
P5S3,Cd200,0.80000000000000004,0.93846153846153846,0
P5S3,Cd200r1,0.1125,0.15384615384615385,0
P5S3,Cd200r3,0.29999999999999999,0.015384615384615385,1
P5S3,Cd22,0.050000000000000003,0.015384615384615385,0
P5S3,Cd24a,0.61250000000000004,0.9538461538461539,0
P5S3,Cd274,0.88749999999999996,0.93846153846153846,0
P5S3,Cd38,0.21249999999999999,0.35384615384615387,0
P5S3,Cd4,0.1125,0.1076923076923077,0
P5S3,Cd40,0.087499999999999994,0.24615384615384617,0
P5S3,Cd44,0.97499999999999998,0.75384615384615383,0
P5S3,Cd48,0.90000000000000002,0.93846153846153846,0
P5S3,Cd5,0.48749999999999999,0.53846153846153844,0
P5S3,Cd55,0.55000000000000004,0.69230769230769229,0
P5S3,Cd63,0.6875,0.69230769230769229,0
P5S3,Cd68,0.90000000000000002,0.86153846153846159,0
P5S3,Cd69,0.4375,0.40000000000000002,1
P5S3,Cd79b,0.40000000000000002,0.015384615384615385,1
P5S3,Cd83,0.73750000000000004,1,0
P5S3,Cd86,0.48749999999999999,0.55384615384615388,0
P5S3,Cd8a,0.45000000000000001,0.30769230769230771,1
P5S3,Cd8b1,0.82499999999999996,0.61538461538461542,0
P5S3,Cd9,0.037499999999999999,0.30769230769230771,0
P5S3,Cd93,0.27500000000000002,0.27692307692307694,0
P5S3,Clec10a,0.10000000000000001,0.015384615384615385,1
P5S3,Csf1r,0.125,0.32307692307692309,0
P5S3,Cx3cr1,0.71250000000000002,1,0
P5S3,Dpp4,0.86250000000000004,0.63076923076923075,0
P5S3,Fcgr1,0.074999999999999997,0.046153846153846156,0
P5S3,Gfap,0.92500000000000004,0.7846153846153846,0
P5S3,Icam1,0.59999999999999998,0.89230769230769236,0
P5S3,Icam2,0.63749999999999996,0.75384615384615383,0
P5S3,Ighd,0.42499999999999999,0.36923076923076925,1
P5S3,Il2ra,0.33750000000000002,0.015384615384615385,1
P5S3,Il7r,0.1875,0.015384615384615385,1
P5S3,Itga1,0.16250000000000001,0.24615384615384617,0
P5S3,Itga2,0.67500000000000004,1,0
P5S3,Itga2b,0.61250000000000004,0.66153846153846152,0
P5S3,Itga4,0.69999999999999996,0.81538461538461537,0
P5S3,Itga6,0.012500000000000001,0.015384615384615385,0
P5S3,Itgae,0.86250000000000004,0.96923076923076923,0
P5S3,Itgal,0.47499999999999998,0.49230769230769234,0
P5S3,Itgam,0.72499999999999998,1,0
P5S3,Itgav,0.050000000000000003,0.076923076923076927,0
P5S3,Itgax,0.037499999999999999,0.015384615384615385,0
P5S3,Klra4,0.32500000000000001,0.015384615384615385,1
P5S3,Klrc1,0.34999999999999998,0.030769230769230771,1
P5S3,Klrd1,0.38750000000000001,0.061538461538461542,1
P5S3,Klrg1,0.10000000000000001,0.015384615384615385,0
P5S3,Lag3,0.53749999999999998,0.80000000000000004,0
P5S3,Lamp1,0.73750000000000004,0.55384615384615388,0
P5S3,Ly75,0.0625,0.13846153846153847,0
P5S3,Mgl2,0.41249999999999998,0.030769230769230771,1
P5S3,Mog,0.025000000000000001,0.015384615384615385,0
P5S3,Ms4a1,0.41249999999999998,0.47692307692307695,0
P5S3,Nt5e,0.10000000000000001,0.29230769230769232,0
P5S3,Olig2,0.53749999999999998,0.64615384615384619,0
P5S3,Pecam1,0.45000000000000001,0.32307692307692309,0
P5S3,Ptprc,0.88749999999999996,0.7846153846153846,0
P5S3,Pvr,0.0625,0.12307692307692308,0
P5S3,Rbfox3,0.012500000000000001,0.015384615384615385,0
P5S3,Sdc1,0.73750000000000004,1,0
P5S3,Sell,0.1125,0.015384615384615385,0
P5S3,Siglec1,0.16250000000000001,0.16923076923076924,0
P5S3,Siglece,0.40000000000000002,0.092307692307692313,1
P5S3,Sirpa,0.53749999999999998,0.67692307692307696,0
P5S3,Slamf1,0.65000000000000002,0.76923076923076927,0
P5S3,Slamf6,0.40000000000000002,0.046153846153846156,1
P5S3,Spn,0.45000000000000001,0.076923076923076927,1
P5S3,Tbr1,0.16250000000000001,0.24615384615384617,0
P5S3,Tfrc,0.55000000000000004,0.70769230769230773,0
P5S3,Tnfrsf1b,0.074999999999999997,0.30769230769230771,0
P5S3,Tnfrsf4,0.1125,0.015384615384615385,0
P5S3,Tnfrsf9,0.98750000000000004,1,0
P5S3,Vcam1,0.58750000000000002,0.80000000000000004,0
P10S1,Bcl11b,0.13750000000000001,0.2153846153846154,0
P10S1,Bst2,0.80000000000000004,0.80000000000000004,0
P10S1,Cd160,0.42499999999999999,0.046153846153846156,1
P10S1,Cd163,0.84999999999999998,0.96923076923076923,0
P10S1,Cd19,0.32500000000000001,0.030769230769230771,1
P10S1,Cd1d1,0.037499999999999999,0.18461538461538463,0
P10S1,Cd200,0.025000000000000001,0.015384615384615385,0
P10S1,Cd200r1,0.83750000000000002,0.69230769230769229,0
P10S1,Cd200r3,0.28749999999999998,0.076923076923076927,1
P10S1,Cd22,0.22500000000000001,0.030769230769230771,1
P10S1,Cd24a,0.10000000000000001,0.33846153846153848,0
P10S1,Cd274,0.025000000000000001,0.061538461538461542,0
P10S1,Cd38,0.23749999999999999,0.49230769230769234,0
P10S1,Cd4,0.074999999999999997,0.30769230769230771,0
P10S1,Cd40,0.66249999999999998,1,0
P10S1,Cd44,0.46250000000000002,0.38461538461538464,0
P10S1,Cd48,0.96250000000000002,1,0
P10S1,Cd5,0.69999999999999996,0.89230769230769236,0
P10S1,Cd55,0.20000000000000001,0.12307692307692308,0
P10S1,Cd63,0.10000000000000001,0.030769230769230771,0
P10S1,Cd68,0.63749999999999996,0.63076923076923075,0
P10S1,Cd69,0.4375,0.076923076923076927,1
P10S1,Cd79b,0.40000000000000002,0.030769230769230771,1
P10S1,Cd83,0.59999999999999998,1,0
P10S1,Cd86,0.21249999999999999,0.32307692307692309,0
P10S1,Cd8a,0.32500000000000001,0.015384615384615385,1
P10S1,Cd8b1,0.46250000000000002,0.43076923076923079,1
P10S1,Cd9,0.012500000000000001,0.015384615384615385,0
P10S1,Cd93,0.6875,1,0
P10S1,Clec10a,0.21249999999999999,0.061538461538461542,1
P10S1,Csf1r,0.17499999999999999,0.41538461538461541,0
P10S1,Cx3cr1,0.14999999999999999,0.41538461538461541,0
P10S1,Dpp4,0.72499999999999998,0.63076923076923075,0
P10S1,Fcgr1,0.96250000000000002,0.86153846153846159,0
P10S1,Gfap,0.037499999999999999,0.061538461538461542,0
P10S1,Icam1,0.074999999999999997,0.061538461538461542,0
P10S1,Icam2,0.92500000000000004,0.86153846153846159,0
P10S1,Ighd,0.037499999999999999,0.076923076923076927,0
P10S1,Il2ra,0.125,0.046153846153846156,0
P10S1,Il7r,0.375,0.41538461538461541,0
P10S1,Itga1,0.012500000000000001,0.030769230769230771,0
P10S1,Itga2,0.61250000000000004,1,0
P10S1,Itga2b,0.69999999999999996,0.66153846153846152,0
P10S1,Itga4,0.625,0.69230769230769229,0
P10S1,Itga6,0.087499999999999994,0.015384615384615385,0
P10S1,Itgae,0.27500000000000002,0.38461538461538464,0
P10S1,Itgal,0.65000000000000002,0.93846153846153846,0
P10S1,Itgam,0.1875,0.35384615384615387,0
P10S1,Itgav,0.1875,0.061538461538461542,0
P10S1,Itgax,0.46250000000000002,0.046153846153846156,1
P10S1,Klra4,0.40000000000000002,0.076923076923076927,1
P10S1,Klrc1,0.33750000000000002,0.030769230769230771,1
P10S1,Klrd1,0.38750000000000001,0.015384615384615385,1
P10S1,Klrg1,0.25,0.046153846153846156,1
P10S1,Lag3,0.875,0.9538461538461539,0
P10S1,Lamp1,0.80000000000000004,0.59999999999999998,0
P10S1,Ly75,0.037499999999999999,0.015384615384615385,0
P10S1,Mgl2,0.23749999999999999,0.076923076923076927,1
P10S1,Mog,1,1,1
P10S1,Ms4a1,0.71250000000000002,1,0
P10S1,Nt5e,0.050000000000000003,0.030769230769230771,0
P10S1,Olig2,0.75,0.76923076923076927,0
P10S1,Pecam1,0.074999999999999997,0.2153846153846154,0
P10S1,Ptprc,0.20000000000000001,0.24615384615384617,0
P10S1,Pvr,0.63749999999999996,0.7384615384615385,0
P10S1,Rbfox3,0.012500000000000001,0.015384615384615385,0
P10S1,Sdc1,0.1875,0.23076923076923078,0
P10S1,Sell,0.52500000000000002,0.72307692307692306,1
P10S1,Siglec1,0.96250000000000002,0.93846153846153846,0
P10S1,Siglece,0.125,0.061538461538461542,1
P10S1,Sirpa,0.037499999999999999,0.030769230769230771,0
P10S1,Slamf1,0.13750000000000001,0.16923076923076924,0
P10S1,Slamf6,0.9375,0.98461538461538467,0
P10S1,Spn,0.1875,0.061538461538461542,0
P10S1,Tbr1,0.050000000000000003,0.015384615384615385,0
P10S1,Tfrc,0.1875,0.32307692307692309,0
P10S1,Tnfrsf1b,0.80000000000000004,0.87692307692307692,0
P10S1,Tnfrsf4,0.40000000000000002,0.076923076923076927,1
P10S1,Tnfrsf9,0.96250000000000002,1,0
P10S1,Vcam1,0.46250000000000002,0.40000000000000002,0
P10S2,Bcl11b,0.012500000000000001,0.015384615384615385,0
P10S2,Bst2,0.59999999999999998,0.47692307692307695,0
P10S2,Cd160,0.52500000000000002,0.56923076923076921,1
P10S2,Cd163,0.51249999999999996,0.56923076923076921,1
P10S2,Cd19,0.58750000000000002,1,1
P10S2,Cd1d1,0.58750000000000002,0.64615384615384619,0
P10S2,Cd200,0.0625,0.015384615384615385,0
P10S2,Cd200r1,0.72499999999999998,0.86153846153846159,0
P10S2,Cd200r3,0.48749999999999999,0.67692307692307696,1
P10S2,Cd22,0.98750000000000004,0.92307692307692313,0
P10S2,Cd24a,0.16250000000000001,0.50769230769230766,0
P10S2,Cd274,1,0.76923076923076927,0
P10S2,Cd38,0.875,0.83076923076923082,0
P10S2,Cd4,0.050000000000000003,0.030769230769230771,0
P10S2,Cd40,0.29999999999999999,0.32307692307692309,0
P10S2,Cd44,0.78749999999999998,1,0
P10S2,Cd48,1,0.96923076923076923,0
P10S2,Cd5,0.33750000000000002,0.015384615384615385,0
P10S2,Cd55,0.66249999999999998,1,0
P10S2,Cd63,0.0625,0.015384615384615385,0
P10S2,Cd68,0.82499999999999996,0.96923076923076923,0
P10S2,Cd69,0.5,0.70769230769230773,1
P10S2,Cd79b,0.61250000000000004,0.84615384615384615,1
P10S2,Cd83,0.6875,1,0
P10S2,Cd86,0.25,0.40000000000000002,0
P10S2,Cd8a,0.5,0.44615384615384618,1
P10S2,Cd8b1,0.66249999999999998,1,1
P10S2,Cd9,0.125,0.24615384615384617,0
P10S2,Cd93,0.69999999999999996,1,0
P10S2,Clec10a,0.38750000000000001,0.50769230769230766,1
P10S2,Csf1r,0.80000000000000004,1,0
P10S2,Cx3cr1,0.71250000000000002,0.76923076923076927,0
P10S2,Dpp4,0.17499999999999999,0.1076923076923077,0
P10S2,Fcgr1,0.050000000000000003,0.015384615384615385,0
P10S2,Gfap,0.22500000000000001,0.32307692307692309,0
P10S2,Icam1,0.69999999999999996,0.80000000000000004,0
P10S2,Icam2,0.050000000000000003,0.36923076923076925,0
P10S2,Ighd,0.86250000000000004,0.7384615384615385,0
P10S2,Il2ra,0.3125,0.015384615384615385,0
P10S2,Il7r,0.13750000000000001,0.015384615384615385,0
P10S2,Itga1,0.66249999999999998,0.55384615384615388,0
P10S2,Itga2,0.625,0.93846153846153846,0
P10S2,Itga2b,0.1875,0.18461538461538463,0
P10S2,Itga4,0.59999999999999998,0.86153846153846159,0
P10S2,Itga6,0.1125,0.24615384615384617,0
P10S2,Itgae,0.83750000000000002,1,0
P10S2,Itgal,0.20000000000000001,0.015384615384615385,0
P10S2,Itgam,0.86250000000000004,0.98461538461538467,0
P10S2,Itgav,0.92500000000000004,1,0
P10S2,Itgax,0.46250000000000002,0.59999999999999998,1
P10S2,Klra4,0.67500000000000004,0.89230769230769236,1
P10S2,Klrc1,0.47499999999999998,0.55384615384615388,1
P10S2,Klrd1,0.375,0.26153846153846155,1
P10S2,Klrg1,0.26250000000000001,0.076923076923076927,0
P10S2,Lag3,0.94999999999999996,0.63076923076923075,0
P10S2,Lamp1,0.0625,0.061538461538461542,0
P10S2,Ly75,0.76249999999999996,0.53846153846153844,0
P10S2,Mgl2,0.5625,0.84615384615384615,1
P10S2,Mog,0.1125,0.20000000000000001,0
P10S2,Ms4a1,0.17499999999999999,0.13846153846153847,0
P10S2,Nt5e,0.0625,0.1076923076923077,0
P10S2,Olig2,0.94999999999999996,0.81538461538461537,0
P10S2,Pecam1,0.13750000000000001,0.27692307692307694,0
P10S2,Ptprc,0.087499999999999994,0.015384615384615385,0
P10S2,Pvr,0.55000000000000004,0.52307692307692311,0
P10S2,Rbfox3,0.025000000000000001,0.15384615384615385,0
P10S2,Sdc1,0.88749999999999996,0.96923076923076923,0
P10S2,Sell,0.69999999999999996,1,1
P10S2,Siglec1,0.47499999999999998,0.16923076923076924,1
P10S2,Siglece,0.4375,0.33846153846153848,1
P10S2,Sirpa,0.037499999999999999,0.015384615384615385,0
P10S2,Slamf1,0.69999999999999996,0.80000000000000004,0
P10S2,Slamf6,1,0.96923076923076923,0
P10S2,Spn,0.47499999999999998,0.44615384615384618,1
P10S2,Tbr1,0.5625,0.7384615384615385,0
P10S2,Tfrc,0.0625,0.015384615384615385,0
P10S2,Tnfrsf1b,0.46250000000000002,0.41538461538461541,0
P10S2,Tnfrsf4,0.75,0.7846153846153846,0
P10S2,Tnfrsf9,0.90000000000000002,0.80000000000000004,0
P10S2,Vcam1,0.17499999999999999,0.18461538461538463,0
P10S3,Bcl11b,0.012500000000000001,0.015384615384615385,0
P10S3,Bst2,0.77500000000000002,0.9538461538461539,0
P10S3,Cd160,0.4375,0.092307692307692313,1
P10S3,Cd163,0.13750000000000001,0.046153846153846156,0
P10S3,Cd19,0.51249999999999996,0.96923076923076923,1
P10S3,Cd1d1,0.86250000000000004,0.89230769230769236,0
P10S3,Cd200,0.050000000000000003,0.12307692307692308,0
P10S3,Cd200r1,0.21249999999999999,0.076923076923076927,0
P10S3,Cd200r3,0.45000000000000001,0.30769230769230771,1
P10S3,Cd22,0.4375,0.13846153846153847,1
P10S3,Cd24a,0.087499999999999994,0.2153846153846154,0
P10S3,Cd274,0.125,0.030769230769230771,1
P10S3,Cd38,0.20000000000000001,0.52307692307692311,0
P10S3,Cd4,0.875,0.96923076923076923,0
P10S3,Cd40,0.8125,1,0
P10S3,Cd44,0.1875,0.43076923076923079,0
P10S3,Cd48,0.63749999999999996,0.89230769230769236,0
P10S3,Cd5,0.51249999999999996,0.81538461538461537,0
P10S3,Cd55,0.53749999999999998,0.69230769230769229,0
P10S3,Cd63,0.63749999999999996,0.9538461538461539,0
P10S3,Cd68,0.57499999999999996,0.81538461538461537,0
P10S3,Cd69,0.51249999999999996,0.55384615384615388,1
P10S3,Cd79b,0.48749999999999999,0.47692307692307695,1
P10S3,Cd83,0.16250000000000001,0.43076923076923079,0
P10S3,Cd86,0.83750000000000002,0.9538461538461539,0
P10S3,Cd8a,0.58750000000000002,0.81538461538461537,1
P10S3,Cd8b1,0.52500000000000002,0.92307692307692313,1
P10S3,Cd9,0.57499999999999996,0.66153846153846152,0
P10S3,Cd93,0.78749999999999998,0.58461538461538465,0
P10S3,Clec10a,0.050000000000000003,0.030769230769230771,0
P10S3,Csf1r,0.8125,1,0
P10S3,Cx3cr1,0.20000000000000001,0.27692307692307694,0
P10S3,Dpp4,0.1125,0.2153846153846154,0
P10S3,Fcgr1,0.1875,0.24615384615384617,0
P10S3,Gfap,0.42499999999999999,0.36923076923076925,0
P10S3,Icam1,0.83750000000000002,0.93846153846153846,0
P10S3,Icam2,0.1875,0.55384615384615388,0
P10S3,Ighd,0.10000000000000001,0.015384615384615385,0
P10S3,Il2ra,0.21249999999999999,0.015384615384615385,0
P10S3,Il7r,0.75,0.67692307692307696,0
P10S3,Itga1,0.76249999999999996,0.64615384615384619,0
P10S3,Itga2,0.88749999999999996,0.96923076923076923,0
P10S3,Itga2b,0.80000000000000004,0.80000000000000004,0
P10S3,Itga4,0.69999999999999996,0.76923076923076927,0
P10S3,Itga6,0.0625,0.015384615384615385,0
P10S3,Itgae,0.27500000000000002,0.046153846153846156,0
P10S3,Itgal,0.14999999999999999,0.015384615384615385,0
P10S3,Itgam,0.4375,0.32307692307692309,0
P10S3,Itgav,0.77500000000000002,0.56923076923076921,0
P10S3,Itgax,0.55000000000000004,0.93846153846153846,1
P10S3,Klra4,0.59999999999999998,1,1
P10S3,Klrc1,0.46250000000000002,0.15384615384615385,1
P10S3,Klrd1,0.59999999999999998,1,1
P10S3,Klrg1,0.94999999999999996,0.9538461538461539,0
P10S3,Lag3,0.51249999999999996,0.53846153846153844,1
P10S3,Lamp1,0.75,0.63076923076923075,0
P10S3,Ly75,0.050000000000000003,0.29230769230769232,0
P10S3,Mgl2,0.48749999999999999,0.43076923076923079,1
P10S3,Mog,0.012500000000000001,0.015384615384615385,0
P10S3,Ms4a1,0.10000000000000001,0.015384615384615385,0
P10S3,Nt5e,0.80000000000000004,0.98461538461538467,0
P10S3,Olig2,0.92500000000000004,1,0
P10S3,Pecam1,0.4375,0.53846153846153844,0
P10S3,Ptprc,0.025000000000000001,0.015384615384615385,0
P10S3,Pvr,0.65000000000000002,0.63076923076923075,0
P10S3,Rbfox3,0.012500000000000001,0.015384615384615385,0
P10S3,Sdc1,0.98750000000000004,0.92307692307692313,0
P10S3,Sell,0.58750000000000002,1,1
P10S3,Siglec1,0.45000000000000001,0.13846153846153847,1
P10S3,Siglece,0.25,0.26153846153846155,0
P10S3,Sirpa,0.037499999999999999,0.1076923076923077,0
P10S3,Slamf1,0.98750000000000004,0.96923076923076923,0
P10S3,Slamf6,0.42499999999999999,0.18461538461538463,1
P10S3,Spn,0.3125,0.33846153846153848,1
P10S3,Tbr1,0.23749999999999999,0.47692307692307695,0
P10S3,Tfrc,0.10000000000000001,0.13846153846153847,0
P10S3,Tnfrsf1b,0.47499999999999998,0.29230769230769232,0
P10S3,Tnfrsf4,0.375,0.030769230769230771,1
P10S3,Tnfrsf9,0.59999999999999998,0.69230769230769229,0
P10S3,Vcam1,0.78749999999999998,1,0
