step,fraction_of_training,state_sha256,state_file_saved
0,0.0,923869d99b630c8cb39ff6aeff4ac6f215938e04cf84fa567fcab15c02f5e27d,False
1,0.005,e7b701d3295c77d348aded8a5c7e9b10538c6e476268b94a65b4dbc28fbf09ba,False
5,0.025,e14f2f6d11e1c1185f27f1f1ffae371e3d0066163ab830508eb5bf25c99bea37,False
10,0.05,21fe06dcfcb7cdb4210438286bbbe3747ab7df0fabeac7a0a05b0b430d5ae4e7,False
20,0.1,abde08c52c9d1afed679051355ca0a6bddb918c6155d10b6d62dac301cf522f5,False
40,0.2,61877bf1ababf3e3493efa6c1bd9900cbb1d702cf95df8caa798fac51a528f80,False
80,0.4,8c65f15c67d4cac258acaa33803036704e8880e77271087943417ae3b9d07f53,False
100,0.5,8348f8870669a39cb93c142a9b1b14a89ec8710a1471df64aa9588afa2230f10,False
200,1.0,93edac3a8b0d00a17147bcceff373b4a4b7022a285674fd7c417601a42b263f4,True
