fraction_of_training,state_file_saved,state_sha256,step
0.0,False,bb57e92b5764579114a1c6ddd18da72ae18bcf09aad986f0b44fcd2101f65279,0
0.000625,False,9f639220d80dc489db09d30aec64b3cdc4909f2b1bd0216eecd7f182499c3017,1
0.003125,False,7e943cf6123986eb820ef49a02d32b728e91379b23f99b03ab4c0106af461f57,5
0.00625,False,4a34102502028ffd757802d66861fd498fe9e962f448cd73947275f527522912,10
0.0125,False,633cfd455bbb65a131380b813aae9850894ff66f5a23fb63e6afdb4367139b3d,20
0.025,False,ee5f120b177ee1e38001b850d312dc45bfb30812191c7d30e515e5e2fcdeec26,40
0.05,False,eea7daa7bd3b949bfb4bca8423d7634c51d999a9b62aa3af786b5acaf50056c7,80
0.2,False,5f0cdc0e44c377432bebc286148a6bef039ab0677c576a32b6e3f587b4ea2d58,320
0.5,False,e506193f7fbb71a741eb2159bbec3c3e3998ae1c07ca832b4c5163fe4bb480ca,800
1.0,False,9a2507e1f11630436371eb343986f244c3bb9f397216c068bb457b9b88d36c74,1600
