stage,candidate,unit_id,status,failure_type,scientific_metrics_computed
T,T03_GLOBAL_CONSERVATIVE,u027,scientific_numerical_failure,NumericalHeadFailure,False
W_TRANSFORM,W00_FILTER75,u000,RESOURCE_CENSORED_USER_STOP_AFTER_EXTREME_LONGTAIL,resource_censored_user_stop_after_extreme_longtail,False
W_TRANSFORM,W00_FILTER75,u001,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
W_TRANSFORM,W00_FILTER75,u005,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
W_TRANSFORM,W00_FILTER75,u006,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
W_TRANSFORM,W00_FILTER75,u010,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
W_TRANSFORM,W00_FILTER75,u011,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
W_TRANSFORM,W00_FILTER75,u020,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
W_TRANSFORM,W00_FILTER75,u021,SKIPPED_CANDIDATE_RESOURCE_CIRCUIT_BREAKER,candidate_resource_circuit_breaker,False
