stage,candidate_id,unit_id,dataset,seed,status,success,runtime_seconds,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement
T,T02_GLOBAL_WIDE,u023,p22,3,success,True,47.06796445325017,0.5123217999367473,0.6557121375215879,0.5840169687291676,0.9057284222100055,0.8613219481899288,0.1396907905532001,0.09427157778999451
T,T02_GLOBAL_WIDE,u024,p22,4,success,True,39.51145712658763,0.49982989057326377,0.6542981154480175,0.5770640030106406,0.9112699285321605,0.8716483339622432,0.13032926823770347,0.08873007146783951
T,T02_GLOBAL_WIDE,u025,p22,5,success,True,50.72293992713094,0.5003461200225414,0.647410277481229,0.5738781987518853,0.905519516217702,0.8655306276056378,0.135668540609734,0.09448048378229801
T,T02_GLOBAL_WIDE,u026,p22,6,success,True,34.37600811570883,0.5086348491420238,0.6535508117380446,0.5810928304400342,0.9063991203958219,0.8611113960375651,0.13954194461020442,0.09360087960417807
T,T02_GLOBAL_WIDE,u027,p22,7,success,True,38.882930820807815,0.4949801106825119,0.6446887942184002,0.569834452450456,0.9046289169873557,0.8628352615783815,0.13800883190957589,0.0953710830126443
T,T02_GLOBAL_WIDE,u028,p22,8,success,True,43.50416943244636,0.5007103478788403,0.6452924529091623,0.5730014003940013,0.9037383177570093,0.860331058679996,0.14042121523219742,0.0962616822429907
T,T02_GLOBAL_WIDE,u029,p22,9,success,True,50.05848217755556,0.5140841588161732,0.6575769971571301,0.5858305779866517,0.9023089609675646,0.8531417061298594,0.14781525376120874,0.09769103903243537
T,T03_GLOBAL_CONSERVATIVE,u000,a1,0,success,True,2.6705885995179415,0.2786639728592119,0.41595088134732444,0.3473074271032682,0.6229124530482519,0.5555929151046902,0.4572580844847945,0.37708754695174806
T,T03_GLOBAL_CONSERVATIVE,u001,a1,1,success,True,2.4600404910743237,0.26811430715143486,0.41262059632315534,0.3403674517372951,0.6320716555908696,0.5611294787683165,0.4515975707517693,0.36792834440913036
T,T03_GLOBAL_CONSERVATIVE,u002,a1,2,success,True,2.606262845918536,0.2719510166492657,0.4118650189484226,0.34190801779884417,0.6280843686795724,0.5438264999618492,0.4683172699554171,0.3719156313204276
T,T03_GLOBAL_CONSERVATIVE,u003,a1,3,success,True,2.8509223479777575,0.2709368297947296,0.41374796462629615,0.34234239721051285,0.6400173360300491,0.5735832181491127,0.4393612194255677,0.35998266396995093
T,T03_GLOBAL_CONSERVATIVE,u004,a1,4,success,True,2.2437591310590506,0.25869433397666464,0.39208231415396216,0.3253883240653134,0.6334585379947992,0.5790211679865457,0.43573922417616295,0.36654146200520077
T,T03_GLOBAL_CONSERVATIVE,u005,tonsil,0,success,True,1.9540384635329247,0.14887831019593797,0.2711645566077152,0.2100214334018266,0.7212574090730874,0.5754789727598577,0.421614224710868,0.27874259092691256
T,T03_GLOBAL_CONSERVATIVE,u006,tonsil,1,success,True,1.7670434229075909,0.14843280784979904,0.26994689786744036,0.20918985285861968,0.7228718374501257,0.5786731487897868,0.41840144666747864,0.27712816254987427
T,T03_GLOBAL_CONSERVATIVE,u007,tonsil,2,success,True,1.864034742116928,0.1527949856276461,0.2710084688291184,0.21190172722838224,0.7214880416983787,0.5775961397196572,0.4195507889696927,0.27851195830162134
T,T03_GLOBAL_CONSERVATIVE,u008,tonsil,3,success,True,2.170915015041828,0.15142805548484606,0.2694149034007518,0.21042147944279893,0.7220415599990775,0.5778585207496696,0.4192238533202837,0.2779584400009225
T,T03_GLOBAL_CONSERVATIVE,u009,tonsil,4,success,True,2.084926024079323,0.1499186177249048,0.2676715281068386,0.20879507291587168,0.7216264212735534,0.5784899116299889,0.41892903017242744,0.27837357872644664
T,T03_GLOBAL_CONSERVATIVE,u010,d1,0,success,True,2.686001667752862,0.23711554249538916,0.3757444765980158,0.30643000954670246,0.6319602442821219,0.5720742673989238,0.4374597260022778,0.36803975571787806
T,T03_GLOBAL_CONSERVATIVE,u011,d1,1,success,True,1.9658608436584473,0.2546662621398905,0.3823764857838178,0.31852137396185415,0.6297150041911148,0.5698453332818786,0.4390113952335512,0.3702849958088852
T,T03_GLOBAL_CONSERVATIVE,u012,d1,2,success,True,2.2866729516535997,0.22784592313459096,0.3779332390311308,0.3028895810828609,0.6426475871153156,0.5761656447327594,0.43330509366053055,0.35735241288468444
T,T03_GLOBAL_CONSERVATIVE,u013,d1,3,success,True,2.7345161475241184,0.2460912888738005,0.38364868721064577,0.3148699880422231,0.6269009699437194,0.5608339685656051,0.44815331006930714,0.37309903005628064
T,T03_GLOBAL_CONSERVATIVE,u014,d1,4,success,True,2.0918159410357475,0.23662814116118755,0.37193906080602257,0.3042836009836051,0.6306729732966112,0.5661429059537599,0.44288792394820886,0.3693270267033888
T,T03_GLOBAL_CONSERVATIVE,u015,d1,5,success,True,2.398575272411108,0.24715677070178155,0.37884548985329464,0.31300113027753806,0.6331277691294456,0.559460526633289,0.4491583946979006,0.3668722308705544
