step,fraction_of_training,diagnostic_parameter_state_unchanged,diagnostic_grad_fields_unchanged,diagnostic_rng_state_unchanged,diagnostic_optimizer_state_unchanged,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share
0,0.0,True,True,True,True,6.258796376823058e-06,6.244056766610636e-06,0.001881633659747807,0.00020037923200794895,0.0001936194084733848,0.05834681038009511,0.00017840558714393026,0.0020606461546335123,0.6209714790105919,0.00011858718218756662,0.0010579135674792948,0.3188000769495652
1,0.000625,True,True,True,True,6.068134157229469e-06,6.0538435609535685e-06,0.0019632098569837787,0.00019592235565197067,0.0001893128855117173,0.061392554853548775,0.0001615273254701469,0.0018656964023764783,0.6050294379770427,0.00011462673765886907,0.001022582531503321,0.3316147973124247
5,0.003125,True,True,True,True,5.4136377806522674e-06,5.400888538479516e-06,0.002281482914177998,0.00018175090030531703,0.00017561950634297584,0.07418647881051685,0.00011227808417669823,0.0012968506542436642,0.5478251566973529,9.96976006215654e-05,0.0008894000379894722,0.37570688157795223
10,0.00625,True,True,True,True,4.83451031762e-06,4.823124934015969e-06,0.0026152187004553715,0.0001702902781780485,0.00016454551002717654,0.08922068177502744,8.068507789685612e-05,0.0009319405191628193,0.5053214060945623,8.328054381417532e-05,0.0007429438458932135,0.4028426934299547
20,0.0125,True,True,True,True,4.186310719863513e-06,4.176451861302885e-06,0.003262932150344263,0.00015757270201242833,0.0001522569632065913,0.11895363740780372,5.2513174739329956e-05,0.0006065453068288593,0.47387501353239736,5.795219674497916e-05,0.0005169902351231583,0.40390841690945456
40,0.025,True,True,True,True,3.729111005089268e-06,3.7203288624304313e-06,0.004573699042200823,0.0001468184232993132,0.00014186548170361466,0.17440662957018735,3.402426340076687e-05,0.00039299199460869215,0.4831366193149215,3.0808298886737456e-05,0.0002748401368681311,0.3378830520726903
80,0.05,True,True,True,True,3.656198892920313e-06,3.6475884599718477e-06,0.006637112181923319,0.00013932592063444494,0.00013462573974323274,0.24496352783645572,2.268821730490683e-05,0.0002620567466148236,0.4768355982039329,1.6729619121341114e-05,0.0001492445534225993,0.27156376177768815
320,0.2,True,True,True,True,5.397108632048697e-06,5.384398316403171e-06,0.01593679048277783,0.00012591087278412605,0.00012166325055015181,0.3600999813785493,1.134350059566748e-05,0.0001310213500415052,0.3877981682783466,8.944159277450581e-06,7.9790642418206e-05,0.2361650598603262
800,0.5,True,True,True,True,6.070367755432367e-06,6.056071898981043e-06,0.028040585478775207,8.538701496497658e-05,8.250647117048029e-05,0.3820182118044561,6.527580782905342e-06,7.539581273596417e-05,0.3490947213028043,5.830849258610115e-06,5.201687422552632e-05,0.24084648141396436
1600,1.0,True,True,True,True,8.802094546070091e-06,8.781365409851121e-06,0.06489422713632761,5.3075492979339245e-05,5.128498323960684e-05,0.3789956567916271,4.000689630599055e-06,4.6209347112684235e-05,0.3414867423678678,3.2555214785682937e-06,2.9042433405241564e-05,0.21462337370417747
