fraction_of_training,state_file_saved,state_sha256,step
0.0,False,8980e9d9cc800dd749bdbdce1623a945eaa8ab71e151915c05bf9bd1f3184072,0
0.005,False,b6a55a30b733138f22775265e9a4243da27f2fe298a30d8925a1ed44b5e7d2c3,1
0.025,False,e954bc9daa0c2b6499f4793505ff0c79e8c81da593ae7a6aa0ee7cc02074b952,5
0.05,False,c506bf0287d0921dafb612f5b2ccfaf6025da3b795565fce279423e401bd2c55,10
0.1,False,6cfbdd0bb6cad62b8fc3738bca3b05c4bd8ea7c2153748898335a4921f62c9b9,20
0.2,False,8b9e512a8e1c80e330cd4d6e5550372e98b1bac014ef31d32cfe9717fa9f54cd,40
0.4,False,1f66f388a2a7cedfea43eb4d2830a16bf206384f0cbf03e662d2ed255cf40c54,80
0.5,False,b9afdcb4a07adeedb3e0ff55e9183b9750f63a011191a0442081be2634c42fd1,100
1.0,False,af0ca52c7c1830bdf4c82fa82bdd6d411e6bf81099b1735ed98e738f1c56f300,200
