dataset,seed,candidate_id,role,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement,cluster_file_sha256
p22,2,C01_G00_H05,candidate,0.48707413110468956,0.6361440249000393,0.5616090780023644,0.9105882352941177,0.870475665057693,0.13042295684585736,0.0894117647058823,408557dc2347e56f3d2ee7b99e8733c501a5b3e85540abf4fe866f97cbe7c4b8
p22,2,C02_DUAL_ARITHMETIC_MEAN,candidate,0.4857907806038838,0.6372583805467248,0.5615245805753043,0.9012094557449147,0.8575567643731336,0.14320329171084284,0.09879054425508527,333766759e630f66c71e1b283c5f9bdce889c6a5c931b20b1b362a8017d339ae
p22,2,C03_DUAL_ELEMENTWISE_MAX,candidate,0.49322707339556876,0.638832967388771,0.5660300203921699,0.8960417811984607,0.8505448735996978,0.15026327022382,0.10395821880153933,ba79ede0adfa2e3f21174adf8f2dc784cd332dc4109f2166078f1d4de16dfe70
p22,2,C04_DUAL_ELEMENTWISE_MIN,candidate,0.4428598283806831,0.6179709551443455,0.5304153917625143,0.9242330951072018,0.9057973130027686,0.0974811202205771,0.07576690489279825,d2461af4f0f375afaa3a617d498ecfccce59c40e9109338b8d07c209265143a0
p22,2,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.4411669322516279,0.6171224524237237,0.5291446923376758,0.9238812534359538,0.9056150525094764,0.09767002389610119,0.07611874656404616,3a13154ecc6b366b83c12f8bb409beda545e0afe28d3015a5ab14763eca1d6ff
p22,2,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.4922818203965427,0.6412210492391416,0.5667514348178422,0.9044090159428257,0.8644190824151496,0.13655393450940234,0.09559098405717426,9834f0250fae43e849e6dd8c264e1656047ef93c9ceccf01862e050e3577e215
p22,2,C07_DUAL_LOCAL_RELIABILITY,candidate,0.48106436922390555,0.6333570324815175,0.5572107008527115,0.9032655305112699,0.860830256805464,0.13990460525304596,0.0967344694887301,76be46c266dfc26612394f85084fab9f22794e0a2205042ac767719dfb6c71fc
p22,2,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.48047243886242735,0.6332907453819226,0.556881592122175,0.9016712479384277,0.8595500978618391,0.141280276315492,0.09832875206157232,54046a76db792e36388d6f9befaeb67776ccf5fa18dd84848eb403fb84b3ba55
p22,2,C09_DUAL_SPARSE_SNF10,candidate,0.3483707016592535,0.5104016735353905,0.42938618759732194,0.9475865860362837,0.9431375215607312,0.05869218160182207,0.05241341396371635,d9ed9ae9e4349c4e0356526b53dbc26be24ebd14cf9df2e2c423c13c74f6084d
p22,2,C10_DUAL_MEAN_SPATIAL05,candidate,0.49301039584133394,0.6416071864879184,0.5673087911646262,0.9066739967014843,0.8688663615171075,0.13205925519504022,0.0933260032985157,296d1807f295d0edd7a67544a34f51d79ebe9febb7caf22034f65a9960577b84
p22,2,C11_DUAL_MEAN_SPATIAL10,candidate,0.4936888944091932,0.6435720425675181,0.5686304684883556,0.908873007146784,0.8741260017747582,0.12704119487554422,0.09112699285321602,876d815747eff3877f4ed3cceb9d3d2bf1b1230f709ca45d82908e6881ce9f9a
p22,2,REFERENCE_G00_H00,reference,0.4074083773073522,0.5459783328246152,0.47669335506598365,0.8235404068169324,0.7838131168051845,0.2223867631649876,0.1764595931830676,5a8d900c4a791ef9148a72c754496d0767015187d3497535385da12de23da26f
p22,3,C00_G04_H05_CONFIRMED,candidate,0.45530558730704257,0.6128566713657209,0.5340811293363817,0.8987355689939527,0.8471559824337667,0.15343777122992674,0.10126443100604732,1d86e8f5590de6851e9717b7a71756cb4d1b0a7a194ac57a15aee4aa1cfd7398
p22,3,C01_G00_H05,candidate,0.46575922013626986,0.6292632877058619,0.5475112539210659,0.9215612974161628,0.8876344007008554,0.11442827489019239,0.07843870258383723,4ed6c266e9a5bc09b89a6d22e852bc4c56f9d30c6251867c5888f6069e6f747d
p22,3,C02_DUAL_ARITHMETIC_MEAN,candidate,0.47865792936774476,0.6322068177618403,0.5554323735647926,0.9094777350192413,0.8682682372613679,0.13290277005642287,0.09052226498075866,64d47d6c5fffc870f01ff947c7d43ae78eafd4131f094bfe5f73c5cd836f4e87
p22,3,C03_DUAL_ELEMENTWISE_MAX,candidate,0.49109119331517304,0.6383375304936714,0.5647143619044221,0.9021330401319406,0.8585911069677638,0.14250246317776222,0.09786695986805938,0c1b7ef3035c83159276d5c7e72f800bce9d80abf8867b3fcdef7f4e2d0a1ed7
p22,3,C04_DUAL_ELEMENTWISE_MIN,candidate,0.418558279048669,0.5920297237846888,0.5052940014166789,0.9252006597031336,0.9065729322113482,0.09846429838140847,0.07479934029686641,aacac55c89afa8f2f09c4db8a5e3171cbc672b8eef84798413a30751dd5d239e
p22,3,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.4244511776629921,0.5979330200644526,0.5111920988637224,0.9288070368334249,0.9105918639190046,0.09412930070941682,0.07119296316657509,5b7832608a9cb3c85813ccaaef63e8dc2acd4e0321907de625407743b6881c89
p22,3,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.4916391271904599,0.6439426378413265,0.5677908825158933,0.9087960417811984,0.8676094036715245,0.13378804602882324,0.09120395821880156,444ac772f08a60ddb0aff13c6bdf206a1b7a4407da7bb760b867d6b798bcf0b7
p22,3,C07_DUAL_LOCAL_RELIABILITY,candidate,0.48121444904710853,0.6356000661853994,0.558407257616254,0.9106212204507972,0.8700953387724089,0.13110416734320865,0.08937877954920281,805940f69cce3ec777c039db312b9a43d53cac9c68808155186a6eb39510ca79
p22,3,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.4813031047351396,0.6341294678921121,0.5577162863136258,0.9088949972512369,0.867302891482731,0.13384986759317372,0.0911050027487631,9485473453c496591115f3b7f43a69ae6f983efe38dd7f5fe3d769c884befefa
p22,3,C09_DUAL_SPARSE_SNF10,candidate,0.3711942275978827,0.5154194764312553,0.443306852014569,0.9487190764156129,0.9446687852087821,0.05746472287616565,0.05128092358438707,3946886d39ec6de92887292f068263cbb52cafb699159a324771ddfed6b18f26
p22,3,C10_DUAL_MEAN_SPATIAL05,candidate,0.49422593457441,0.6473351773260043,0.5707805559502072,0.9104672897196262,0.8733142182915797,0.12823797586250213,0.0895327102803738,6d8382a564e25f8a05c472a92a0a26f079960e8b08f380cfd835dc8bfc47cbb6
p22,3,C11_DUAL_MEAN_SPATIAL10,candidate,0.49699053197766224,0.6503806665351892,0.5736855992564257,0.9117976910390324,0.8772604437120304,0.1243006325592365,0.08820230896096759,b2214310cd091ad63d68fcc1f0e362e0cd7773bd41594b0497efbbe78e0a79aa
p22,3,REFERENCE_G00_H00,reference,0.4322762031281098,0.5679853965767001,0.5001307998524049,0.8249917537108301,0.7741837613090086,0.226313748558519,0.1750082462891699,ae29e7bd63b72bc4093b39decc4ea981c3813abeb53d767f389a875483f5112f
p22,4,C00_G04_H05_CONFIRMED,candidate,0.4602328518736244,0.6169391428177579,0.5385859973456911,0.9050467289719626,0.853948894475063,0.14671777894846988,0.09495327102803741,0af0176a661dcc66f7d5889c295e9fa45901a9007806edde0db098ff4d330f15
p22,4,C01_G00_H05,candidate,0.46256425262798656,0.6278567802977477,0.5452105164628671,0.9183397471137988,0.8775031827690102,0.12454149125631332,0.08166025288620116,8d9700f15a0e5e8c5bbd63113512f05f53c93e9eb49e3d7556edba373471ff9b
p22,4,C02_DUAL_ARITHMETIC_MEAN,candidate,0.4614933256997109,0.6234157577426179,0.5424545417211644,0.9122264980758659,0.867019329201541,0.13375998399071054,0.08777350192413413,ae2be919ba835a9df5c2534d531bc928927723c59a1af8b1d3c257782318ecbc
p22,4,C03_DUAL_ELEMENTWISE_MAX,candidate,0.4622223636595951,0.6203792215257455,0.5413007925926703,0.9071357888949972,0.856713944737702,0.1440516159615312,0.09286421110500276,3059692d227522e4c09d711470dbdc676e70aa92a69ed92a58f4e2a1e0f24b96
p22,4,C04_DUAL_ELEMENTWISE_MIN,candidate,0.4378487217365528,0.6102660666222596,0.5240573941794062,0.925365585486531,0.9018136146631655,0.1024395410672209,0.07463441451346897,1c4d7605f1c6336d12c639c337f93b93ddfd320b755d0dc1d910c87764f7ebaf
p22,4,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.43631746530832277,0.6094493809535705,0.5228834231309466,0.9251126992853216,0.902757295646627,0.10132483383921172,0.07488730071467842,2d3a6606e25c4aaa281d2d95df9485f05bbf7e79b8a7b4dabc3cd761825dd823
p22,4,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.4715943766053382,0.628626208172451,0.5501102923888945,0.9130401319406267,0.8709386343017159,0.1301717805297511,0.08695986805937328,e73504d3c011d9e9b2ecbc1c8589881bbf1182d345777997195457d580d02195
p22,4,C07_DUAL_LOCAL_RELIABILITY,candidate,0.4683741119487145,0.6277496079444755,0.548061859946595,0.9129081913139088,0.8715793270803555,0.1297225370638259,0.08709180868609123,67120d5f60a0a09b32261a53756a91f6cf230a61a5681882ef14e11ce16a06fa
p22,4,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.461341935618132,0.6239139407164106,0.5426279381672713,0.9120395821880154,0.8677275429008379,0.13310952313273408,0.0879604178119846,9c194d23fab8a99bc1fd3078d6b15c23606afdfbe3a01b115047103739cf5421
p22,4,C09_DUAL_SPARSE_SNF10,candidate,0.33332241192907824,0.512821803502062,0.42307210771557013,0.9468389224848818,0.9418417865758841,0.06034022539022767,0.05316107751511823,b761c2fccbdaefd4100173e6d4af2a2ea52b00c174aaf093c0b269b81faf616b
p22,4,C10_DUAL_MEAN_SPATIAL05,candidate,0.4784387041179108,0.6348937224458004,0.5566662132818556,0.9108851017042331,0.8684860415956468,0.13320785267024185,0.08911489829576691,957282d40b51efdb4e8f1997a4d726082791f28a3d4f4f6b8710925bec656d1a
p22,4,C11_DUAL_MEAN_SPATIAL10,candidate,0.47490359419238415,0.6384582995563018,0.556680946874343,0.9174051676745465,0.8834349354793133,0.11910784727420953,0.0825948323254535,4f41333e56e8248b2951f753b7352c79b1faf1bb8a98eb7668218fd86dd286b6
p22,4,REFERENCE_G00_H00,reference,0.4217132346582532,0.552389523979953,0.48705137931910314,0.8162616822429907,0.7622927779580954,0.23935322792006078,0.18373831775700933,b3f64f41056d75904a583da05e1dbcd89a2b3cf3ab694656023549735aff36e4
p22,5,C00_G04_H05_CONFIRMED,candidate,0.45307040343631905,0.6052176507727846,0.5291440271045518,0.8930291368884002,0.8410479111434799,0.15974788125999928,0.10697086311159976,f4237e02f59e7bbdb6dafe1727ea48ee49ee91b5352e320a52abe44e103dd35e
p22,5,C01_G00_H05,candidate,0.3980443974167639,0.5807516559262688,0.48939802667151633,0.9102363936228697,0.8685946479897074,0.13484478078467962,0.08976360637713032,2c50ce70bb9192c238df8c653861a23259a65592a816ed95af944435f66f1f69
p22,5,C02_DUAL_ARITHMETIC_MEAN,candidate,0.4558944906067662,0.6144603276350548,0.5351774091209105,0.9044200109950522,0.8573346328075079,0.14353303739572276,0.0955799890049478,d64aea1c8ed29f621d5357595d9e03a6410b0933f50b7e8b8f2ebe59aa672607
p22,5,C03_DUAL_ELEMENTWISE_MAX,candidate,0.456195006883182,0.6075638458266791,0.5318794263549306,0.8965915338097856,0.8465106409414093,0.15403576576938097,0.10340846619021438,8945f03fbcbea9c8498810988d5bfd59fa1a0e3ccfa43302c39c9d32125ef013
p22,5,C04_DUAL_ELEMENTWISE_MIN,candidate,0.430370128667006,0.5993776453991382,0.5148738870330721,0.9271467839472237,0.9075976485140345,0.09856190489908408,0.07285321605277628,a8cc2b4347e5587bcf45cfa3bb37d66032e31c3cb36898d406cd10b483387df9
p22,5,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.42698450795545156,0.5981147016916123,0.512549604823532,0.9275645959318307,0.9071659194106326,0.09874947940401706,0.07243540406816928,d64472a7b3a8ecaf026b98f5d08d77d2a6dd230a6793a64c6a093de5a94ee4c5
p22,5,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.47306917254264297,0.6242509791749319,0.5486600758587874,0.9061352391423859,0.8647892782359695,0.13642779334974417,0.09386476085761408,000f6e4ac336e254fe2a643aad3316f3b38de32912990be67fdee0d457b93ae2
p22,5,C07_DUAL_LOCAL_RELIABILITY,candidate,0.41375887915053383,0.5847103395963799,0.4992346093734569,0.905145684442001,0.8625844759237794,0.13954298591509157,0.09485431555799895,51996c615019c39eedf7847e2f4fe8a52b86a7a9a8310cdc7e41c7ee52a0af59
p22,5,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.45489257477269274,0.613413500258731,0.5341530375157119,0.9042550852116548,0.857217505758561,0.14366924851339682,0.09574491478834524,9fdd3fb5809b1bfc21cdbc8290d51d4fddeba764ceea23352f7da811761e204f
p22,5,C09_DUAL_SPARSE_SNF10,candidate,0.33360209358413956,0.5153259127748725,0.42446400317950606,0.9476195711929631,0.9418330012747419,0.05998431687698923,0.05238042880703686,8f9d2446916604ce1538e8a02055e97f819be96d2f6d356040da1f98fa4513dc
p22,5,C10_DUAL_MEAN_SPATIAL05,candidate,0.48049357668739606,0.6313725233664472,0.5559330500269216,0.9062781748213304,0.8655930917145866,0.13563508920351547,0.09372182517866956,9d6790f5f156f4370778aa7617a1140e1c5cae93c4a2e7bfb787978f456f0fcf
p22,5,C11_DUAL_MEAN_SPATIAL10,candidate,0.48413284228990655,0.6353338465128564,0.5597333444013814,0.9077844969763607,0.8667175031356651,0.13453234574784764,0.09221550302363934,a4f9849d2f7c1ae4a5050da32c113a734b89f5b9e4f1c1333437cf99713c8096
p22,5,REFERENCE_G00_H00,reference,0.39554738136346096,0.5359725333067215,0.46575995733509123,0.8041011544804838,0.7665046918314125,0.23945385791559362,0.1958988455195162,68caee84b2899bfd9c5e6f59c48c745f3d90035d08e5ce46d93a0f9a78c8ec85
p22,6,C00_G04_H05_CONFIRMED,candidate,0.4095243408998225,0.5876923466461128,0.49860834377296764,0.8959208356239692,0.8429703038051719,0.158405472731678,0.10407916437603082,b5be75c1a96441d9e51b46dbf5c8c4165797540c1d8450420a88e824c05becef
p22,6,C01_G00_H05,candidate,0.406200904024301,0.5917090038048526,0.4989549539145768,0.9159318306761957,0.876879615827569,0.1257746394017777,0.08406816932380434,386f092387f8f8b900a02a94378b1d67b6358c9887123f1c89bbd1eb3748ef9c
p22,6,C02_DUAL_ARITHMETIC_MEAN,candidate,0.44223041244674605,0.6096376313919857,0.5259340219193659,0.9097196261682243,0.8636746560650426,0.1374134937284515,0.09028037383177567,c173cb4413cbd90cf6ed899ee1008daf89cdb8b3e6a9778406e9c9f8612ab8b8
p22,6,C03_DUAL_ELEMENTWISE_MAX,candidate,0.45277660921508717,0.6117068003742492,0.5322417047946681,0.8997910940076965,0.8498878660856135,0.15084522126679747,0.10020890599230348,548d60ea6a01f724870716074ff5d93159708b18c369084ba020fc064ba61f16
p22,6,C04_DUAL_ELEMENTWISE_MIN,candidate,0.43638383192587354,0.6066979996652901,0.5215409157955818,0.9295107201759208,0.9100329084338884,0.09497791302652928,0.07048927982407915,214c65ed60331e6803e3fedefe9c28a541faf10e589e6804a33d64ee077ff23a
p22,6,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.4339136785549493,0.6056077614116686,0.519760719983309,0.9270918086860913,0.9059181184479357,0.09856277776471602,0.07290819131390869,50b6a1e26f5004833b819e0f51708ea2b433a0deb17ef0158411a01bfdbeb7de
p22,6,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.47050567950482275,0.6240926194399882,0.5472991494724054,0.9089059923034635,0.8657719784799791,0.13570094466375704,0.09109400769653653,4baa7b80c6846d563d9500b2f9ec098c1099afda527541cfc87ad7dd725d68b6
p22,6,C07_DUAL_LOCAL_RELIABILITY,candidate,0.4078941159616513,0.5906136767327647,0.49925389634720796,0.9092688290269378,0.8636662373665865,0.1379554736981073,0.09073117097306216,6472074543c0f621cc29a047b41c7f1e94379391146d330c97a502cb2f823d10
p22,6,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.4262028382152741,0.6001814544074501,0.5131921463113621,0.9099725123694338,0.8638508282542265,0.1374398946379567,0.09002748763056623,68c3991f52860e8a837f1692c5282b82f5ac384d4e725526750815b4694e06bf
p22,6,C09_DUAL_SPARSE_SNF10,candidate,0.33009464235333696,0.49524185103694873,0.41266824669514285,0.9470148433205058,0.9433853792955568,0.05914872947023101,0.052985156679494216,85bb8a50d9bb377fdab4b7a2fed6d8d7324c0185eeef5e07b73aa265c7de0dad
p22,6,C10_DUAL_MEAN_SPATIAL05,candidate,0.47396243851145037,0.6283811934301825,0.5511718159708164,0.9094117647058824,0.869591730826891,0.13178351941779654,0.09058823529411764,1793aa48fce61e651f0bcf4212b9b69e27c968206844aaff13265a99f6e5ec24
p22,6,C11_DUAL_MEAN_SPATIAL10,candidate,0.48023983151743066,0.6326700978885257,0.5564549647029782,0.9098185816382628,0.872758450530533,0.12874418078416996,0.09018141836173721,cd310d445be2574d15d004766b0b84f05484878262854a2aa2bf4feeb54c2ed7
p22,6,REFERENCE_G00_H00,reference,0.39275121944678315,0.5329896992971136,0.4628704593719484,0.8033644859813084,0.7656925139658823,0.24036309671061,0.19663551401869162,c9691aa15677645adab1f546e4a0a955d3c91132ff3a3c3124a486ae302a9e4f
p22,7,C00_G04_H05_CONFIRMED,candidate,0.45307708534032387,0.6142439836786321,0.533660534509478,0.9005827377680043,0.8490723250659653,0.15144152311606207,0.09941726223199565,b2843e61424f16252c1336f0fcd94f49271a41f10d4e1f2e8bc46e67bc1f43a2
p22,7,C01_G00_H05,candidate,0.45004429325840345,0.6169969348150883,0.5335206140367459,0.9207916437603079,0.8863118770986742,0.1158838385352826,0.07920835623969213,e7029b3384c6fb6f514801b97582b61e717ae36ce6d572d497d02f95348bcc5a
p22,7,C02_DUAL_ARITHMETIC_MEAN,candidate,0.4596461119887779,0.6232267102145098,0.5414364111016439,0.9133150082462892,0.8706053640995823,0.13031993820980503,0.0866849917537108,805a48c72f20c411a714d864a0b35091ff51e8002339a441f4b57fbe5997dddb
p22,7,C03_DUAL_ELEMENTWISE_MAX,candidate,0.45980474563619217,0.6204283881369489,0.5401165668865705,0.9050797141286421,0.8562889181325126,0.1443979489930457,0.09492028587135792,f08abc18c2de26bac34413682f345e76e7547148abd15bcc8943ea0c17ccad06
p22,7,C04_DUAL_ELEMENTWISE_MIN,candidate,0.4269011143587978,0.6016761733374608,0.5142886438481293,0.9322594832325454,0.9150664885734354,0.09068029403014019,0.06774051676745463,13f836662d83327b8d3f4e6a42eeab69a12058cc79225e9aeec1039a1d473b3f
p22,7,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.4259122575107225,0.6018193389974688,0.5138657982540956,0.9314898295766905,0.9139917622157273,0.09180422906042209,0.06851017042330954,880f5466e6b61c444a421efbf8ec8a76ef7cfa095446d71c4f5545ff1be73ebd
p22,7,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.4771557091515973,0.6315065879373946,0.5543311485444959,0.911105002748763,0.8723505622162725,0.12870015738619967,0.08889499725123695,e0c1ba61e9f46c12c523573da7dd5cfbf7866dc97ac1e84a78fdb592b248d64f
p22,7,C07_DUAL_LOCAL_RELIABILITY,candidate,0.47079671719598815,0.6279352256257017,0.549365971410845,0.9141616272677295,0.8743069050076964,0.12699549948279304,0.08583837273227046,0ccfd6ecdef773a36e244cef5f81beea262b0e60560910cef68dd603883b3d67
p22,7,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.471305561276383,0.6284363735583596,0.5498709674173713,0.9132600329851567,0.8735616617425406,0.1276509965503091,0.08673996701484332,23d3cac83ed22c87f2ea4026108d73a8228bf0de703a1a8242e9e1ee9c8e44b2
p22,7,C09_DUAL_SPARSE_SNF10,candidate,0.35965381375233574,0.5143341494666055,0.4369939816094706,0.9468389224848818,0.9425508147655326,0.05986349821017986,0.05316107751511823,d65ddc417c9441ead6b9cb14e9c811a006cd24d0afb968525d01d4618fc53cc0
p22,7,C10_DUAL_MEAN_SPATIAL05,candidate,0.48205490208287527,0.635960766914315,0.5590078344985951,0.9099285321605277,0.8687348535163892,0.13252650622915418,0.09007146783947229,c360a551d8a88c05132bf26b28fc71e8a0c85c6d85ca0a8bc8bc676da1483d4e
p22,7,C11_DUAL_MEAN_SPATIAL10,candidate,0.4839421324880057,0.6384091834430727,0.5611756579655393,0.9104672897196262,0.8726722644467055,0.1286181133756825,0.0895327102803738,d4e2613592afb12cb11938bc06d5e06a01d47d99707ec440720ffd335b8dbea4
p22,7,REFERENCE_G00_H00,reference,0.3996390159697861,0.536349713049568,0.4679943645096771,0.7900384826827928,0.7479736586711214,0.2581889385631551,0.20996151731720725,da723e537d3dc0325b43fe498f708e1c740dbfc09f1123277f0123872b4a0994
p22,8,C00_G04_H05_CONFIRMED,candidate,0.3985024417919459,0.5792151252292156,0.48885878351058076,0.8978889499725123,0.8440455412596529,0.15555053008309852,0.10211105002748766,859f6de1b8b14010446ede7622bc24d4a1820411bce8709e1a5f5616ef31403b
p22,8,C01_G00_H05,candidate,0.46530826165548955,0.6244254586975257,0.5448668601765077,0.9212864211105003,0.8853681816057389,0.11661572708602974,0.0787135788894997,d364f5730baa09feced630017e1a42de14bc34a32a72a2e4b2125c482f41c3e0
p22,8,C02_DUAL_ARITHMETIC_MEAN,candidate,0.4741746789470741,0.6266824854346711,0.5504285821908725,0.9097746014293568,0.8684384059796842,0.13253275763595843,0.09022539857064316,be81446d4a3cd526fc9b078219f2e2705bbe04b78e1b192896dfe02385f686f2
p22,8,C03_DUAL_ELEMENTWISE_MAX,candidate,0.4734188288370559,0.6237774142381306,0.5485981215375932,0.9032765255634965,0.8594163174915175,0.1415448365645975,0.09672347443650353,40071ebca5460c8f0fa5fa9a7009046c37a93072a9d7ba5f1449fcee7de97693
p22,8,C04_DUAL_ELEMENTWISE_MIN,candidate,0.44207635851542937,0.6120494961105142,0.5270629273129718,0.9266959868059373,0.9031967548993062,0.10045456630613074,0.07330401319406266,21181b530f22b153810c284fe5a073b2c6019586b3b9b8a919c0d684bd268fda
p22,8,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.43748656102435873,0.6085688228899544,0.5230276919571566,0.9273227047828477,0.9053634746808792,0.09812130226159234,0.07267729521715227,c3515d3062afeaf30cc3b5eb0bb2cddeac85804c201bda7b3dfbf4ef65daad7f
p22,8,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.4828139873998994,0.630663896329819,0.5567389418648592,0.908521165475536,0.8698524037515776,0.13099604221490554,0.09147883452446404,db410f96269d5c02c9eb232b7ab797479586df4051013e4527573751ddffd511
p22,8,C07_DUAL_LOCAL_RELIABILITY,candidate,0.47258880267713366,0.6255687370151964,0.549078769846165,0.9104123144584937,0.8693603313506318,0.13174045728751016,0.08958768554150631,6a63b263087695ba0ed594442a5f3de9bc3652b2b1ca4d2c3896b8db5a1fde1d
p22,8,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.47319553010724913,0.6264587730274793,0.5498271515673643,0.9090159428257284,0.8680072976036726,0.13301405496117794,0.0909840571742716,ed5e45afc7e82c58ba3d5cf694c95698e2070eee212fc5348b3ce6b96e7aecee
p22,8,C09_DUAL_SPARSE_SNF10,candidate,0.3220784788193183,0.48826680451736054,0.40517264166833944,0.9475316107751511,0.9424163080606497,0.05951993683730472,0.052468389224848866,51c95dcb947796fb5310f518c7a7c8ddb211982d9cba71a95b1274f7e47f180d
p22,8,C10_DUAL_MEAN_SPATIAL05,candidate,0.4882487147921611,0.6357664028002306,0.5620075587961958,0.9092248488180319,0.8726004494448981,0.12809790956358308,0.0907751511819681,ffef938a3fd858756bdc06a340d04c750d58b1367410aa24f4da859ea8b6fe0f
p22,8,C11_DUAL_MEAN_SPATIAL10,candidate,0.49080199810430336,0.6394785495976717,0.5651402738509875,0.9107421660252886,0.8736958500528851,0.12721311385219713,0.08925783397471143,0a3c2ffed396e7fa9b1a665de0d6533a41ac87d3e75c85b5ee5c285d618a450e
p22,8,REFERENCE_G00_H00,reference,0.39871896087532255,0.5387530362590747,0.4687359985671986,0.8072457394172622,0.7679705393806221,0.2376308212823784,0.1927542605827378,7c7cea60a75622cdad87e6d82728e7d7e1f7f75b102af92a2476861ad5e868b1
p22,9,C00_G04_H05_CONFIRMED,candidate,0.46057249829339975,0.6147209739345133,0.5376467361139565,0.894040681693238,0.8400194534034144,0.16025404305247892,0.10595931830676197,e47a3710eff60ec6eae1b760d419d3b13ea958eb042765c7ef9abf67c3a0d111
p22,9,C01_G00_H05,candidate,0.4640093376725348,0.628295493035055,0.5461524153537949,0.9151072017592083,0.8753222502986072,0.1266427341338327,0.08489279824079166,74856dcb2b6ab73697ffbc37a367faf8afb9bd9808b16e8771f60a671ebc1a6e
p22,9,C02_DUAL_ARITHMETIC_MEAN,candidate,0.45624766179032317,0.6264277537754495,0.5413377077828863,0.9097965915338098,0.8664351094544044,0.13497015757117903,0.09020340846619024,f0cd86731fc383bd78470af15a6d2a849adc5b6a59d17b68ed4f314463b0caad
p22,9,C03_DUAL_ELEMENTWISE_MAX,candidate,0.49433313163252596,0.6417298015445225,0.5680314665885242,0.8987135788894998,0.8521822940077567,0.14869107470388712,0.10128642111050024,b3764c8b394afd166007aac200af225262618a0363539d9aacdca54bec5cf465
p22,9,C04_DUAL_ELEMENTWISE_MIN,candidate,0.43303016577973436,0.6043902623641254,0.5187102140719299,0.9250577240241891,0.90395494442625,0.10183797294235014,0.07494227597581093,cc0bdc1f23095a9754beff86a0310580925c52cef5dea1825eee4242b7c50b9e
p22,9,C05_DUAL_HARMONIC_INTERSECTION,candidate,0.42555323716313365,0.5967219109630488,0.5111375740630912,0.9217702034084662,0.8922031946706777,0.11211001716414055,0.07822979659153384,2a8f12b99aab7841dfc8c55cacbc31754a08eb2a89b093c8854e17c6bac4a1da
p22,9,C06_DUAL_ROW_STOCHASTIC_MEAN,candidate,0.47590966674767343,0.6368766061881521,0.5563931364679128,0.9094667399670149,0.8714705201591233,0.1301809179166242,0.09053326003298512,9bf2163e4b1789bb9df027e08c31118f87d4cdca06bba5add1dc7840b66b1708
p22,9,C07_DUAL_LOCAL_RELIABILITY,candidate,0.4698253886721557,0.6335504094124228,0.5516878990422892,0.9139967014843321,0.876465709608242,0.12532011681692123,0.0860032985156679,f4b155336fc542f9ea09ff03161817b62200b916daab774a0d09bb490aab9857
p22,9,C08_SIX_VIEW_SUPPORT_MEDIAN,candidate,0.46719695078568896,0.6317124473950663,0.5494546990903776,0.9112479384277076,0.8727638243435016,0.129053879612397,0.08875206157229243,9f71a36ad112b48bd0e42643c220b776ab7e3661d1f728487482b25eef52d99c
p22,9,C09_DUAL_SPARSE_SNF10,candidate,0.3135093053863123,0.4728378073987109,0.3931735563925116,0.948829026937878,0.9442227618138477,0.05765580318570386,0.05117097306212204,ede60494ebef1222a37b2188cdf8e87b198405dad9185cb1e6cb9aa09eb94ce1
p22,9,C10_DUAL_MEAN_SPATIAL05,candidate,0.4788080557717557,0.6396358239461692,0.5592219398589625,0.911786695986806,0.8755832937055199,0.12602798758665845,0.08821330401319405,fa67c8bd9807ad7633e41e43da09ce6b48865457bee37629a072cd41828888c0
p22,9,C11_DUAL_MEAN_SPATIAL10,candidate,0.4821283455509032,0.6426583205694978,0.5623933330602005,0.914084661902144,0.8792711174379253,0.12280713183773234,0.08591533809785601,2213f27362e43c481564edf907f69ee4a7384b8a9a989bc246b1a2807cfc1613
p22,9,REFERENCE_G00_H00,reference,0.4026354873447909,0.5422001904608634,0.4724178389028272,0.8092798240791643,0.7749547174206683,0.23067834693210484,0.19072017592083568,c4f6e710c14fc0f81caba6a27d5f8e978c1cb8d52900b71c7638a7dead455d11
