dataset,seed,candidate_id,delta_ari,delta_nmi,delta_q,delta_neighbor_agreement,delta_moran_i,delta_geary_c,delta_boundary_disagreement,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement
a1,2,C06_DUAL_ROW_STOCHASTIC_MEAN,-0.011049075652583784,0.008339355817964467,-0.0013548599173096587,0.014128864490031812,0.044646750851115136,-0.03873791953094019,-0.014128864490031812,0.2676255761490585,0.3994109568691854,0.333518266509122,0.644813637676972,0.5752571050268502,0.43626555769905273,0.355186362323028
a1,2,C07_DUAL_LOCAL_RELIABILITY,-0.011676129828472048,0.008331237441876527,-0.0016724461932977608,0.01077723201386882,0.03905416822041996,-0.032991899560103566,-0.01077723201386882,0.26699852197317026,0.39940283849309743,0.3332006802331339,0.641462005200809,0.5696645223961551,0.44201157766988936,0.358537994799191
a1,2,C08_SIX_VIEW_SUPPORT_MEDIAN,-0.011579779137270263,0.009078907557718008,-0.0012504357897761276,0.008321294423576986,0.03721352434625347,-0.031091499297893233,-0.008321294423576986,0.26709487266437204,0.4001505086089389,0.3336226906366555,0.6390060676105171,0.5678238785219886,0.4439119779320997,0.36099393238948285
a1,2,C09_DUAL_SPARSE_SNF10,-0.07007310392193475,-0.02739318544066971,-0.04873314468130224,0.1184050852354811,0.16853940259195066,-0.16354629271871574,-0.1184050852354811,0.20860154787970756,0.3636784156105512,0.2861399817451294,0.7490898584224213,0.6991497567676858,0.3114571845112772,0.25091014157757874
a1,2,C10_DUAL_MEAN_SPATIAL05,-0.011778673597933498,0.009855126916284762,-0.0009617733408243678,0.02340364056631039,0.054076650415058714,-0.047863352180041285,-0.02340364056631039,0.2668959782037088,0.40092672796750567,0.33391135308560727,0.6540884137532506,0.5846870045907938,0.42714012504995164,0.34591158624674945
a1,2,C11_DUAL_MEAN_SPATIAL10,-0.015688456637089176,0.010713847844698976,-0.0024873043961951558,0.03834151979196765,0.06850124009119263,-0.061678602704107355,-0.03834151979196765,0.2629861951645531,0.4017854488959199,0.3323858220302365,0.6690262929789078,0.5991115942669277,0.41332487452588557,0.3309737070210922
a1,3,C00_G04_H05_CONFIRMED,-0.0034017750497876142,0.01588848123750214,0.006243353093857262,0.06977752094770295,0.08173088370773252,-0.07078272558878007,-0.06977752094770295,0.2640021001278234,0.40423792852924534,0.33412001432853433,0.6338052585957815,0.574343599235682,0.44028730010544403,0.3661947414042185
a1,3,C01_G00_H05,-0.013385663127713276,-0.002987503901670685,-0.008186583514691925,0.09728402195897146,0.10717924208121521,-0.09890744330783874,-0.09728402195897146,0.2540182120498977,0.3853619433900725,0.31969007771998514,0.66131175960705,0.5997919576091647,0.41216258238638537,0.33868824039295
a1,3,C02_DUAL_ARITHMETIC_MEAN,-0.003723096331055442,0.012308003259352385,0.004292453464148527,0.08702687084657612,0.09315298529505667,-0.08437950922086279,-0.08702687084657612,0.26368077884655555,0.4006574505510956,0.3321691146988256,0.6510546084946547,0.5857657008230062,0.4266905164733613,0.3489453915053453
a1,3,C03_DUAL_ELEMENTWISE_MAX,-0.005448016136261613,0.011929251251537765,0.0032406175576381036,0.07824328228835598,0.08183905851389361,-0.07361901158481332,-0.07824328228835598,0.2619558590413494,0.40027869854328096,0.3311172787923152,0.6422710199364345,0.5744517740418431,0.4374510141094108,0.35772898006356546
a1,3,C04_DUAL_ELEMENTWISE_MIN,-0.018751729121691763,-0.009011572962432324,-0.013881651042062015,0.12042762207454494,0.1416328794634344,-0.13220987530368467,-0.12042762207454494,0.24865214605591923,0.3793378743293109,0.31399501019261505,0.6844553597226235,0.6342455949913839,0.37886015039053944,0.3155446402773765
a1,3,C05_DUAL_HARMONIC_INTERSECTION,-0.018626467850687584,-0.00878996196930848,-0.013708214909998018,0.12366368101704717,0.14646180472290815,-0.13709312034276855,-0.12366368101704717,0.2487774073269234,0.3795594853224347,0.31416844632467905,0.6876914186651257,0.6390745202508576,0.37397690535145556,0.31230858133487427
a1,3,C06_DUAL_ROW_STOCHASTIC_MEAN,-0.0040720662454276635,0.013063022072496877,0.004495477913534662,0.09173649234325343,0.09646712636304755,-0.08791166213222917,-0.09173649234325343,0.26333180893218333,0.4014124693642401,0.33237213914821173,0.655764229991332,0.589079841890997,0.42315836356199493,0.344235770008668
a1,3,C07_DUAL_LOCAL_RELIABILITY,-0.004425458558634299,0.012468815077872675,0.004021678259619188,0.08887604738514887,0.09495633443540052,-0.08607314540812377,-0.08887604738514887,0.2629784166189767,0.4008182623696159,0.33189833949429626,0.6529037850332274,0.58756904996335,0.42499688028610033,0.34709621496677256
a1,3,C08_SIX_VIEW_SUPPORT_MEDIAN,-0.0039880439502572584,0.011840897629778246,0.003926426839760522,0.0870557642299914,0.09291944835819999,-0.0841478171048402,-0.0870557642299914,0.26341583122735374,0.40019034492152145,0.3318030880744376,0.65108350187807,0.5855321638861495,0.4269222085893839,0.34891649812193004
a1,3,C09_DUAL_SPARSE_SNF10,-0.06601685714594949,-0.02080118279470411,-0.043409019970326757,0.1842819994221323,0.21188692311954715,-0.2038411066657026,-0.1842819994221323,0.2013870180316615,0.3675482644970391,0.2844676412643503,0.7483097370702109,0.7044996386474967,0.3072289190285215,0.25169026292978913
a1,3,C10_DUAL_MEAN_SPATIAL05,-0.012027340681315613,0.009011342396369137,-0.0015079991424732375,0.1034094192429934,0.11180112737361514,-0.1029850303635787,-0.1034094192429934,0.2553765344962954,0.39736078968811234,0.32636866209220383,0.667437156891072,0.6044138429015646,0.4080849953306454,0.33256284310892803
a1,3,C11_DUAL_MEAN_SPATIAL10,-0.020067263074783626,0.002345713739439592,-0.008860774667671989,0.11930078012135226,0.12868615767019198,-0.11959472250490616,-0.11930078012135226,0.24733661210282737,0.3906951610311828,0.3190158865670051,0.6833285177694308,0.6212988731981415,0.39147530318931795,0.3166714822305692
a1,4,C00_G04_H05_CONFIRMED,-0.006796361702951448,0.013956233075035018,0.003579935686041813,0.03519214099971102,0.05105340589301788,-0.04387219100037498,-0.03519214099971102,0.2650444081657329,0.40158324045111066,0.33331382430842177,0.6429355677549841,0.5856323521166924,0.4281300037201784,0.35706443224501594
a1,4,C01_G00_H05,-0.01363879492749226,0.0011055476474864379,-0.006266623640002855,0.05137243571222194,0.06157624825132879,-0.05576001325958124,-0.05137243571222194,0.25820197494119207,0.3887325550235621,0.3234672649823771,0.659115862467495,0.5961551944750033,0.41624218146097214,0.340884137532505
