fraction_of_training,state_file_saved,state_sha256,step
0.0,False,bb0b5521ab97b7c76c56720839435ddb3ad257f525aaefec31df79912fe04229,0
0.005,False,1f65db661bbeb4b8dbd71b7044f12e0ebdedecf3cb70d27293b5fd934bb4990f,1
0.025,False,4dde88fb0825dc2ad478b56a48c9fa824f407a44c62b554496621fc812e8b9c2,5
0.05,False,fb8c548bd335036232231950836700504dc144d8f72c84ad07280f38f31cef95,10
0.1,False,441b07938bb834b21f6f13d09521e2fd29e7bb5f6dd0142a07d8c9ab4b4c9471,20
0.2,False,f4aafecec159842fea516f1dc21ebd9deebf8d987ec39c3c95588d13329dee00,40
0.4,False,a26874f04ea6cf402487a4c248fff07fb9a2857b4819ac5a6682e324f61a82e7,80
0.5,False,e3b23732dc4001ca8b17ab423ef9affaecba9fc9da31dadc4e176699473796c2,100
1.0,False,fa753c83751fd6b4512394090bc8008640ec7f273082d200d657cccd2fb99e2f,200
