ami,ari,boundary_disagreement,cpu_peak_rss_mib,dataset,embedding_davies_bouldin,embedding_silhouette,fmi,gpu_peak_allocated_mib,gpu_peak_reserved_mib,homogeneity,hungarian_balanced_accuracy,hungarian_macro_f1,hungarian_weighted_f1,n_observations_evaluated,n_observations_trained,nmi,runtime_seconds,seed,spatial_cluster_geary_mean,spatial_cluster_moran_mean,spatial_neighbor_agreement,v_measure,variant
0.5995541439718038,0.5289223073422092,0.509626955475331,1365.0078125,placenta,1.5256763133717295,0.22747255861759186,0.6097857338395962,444.79833984375,474.0,0.6501668476089641,0.5104495918170147,0.47792574993291226,0.699182814572314,1662,1662,0.6046703975363868,7.839136587455869,2,0.6897789388974914,0.4793553624664759,0.49037304452466907,0.6046703975363867,DROP_CORR1
0.6179573399306907,0.5551500979859223,0.49338146811071004,1365.0078125,placenta,1.6066544104334632,0.2235703468322754,0.6319230448409874,444.79833984375,474.0,0.6662726775944467,0.5694959010290404,0.526074198651303,0.7220582887485884,1662,1662,0.6228689661668285,7.315053099766374,3,0.6631406838308842,0.5185095781684363,0.50661853188929,0.6228689661668284,DROP_CORR1
0.6052827511617315,0.5523970587959407,0.5072202166064982,1365.0078125,placenta,1.667630643161699,0.20787031948566437,0.629674115395536,444.79833984375,474.0,0.6538551577055812,0.5682929017311968,0.5344480969585297,0.7220951002671646,1662,1662,0.6103474155415768,7.252124555408955,4,0.6472812662091425,0.5136357871016666,0.4927797833935018,0.6103474155415769,DROP_CORR1
0.6092821263283992,0.5361801745331437,0.49638989169675085,1365.0078125,placenta,1.7271549105770159,0.20554909110069275,0.6155637935586863,444.79833984375,474.0,0.6565982454532476,0.5652947524290421,0.5183517535856369,0.7123327110793838,1662,1662,0.6143085849908555,7.4702111184597015,0,0.6514484817713597,0.5152447422808262,0.5036101083032491,0.6143085849908555,DROP_CORR2
0.6459525475093173,0.647435484391528,0.4723225030084236,1365.0078125,placenta,1.6108597417206663,0.232543483376503,0.709585082250756,444.79833984375,474.0,0.6894668092921588,0.594254888223664,0.5480655615295582,0.7604572265292933,1662,1662,0.6505570130648467,8.668831815943122,1,0.6525221017834404,0.5261464317778808,0.5276774969915764,0.6505570130648467,DROP_CORR2
0.6441981159305246,0.6353526822895217,0.48676293622142,1365.0078125,placenta,1.5710537176992985,0.1987530142068863,0.6989673709404679,444.79833984375,474.0,0.6789210475111845,0.5935330472986754,0.5678024707512845,0.7607216697657498,1662,1662,0.6488647543845057,9.012435471639037,2,0.6850563693916853,0.47528906309724517,0.51323706377858,0.6488647543845057,DROP_CORR2
0.6397864153001903,0.6405504318100526,0.47833935018050544,1365.0078125,placenta,1.6388983044945582,0.233732208609581,0.7038100797338124,444.79833984375,474.0,0.6832416773894723,0.5936381320036572,0.5444586393120977,0.7581746118756569,1662,1662,0.6444677293532795,7.515733651816845,3,0.647433119833811,0.5235251790327269,0.5216606498194946,0.6444677293532793,DROP_CORR2
0.6407303886839334,0.6415343294026598,0.4771359807460891,1365.0078125,placenta,1.6566265002371376,0.22712662816047668,0.7046278563187711,444.79833984375,474.0,0.6845308008112869,0.5904908341186628,0.5436488133912195,0.7564213934510318,1662,1662,0.6453983613260154,8.02189439535141,4,0.6491700725477897,0.5245394946278019,0.5228640192539109,0.6453983613260154,DROP_CORR2
0.7510160480133227,0.6894677009057026,0.5914560770156438,1365.0078125,placenta,1.5656374959047583,0.22318217158317566,0.7456226472149566,417.62451171875,474.0,0.8022894555306453,0.5906759183913955,0.5745108019447719,0.7827318295091271,1662,1662,0.7542445280586764,7.00712495110929,0,0.7496975153648399,0.33202661800765004,0.4085439229843562,0.7542445280586763,UNIFORM_WITHIN
0.764974647625893,0.7742324684961774,0.5746089049338147,1365.0078125,placenta,1.5571706695253191,0.2546261250972748,0.8155132176024645,417.62451171875,474.0,0.8075158380400307,0.6198882701766804,0.5966557365327244,0.81946315829696,1662,1662,0.7680645084280995,7.38223977573216,1,0.7395271062116575,0.3506638110529782,0.42539109506618533,0.7680645084280995,UNIFORM_WITHIN
