lane,start_candidate,n,k,view1_shape,view2_shape,retained_shape,registered_graph_nnz,five_graph_names,backward_parameter_update,strict_checkpoint_reload,fresh_process_replay_round1,fresh_process_replay_round2,labels_read_by_producer,bank_sha256,checkpoint_sha256
HUMAN_HIPPOCAMPUS_K7,GEOM_FEATURE_NCUT_K24,2500,7,"[2500, 64]","[2500, 64]","[2500, 64]",10200,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,d39b61ab10dc144ffb37f5f9b17065e816f38f6c8a3bafb25b5aa3ac547757b5,e8af7ded943af1db27e36eae57ccf6a7fcad33b84564533836d92627bbce047e
HUMAN_HIPPOCAMPUS_K7,GEOM_LEIDEN_FEATURE,2500,7,"[2500, 64]","[2500, 64]","[2500, 64]",10200,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,72f434105e6e0e13c52caa553ea614488e2f4624d219c8a76ccb66702cb8615e,25eda9beb7caaf82a74afcca6364220efe66623f4bbccf0dcd7999f3f0e3a54e
HUMAN_HIPPOCAMPUS_K7,NIGHT16H_FROZEN_SELECTOR,2500,7,"[2500, 64]","[2500, 64]","[2500, 64]",10200,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,1cee67dca2d9d894fbe5e511b5d35a3a1e0c33254a9b2a61b0354f46a0c0aaad,833a53e5c4849e2b0ef9296f804d6420ee9246fad902d66f5905417fdbb012d5
MELANOMA_TUMOR_K2,GEOM_FEATURE_NCUT_K24,833,2,"[833, 64]","[833, 64]","[833, 64]",4222,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,46c6a5e2e7021031808c2150e3201698b575fd51e973f7461072bca3820b27ed,d5b476c414ef4329ebcd8addd7e4332e2253898f68d1194b50fb88946b6bd1c6
MELANOMA_TUMOR_K2,GEOM_LEIDEN_FEATURE,833,2,"[833, 64]","[833, 64]","[833, 64]",4222,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,d8bda2e993b1e82da4b7da317f2258d54d2b2d01c16a31d6a9d9e856cf82ff63,c2f67f2680168a4f823159fd6361d3e81397790e02fb2bd714d7c4abf92496b9
MELANOMA_TUMOR_K2,NIGHT16H_FROZEN_SELECTOR,833,2,"[833, 64]","[833, 64]","[833, 64]",4222,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,0444f813eab5dbdda112ed2c02cee3ab756791828ffd5e0c41ba57a7744824aa,7ae71a94277c1d936ed5665313572fdb5c128701d8c4bbc58f3c2a809ffd6fd5
MISAR_K7,GEOM_FEATURE_NCUT_K24,1949,7,"[1949, 30]","[1949, 50]","[1949, 64]",8070,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,572769d3c356617540b03e449af0cb548b722857df2c302ebb85239357bd51b0,b392f6c6e673cf06d3fa333e8aa3a2195302c5829796d552a529f17b407acbcb
MISAR_K7,NIGHT16H_FROZEN_SELECTOR,1949,7,"[1949, 30]","[1949, 50]","[1949, 64]",8070,retained_feature_k12|retained_feature_k24|view1_feature_k12|view2_feature_k12|registered_spatial,PASS,PASS,PASS,PASS,0,0cbe60492c89a28a16c6fd9fce2598dc4f20afda32ccf7e1cedddfa6ccb7d623,9a13a19746cf7f4343d1a43f2d06491962428575643048864587eaa484f4a89c
