dataset,hungarian_f1,seed,true_domain,variant
a1,0.0,3,trabeculae,UNIFORM_WITHIN
a1,0.39999999999999997,4,capsule,UNIFORM_WITHIN
a1,0.6397466349960412,4,cortex,UNIFORM_WITHIN
a1,0.42909090909090913,4,follicle,UNIFORM_WITHIN
a1,0.17194570135746606,4,hilum,UNIFORM_WITHIN
a1,0.46573816155988856,4,medulla cords,UNIFORM_WITHIN
a1,0.5863607393244105,4,medulla sinuses,UNIFORM_WITHIN
a1,0.023529411764705885,4,medulla vessels,UNIFORM_WITHIN
a1,0.691119691119691,4,pericapsular adipose tissue,UNIFORM_WITHIN
a1,0.08695652173913043,4,subcapsular sinus,UNIFORM_WITHIN
a1,0.0,4,trabeculae,UNIFORM_WITHIN
a1,0.22047244094488191,0,capsule,UNIFORM_CROSS
a1,0.6926677067082684,0,cortex,UNIFORM_CROSS
a1,0.3715170278637771,0,follicle,UNIFORM_CROSS
a1,0.2816901408450705,0,hilum,UNIFORM_CROSS
a1,0.4712451144611949,0,medulla cords,UNIFORM_CROSS
a1,0.624468085106383,0,medulla sinuses,UNIFORM_CROSS
a1,0.03187250996015936,0,medulla vessels,UNIFORM_CROSS
a1,0.5939393939393939,0,pericapsular adipose tissue,UNIFORM_CROSS
a1,0.1942857142857143,0,subcapsular sinus,UNIFORM_CROSS
a1,0.0,0,trabeculae,UNIFORM_CROSS
a1,0.38011695906432746,1,capsule,UNIFORM_CROSS
a1,0.5752448797862867,1,cortex,UNIFORM_CROSS
a1,0.42424242424242425,1,follicle,UNIFORM_CROSS
a1,0.14388489208633093,1,hilum,UNIFORM_CROSS
a1,0.3683890577507599,1,medulla cords,UNIFORM_CROSS
a1,0.6475073313782991,1,medulla sinuses,UNIFORM_CROSS
a1,0.04954954954954955,1,medulla vessels,UNIFORM_CROSS
a1,0.6537717601547388,1,pericapsular adipose tissue,UNIFORM_CROSS
a1,0.0398671096345515,1,subcapsular sinus,UNIFORM_CROSS
a1,0.0,1,trabeculae,UNIFORM_CROSS
a1,0.3448275862068966,2,capsule,UNIFORM_CROSS
a1,0.627017841971113,2,cortex,UNIFORM_CROSS
a1,0.41726618705035967,2,follicle,UNIFORM_CROSS
a1,0.1610169491525424,2,hilum,UNIFORM_CROSS
a1,0.47392290249433106,2,medulla cords,UNIFORM_CROSS
a1,0.6129032258064516,2,medulla sinuses,UNIFORM_CROSS
a1,0.031141868512110725,2,medulla vessels,UNIFORM_CROSS
a1,0.7174721189591078,2,pericapsular adipose tissue,UNIFORM_CROSS
a1,0.03726708074534161,2,subcapsular sinus,UNIFORM_CROSS
a1,0.0,2,trabeculae,UNIFORM_CROSS
a1,0.3283582089552239,3,capsule,UNIFORM_CROSS
a1,0.5947368421052631,3,cortex,UNIFORM_CROSS
a1,0.3944636678200692,3,follicle,UNIFORM_CROSS
a1,0.14492753623188406,3,hilum,UNIFORM_CROSS
a1,0.3954050785973398,3,medulla cords,UNIFORM_CROSS
a1,0.47647058823529415,3,medulla sinuses,UNIFORM_CROSS
a1,0.0989247311827957,3,medulla vessels,UNIFORM_CROSS
a1,0.6071428571428571,3,pericapsular adipose tissue,UNIFORM_CROSS
a1,0.03448275862068966,3,subcapsular sinus,UNIFORM_CROSS
a1,0.0,3,trabeculae,UNIFORM_CROSS
a1,0.35654596100278557,4,capsule,UNIFORM_CROSS
a1,0.6601307189542484,4,cortex,UNIFORM_CROSS
a1,0.3972602739726027,4,follicle,UNIFORM_CROSS
a1,0.15671641791044774,4,hilum,UNIFORM_CROSS
a1,0.3995082974800246,4,medulla cords,UNIFORM_CROSS
a1,0.5930372148859544,4,medulla sinuses,UNIFORM_CROSS
a1,0.042857142857142864,4,medulla vessels,UNIFORM_CROSS
a1,0.6043737574552683,4,pericapsular adipose tissue,UNIFORM_CROSS
a1,0.037383177570093455,4,subcapsular sinus,UNIFORM_CROSS
a1,0.0,4,trabeculae,UNIFORM_CROSS
a1,0.38690476190476186,0,capsule,UNIFORM_ALL
a1,0.7038167938931297,0,cortex,UNIFORM_ALL
a1,0.38283828382838286,0,follicle,UNIFORM_ALL
a1,0.15217391304347827,0,hilum,UNIFORM_ALL
a1,0.45652173913043476,0,medulla cords,UNIFORM_ALL
a1,0.5266106442577031,0,medulla sinuses,UNIFORM_ALL
a1,0.06766917293233082,0,medulla vessels,UNIFORM_ALL
a1,0.5913757700205339,0,pericapsular adipose tissue,UNIFORM_ALL
a1,0.0149812734082397,0,subcapsular sinus,UNIFORM_ALL
a1,0.0,0,trabeculae,UNIFORM_ALL
a1,0.391566265060241,1,capsule,UNIFORM_ALL
a1,0.6832797427652734,1,cortex,UNIFORM_ALL
a1,0.3532934131736527,1,follicle,UNIFORM_ALL
a1,0.0,1,hilum,UNIFORM_ALL
a1,0.440207972270364,1,medulla cords,UNIFORM_ALL
a1,0.6251541307028359,1,medulla sinuses,UNIFORM_ALL
a1,0.05533596837944665,1,medulla vessels,UNIFORM_ALL
a1,0.6431372549019608,1,pericapsular adipose tissue,UNIFORM_ALL
a1,0.13253012048192772,1,subcapsular sinus,UNIFORM_ALL
a1,0.0,1,trabeculae,UNIFORM_ALL
a1,0.38011695906432746,2,capsule,UNIFORM_ALL
a1,0.7149390243902439,2,cortex,UNIFORM_ALL
a1,0.39999999999999997,2,follicle,UNIFORM_ALL
a1,0.01234567901234568,2,hilum,UNIFORM_ALL
a1,0.4687144482366325,2,medulla cords,UNIFORM_ALL
a1,0.6423529411764707,2,medulla sinuses,UNIFORM_ALL
a1,0.07659574468085106,2,medulla vessels,UNIFORM_ALL
a1,0.6883365200764818,2,pericapsular adipose tissue,UNIFORM_ALL
a1,0.14426229508196722,2,subcapsular sinus,UNIFORM_ALL
a1,0.0,2,trabeculae,UNIFORM_ALL
a1,0.38840579710144923,3,capsule,UNIFORM_ALL
a1,0.6054888507718696,3,cortex,UNIFORM_ALL
a1,0.39999999999999997,3,follicle,UNIFORM_ALL
a1,0.14492753623188406,3,hilum,UNIFORM_ALL
a1,0.4173602853745541,3,medulla cords,UNIFORM_ALL
