bh_fdr_q_value,channel,dataset,domain,domain_mean,domain_median,domain_n,epsilon_squared,kruskal_h,n_domains,n_observations,p_value,seed
1.4337596213925602e-10,rna_spatial_attention,a1,cortex,0.5318402687352334,0.5258612036705017,753,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,follicle,0.48162559047341347,0.4842633605003357,60,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,hilum,0.5314749919849894,0.5151437520980835,23,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,medulla cords,0.4953867861066603,0.49949876964092255,1188,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,medulla sinuses,0.49314157532030245,0.49206820130348206,797,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,medulla vessels,0.4660430555803734,0.4365330636501312,57,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,pericapsular adipose tissue,0.49700644859112797,0.5060177147388458,320,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,subcapsular sinus,0.5062907420702882,0.5110958814620972,74,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_spatial_attention,a1,trabeculae,0.6360197216272354,0.6366526186466217,8,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,capsule,0.4515548076699762,0.45127223432064056,204,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,cortex,0.4681597336790318,0.4741387963294983,753,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,follicle,0.5183744135002295,0.5157366394996643,60,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,hilum,0.4685250119022701,0.4848562777042389,23,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,medulla cords,0.504613215580382,0.5005012154579163,1188,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,medulla sinuses,0.5068584243618559,0.5079318284988403,797,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,medulla vessels,0.5339569418053878,0.5634669065475464,57,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,pericapsular adipose tissue,0.5029935496859252,0.49398230016231537,320,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,subcapsular sinus,0.49370925088186524,0.488904133439064,74,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
1.4337596213925602e-10,rna_feature_attention,a1,trabeculae,0.3639802671968937,0.3633473664522171,8,0.016199431729753452,65.2768258291635,10,3484,1.274452996793387e-10,1
7.472099369772495e-36,modality2_spatial_attention,a1,capsule,0.45644203266676736,0.44431746006011963,204,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,cortex,0.497584794443917,0.49781015515327454,753,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,follicle,0.45923690497875214,0.4539451599121094,60,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,hilum,0.5217602939709373,0.5259568095207214,23,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,medulla cords,0.518814324241395,0.5059587061405182,1188,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,medulla sinuses,0.48904765886225393,0.4653910994529724,797,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,medulla vessels,0.5171023748422924,0.4939456880092621,57,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
7.472099369772495e-36,modality2_spatial_attention,a1,pericapsular adipose tissue,0.5608011521864682,0.5621589422225952,320,0.05217270304832752,190.24797038988982,10,3484,3.653026358555442e-36,1
