step,fraction_of_training,state_sha256,state_file_saved
0,0.0,bb0b5521ab97b7c76c56720839435ddb3ad257f525aaefec31df79912fe04229,False
1,0.005,e5756d58e5fbefd1173efe3d84c95e9241768fb476fd9656dee6a281aa8635f7,False
5,0.025,33872f016503f607d891decdd5c3835d7c4ce67452394e27f58724d9b37f036b,False
10,0.05,daea242dbc7ca4049f2099dd8ce8d78df2872e93d428cc70a33e08ad753afb7c,False
20,0.1,7061a23f49a4fc4492c14c6a5fcbd364e0b5d1f509462bf223cbb2878e179939,False
40,0.2,7215afa31c621cde40689e6af7ef127b5add1cc2aafb107d272ce9694d3aac17,False
80,0.4,437622e0fb33900461fe77dc5ae662552e04fc0ef67e107edb1b56447dd06e10,False
100,0.5,f9b57a8cadab36b9771a49a793c25a43da646cc65042fd9a7f84f2235defedcd,False
200,1.0,4be5ea77935e3d1cfe7dc4c5e72317a0646c5f7a9a7a80126b11fc146dc26b1b,True
