step,fraction_of_training,state_sha256,state_file_saved
0,0.0,bb0b5521ab97b7c76c56720839435ddb3ad257f525aaefec31df79912fe04229,False
1,0.005,8bc525349efb414c078d5891d2ba28ee46e85d06052d2e668ebcee96a14c4573,False
5,0.025,a6fee83b94b48196c033514575711161b2b0b13e04a36ebd247a740305000f48,False
10,0.05,25c4038fa92f54df607c279515ecd14a5cf96b93279a5c0bfc9c5de52c803100,False
20,0.1,f5d8fdb9e1a03109393851e6cfe25ce0091e7c900b3687ede32c7f8f18dfbabb,False
40,0.2,f6b07e56786c8797588c89c72750c2c161efea4e9b40736c3a2dc7dd262abffb,False
80,0.4,376a6d8e74d034eea29904ba04f7a928242cd3f2cd089e26e8a0671887985155,False
100,0.5,db79b8840c9e8967089ee4f882a367c8ec21ea2631696f4473d0037164c709a8,False
200,1.0,0d9e3d5ec8b4bd2f08bd28d2cf3c6f53c3bac46fb692405a239328a56c6db627,True
