corr1_raw_rms_gradient,corr1_weighted_gradient_influence,corr1_weighted_gradient_share,corr2_raw_rms_gradient,corr2_weighted_gradient_influence,corr2_weighted_gradient_share,diagnostic_grad_fields_unchanged,diagnostic_optimizer_state_unchanged,diagnostic_parameter_state_unchanged,diagnostic_rng_state_unchanged,fraction_of_training,mod2_recon_raw_rms_gradient,mod2_recon_weighted_gradient_influence,mod2_recon_weighted_gradient_share,rna_recon_raw_rms_gradient,rna_recon_weighted_gradient_influence,rna_recon_weighted_gradient_share,step
0.00020484190623477907,0.0,0.0,0.00011295366812524134,2.479489998354394e-05,0.3333333482007681,True,True,True,True,0.0,0.00020789659046868285,2.47949001180307e-05,0.3333333500087577,6.772303428254714e-06,2.479489653132831e-05,0.3333333017904742,0
0.00019868791409994102,0.0,0.0,0.00010917747442261299,2.396597298427781e-05,0.33736801006441003,True,True,True,True,0.000625,0.00020131822521003115,2.4010327801762902e-05,0.33799239099488726,6.2989297798728646e-06,2.306177119862151e-05,0.3246395989407026,1
0.00017944791272277695,0.0,0.0,9.522944917570406e-05,2.0904187592929646e-05,0.35020946745079023,True,True,True,True,0.003125,0.00017943415570244973,2.1400312330161115e-05,0.3585210834484271,4.748696938044079e-06,1.7386026849624204e-05,0.2912694491007826,5
0.00016764837949922694,0.0,0.0,8.032393118908437e-05,1.76322192379811e-05,0.35175233817095475,True,True,True,True,0.00625,0.0001598011653023618,1.905877303463445e-05,0.38021124210850155,3.6697620084167307e-06,1.3435808105358582e-05,0.2680364197205437,10
0.00017452423787932687,0.0,0.0,5.79187061641269e-05,1.271396095719072e-05,0.3153529505501094,True,True,True,True,0.0125,0.000137063924471364,1.634700362036344e-05,0.4054657586013225,3.074286892692628e-06,1.1255642370350326e-05,0.2791812908485682,20
0.0002256826932443915,0.0,0.0,3.399947595890749e-05,7.4633574976892035e-06,0.2253684729286784,True,True,True,True,0.025,0.0001180528094820772,1.4079632634484909e-05,0.4251578873466938,3.161037252253931e-06,1.15732545701233e-05,0.3494736397246278,40
0.00033803643528691074,0.0,0.0,2.05976566228382e-05,4.521471894939962e-06,0.15227415960128823,True,True,True,True,0.05,0.00010338685389841797,1.2330489452230157e-05,0.41526630319479796,3.507302391460881e-06,1.2841007616040043e-05,0.43245953720391384,80
0.00044190489221738533,0.0,0.0,1.0003512330386818e-05,2.1959099853319595e-06,0.151959254134387,True,True,True,True,0.2,4.6285342559327335e-05,5.5202465951948115e-06,0.38200680394323266,1.8394120882908226e-06,6.734493350868523e-06,0.46603394192238023,320
0.0005889233299157543,0.0,0.0,9.234297283445235e-06,2.0270565919777376e-06,0.18653683370476698,True,True,True,True,0.5,3.379391474646756e-05,4.030449652141505e-06,0.3708960664898955,1.3135738867236212e-06,4.809283717513604e-06,0.44256709980533754,800
0.000642572630269677,0.0,0.0,7.228175698542242e-06,1.5866850230142077e-06,0.19786356450307074,True,True,True,True,1.0,2.7356139172358368e-05,3.262644841189685e-06,0.40685991776678265,8.657649834847476e-07,3.169756555264626e-06,0.39527651773014666,1600
