lane,representation_source,candidate_id,candidate_partition_sha256,ari,nmi,ami,fmi,homogeneity,v_measure,n_total,n_eval,observed_k_full,min_cluster_size_full,cluster_sizes_full,min_cluster_size_eval,cluster_sizes_eval,neighbor_agreement,moran_indicator_macro,geary_indicator_macro,label_access,evidence_board
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_KMEANS_RAW,7e1a6577b01da3534b037de82944cce876abb922bc43b453cc9eedacf165a656,0.4453776239496849,0.5981264667413898,0.5974237872358232,0.530909840576911,0.6005646318466484,0.5981264667413897,9196,9196,9,205,205|593|621|697|747|990|1149|1860|2334,205,205|593|621|697|747|990|1149|1860|2334,0.9468897976754197,0.9228203606876136,0.07755994921395473,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_GMM_FULL,e1e036a2fb1b24a2b087ac7aaa6988a9e4a863a061fdc7606445c19a68dc70ec,0.4482795341934414,0.6017631032605388,0.6010799768528363,0.5293520125861031,0.6149827499044205,0.6017631032605388,9196,9196,9,328,328|670|696|803|984|995|1086|1522|2112,328,328|670|696|803|984|995|1086|1522|2112,0.94635170038743,0.929363912848253,0.07102070615170952,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_FEATURE_NCUT_K12,90550dceff9b1bc7274492141c582da1f333b8f825a1d8e8bc2ccb877a1d3cfd,0.3679396831948574,0.5438842643334181,0.5431215926831755,0.45598740239162927,0.5695562523698996,0.5438842643334181,9196,9196,9,778,778|895|900|993|1045|1073|1076|1092|1344,778,778|895|900|993|1045|1073|1076|1092|1344,0.9712656048213517,0.9682083894191794,0.03225851903227694,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_FEATURE_NCUT_K24,c0813e4573ac3d048130e25b1525913d4dbfee34f4362c94104c99af37779aea,0.45098203874077225,0.6118847723362093,0.6112354519549832,0.5290353099390657,0.6404278748368841,0.6118847723362092,9196,9196,9,821,821|847|902|941|952|1068|1111|1191|1363,821,821|847|902|941|952|1068|1111|1191|1363,0.9616874730951356,0.9565357437324591,0.04368488504398812,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_JOINT_NCUT_S025,106a1d9f222cd7931e6127819138c8b21c4a2794b7ad9df34689185f713aaff5,0.32709372453628605,0.5111661131801174,0.5103457151535119,0.420619844806443,0.5334012416043042,0.5111661131801173,9196,9196,9,655,655|782|800|926|1080|1146|1212|1221|1374,655,655|782|800|926|1080|1146|1212|1221|1374,0.9714270340077485,0.9680448199921469,0.03238302729811715,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_JOINT_NCUT_S100,e85124fa637135fbd705d1320cac7b6d9a95c9b0e3af2e7f24335318bfbd3eac,0.29093896409677134,0.48485936367310545,0.4839976877996475,0.38829524192306925,0.5075763712619781,0.48485936367310545,9196,9196,9,693,693|879|977|996|1022|1096|1124|1153|1256,693,693|879|977|996|1022|1096|1124|1153|1256,0.9713194145501507,0.9682634672943227,0.03217746539420378,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_DENSITY_CORRECTED_NCUT,a1c4fc92f5d149aab0ba140ab3d778dc0fd51c9f616bd492394495308b23f441,0.3373721883134693,0.5197904165186228,0.518986302327037,0.42930119348565215,0.543572075889863,0.5197904165186229,9196,9196,9,749,749|778|906|953|1060|1086|1096|1212|1356,749,749|778|906|953|1060|1086|1096|1212|1356,0.97083512699096,0.9675786444679704,0.03291783454688865,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_DIFFUSION_T2,c25b9d5f385893db2f3fda94801c4c6605062f6c1c87b6dadb50a5b954f6cc80,0.27797465668642696,0.49032862769395363,0.4894555931769261,0.3831487958360507,0.5016679841165889,0.4903286276939537,9196,9196,9,501,501|568|638|684|794|1139|1247|1812|1813,501,501|568|638|684|794|1139|1247|1812|1813,0.9714270340077485,0.9704003571251015,0.03218004997134478,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_SPATIAL_NCUT,c7049bf131e7f737ecaa34807e7b1945b46fed062c8dafe48abe9385b9453339,0.2889381548570216,0.4712268276381256,0.4703427340813384,0.38645980298024024,0.4935103654234399,0.4712268276381257,9196,9196,9,770,770|794|993|1014|1020|1108|1127|1156|1214,770,770|794|993|1014|1020|1108|1127|1156|1214,0.9738484718037022,0.9711331212027127,0.029267626696833318,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_GRAPH_ONLY,GEOM_LEIDEN_JOINT,7788526c268a3276b337dbc6fc90580493886bf10393e3d4d016975362c0b4a5,0.3112347075350336,0.5035334727773723,0.5027004461076118,0.4066860931005057,0.5255493037364902,0.5035334727773724,9196,9196,9,637,637|748|869|1043|1074|1079|1114|1226|1406,637,637|748|869|1043|1074|1079|1114|1226|1406,0.974009900990099,0.9714178173293969,0.029215142126275087,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_KMEANS_RAW,4ed6ee6ac989bd77194b0847582780731d0401f40d06350b1026438e7fc34889,0.3398743560861741,0.47285780731942817,0.47189625276963326,0.4497051817476591,0.4592301669370505,0.4728578073194281,9196,9196,9,47,47|153|522|596|977|1007|1268|2205|2421,47,47|153|522|596|977|1007|1268|2205|2421,0.7137860525182953,0.6643785713255206,0.333698757320073,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_GMM_FULL,9ddd28b84a150ee7087d2fdb9cb1f2e7e2722cc3a0b73c8bd0033f877b9b16d5,0.1830819653671401,0.3167057872951915,0.3155276230903797,0.30248913806017186,0.3221847798836558,0.31670578729519144,9196,9196,9,310,310|396|556|831|1003|1286|1534|1603|1677,310,310|396|556|831|1003|1286|1534|1603|1677,0.42165303486870426,0.32752958233804996,0.6723502789574967,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_FEATURE_NCUT_K12,79a837bc7594a372a7e557a5ff8c8308ae69a0748b5132712e378da9c7560e47,0.3502221847101731,0.4859679850054853,0.48508563446902836,0.44592125459170945,0.49615799712739067,0.4859679850054854,9196,9196,9,562,562|566|668|726|765|777|1413|1693|2026,562,562|566|668|726|765|777|1413|1693|2026,0.7041541110632802,0.6493869850329346,0.35210757200152404,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_FEATURE_NCUT_K24,727e6a56b3350bddc08516edbd5c463715df7104abb0528857fc53dd7537b270,0.3490654087239587,0.48085250307873867,0.47996339959413536,0.4444243988410378,0.49200499787792285,0.4808525030787387,9196,9196,9,556,556|673|673|723|767|774|1311|1702|2017,556,556|673|673|723|767|774|1311|1702|2017,0.7028088678433061,0.6457333083942209,0.3555307733069946,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_JOINT_NCUT_S025,0c1831c3a4933c962255396855884f4f29d6bbafc18bc9e4f2b8f6bca0da110d,0.44077960801517163,0.5693825475220524,0.5686483198422879,0.5221481945474127,0.5850909617107071,0.5693825475220524,9196,9196,9,597,597|616|727|746|766|1010|1219|1475|2040,597,597|616|727|746|766|1010|1219|1475|2040,0.8079530779164873,0.7728288455856487,0.22853485032108356,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_JOINT_NCUT_S100,54f41765a41bb0dda3d6218fb0a8dcf563d9be97551ce0a2a572f615cd87ccd1,0.49207926819414743,0.6268834655033682,0.62624748990476,0.5662402094033878,0.6443692038888584,0.6268834655033683,9196,9196,9,613,613|634|765|772|785|842|1288|1438|2059,613,613|634|765|772|785|842|1288|1438|2059,0.8974924666379681,0.8761788064368192,0.12603931217885514,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_DENSITY_CORRECTED_NCUT,e09c970463bb3171865858ab151031e32570477920de4694d14d788d0e664f61,0.3423586125278412,0.47658732315110813,0.4756922341781142,0.4382944898730009,0.48833866945635607,0.47658732315110813,9196,9196,9,575,575|580|747|785|796|797|1196|1740|1980,575,575|580|747|785|796|797|1196|1740|1980,0.6945221696082652,0.6303855578159331,0.37106764753495225,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_DIFFUSION_T2,e373d2272c4401d06e2bc3292bfa5b0c627b17a6e9dbf055e6830571b75502c7,0.29045911881389763,0.496636979901684,0.4956637462030451,0.4327129036501069,0.45700846154480834,0.49663697990168393,9196,9196,9,54,54|95|179|506|608|623|1461|2224|3446,54,54|95|179|506|608|623|1461|2224|3446,0.8871609987085665,0.8301789350805817,0.17046344593794643,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_SPATIAL_NCUT,c7049bf131e7f737ecaa34807e7b1945b46fed062c8dafe48abe9385b9453339,0.2889381548570216,0.4712268276381256,0.4703427340813384,0.38645980298024024,0.4935103654234399,0.4712268276381257,9196,9196,9,770,770|794|993|1014|1020|1108|1127|1156|1214,770,770|794|993|1014|1020|1108|1127|1156|1214,0.9738484718037022,0.9711331212027127,0.029267626696833318,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_LEIDEN_FEATURE,5ab702e75e85698c5db75af417eb69559af4a78d36014bd6a9d9dad6fa294703,0.3506967518522939,0.47741009050424615,0.47648020141565944,0.4529181730699111,0.47250925291426843,0.47741009050424615,9196,9196,9,154,154|184|571|685|765|1365|1418|1897|2157,154,154|184|571|685|765|1365|1418|1897|2157,0.7307899268187689,0.6238073375493534,0.37560926861954946,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_KMEANS_RAW,4d03da02d9111fb53b9b56e94ba45dfc242668ed45c8f6e0c0e313c4ce49b062,0.4710883039953578,0.600489060931043,0.5998100414330684,0.5481018094241809,0.6188913913094388,0.600489060931043,9196,9196,9,707,707|726|767|836|919|968|969|1059|2245,707,707|726|767|836|919|968|969|1059|2245,0.866820921222557,0.8384937895370119,0.16251587095623268,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_GMM_FULL,2564cbc820f5394cb35e4b078c6ffbe5fa974ee8a0648db04097144e5e1b81a5,0.4756905152285979,0.6170029038480467,0.6163481391686357,0.5529698201331076,0.632339815633102,0.6170029038480467,9196,9196,9,643,643|687|701|706|758|1099|1122|1149|2331,643,643|687|701|706|758|1099|1122|1149|2331,0.9218144640551011,0.9038421170532737,0.09790009014702673,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_FEATURE_NCUT_K12,a5bfe0b982c8257e51a92e920cd3202617c0d83be9113f8b33a44e478372acb7,0.47051460664805544,0.630477591930722,0.6298405510631446,0.5497273066890145,0.6410435746881145,0.630477591930722,9196,9196,9,459,459|609|625|659|701|1068|1340|1442|2293,459,459|609|625|659|701|1068|1340|1442|2293,0.9304240206629358,0.9118099439322567,0.08893193116308305,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_FEATURE_NCUT_K24,48c5940faa70dbff75be90ea60aaf2a2a187b2fd78e8cbc21a9c3975b2e3ac08,0.47633967387899295,0.6293803654615128,0.6287424646592623,0.55433701597936,0.6409325966536805,0.6293803654615127,9196,9196,9,446,446|627|673|683|700|1022|1335|1456|2254,446,446|627|673|683|700|1022|1335|1456|2254,0.9179939733103745,0.8970532315769092,0.10515316798542756,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_JOINT_NCUT_S025,3bdb88f9a4d6c85384d27d9f6255dbe103523868b091ee5fc1cf71173760a0cc,0.39898078892065547,0.6110840561907472,0.6104268937584773,0.48438298112830347,0.6334891142662081,0.6110840561907472,9196,9196,9,629,629|680|703|797|889|1228|1336|1358|1576,629,629|680|703|797|889|1228|1336|1358|1576,0.9327916487300904,0.9232662080084368,0.07794503946625614,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_JOINT_NCUT_S100,dc98a939b3e10ac2508bfb8127af75592b319df682809f57de92f38c90c40f99,0.38119622796407177,0.5957085398635068,0.5950246560865046,0.46909989204827984,0.6169065113798206,0.5957085398635068,9196,9196,9,614,614|659|703|766|928|1169|1323|1453|1581,614,614|659|703|766|928|1169|1323|1453|1581,0.9476431338786052,0.9396202951024306,0.06137293983693648,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_DENSITY_CORRECTED_NCUT,7dfdff3b6221728a5dd9fd6c8fe37d54a58ab48d730d433943ff8622423e0b56,0.4301897385896687,0.6112157529321752,0.6105506606737354,0.5133513975577089,0.6261603441314989,0.6112157529321751,9196,9196,9,465,465|598|629|711|843|1237|1267|1470|1976,465,465|598|629|711|843|1237|1267|1470|1976,0.925365906155833,0.9136890812217453,0.08876821063292989,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_DIFFUSION_T2,994cb628b950e4d866e499d7251d63051fa3283efe9aa0cfe0f1ba5709aa0f51,0.44696339480462927,0.6268113900877119,0.6261566944415325,0.5346750197100484,0.6266836713217034,0.6268113900877119,9196,9196,9,377,377|496|584|632|698|761|1228|1845|2575,377,377|496|584|632|698|761|1228|1845|2575,0.9500107619457598,0.9364259188023064,0.06587950784418616,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_SPATIAL_NCUT,c7049bf131e7f737ecaa34807e7b1945b46fed062c8dafe48abe9385b9453339,0.2889381548570216,0.4712268276381256,0.4703427340813384,0.38645980298024024,0.4935103654234399,0.4712268276381257,9196,9196,9,770,770|794|993|1014|1020|1108|1127|1156|1214,770,770|794|993|1014|1020|1108|1127|1156|1214,0.9738484718037022,0.9711331212027127,0.029267626696833318,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_LEIDEN_FEATURE,9124f294818194d01333268def5e618babe8f27561b5d8b123284e17c9033a66,0.5034009988382184,0.641908045066574,0.6412735371803377,0.5798753235253394,0.6400183470002407,0.641908045066574,9196,9196,9,44,44|517|642|699|790|1338|1408|1452|2306,44,44|517|642|699|790|1338|1408|1452|2306,0.9455983641842445,0.918556393839952,0.08142298269227834,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
P22_K9,RETAINED_CARRIER,GEOM_LEIDEN_JOINT,9fc2002565c2fedeeedf5653de636bcad55cdc0dcfd40d17129f1d514a53b84b,0.45569946526046784,0.6488386159878714,0.6482437884940452,0.5339195867300969,0.6710219123845955,0.6488386159878715,9196,9196,9,629,629|684|707|759|797|1135|1343|1500|1642,629,629|684|707|759|797|1135|1343|1500|1642,0.9607188979767542,0.9529134451236961,0.047579990072553355,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_KMEANS_RAW,32e20ecfe059199cf49479dc98d12fed631d65ed0ea764c8173322008076b372,0.30589880863146357,0.5325272994938397,0.5265390034161864,0.4154845407758848,0.5778995181249142,0.5325272994938396,1662,1662,10,59,59|99|100|121|126|163|213|235|264|282,59,59|99|100|121|126|163|213|235|264|282,0.32715454983148773,0.2916807829971432,0.7176109944771805,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_GMM_FULL,8ba314388ef8e5418f471bb0d02bc7612afaceea0167c380b40228a8f9fd483b,0.4696312569052738,0.6243348102937775,0.6194783992730613,0.5584436316666189,0.6722958841529101,0.6243348102937775,1662,1662,10,54,54|72|96|102|129|186|215|224|267|317,54,54|72|96|102|129|186|215|224|267|317,0.31078478574867596,0.24888183279134993,0.7548382282013876,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_FEATURE_NCUT_K12,da21506b5ac560c6c39781070bbefedae1bd3aa4d574a1408824788eb57329d9,0.43780357645479734,0.6116869308892812,0.6067997807255069,0.5322871506914342,0.6734721799032214,0.6116869308892812,1662,1662,10,105,105|113|125|127|144|182|189|206|235|236,105,105|113|125|127|144|182|189|206|235|236,0.2833413577274916,0.20835941324024349,0.7903163741972092,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_FEATURE_NCUT_K24,7dc6e4c417f739cf33980be798cb585c3cce883bf75774d5b3cc836b229d1031,0.3680186783866425,0.552147049085255,0.5465054231048077,0.46975164978146167,0.6074522283989061,0.552147049085255,1662,1662,10,102,102|116|133|145|147|168|172|189|198|292,102,102|116|133|145|147|168|172|189|198|292,0.2802118440057776,0.18459149681903458,0.8129711193862585,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_JOINT_NCUT_S025,0bbdc17a6f1a2cd3f85853de1c016e8a58e8516951a5d95889174a51c5d8b860,0.364163036461154,0.5377664929471405,0.5319274014689211,0.4662985088188724,0.5899063018614812,0.5377664929471404,1662,1662,10,58,58|108|132|147|178|186|194|200|225|234,58,58|108|132|147|178|186|194|200|225|234,0.3582089552238806,0.3248455256570021,0.6842507572246842,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_JOINT_NCUT_S100,3c30cf9dacd70fa7c8d77d9bc0bc92a735e1e71df58ba6d49b27362ae1d156f9,0.15695541350535128,0.2769557465092244,0.26789916085429377,0.27978904127310733,0.3060531090424476,0.27695574650922444,1662,1662,10,115,115|125|137|141|146|178|183|188|219|230,115,115|125|137|141|146|178|183|188|219|230,0.6283100625902744,0.5984289935757321,0.40308666564115325,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_DENSITY_CORRECTED_NCUT,c42161c0927d42c1a9c5b6bdf98f94d63aea5d9d5c4cc0e292ffd6ceb16e3d97,0.436158118050539,0.6126190766758726,0.6077492110851279,0.5309425432371202,0.6750911320294886,0.6126190766758725,1662,1662,10,107,107|114|127|135|146|169|193|205|230|236,107,107|114|127|135|146|169|193|205|230|236,0.2797303803562831,0.20514956661569617,0.7933312097703805,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_DIFFUSION_T2,2f69a0beb3d425fc974d25842bbba8b0210ce5f91352f7324eba25cfae6d3926,0.21192054649494974,0.4193747817386957,0.4113391844183094,0.35980080065582587,0.42324743943095383,0.41937478173869575,1662,1662,10,28,28|43|44|54|104|123|181|249|253|583,28,28|43|44|54|104|123|181|249|253|583,0.5211844005777564,0.5440627076470423,0.4883372176174358,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GEOM_SPATIAL_NCUT,375284728d700ee53a772205495d02b347c6d2dece6e1d444aba6e6206e1abb3,0.01982818650318346,0.05192873572019653,0.03989769389233339,0.16133457363484355,0.056797301409003464,0.05192873572019653,1662,1662,10,78,78|97|122|128|140|180|184|227|229|277,78,78|97|122|128|140|180|184|227|229|277,0.9829080404429466,0.9822803489234244,0.01861996662809152,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_KMEANS_RAW,6c9203d684872261c2a7f24f87b350a14d981bd160fa6d1b38c32a0b74b237ff,0.3321601683008269,0.5481386777273198,0.5421843492020322,0.44207906887978965,0.5810853165644113,0.54813867772732,1662,1662,10,52,52|62|87|102|103|109|236|262|269|380,52,52|62|87|102|103|109|236|262|269|380,0.3334135772749157,0.2586811578551675,0.7493427857884019,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_GMM_FULL,d43a88442a3424b9fcea806aee1c6de3717755da85dac30b1b2ff101676fccbb,0.46994948871871556,0.6417609591073299,0.6371642065323523,0.5590351000611391,0.6950091766444758,0.6417609591073299,1662,1662,10,49,49|89|103|115|156|156|218|232|248|296,49,49|89|103|115|156|156|218|232|248|296,0.2696196437168994,0.18886303178245742,0.8099269773571045,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_FEATURE_NCUT_K12,feb8de79b37181773bda71b51a016bfc6af37a6b5e62cc5024e29f56838906cf,0.4642637068036348,0.6221293059545686,0.6172895508832268,0.5541226663422549,0.6754041892876221,0.6221293059545687,1662,1662,10,66,66|103|104|117|132|144|203|222|274|297,66,66|103|104|117|132|144|203|222|274|297,0.2927298988926336,0.23690189792920185,0.7747526353734077,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_FEATURE_NCUT_K24,7ea7fa1701ff5633b4292323eae95eb4d53d8eb8a11fc01bade934d05997ec43,0.47799860858314364,0.61380189665914,0.6088453571441603,0.5660757094837143,0.6653314244892388,0.6138018966591399,1662,1662,10,71,71|84|102|102|121|189|215|233|252|293,71,71|84|102|102|121|189|215|233|252|293,0.2936928261916225,0.2215217955026772,0.7817986244814179,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_JOINT_NCUT_S025,a7e6bfc65a6c13c25efd75ccf8266b628245a300f1ef3faf2d7f5de74cc02570,0.41877606583556354,0.563856809542783,0.5583139243248338,0.5145862844531275,0.6157378241166618,0.563856809542783,1662,1662,10,61,61|107|109|139|148|167|204|224|231|272,61,61|107|109|139|148|167|204|224|231|272,0.34713529128550796,0.31172435422050987,0.699655277737908,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_JOINT_NCUT_S100,81892d991dd31ce88f59cf477a095ff813759fe08d091f5002b91b25dbfeeb12,0.1382744626527418,0.2874839176900335,0.2783896431607969,0.26739635692318026,0.31219422823106807,0.28748391769003345,1662,1662,10,44,44|56|138|166|171|174|196|224|243|250,44,44|56|138|166|171|174|196|224|243|250,0.6422725084256139,0.6646346245089447,0.3501720739149391,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_DENSITY_CORRECTED_NCUT,72964eabbed03b3e565c85465be6cfc9b846a53f8acf63492a4fd2da7fb73069,0.4637315815765121,0.5965077476009699,0.5913825114613492,0.5542887765803894,0.6519867923246033,0.5965077476009699,1662,1662,10,86,86|103|107|115|157|179|193|202|217|303,86,86|103|107|115|157|179|193|202|217|303,0.2843042850264805,0.18858226755392726,0.8127703688471666,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_DIFFUSION_T2,547c1dd5d7a08956041961474dd264d028033fd471a1bbeb271c9477aae6dfd5,0.23026374945975525,0.46145032354662374,0.4537914124810667,0.3877451943071571,0.4551691062690556,0.46145032354662374,1662,1662,10,28,28|42|50|54|81|86|160|222|263|676,28,28|42|50|54|81|86|160|222|263|676,0.5163697640828118,0.5134165085720706,0.5160667246871641,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_SPATIAL_NCUT,375284728d700ee53a772205495d02b347c6d2dece6e1d444aba6e6206e1abb3,0.01982818650318346,0.05192873572019653,0.03989769389233339,0.16133457363484355,0.056797301409003464,0.05192873572019653,1662,1662,10,78,78|97|122|128|140|180|184|227|229|277,78,78|97|122|128|140|180|184|227|229|277,0.9829080404429466,0.9822803489234244,0.01861996662809152,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
