lane,family,n_total,n_eval,k,selected_start,selected_profile,full_ari,full_nmi,full_ami,full_fmi,full_homogeneity,full_v_measure,neighbor_agreement,moran_indicator_macro,geary_indicator_macro,min_cluster_size,cluster_sizes,changed_spots_vs_start,delta_ari_vs_strongest_atomic,delta_nmi_vs_strongest_atomic,delta_ari_vs_stage_a_best_head,delta_nmi_vs_stage_a_best_head,delta_ari_vs_night21c_best,delta_nmi_vs_night21c_best,historical_frontier_ari,historical_frontier_nmi,delta_ari_vs_historical_frontier,delta_nmi_vs_historical_frontier,strict_independent_lane_pass,partition_sha256,training_seed_count,seed_mean_median_min
A1_K10,RNA_PROTEIN,3484,3484,10,GEOM_FEATURE_NCUT_K24,J03_EMISSION_LEAN,0.2698383744873397,0.399980991141294,0.3961954334376567,0.40479769933373067,0.46002404117853857,0.399980991141294,0.5983340392489058,0.5557747359378593,0.4501282534642369,114,114|178|207|259|320|335|395|470|599|607,66,-0.0021201620538354726,-0.005149110265200818,0.0017724398513893624,0.004040189586157317,0.023931391072599367,0.029557953768788725,0.276171767,0.421937362,-0.006333392512660296,-0.021956370858705998,False,7212d012af983948c185271c7cd29f66952393d42e917421b9544739e4159da1,1,identical deterministic seed0; no multi-seed expansion because family gate failed
P22_K9,RNA_CHROMATIN,9196,9196,9,GEOM_LEIDEN_FEATURE,J01_GRAPH_LEAN,0.5044962321840883,0.6432141811596417,0.6425819847798946,0.5808000886574756,0.6413182731698785,0.6432141811596417,0.9475893241498062,0.9204088778032458,0.0795739033182663,44,44|516|643|700|788|1337|1415|1448|2305,14,6.174299445660392e-05,0.0001577643484471647,0.001095233345869917,0.0013061360930677335,0.028805716955490446,0.026211277311595005,0.596390056,0.718243175,-0.0918938238159116,-0.07502899384035833,True,e1029060a100493695857ef0c5f810ac8d90ea789e2d63d11b7936bf21334f11,1,identical deterministic seed0; no multi-seed expansion because family gate failed
PLACENTA_K10,RNA_CHROMATIN,1662,1662,10,GEOM_LEIDEN_FEATURE,J03_EMISSION_LEAN,0.5510007924725191,0.625390581256051,0.6202352303941201,0.6319357400674643,0.6383516342331986,0.6253905812560508,0.3194511314395763,0.21429993277463866,0.7919208328771206,43,43|52|58|63|88|101|125|291|362|479,46,0.008516752920623594,0.0036921427147119656,0.015854353722847825,0.033306263869107844,0.07736337318218328,0.018534005116243146,0.499999398,0.631180143,0.05100139447251911,-0.005789561743949068,True,6918f8bf265fd84cb4834e478eb96f17a8812161e1afd1a5ce09764d71d00d3b,1,identical deterministic seed0; no multi-seed expansion because family gate failed
TONSIL_S1_K4,RNA_PROTEIN,4326,4326,4,GEOM_FEATURE_NCUT_K24,J02_BALANCED,0.1980370579572855,0.25753399268885846,0.25689311537024656,0.47084531760520243,0.29375042899439385,0.2575339926888585,0.7764943366603118,0.6992691170699509,0.29893391908868017,676,676|1097|1258|1295,61,-0.008401520117366112,-0.01191982067975561,0.0036469926512290862,-0.0019734167314990336,-0.002339587964190759,-0.018260046283322895,0.236682867,0.317365241,-0.0386458090427145,-0.05983124831114156,False,e2f4e05b61f55c043fbd13fca8f55012077d4c69fba8cbc6c4b99b5e074d821d,1,identical deterministic seed0; no multi-seed expansion because family gate failed
