lane,candidate_id,partition_sha256,ari,nmi,ami,fmi,homogeneity,v_measure,morans_i_macro,gearys_c_macro,neighbor_agreement,n_total,n_eval,k,cluster_sizes_full,cluster_sizes_eval,min_cluster_size_full,min_cluster_size_eval
P22_K9,RAW_EQUAL_UNION,62a6beab7531a61807750fe99ba229a03b412ac5f23cd8e25537085404ab7f5d,0.41760543952516666,0.5644264107517991,0.5636735806626983,0.5046638136440673,0.5728114185044989,0.5644264107517991,0.8239729440668419,0.17691577104833595,0.8668040895985517,9196,9196,9,"[2294, 633, 1282, 1158, 800, 813, 624, 1327, 265]","[2294, 633, 1282, 1158, 800, 813, 624, 1327, 265]",265,265
P22_K9,ARISE_LIKE_INTERSECTION,5392fcde2bc44c43add9c943668fcda0f7fadd789e1db39d9883c5c1dd120fe3,0.25884352688480666,0.4393183666765617,0.43837221276766064,0.36247767457954466,0.4559887627298671,0.43931836667656177,0.8681655526972564,0.13164361511470274,0.8896119781065545,9196,9196,9,"[721, 1743, 1015, 1338, 1101, 635, 792, 1025, 826]","[721, 1743, 1015, 1338, 1101, 635, 792, 1025, 826]",635,635
P22_K9,SPATIAL_ONLY,65d0784ff38d842b8a69ee4c872cb7a8cd5a9746e0c27a4a87ecb62681d1efe8,0.3007886647299342,0.4825794282432334,0.48171221539514403,0.3973914395441408,0.5042101365609606,0.4825794282432334,0.9740838820057685,0.02672985623831936,0.9757495305337898,9196,9196,9,"[771, 1454, 1093, 1254, 943, 950, 1039, 767, 925]","[771, 1454, 1093, 1254, 943, 950, 1039, 767, 925]",767,767
P22_K9,RETAINED_ONLY,1d5e71884aa68bbf49d489c7560175ef065d61de4f8c7a2ccb77485baeff0818,0.43116343205179847,0.5942284732010992,0.5935312201633789,0.5154726981795836,0.6060462277620078,0.5942284732010993,0.917952007237964,0.08356701059193411,0.9256477224545318,9196,9196,9,"[690, 1702, 2102, 779, 1366, 673, 639, 656, 589]","[690, 1702, 2102, 779, 1366, 673, 639, 656, 589]",589,589
P22_K9,VIEW1_ONLY,35867ea3569030449d246ba071110ac97d20a6277819bbcff90f68e5954af05d,0.05455522519314854,0.12737248554384326,0.12561533995294316,0.2730524687141188,0.11185068139291258,0.12737248554384326,0.20409157000418743,0.7975330134148252,0.48575046586387566,9196,9196,9,"[256, 4883, 564, 478, 186, 324, 1795, 580, 130]","[256, 4883, 564, 478, 186, 324, 1795, 580, 130]",130,130
P22_K9,VIEW2_ONLY,d94ce62654caed9ef9f3576b79c84a77255319e11875737525b8181cd3704214,-0.0027902188088071867,0.018322001440133868,0.016398714472710553,0.18317053186249738,0.01669894929094291,0.018322001440133864,0.024142417446384346,0.9812265406896729,0.20694741233533911,9196,9196,9,"[1711, 2335, 2635, 1851, 157, 100, 104, 210, 93]","[1711, 2335, 2635, 1851, 157, 100, 104, 210, 93]",93,93
P22_K9,LOGISTIC_DIRECT,62588464a04d67521eca37e08f0028f3ebc134ca9576249685f3ae2936dfc7f4,0.44600561114078563,0.6197467901950307,0.6190924618572328,0.528431907525537,0.6312794709737055,0.6197467901950308,0.9328971242158429,0.06821175409283192,0.9463906696318597,9196,9196,9,"[850, 2262, 1385, 1415, 693, 627, 847, 418, 699]","[850, 2262, 1385, 1415, 693, 627, 847, 418, 699]",418,418
P22_K9,MLP_NO_CONFIDENCE_ABSTENTION,bddaf62a1f9803d3ec2c16d03c1d76d5d61a33947c7cc10b02f929099abb91b0,0.4568238967773486,0.621263013202052,0.6206048285230679,0.5392589171430022,0.6271528242334146,0.6212630132020521,0.9067424813396736,0.09458037555258153,0.9280400325220051,9196,9196,9,"[1310, 2188, 1847, 691, 578, 757, 266, 706, 853]","[1310, 2188, 1847, 691, 578, 757, 266, 706, 853]",266,266
P22_K9,SHUFFLED_TEACHER_FULL_TRANSFORM,6210403ed4480413a3cf7c4daff092fd95df2e26b9c4b6772d2f422a931b599f,0.41737485028625715,0.5645787882223762,0.5638260475522622,0.5045070996617025,0.5728436941708466,0.5645787882223762,0.8231796972981281,0.17771473178487318,0.8663364199593908,9196,9196,9,"[802, 814, 2294, 1327, 623, 1159, 264, 1290, 623]","[802, 814, 2294, 1327, 623, 1159, 264, 1290, 623]",264,264
P22_K9,FULL_XBED,05cd015cdba0e8650b8c954ebb3293fad35caa9db9403923c3b842fa0740c029,0.42100221541598287,0.5979253006853424,0.5972219964945629,0.510407182405448,0.5999275592586969,0.5979253006853426,0.8948566732824814,0.10622860536290538,0.9227265859398502,9196,9196,9,"[1736, 2289, 688, 1557, 623, 616, 576, 869, 242]","[1736, 2289, 688, 1557, 623, 616, 576, 869, 242]",242,242
