stage,config_id,recipe_id,endpoint,head_id,unit_id,dataset,seed,status,success,training_runtime_seconds,peak_gpu_mib,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u012,d1,2,success,True,11.256063440814614,381.9248046875,0.2325233267204915,0.3797991538794349,0.3061612402999632,0.6663273859418034,0.6073538106208067,0.40162528196367636,0.3336726140581966
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u013,d1,3,success,True,11.372688183560967,379.75634765625,0.2717688233978931,0.3951876636816512,0.3334782435397722,0.6611783019997605,0.5925826268067423,0.4166164230666783,0.33882169800023954
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u014,d1,4,success,True,11.089856578037143,380.86083984375,0.23964107990676897,0.3778895088857009,0.3087652943962349,0.6592923003233145,0.6041286800891206,0.40493485149532366,0.34070769967668546
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u015,d1,5,success,True,11.050006300210953,380.91845703125,0.26426521239110556,0.39242844742259536,0.3283468299068505,0.6694108490001197,0.602773623623101,0.406777637855442,0.3305891509998803
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u016,d1,6,success,True,11.630963679403067,382.369140625,0.23752087517273254,0.36937466911573813,0.30344777214423535,0.6782121901568674,0.6280461516518067,0.3816827744658404,0.3217878098431326
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u017,d1,7,success,True,11.4230543281883,379.5849609375,0.25529654688897857,0.3845450435075875,0.31992079519828304,0.6616273500179619,0.600549833173553,0.4087047444605246,0.3383726499820381
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u018,d1,8,success,True,11.167140474542975,379.51220703125,0.25745012095211495,0.38665625484932425,0.3220531879007196,0.6570171236977608,0.5949739050261076,0.4142025674114209,0.3429828763022392
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u019,d1,9,success,True,11.512082723900676,382.69970703125,0.23237005105303077,0.3735245672634046,0.30294730915821766,0.6843491797389534,0.6311491982464277,0.37877755160054283,0.3156508202610466
R1,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u020,p22,0,success,True,61.64315502345562,1346.20947265625,0.4842519887629372,0.640721265412138,0.5624866270875376,0.9093787795492028,0.8786141125834954,0.1229961778672753,0.0906212204507971
R1,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u021,p22,1,success,True,61.65465293265879,1346.92529296875,0.4516573330830024,0.6169899464354227,0.5343236397592126,0.9157229246838924,0.8825429307137815,0.1189376741725103,0.0842770753161077
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u022,p22,2,success,True,59.4406246971339,1346.5908203125,0.4576814459202816,0.6319129448568634,0.5447971953885725,0.9065750412314458,0.8845629589858182,0.11665980523420716,0.09342495876855417
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u023,p22,3,success,True,60.33647436834872,1342.15380859375,0.4829457209641001,0.6444212319015972,0.5636834764328487,0.9167894447498626,0.8967450838428417,0.10639501647238102,0.08321055525013743
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u024,p22,4,success,True,59.97400644980371,1339.193359375,0.4757936541498754,0.643127740608446,0.5594606973791607,0.9191533809785597,0.8947775244921772,0.10883212170478808,0.0808466190214403
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u025,p22,5,success,True,60.87793359719217,1351.61083984375,0.4778719974517984,0.6367302469505837,0.557301122201191,0.9111269928532161,0.8779614337133917,0.12407319036675012,0.08887300714678392
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u026,p22,6,success,True,60.16125574335456,1340.095703125,0.47925445196042,0.636012097405553,0.5576332746829865,0.9096536558548654,0.8790952096839327,0.12300791714771675,0.09034634414513465
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u027,p22,7,success,True,60.42055329307914,1346.2392578125,0.4785542109767917,0.636859441558353,0.5577068262675723,0.9138537658053876,0.8818063409554484,0.11978110236938412,0.08614623419461243
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u028,p22,8,success,True,60.20821871422231,1339.5859375,0.4857182132240601,0.6398738545588813,0.5627960338914707,0.9123694337548104,0.8840719060860481,0.11833002737635284,0.08763056624518961
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u029,p22,9,success,True,59.483286863192916,1346.8388671875,0.4794962306071829,0.6418448266040571,0.5606705286056199,0.9163606377130291,0.8868473203945924,0.11568546743220232,0.08363936228697089
R1,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u005,tonsil,0,success,True,14.716609803959727,438.2431640625,0.1861704315814379,0.2786631536314857,0.2324167926064618,0.711916787748795,0.612089415723496,0.3867693702828721,0.288083212251205
R1,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u006,tonsil,1,success,True,14.441830163821578,442.4208984375,0.139088222411228,0.2641749019631303,0.2016315621871792,0.721372725385733,0.5864254631006381,0.4109015378450147,0.2786272746142669
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u007,tonsil,2,success,True,14.393010508269072,438.3017578125,0.1456446990346929,0.2652159466622324,0.20543032284846266,0.7222491293618395,0.5853654180218583,0.4125336261357332,0.2777508706381605
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u008,tonsil,3,success,True,14.615382613614202,438.3759765625,0.14320162052135985,0.26071268220874716,0.2019571513650535,0.7245554556147512,0.5909638571168221,0.4069828648663931,0.2754445443852488
R2,R08__E1_ADAPTER_C06_MEAN__H02,R08,E1_ADAPTER_C06_MEAN,H02,u009,tonsil,4,success,True,14.818907050415874,440.07470703125,0.1417876778870055,0.26327048493825844,0.20252908141263198,0.721372725385733,0.5873561895701509,0.4102560894175887,0.27862727461426695
