stage,recipe_id,unit_id,dataset,seed,status,checkpoint_sha256,state_tensor_sha256,embedding_sha256,gate_sha256,reload_status,reload_embedding_exact,reload_gate_exact,fresh_process
R2,R08,u009,tonsil,4,success,4a98f0e84f0c4f6fde7bbab5014e7938c5a9c4679f8f9ebc788ffeb72e91286d,77a2548a68be73dfd227ed84072681936ea70fbf48c160ccd7fc655e73665a2e,b999abdff90acfb49f0b77a266006ae15c9fdc30abfebe4ce486afdc217e634c,4321563754d7262ed9dd94d8e913fcce83cd7da49af7b8843ccb2f2151a864ad,PASS,True,True,True
R2,R08,u012,d1,2,success,5901d5f200908f2fbe68ff650a3b3693f637da279f46e6f00f5c359c4e8d77fb,c31e739475ba04000cd7c4c4ffae5dc9a9fe7445dfd2524f8260445464759207,1923d03950243656e667c6f91f9752aa962fc632b948522a5428d6400e81fa4f,ff10b3f7a4e56fe30aed22612cd1989493ae423344b8ffb34ea268bae2876d4c,PASS,True,True,True
R2,R08,u013,d1,3,success,1156396074cd5fa0528f47e85552f1cf4e6d0ab87f2b205f4a9e380cf71f970e,c349a7b2426de0575689b9cd7e0d78e435bcb8dedc963b829dd7382f3bb6b405,26c9916137afdd5ca4a05e63c3fe2aef169f82ed4cad9101151548fae5f05a6f,27dea4327dfd214872c35d53f489920f36e06595e9c2bdd80e455512bcd4d178,PASS,True,True,True
R2,R08,u014,d1,4,success,47b1241d50fb02967c4c65df29d9bb546a206fb61dc2d1d428f2905fb37a28c5,d681270f1d756e9e2de1789324de74c3fcf15185fb2e8f57f40f4a4a80642d34,1a3a66b70573501f2433d1a3114935e0186b1452b4bf0e0d07bc028843f54c98,60774e73fe1b8150d42d184583dd1f232125f960c4b9be8686dc060f7b08c9a0,PASS,True,True,True
R2,R08,u015,d1,5,success,4caacd06d49281addc0d4d2f86a4b92764571b4fb01b4409e7fc470e81e87ea1,3eabea10f54a532ac1e8131971e6837f8abbf1b80c986f2c08b3704d5361310b,a4cfbf9e867a157785ce4b13d3883cb620c11193a1d807f3a30fbe176c739a05,bf88571ad0e03f2d0b985333deb280fa7a37434229653ee5ea8e6ff7fc24389e,PASS,True,True,True
R2,R08,u016,d1,6,success,d44c89161e1c05c4d4fa14915654dc523aec4f0a06f38a650b5fd267368c2c73,2cc72961847378565a444b1bd5630e9a7cb45c888d007a0d4f437c47b09514ae,97cf05ab62dc602e805c9f5d4ce9c8c776f5a0d5bf067e9acc4b021cc709735f,533836880f5cea29d31ed0b09a5abc5892a479d485045a9a010137fd04db7a82,PASS,True,True,True
R2,R08,u017,d1,7,success,43a0f67e7a16f1bc99d25e60ea23106b9390f5d2442f7cc4909a6c1d81b713b0,bde928eea2c11add0df689e547694ef7aeb653848fa71201f37db4d53d09e4f4,9d612f44f3246e4d4d0ae63b5f289d048d9e9a27702c368a7a629fc5c5ee5b21,ba7bbf3f7b439c796ad9148a324fdcb59b387039e0bc1d4915c3eedc32dee6d8,PASS,True,True,True
R2,R08,u018,d1,8,success,846c7261d6da3a27baa78baf2d7084f9e4f9ee4e9fa342bf5c568aeea3e5c5e4,ae768ef13f6c41891bb476cb689da2993760bf1d7cd2cced4b17f0736cc9894e,45e2040a19aff87978254f6117599c605b92851afd5bc8a5deb90c1a659bb9ac,a356ea550bf2af08319d58366c38e77e2963709ae89093e06ffc4c1b4a33d9df,PASS,True,True,True
R2,R08,u019,d1,9,success,7dac791e4e8b630857436a082f2275ba35f7293d42cd2daf775cb19851097630,d8e1b45442ed0f068d63facc283a57b760292aa825d8f7b98e21601d53b0dff4,4546acbc51af9b05ce971a9e77bbc21b220b78dc7abc1eb36aa83026f3a4f5cf,092aa944412c0fb5bd45945125fcdbb40c5313b97309d1806ff62f76ad7d3217,PASS,True,True,True
R2,R08,u022,p22,2,success,6529e4b8878844fd56e59b22c04bc2bef036c1cb5e2bfebae97ebc5d74426aa2,25a69563ef69643a1442e4a0766d676508762eae7026de09f1b776987c55cc3b,2fd82ac10b473b53f8d1d451704ce1271d689c8ceee26164bef6e9a7b0d403bc,dbf8edf92aea88a4a5da59c43b7a352b1493897b30f3813f73bfc75df3a03e6a,PASS,True,True,True
R2,R08,u023,p22,3,success,44f27c906a8f26c72081e9a6570057c75edd0e6edb0765326c34327b27c5157c,626833bc39d49ac4b1b4457120d32a2087b895f6cb26f14d077b4fcc22f1c470,1ae096d3afdd4b4aba8098c7e22715d1797e1317f13206f60ddb8ade833639c5,60289eeaa7189a43124cb3f9f9d957d641e5d9553078eb684db85323b18d2fe8,PASS,True,True,True
R2,R08,u024,p22,4,success,1cdd05d63bac2c8e5f1a613e8055926aded64f61a019d764b807cf14b9b1bf18,5ad14fbbbdc39f81aa0ad1402eec5b1bfe1292a7c432c5d6f4a27d52eef3c152,1ba009cb7aa8cc03053177f4ba22ab3057371efb8eacc82f8590500369f6d383,2a6496cfc9ac86a19526b3fb7163fb775b9499878526cb4132ef2055ad7bd0a0,PASS,True,True,True
R2,R08,u025,p22,5,success,706a3a3160fb1db477a0ee8099077a5ad94730aff2153ef35dd024f08ec7b04d,9229984a721f2f0a2046dbb9c41c78207edd95a26234da22b2b1ed479660bb7d,4e54fb5dd966bc0825a6a3a9bf931bf75ecc25c51b58dd7ec454d7754b24e983,e7285bc3b9c33a6860fb1932d6bf3682e2c59d253c997c0834575fd069ba0e0f,PASS,True,True,True
R2,R08,u026,p22,6,success,f96ec742fff23d7360b8421246cf6c37b9c0a7bc741d39e7f33f85f3c16877af,f24e5283e0f0c405616f7d6166f715596be01996855eabc7f52a372989c47be9,5795f00cb02d38eb2e46f3ef687460836645ede76abba100c1bbe251dba270fd,bb1e3a3dac167a8a351ea558231ca9efec3361483d5cba68834fc31f70dd9e24,PASS,True,True,True
R2,R08,u027,p22,7,success,05d7af7a698bf9f6e5ca317782910de62e551e181898de759b0493929c58a772,fff7abf326781fe729af5cde1a32b0caf2258169d135872c0137d5e94f0c9da1,3f824883d33cb7b0cf382a195906fe44e352ae1c104a42baa3d52276a2665769,60fd322d279c0e3af3cc57deb6d77186c9a34957e08f4f82e014896a220eb3c5,PASS,True,True,True
R2,R08,u028,p22,8,success,24a33da2bcb3822724a4abb8ad31143460549454fa418cf0437bb617c83e6d5b,96d3bd21eb6a6598b4520351f694f65f44f1ffffab1936ae67329c99365ab8df,a0d64f7e076d7a05b1387f3a2c45d1d2994b39ff74dd3f040c0dcd5250fae1ca,d399af90fa3a373e33aa386dc2e0273a40952b36472634cd7f92e1560536d319,PASS,True,True,True
R2,R08,u029,p22,9,success,e34d69784820bb3c4e5370872fc4277e9d1e4caa27784fd01876588805ca1d11,2e3eaf84733af333756382bba3a871294a5ca72dd5f8d4212248255b7b291e5f,6d91ae982542840c37907b64c3b8ba6a14a4b29721136cae1ee6adf7b5802777,29e87c2c113aca20d76e8550354a085c14ade4a915736641c467abdac8bca781,PASS,True,True,True
