config_id,registry_order,success_cells,failure_cells,a1_success,a1_mean_ari,a1_mean_delta_ari,a1_wins_ari,a1_std_ari,a1_mean_nmi,a1_mean_delta_nmi,a1_wins_nmi,a1_std_nmi,a1_mean_q,a1_mean_delta_q,a1_wins_q,a1_std_q,a1_mean_neighbor_agreement,a1_mean_delta_neighbor_agreement,a1_wins_neighbor_agreement,a1_std_neighbor_agreement,a1_mean_moran_i,a1_mean_delta_moran_i,a1_wins_moran_i,a1_std_moran_i,a1_mean_geary_c,a1_mean_delta_geary_c,a1_wins_geary_c,a1_std_geary_c,a1_mean_boundary_disagreement,a1_mean_delta_boundary_disagreement,a1_wins_boundary_disagreement,a1_std_boundary_disagreement,tonsil_success,tonsil_mean_ari,tonsil_mean_delta_ari,tonsil_wins_ari,tonsil_std_ari,tonsil_mean_nmi,tonsil_mean_delta_nmi,tonsil_wins_nmi,tonsil_std_nmi,tonsil_mean_q,tonsil_mean_delta_q,tonsil_wins_q,tonsil_std_q,tonsil_mean_neighbor_agreement,tonsil_mean_delta_neighbor_agreement,tonsil_wins_neighbor_agreement,tonsil_std_neighbor_agreement,tonsil_mean_moran_i,tonsil_mean_delta_moran_i,tonsil_wins_moran_i,tonsil_std_moran_i,tonsil_mean_geary_c,tonsil_mean_delta_geary_c,tonsil_wins_geary_c,tonsil_std_geary_c,tonsil_mean_boundary_disagreement,tonsil_mean_delta_boundary_disagreement,tonsil_wins_boundary_disagreement,tonsil_std_boundary_disagreement,d1_success,d1_mean_ari,d1_mean_delta_ari,d1_wins_ari,d1_std_ari,d1_mean_nmi,d1_mean_delta_nmi,d1_wins_nmi,d1_std_nmi,d1_mean_q,d1_mean_delta_q,d1_wins_q,d1_std_q,d1_mean_neighbor_agreement,d1_mean_delta_neighbor_agreement,d1_wins_neighbor_agreement,d1_std_neighbor_agreement,d1_mean_moran_i,d1_mean_delta_moran_i,d1_wins_moran_i,d1_std_moran_i,d1_mean_geary_c,d1_mean_delta_geary_c,d1_wins_geary_c,d1_std_geary_c,d1_mean_boundary_disagreement,d1_mean_delta_boundary_disagreement,d1_wins_boundary_disagreement,d1_std_boundary_disagreement,p22_success,p22_mean_ari,p22_mean_delta_ari,p22_wins_ari,p22_std_ari,p22_mean_nmi,p22_mean_delta_nmi,p22_wins_nmi,p22_std_nmi,p22_mean_q,p22_mean_delta_q,p22_wins_q,p22_std_q,p22_mean_neighbor_agreement,p22_mean_delta_neighbor_agreement,p22_wins_neighbor_agreement,p22_std_neighbor_agreement,p22_mean_moran_i,p22_mean_delta_moran_i,p22_wins_moran_i,p22_std_moran_i,p22_mean_geary_c,p22_mean_delta_geary_c,p22_wins_geary_c,p22_std_geary_c,p22_mean_boundary_disagreement,p22_mean_delta_boundary_disagreement,p22_wins_boundary_disagreement,p22_std_boundary_disagreement,complete_eligible,priority_weighted_q,priority_weighted_delta_q,priority_weighted_delta_ari,priority_weighted_delta_nmi,balanced_macro_q,balanced_macro_delta_q,human_lymph_equal_mean_delta_q,worst_dataset_delta_q,total_q_wins,mean_runtime_seconds,mean_peak_gpu_mib
R00__E1_ADAPTER_C06_MEAN__H01,2,8,0,2,0.26111170422783125,-0.009745885494466977,0,0.009799301766555529,0.3975586225458848,-0.01644443592842118,0,0.005063481156767064,0.32933516338685803,-0.013095160711444065,0,0.007431391461661277,0.6577289800635655,0.03553886160069342,2,0.007967975864280625,0.5967853638663185,0.04242162286507195,2,0.0028400148540760335,0.4152865662727433,-0.04332829210519923,0,0.0026723786160664682,0.34227101993643455,-0.03553886160069339,0,0.007967975864280625,2,0.14560441887502512,-0.004819516476567046,0,0.006616457239423755,0.25603672778364794,-0.015692464106949466,0,0.00944492454867198,0.2008205733293365,-0.010255990291758235,0,0.0014142336546241023,0.7189280195576466,-0.0024908323531446785,1,0.006229728324298573,0.5849117476446278,0.008540311592019068,2,0.0022261727714500065,0.4120936259198251,-0.008709633663344984,0,0.001464279408157253,0.2810719804423534,0.0024908323531446785,1,0.006229728324298573,2,0.2640481786087999,0.019256585637345433,2,0.0017566559100896863,0.38775934495691966,0.00944383268323809,2,0.0006329594370989831,0.3259037617828598,0.014350209160291755,2,0.001194807673594315,0.6652796072326668,0.03679200095796914,2,0.006773864506636788,0.6036906806967559,0.03759026497511131,2,0.008524948010792385,0.4053329467033886,-0.03788082330993328,0,0.007471033767078956,0.33472039276733323,-0.03679200095796911,0,0.006773864506636788,2,0.45905520951494233,0.0907473392011226,2,0.017284288009858432,0.6204025328223732,0.06354613883258381,2,0.007617463249717288,0.5397288711686578,0.07714673901685326,2,0.012450875629787899,0.9158108851017043,0.023573391973611912,2,0.003094321043565101,0.8829663064618813,0.049121488840841165,2,0.0022410728443175844,0.11836569172051786,-0.04790652868741819,0,0.0021694111853977544,0.08418911489829572,-0.02357339197361183,0,0.003094321043565101,True,0.3828379222008601,0.025776722224346828,0.03341631628462747,0.018137128164066138,0.348947092416928,0.01703644929348568,0.0006275242244238449,-0.013095160711444065,4,24.68877146206796,632.3259887695312
R00__E1_ADAPTER_C06_MEAN__H02,3,8,0,2,0.26111170422783125,-0.009745885494466977,0,0.009799301766555529,0.3975586225458848,-0.01644443592842118,0,0.005063481156767064,0.32933516338685803,-0.013095160711444065,0,0.007431391461661277,0.6577289800635655,0.03553886160069342,2,0.007967975864280625,0.5967853638663185,0.04242162286507195,2,0.0028400148540760335,0.4152865662727433,-0.04332829210519923,0,0.0026723786160664682,0.34227101993643455,-0.03553886160069339,0,0.007967975864280625,2,0.14560441887502512,-0.004819516476567046,0,0.006616457239423755,0.25603672778364794,-0.015692464106949466,0,0.00944492454867198,0.2008205733293365,-0.010255990291758235,0,0.0014142336546241023,0.7189280195576466,-0.0024908323531446785,1,0.006229728324298573,0.5849117476446278,0.008540311592019068,2,0.0022261727714500065,0.4120936259198251,-0.008709633663344984,0,0.001464279408157253,0.2810719804423534,0.0024908323531446785,1,0.006229728324298573,2,0.2640481786087999,0.019256585637345433,2,0.0017566559100896863,0.38775934495691966,0.00944383268323809,2,0.0006329594370989831,0.3259037617828598,0.014350209160291755,2,0.001194807673594315,0.6652796072326668,0.03679200095796914,2,0.006773864506636788,0.6036906806967559,0.03759026497511131,2,0.008524948010792385,0.4053329467033886,-0.03788082330993328,0,0.007471033767078956,0.33472039276733323,-0.03679200095796911,0,0.006773864506636788,2,0.45905520951494233,0.0907473392011226,2,0.017284288009858432,0.6204025328223732,0.06354613883258381,2,0.007617463249717288,0.5397288711686578,0.07714673901685326,2,0.012450875629787899,0.9158108851017043,0.023573391973611912,2,0.003094321043565101,0.8829663064618813,0.049121488840841165,2,0.0022410728443175844,0.11836569172051786,-0.04790652868741819,0,0.0021694111853977544,0.08418911489829572,-0.02357339197361183,0,0.003094321043565101,True,0.3828379222008601,0.025776722224346828,0.03341631628462747,0.018137128164066138,0.348947092416928,0.01703644929348568,0.0006275242244238449,-0.013095160711444065,4,24.68877146206796,632.3259887695312
R03__E1_ADAPTER_C06_MEAN__H01,14,8,0,2,0.2604951129353571,-0.010362476786941105,0,0.0055510797536922375,0.39855699503766356,-0.015446063436642427,0,0.0010956217546542071,0.32952605398651036,-0.012904270111791766,0,0.0033233507541732227,0.6576278532216122,0.035437734758740236,2,0.009786308817924146,0.5962280865898641,0.04186434558861757,2,0.008437169847602701,0.4162535714471163,-0.04236128693082622,0,0.007952001197304473,0.34237214677838773,-0.03543773475874021,0,0.009786308817924146,2,0.1629074961658907,0.01248356081429855,1,0.03202182483938997,0.27128933634482594,-0.00043985554577147257,1,0.008386897765319685,0.2170984162553583,0.0060218526342635526,1,0.020204361302354826,0.7155377199658663,-0.0058811319449249,0,0.0029028577008511757,0.6000913272897235,0.023719891237114765,2,0.01932552150341946,0.39780800657389276,-0.02299525300927735,0,0.018204221139891896,0.2844622800341336,0.0058811319449249,2,0.0029028577008511757,2,0.2311517720073565,-0.013639820964097979,0,0.014568056798248961,0.3682510828280596,-0.01006442944562197,0,0.004708866693347139,0.299701427417708,-0.011852125204860009,0,0.00963846174579805,0.6825230511316009,0.05403544485690337,2,0.0032599222938189286,0.6341030135397894,0.06800259781814488,2,0.0009899150708115073,0.37487186953903706,-0.06834190047428482,0,0.0003639475910677454,0.317476948868399,-0.05403544485690334,0,0.0032599222938189286,2,0.47023996661978273,0.101932096305963,2,0.014756350408021389,0.6290161620186855,0.07215976802889612,2,0.009608896629872703,0.5496280643192342,0.08704593216742962,2,0.012182623518947047,0.9148543155579989,0.022616822429906536,2,0.003965084754317136,0.8808918217738231,0.047047004152782956,2,0.0006276989802631126,0.12074437704961935,-0.04552784335831671,0,0.0003627989079307709,0.0851456844420011,-0.022616822429906452,0,0.003965084754317136,True,0.3822414553010903,0.025180255324576954,0.031548193391472065,0.018812317257681822,0.3489884904947027,0.01707784737126035,-0.012378197658325887,-0.012904270111791766,3,37.60341851878911,1045.2738037109375
R03__E1_ADAPTER_C06_MEAN__H02,15,8,0,2,0.2604951129353571,-0.010362476786941105,0,0.0055510797536922375,0.39855699503766356,-0.015446063436642427,0,0.0010956217546542071,0.32952605398651036,-0.012904270111791766,0,0.0033233507541732227,0.6576278532216122,0.035437734758740236,2,0.009786308817924146,0.5962280865898641,0.04186434558861757,2,0.008437169847602701,0.4162535714471163,-0.04236128693082622,0,0.007952001197304473,0.34237214677838773,-0.03543773475874021,0,0.009786308817924146,2,0.1629074961658907,0.01248356081429855,1,0.03202182483938997,0.27128933634482594,-0.00043985554577147257,1,0.008386897765319685,0.2170984162553583,0.0060218526342635526,1,0.020204361302354826,0.7155377199658663,-0.0058811319449249,0,0.0029028577008511757,0.6000913272897235,0.023719891237114765,2,0.01932552150341946,0.39780800657389276,-0.02299525300927735,0,0.018204221139891896,0.2844622800341336,0.0058811319449249,2,0.0029028577008511757,2,0.2311517720073565,-0.013639820964097979,0,0.014568056798248961,0.3682510828280596,-0.01006442944562197,0,0.004708866693347139,0.299701427417708,-0.011852125204860009,0,0.00963846174579805,0.6825230511316009,0.05403544485690337,2,0.0032599222938189286,0.6341030135397894,0.06800259781814488,2,0.0009899150708115073,0.37487186953903706,-0.06834190047428482,0,0.0003639475910677454,0.317476948868399,-0.05403544485690334,0,0.0032599222938189286,2,0.47023996661978273,0.101932096305963,2,0.014756350408021389,0.6290161620186855,0.07215976802889612,2,0.009608896629872703,0.5496280643192342,0.08704593216742962,2,0.012182623518947047,0.9148543155579989,0.022616822429906536,2,0.003965084754317136,0.8808918217738231,0.047047004152782956,2,0.0006276989802631126,0.12074437704961935,-0.04552784335831671,0,0.0003627989079307709,0.0851456844420011,-0.022616822429906452,0,0.003965084754317136,True,0.3822414553010903,0.025180255324576954,0.031548193391472065,0.018812317257681822,0.3489884904947027,0.01707784737126035,-0.012378197658325887,-0.012904270111791766,3,37.60341851878911,1045.2738037109375
R04__E0_ADAPTER_ONLY__H01,16,8,0,2,0.2603990773888737,-0.010458512333424513,0,0.012825143619226455,0.38657218837822316,-0.027430870096082804,0,0.010847962065781884,0.3234856328835485,-0.018944691214753645,0,0.011836552842504152,0.6774631609361457,0.05527304247327364,2,0.013565989676621417,0.6268997549663736,0.07253601396512704,2,0.004474971491946499,0.3850237314734521,-0.0735911269044904,0,0.005100881011944253,0.32253683906385433,-0.05527304247327361,0,0.013565989676621417,2,0.17518411553812052,0.024760180186528355,2,0.03092853360288961,0.26207118050438555,-0.009658011386211876,1,0.03151925801842375,0.218627648021253,0.007551084400158267,1,0.03122389581065668,0.7188242348762656,-0.002594617034525737,1,0.0054306270470979665,0.6108541283228154,0.034482692270206616,2,0.020932882454993695,0.3869884120829773,-0.03381484750019281,0,0.020642676415424544,0.28117576512373443,0.002594617034525737,1,0.0054306270470979665,2,0.23860860993846178,-0.006182983032992723,1,0.023311015213917288,0.3601934896378284,-0.01812202263585319,0,0.00920453312638539,0.2994010497881451,-0.012152502834422985,0,0.016257774170151347,0.6887049455155072,0.06021733924080952,2,0.0012065946152446454,0.6352597995770488,0.06915938385540421,2,0.014572106360396143,0.37222001485788536,-0.07099375515543657,0,0.014221395033994872,0.31129505448449285,-0.06021733924080949,0,0.0012065946152446454,2,0.4552703864390077,0.08696251612518796,2,0.011827738575390427,0.628498362711739,0.07164196872194961,2,0.004701571226894742,0.5418843745753734,0.07930224242356887,2,0.008264654901142584,0.919868059373282,0.02763056624518967,2,0.00046648055933141394,0.9068614739833328,0.07301665636229265,2,0.0015063741371560018,0.09694843662404526,-0.0693237837838908,0,0.001474546021842351,0.08013194062671797,-0.027630566245189586,0,0.00046648055933141394,True,0.378175348972492,0.021114148995978684,0.02999053383019073,0.012237764161766583,0.34584967631707997,0.013939033193637627,-0.015548597024588315,-0.018944691214753645,3,24.34839474596083,632.3264770507812
R04__E0_ADAPTER_ONLY__H02,17,8,0,2,0.2603990773888737,-0.010458512333424513,0,0.012825143619226455,0.38657218837822316,-0.027430870096082804,0,0.010847962065781884,0.3234856328835485,-0.018944691214753645,0,0.011836552842504152,0.6774631609361457,0.05527304247327364,2,0.013565989676621417,0.6268997549663736,0.07253601396512704,2,0.004474971491946499,0.3850237314734521,-0.0735911269044904,0,0.005100881011944253,0.32253683906385433,-0.05527304247327361,0,0.013565989676621417,2,0.17518411553812052,0.024760180186528355,2,0.03092853360288961,0.26207118050438555,-0.009658011386211876,1,0.03151925801842375,0.218627648021253,0.007551084400158267,1,0.03122389581065668,0.7188242348762656,-0.002594617034525737,1,0.0054306270470979665,0.6108541283228154,0.034482692270206616,2,0.020932882454993695,0.3869884120829773,-0.03381484750019281,0,0.020642676415424544,0.28117576512373443,0.002594617034525737,1,0.0054306270470979665,2,0.23860860993846178,-0.006182983032992723,1,0.023311015213917288,0.3601934896378284,-0.01812202263585319,0,0.00920453312638539,0.2994010497881451,-0.012152502834422985,0,0.016257774170151347,0.6887049455155072,0.06021733924080952,2,0.0012065946152446454,0.6352597995770488,0.06915938385540421,2,0.014572106360396143,0.37222001485788536,-0.07099375515543657,0,0.014221395033994872,0.31129505448449285,-0.06021733924080949,0,0.0012065946152446454,2,0.4552703864390077,0.08696251612518796,2,0.011827738575390427,0.628498362711739,0.07164196872194961,2,0.004701571226894742,0.5418843745753734,0.07930224242356887,2,0.008264654901142584,0.919868059373282,0.02763056624518967,2,0.00046648055933141394,0.9068614739833328,0.07301665636229265,2,0.0015063741371560018,0.09694843662404526,-0.0693237837838908,0,0.001474546021842351,0.08013194062671797,-0.027630566245189586,0,0.00046648055933141394,True,0.378175348972492,0.021114148995978684,0.02999053383019073,0.012237764161766583,0.34584967631707997,0.013939033193637627,-0.015548597024588315,-0.018944691214753645,3,24.34839474596083,632.3264770507812
R01__E1_ADAPTER_C06_MEAN__H01,6,8,0,2,0.25520343656775024,-0.015654153154547948,0,0.007782178040883732,0.3946760383042056,-0.01932702017010038,0,0.0030264859492025887,0.3249397374359779,-0.01749058666232417,0,0.005404331995043131,0.6422854666281421,0.020095348165270144,2,0.011012151258582788,0.578347757351916,0.02398401635066949,2,0.007946930003831537,0.4341887360898877,-0.024426122288054825,0,0.007857426048949675,0.3577145333718578,-0.020095348165270116,0,0.011012151258582788,2,0.16427291227147744,0.013848976919885306,1,0.02531724917168336,0.26939015163868874,-0.0023390402519086473,1,0.009979119149913061,0.21683153195508312,0.005754968333988364,1,0.01764818416079822,0.7075808943933208,-0.013837957517470412,0,0.0009458749811761905,0.5912814877670061,0.014910051714397243,1,0.022970887074331627,0.40636416859097335,-0.014439090992196757,1,0.02139316783454533,0.2924191056066791,0.013837957517470412,2,0.0009458749811761905,2,0.24440946298566824,-0.00038212998578623925,1,0.011209825726276124,0.37509624979940226,-0.0032192624742792553,1,0.009261469420975884,0.30975285639253525,-0.0018006962300327889,1,0.010235647573625994,0.6464046222009341,0.0179170159262364,2,0.003450437233068087,0.5900810718699673,0.023980656148322732,2,8.741110354490489e-06,0.41926906710136025,-0.02394470291196163,0,0.00010832792931057163,0.35359537779906597,-0.017917015926236374,0,0.003450437233068087,2,0.4505520234313971,0.0822441531175774,2,0.042224135785756185,0.6140647644436965,0.05720837045390709,2,0.0195163063677982,0.5323083939375468,0.06972626178574232,2,0.03087022107677717,0.9017866959868059,0.009549202858713579,2,0.0017648514494705593,0.8596246593700368,0.025779841748996668,2,0.0009916931004146192,0.14215267729533732,-0.024119543112598757,0,0.002398251451716781,0.09821330401319406,-0.009549202858713496,0,0.0017648514494705593,True,0.3775058161285321,0.020444616152018827,0.02685372934405134,0.014035502959986275,0.34595812993028574,0.01404748680684343,-0.00964564144617848,-0.01749058666232417,4,35.90368073084392,875.0577392578125
R01__E1_ADAPTER_C06_MEAN__H02,7,8,0,2,0.25520343656775024,-0.015654153154547948,0,0.007782178040883732,0.3946760383042056,-0.01932702017010038,0,0.0030264859492025887,0.3249397374359779,-0.01749058666232417,0,0.005404331995043131,0.6422854666281421,0.020095348165270144,2,0.011012151258582788,0.578347757351916,0.02398401635066949,2,0.007946930003831537,0.4341887360898877,-0.024426122288054825,0,0.007857426048949675,0.3577145333718578,-0.020095348165270116,0,0.011012151258582788,2,0.16427291227147744,0.013848976919885306,1,0.02531724917168336,0.26939015163868874,-0.0023390402519086473,1,0.009979119149913061,0.21683153195508312,0.005754968333988364,1,0.01764818416079822,0.7075808943933208,-0.013837957517470412,0,0.0009458749811761905,0.5912814877670061,0.014910051714397243,1,0.022970887074331627,0.40636416859097335,-0.014439090992196757,1,0.02139316783454533,0.2924191056066791,0.013837957517470412,2,0.0009458749811761905,2,0.24440946298566824,-0.00038212998578623925,1,0.011209825726276124,0.37509624979940226,-0.0032192624742792553,1,0.009261469420975884,0.30975285639253525,-0.0018006962300327889,1,0.010235647573625994,0.6464046222009341,0.0179170159262364,2,0.003450437233068087,0.5900810718699673,0.023980656148322732,2,8.741110354490489e-06,0.41926906710136025,-0.02394470291196163,0,0.00010832792931057163,0.35359537779906597,-0.017917015926236374,0,0.003450437233068087,2,0.4505520234313971,0.0822441531175774,2,0.042224135785756185,0.6140647644436965,0.05720837045390709,2,0.0195163063677982,0.5323083939375468,0.06972626178574232,2,0.03087022107677717,0.9017866959868059,0.009549202858713579,2,0.0017648514494705593,0.8596246593700368,0.025779841748996668,2,0.0009916931004146192,0.14215267729533732,-0.024119543112598757,0,0.002398251451716781,0.09821330401319406,-0.009549202858713496,0,0.0017648514494705593,True,0.3775058161285321,0.020444616152018827,0.02685372934405134,0.014035502959986275,0.34595812993028574,0.01404748680684343,-0.00964564144617848,-0.01749058666232417,4,35.90368073084392,875.0577392578125
R06__E0_ADAPTER_ONLY__H01,24,8,0,2,0.2569378701514806,-0.013919719570817557,0,0.006638028104898087,0.3896414425345067,-0.02436161593979924,0,0.004023512626340222,0.3232896563429937,-0.01914066775530837,0,0.005330770365619154,0.65439179427911,0.03220167581623801,2,0.009500278915103848,0.5965407775473888,0.04217703654614219,2,0.005154805406409921,0.4154194107486747,-0.04319544762926775,0,0.004570408714588029,0.34560820572088996,-0.03220167581623798,0,0.009500278915103848,2,0.14883757757866212,-0.001586357772930036,0,0.002010900711319582,0.2651928182794262,-0.006536373611171237,0,0.0068743007491757135,0.20701519792904413,-0.0040613656920506225,0,0.002431700018928066,0.7184782859383289,-0.00294056597246245,1,0.009018428699835388,0.5791379641365795,0.002766528083970765,2,0.005880448329934624,0.4177373014276028,-0.0030659581555673443,0,0.005264980854026044,0.28152171406167115,0.00294056597246245,1,0.009018428699835388,2,0.2618045113791265,0.017012918407672037,2,0.006307588262491591,0.38241163180321036,0.004096119529528819,2,0.0036295628683569855,0.32210807159116844,0.010554518968600407,2,0.004968575565424327,0.6615076038797749,0.033019997605077234,2,0.008340320673796598,0.6024953678442533,0.03639495212260879,2,0.012369878141358523,0.4062878138260597,-0.03692595618726216,0,0.010927025778655376,0.33849239612022514,-0.033019997605077206,0,0.008340320673796597,2,0.44120517207947174,0.07289730176565201,2,0.04432903656584583,0.6107443045374861,0.05388791054769676,2,0.027004464848351648,0.525974738308479,0.06339260615667447,2,0.03566675070709874,0.9189224848818032,0.026684991753710863,2,0.00046648055933141394,0.8995780051917321,0.06573318757069191,2,0.0026010208307787074,0.10370709135065115,-0.06256512905728491,0,0.0031460170326986846,0.08107751511819677,-0.02668499175371078,0,0.00046648055933141394,True,0.3764928700808648,0.01943167010435148,0.02604940166125232,0.012813938547450575,0.3445969160429213,0.01268627291947897,-0.004293074393353982,-0.01914066775530837,4,25.045956690097228,632.5392456054688
R06__E0_ADAPTER_ONLY__H02,25,8,0,2,0.2569378701514806,-0.013919719570817557,0,0.006638028104898087,0.3896414425345067,-0.02436161593979924,0,0.004023512626340222,0.3232896563429937,-0.01914066775530837,0,0.005330770365619154,0.65439179427911,0.03220167581623801,2,0.009500278915103848,0.5965407775473888,0.04217703654614219,2,0.005154805406409921,0.4154194107486747,-0.04319544762926775,0,0.004570408714588029,0.34560820572088996,-0.03220167581623798,0,0.009500278915103848,2,0.14883757757866212,-0.001586357772930036,0,0.002010900711319582,0.2651928182794262,-0.006536373611171237,0,0.0068743007491757135,0.20701519792904413,-0.0040613656920506225,0,0.002431700018928066,0.7184782859383289,-0.00294056597246245,1,0.009018428699835388,0.5791379641365795,0.002766528083970765,2,0.005880448329934624,0.4177373014276028,-0.0030659581555673443,0,0.005264980854026044,0.28152171406167115,0.00294056597246245,1,0.009018428699835388,2,0.2618045113791265,0.017012918407672037,2,0.006307588262491591,0.38241163180321036,0.004096119529528819,2,0.0036295628683569855,0.32210807159116844,0.010554518968600407,2,0.004968575565424327,0.6615076038797749,0.033019997605077234,2,0.008340320673796598,0.6024953678442533,0.03639495212260879,2,0.012369878141358523,0.4062878138260597,-0.03692595618726216,0,0.010927025778655376,0.33849239612022514,-0.033019997605077206,0,0.008340320673796597,2,0.44120517207947174,0.07289730176565201,2,0.04432903656584583,0.6107443045374861,0.05388791054769676,2,0.027004464848351648,0.525974738308479,0.06339260615667447,2,0.03566675070709874,0.9189224848818032,0.026684991753710863,2,0.00046648055933141394,0.8995780051917321,0.06573318757069191,2,0.0026010208307787074,0.10370709135065115,-0.06256512905728491,0,0.0031460170326986846,0.08107751511819677,-0.02668499175371078,0,0.00046648055933141394,True,0.3764928700808648,0.01943167010435148,0.02604940166125232,0.012813938547450575,0.3445969160429213,0.01268627291947897,-0.004293074393353982,-0.01914066775530837,4,25.045956690097228,632.5392456054688
R02__E0_ADAPTER_ONLY__H01,8,8,0,2,0.2211847924291553,-0.04967279729314289,0,0.008333700539272822,0.3896589875388783,-0.024344070935427675,0,0.004967927535150519,0.3054218899840168,-0.03700843411428528,0,0.00665081403721169,0.5398006356544351,-0.08238948280843689,0,0.021799564736378133,0.48411340556803006,-0.07025033543321652,0,0.019555305799020036,0.5224505980638487,0.06383573968590625,2,0.020211616835017616,0.46019936434556485,0.08238948280843691,2,0.021799564736378133,2,0.15819999370107468,0.007776058349482515,1,0.012521993896110308,0.25159473044948316,-0.020134461441114235,0,0.015622050164989262,0.20489736207527892,-0.006179201545815832,1,0.014072022030549764,0.7069466546737702,-0.014472197237021145,0,8.154094665305897e-05,0.5939552358337122,0.01758379978110347,2,0.017617916314626184,0.4037328710758986,-0.017070388507271494,0,0.016353106173260842,0.29305334532622984,0.014472197237021145,2,8.154094665305897e-05,2,0.22630908560247898,-0.018482507368975526,0,0.003524115014844394,0.3721216388364974,-0.006193873437184139,0,0.002135935752402227,0.2992153622194882,-0.012338190403079846,0,0.0006940896312210931,0.6205394563525326,-0.007948149922164971,0,0.008954202144710537,0.5626364167371974,-0.003463998984447103,1,0.014691414643010084,0.4457526303100896,0.0025388602967677254,1,0.014362036659770969,0.37946054364746734,0.007948149922164999,2,0.008954202144710537,2,0.46976415490703993,0.10145628459322023,2,0.021195005612931538,0.6219294308605725,0.0650730368707832,2,0.012473703224158765,0.5458467928838062,0.08326466073200178,2,0.016834354418545132,0.8711984606926884,-0.02103903243540406,0,0.00719157528969273,0.836022088006718,0.002177270385677832,1,0.0009641290692738765,0.16643805035317505,0.00016582994523899053,1,9.12325519421194e-05,0.1288015393073117,0.021039032435404142,2,0.00719157528969273,True,0.37294029487150027,0.015879094894986963,0.01963728219451985,0.012120907595454027,0.33884535179064756,0.0069347086672052055,-0.024673312258682564,-0.03700843411428528,3,21.80820059403777,160.433349609375
R02__E0_ADAPTER_ONLY__H02,9,8,0,2,0.2211847924291553,-0.04967279729314289,0,0.008333700539272822,0.3896589875388783,-0.024344070935427675,0,0.004967927535150519,0.3054218899840168,-0.03700843411428528,0,0.00665081403721169,0.5398006356544351,-0.08238948280843689,0,0.021799564736378133,0.48411340556803006,-0.07025033543321652,0,0.019555305799020036,0.5224505980638487,0.06383573968590625,2,0.020211616835017616,0.46019936434556485,0.08238948280843691,2,0.021799564736378133,2,0.15819999370107468,0.007776058349482515,1,0.012521993896110308,0.25159473044948316,-0.020134461441114235,0,0.015622050164989262,0.20489736207527892,-0.006179201545815832,1,0.014072022030549764,0.7069466546737702,-0.014472197237021145,0,8.154094665305897e-05,0.5939552358337122,0.01758379978110347,2,0.017617916314626184,0.4037328710758986,-0.017070388507271494,0,0.016353106173260842,0.29305334532622984,0.014472197237021145,2,8.154094665305897e-05,2,0.22630908560247898,-0.018482507368975526,0,0.003524115014844394,0.3721216388364974,-0.006193873437184139,0,0.002135935752402227,0.2992153622194882,-0.012338190403079846,0,0.0006940896312210931,0.6205394563525326,-0.007948149922164971,0,0.008954202144710537,0.5626364167371974,-0.003463998984447103,1,0.014691414643010084,0.4457526303100896,0.0025388602967677254,1,0.014362036659770969,0.37946054364746734,0.007948149922164999,2,0.008954202144710537,2,0.46976415490703993,0.10145628459322023,2,0.021195005612931538,0.6219294308605725,0.0650730368707832,2,0.012473703224158765,0.5458467928838062,0.08326466073200178,2,0.016834354418545132,0.8711984606926884,-0.02103903243540406,0,0.00719157528969273,0.836022088006718,0.002177270385677832,1,0.0009641290692738765,0.16643805035317505,0.00016582994523899053,1,9.12325519421194e-05,0.1288015393073117,0.021039032435404142,2,0.00719157528969273,True,0.37294029487150027,0.015879094894986963,0.01963728219451985,0.012120907595454027,0.33884535179064756,0.0069347086672052055,-0.024673312258682564,-0.03700843411428528,3,21.80820059403777,160.433349609375
