stage,config_id,dataset,seed,success,status,runtime_seconds,peak_rss_mib,gpu_allocation_mib,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement
H,H00,tonsil,3,True,success,1.9085198380053043,813.859375,0.0,0.15463883708914133,0.2737419397897429,0.21419038843944213,0.7216033580110243,0.5778897913902157,0.4191514111759904,0.27839664198897573
H,H01,tonsil,3,True,success,1.755458440631628,830.875,0.0,0.152131061040026,0.27200983129566586,0.21207044616784593,0.7232408496505915,0.5819443351559701,0.4152350674050268,0.27675915034940846
H,H02,tonsil,3,True,success,1.696184327825904,830.875,0.0,0.15241819587577768,0.2729614001886405,0.2126897980322091,0.7228718374501257,0.5811569975624045,0.41598270778440855,0.27712816254987427
H,H03,tonsil,3,True,success,1.7473111916333437,830.875,0.0,0.15255864834373337,0.272761033875173,0.21265984110945318,0.7220646232616066,0.579878518969367,0.41728657407555403,0.2779353767383934
H,H04,tonsil,3,True,success,1.7570287864655256,830.875,0.0,0.15143410359165718,0.27052577486662593,0.21097993922914154,0.7230332802878295,0.580695306728888,0.4162889199478589,0.27696671971217046
H,H05,tonsil,3,True,success,1.7329243458807468,830.875,0.0,0.15130698443467155,0.270403100047903,0.2108550422412873,0.7230102170253004,0.579946175193108,0.41705827989847016,0.27698978297469956
H,H06,tonsil,3,True,success,1.7178223859518766,830.875,0.0,0.15009271725532963,0.2688650043999272,0.20947886082762843,0.7247168984524551,0.5839073639011132,0.4132147212920305,0.2752831015475449
H,H07,tonsil,3,True,success,1.7594841606914997,830.875,0.0,0.15167499737713577,0.27058424271728093,0.21112962004720837,0.7238174312138195,0.5835492614271869,0.41360352173712384,0.2761825687861805
H,H08,tonsil,3,True,success,2.2293496653437614,830.875,0.0,0.13279849653063305,0.24250620909998757,0.1876523528153103,0.714476809889527,0.5124577009637161,0.4877300290391016,0.285523190110473
H,H09,tonsil,3,True,success,2.475082717835903,830.875,0.0,0.13149969571884224,0.23926985612310528,0.18538477592097374,0.7192739684955833,0.5162039091707009,0.48408792746262824,0.28072603150441666
H,H10,tonsil,3,True,success,2.2608289513736963,830.875,0.0,0.16480368442518517,0.26923998117001785,0.2170218327976015,0.7197352337461658,0.5810424723623897,0.4182120556528827,0.28026476625383423
H,H11,tonsil,3,True,success,2.302496997639537,830.875,0.0,0.16323741217449297,0.26543188892327263,0.2143346505488828,0.7210498397103254,0.5825445489362778,0.4166624666318752,0.27895016028967456
H,H12,tonsil,3,True,success,2.3851576410233974,830.875,0.0,0.08306287220694165,0.22081582110026315,0.1519393466536024,0.7038446458636038,0.5868509193327782,0.41042424175074466,0.29615535413639615
H,H13,tonsil,3,True,success,2.2904699724167585,830.875,0.0,0.08070362809299061,0.22245022567931166,0.15157692688615115,0.70995641043382,0.597555210482628,0.3998699691295253,0.29004358956618004
H,H14,tonsil,3,True,success,0.44078540429472923,830.875,0.0,0.15474628973905705,0.2735647830050845,0.2141555363720708,0.7192739684955833,0.5776383880577552,0.42041130353748646,0.28072603150441666
H,H15,tonsil,3,True,success,0.5207355935126543,830.875,0.0,0.15360766604128176,0.2740964640055558,0.2138520650234188,0.7203118153093937,0.5816626002576233,0.41643157724601304,0.2796881846906063
H,H16,tonsil,3,True,success,5.129172680899501,830.875,0.0,0.1148093667187648,0.226825331793452,0.1708173492561084,0.7101870430591112,0.5885895461343142,0.41292861160121885,0.2898129569408888
H,H17,tonsil,3,True,success,7.02445612102747,830.875,0.0,0.14962022028126606,0.26587001564104645,0.20774511796115624,0.7326737240250005,0.5841690556338854,0.4119983351681604,0.26732627597499947
H,H00,tonsil,4,True,success,1.739323703572154,830.875,0.0,0.15395375517720053,0.27339873762538486,0.21367624640129268,0.7214419151733205,0.5766686516004614,0.42082110014756136,0.27855808482667954
H,H01,tonsil,4,True,success,1.8682425189763308,830.875,0.0,0.14595136266692144,0.2657042225796957,0.20582779262330858,0.724509329089693,0.58601891645596,0.4116833793497159,0.275490670910307
H,H02,tonsil,4,True,success,1.8234233241528273,830.875,0.0,0.14704285476389603,0.2650056778933333,0.20602426632861465,0.7241633801517563,0.5838420818042561,0.4139191496314769,0.2758366198482437
H,H03,tonsil,4,True,success,1.7662412226200104,830.875,0.0,0.148437718571934,0.2660574948202084,0.2072476066960712,0.7234022924882954,0.5815754881680222,0.415859088346091,0.27659770751170465
H,H04,tonsil,4,True,success,1.717660941183567,830.875,0.0,0.14826651322129833,0.266481486214091,0.20737399971769466,0.7225028252496598,0.580488036748706,0.41692136067638197,0.2774971747503402
H,H05,tonsil,4,True,success,1.8161902707070112,830.875,0.0,0.1502122338714394,0.2684543441602098,0.2093332890158246,0.7222952558868978,0.578563738570097,0.4188611556589399,0.2777047441131022
H,H06,tonsil,4,True,success,1.8006492834538221,830.875,0.0,0.14476697345031717,0.26403310035649324,0.2044000369034052,0.7259853778915566,0.5878581973708549,0.409679505791425,0.2740146221084434
H,H07,tonsil,4,True,success,1.8328422792255878,830.875,0.0,0.14460909393892468,0.2650110704882963,0.2048100822136105,0.7238404944763486,0.5860201371496121,0.41161316000011927,0.2761595055236514
H,H08,tonsil,4,True,success,2.2681510355323553,830.875,0.0,0.168461466467301,0.26984885764733396,0.2191551620573175,0.7183283747318896,0.5713987458859593,0.42764083261608743,0.2816716252681104
H,H09,tonsil,4,True,success,2.3025262467563152,830.875,0.0,0.17257791543807025,0.21697653551754664,0.19477722547780846,0.6818422934108259,0.5569292192889634,0.4432653783278685,0.3181577065891741
H,H10,tonsil,4,True,success,2.3217621110379696,830.875,0.0,0.16861347003275495,0.2672690760867322,0.2179412730597436,0.7231255333379459,0.5763077086143449,0.42271067503260235,0.27687446666205406
H,H11,tonsil,4,True,success,2.7932349033653736,830.875,0.0,0.16745801223350426,0.26515141583078955,0.2163047140321469,0.7247399617149842,0.5786134479237002,0.4205470523483259,0.2752600382850158
H,H12,tonsil,4,True,success,2.383714810013771,830.875,0.0,0.0988394692889177,0.20873174787442683,0.15378560858167226,0.6518831153855025,0.510937520759748,0.4906623790696247,0.3481168846144975
H,H13,tonsil,4,True,success,2.375302603468299,830.875,0.0,0.0921257342263585,0.18355250144358656,0.13783911783497255,0.6406743697963514,0.517395426825216,0.48347829699938405,0.3593256302036486
H,H14,tonsil,4,True,success,0.5032890569418669,830.875,0.0,0.15549036886173814,0.27603460398066726,0.21576248642120271,0.7194815378583455,0.5745296331030323,0.4234999229734905,0.28051846214165455
H,H15,tonsil,4,True,success,0.5607092287391424,830.875,0.0,0.14982113847521045,0.26761090042667257,0.2087160194509415,0.7212574090730874,0.5806072100473499,0.41738558180814045,0.27874259092691256
H,H16,tonsil,4,False,scientific_numerical_failure,19.084511559456587,830.875,0.0,,,,,,,
H,H17,tonsil,4,True,success,5.978486992418766,830.875,0.0,0.17373419963155476,0.27721022367685944,0.2254722116542071,0.7184667543070643,0.6186976452172182,0.3795998628483166,0.2815332456929357
H,H00,d1,0,True,success,2.2183214966207743,830.875,0.0,0.2375418648455073,0.37711150488672485,0.3073266848661161,0.6296551311220213,0.568853916492524,0.44075212547790177,0.3703448688779787
H,H01,d1,0,True,success,2.1408513840287924,830.875,0.0,0.2593428679945315,0.38053089135686596,0.3199368796756987,0.6471680038318764,0.5836048546278121,0.42613141652607267,0.35283199616812355
H,H02,d1,0,True,success,2.20891554094851,830.875,0.0,0.25518926237043515,0.3800776467335436,0.3176334545519894,0.6425577775116752,0.579504350738268,0.43041359630845416,0.3574422224883248
H,H03,d1,0,True,success,2.222282936796546,830.875,0.0,0.24905001259712245,0.3787364012072807,0.31389320690220157,0.6413603161298048,0.5772543133382755,0.43240580388966576,0.3586396838701952
H,H04,d1,0,True,success,2.184697736054659,830.875,0.0,0.24464518363346344,0.3787916480822795,0.31171841585787147,0.6401329182133876,0.5772505734816817,0.43233005763864185,0.3598670817866124
H,H05,d1,0,True,success,2.211749140173197,830.875,0.0,0.23823259411493813,0.37712941745255496,0.3076810057837466,0.6353430726859058,0.5742139603818538,0.4353596896380297,0.36465692731409416
H,H06,d1,0,True,success,2.3905005902051926,830.875,0.0,0.2453617393060945,0.37689797066805336,0.3111298549870739,0.642348221769848,0.579875912555697,0.4294878909899295,0.35765177823015204
H,H07,d1,0,True,success,2.325401958078146,830.875,0.0,0.25889782650461796,0.37970466019587085,0.3193012433502444,0.6478266075919051,0.5839814573547197,0.4257932578911072,0.35217339240809487
H,H08,d1,0,True,success,4.210351716727018,830.875,0.0,0.17767821335306322,0.335160519744514,0.2564193665487886,0.5940905280804694,0.5195480003870456,0.4824654768339074,0.40590947191953064
H,H09,d1,0,True,success,4.140593575313687,830.875,0.0,0.22615558779241257,0.3550571463389227,0.29060636706566767,0.6257035085618489,0.5696222820127258,0.4357365512353474,0.37429649143815114
H,H10,d1,0,True,success,4.0619889833033085,830.875,0.0,0.1832470194632215,0.3324840495394063,0.2578655345013139,0.59427014728775,0.5310986659568449,0.4734325232306175,0.40572985271225004
H,H11,d1,0,True,success,4.384596103802323,830.875,0.0,0.20890446402204688,0.3426522575539599,0.2757783607880034,0.5998682792479942,0.5339319102897072,0.47144666137976843,0.40013172075200576
H,H12,d1,0,True,success,5.0544771403074265,830.875,0.0,0.17060578412145624,0.3528127370446055,0.26170926058303084,0.5394563525326308,0.5094245874144278,0.491476690063941,0.4605436474673692
H,H13,d1,0,True,success,3.698406722396612,830.875,0.0,0.18511343557122262,0.3614364056329532,0.2732749206020879,0.5799305472398515,0.5371337358995877,0.46581629352713855,0.4200694527601485
H,H14,d1,0,True,success,0.8284342717379332,830.875,0.0,0.226113809094856,0.3654470518944033,0.29578043049462965,0.6168422943360077,0.5484549372435851,0.457041739306003,0.3831577056639923
H,H15,d1,0,True,success,0.8474030680954456,830.875,0.0,0.22290779992261497,0.3642028861576873,0.29355534304015113,0.6427373967189558,0.5897829045816024,0.4176063618941178,0.3572626032810442
H,H16,d1,0,True,success,6.621892314404249,830.875,0.0,0.23660963906440655,0.383676818983466,0.31014322902393626,0.6796192072805652,0.6132472428117891,0.3932946734385362,0.32038079271943476
H,H17,d1,0,False,scientific_numerical_failure,22.844770284369588,830.875,0.0,,,,,,,
H,H00,d1,1,True,success,1.6366004031151533,830.875,0.0,0.2520413210974017,0.37951951966063835,0.31578042037902,0.6273200814273739,0.563346914950765,0.44567541454874215,0.37267991857262606
H,H01,d1,1,True,success,2.5255156084895134,830.875,0.0,0.25976760334164845,0.3877723771463264,0.32376999024398745,0.6478266075919051,0.5866439640601332,0.42208731516255515,0.35217339240809487
H,H02,d1,1,True,success,2.5087325405329466,830.875,0.0,0.2585110509114722,0.3878470849032222,0.3231790679073472,0.645341875224524,0.5858367377376661,0.42307947024735065,0.354658124775476
H,H03,d1,1,True,success,2.538472391664982,830.875,0.0,0.25448051928052,0.383236882775858,0.31885870102818903,0.6400730451442941,0.5803633193872044,0.42867159742983973,0.3599269548557059
H,H04,d1,1,True,success,2.56058868765831,830.875,0.0,0.2545677519148094,0.3831368068891058,0.3188522794019576,0.6360316129804814,0.5751702352411011,0.43365545263928584,0.3639683870195186
H,H05,d1,1,True,success,2.4418853484094143,830.875,0.0,0.2557055084714163,0.3841499676654981,0.3199277380684572,0.6336366902167405,0.57213595730164,0.43681116918555424,0.3663633097832595
H,H06,d1,1,True,success,2.5074226409196854,830.875,0.0,0.25369186894226703,0.3819152772606436,0.31780357310145535,0.6455813675008981,0.585116148844972,0.42369576522928754,0.3544186324991019
H,H07,d1,1,True,success,2.4844232499599457,830.875,0.0,0.25976760334164845,0.3877723771463264,0.32376999024398745,0.6478266075919051,0.5866439640601332,0.42208731516255515,0.35217339240809487
H,H08,d1,1,True,success,3.380765939131379,830.875,0.0,0.2030213884600316,0.34905719276988967,0.27603929061496063,0.5726260328104419,0.5242596436803619,0.4802208908433446,0.4273739671895581
H,H09,d1,1,True,success,3.2202249132096767,830.875,0.0,0.2337295963501804,0.3669387504160516,0.300334173383116,0.6330080229912586,0.5834375767464934,0.42481533283932726,0.3669919770087414
H,H10,d1,1,True,success,3.219237172976136,830.875,0.0,0.23212471139798765,0.3666739722253551,0.2993993418116714,0.6295054484492875,0.5791514847198073,0.42925530594566996,0.37049455155071254
H,H11,d1,1,True,success,3.243416739627719,830.875,0.0,0.2353877784079239,0.36483189922433945,0.3001098388161317,0.628816908154712,0.5794637343726711,0.42855902659458245,0.37118309184528797
H,H12,d1,1,True,success,4.698052179068327,830.875,0.0,0.17293686503913047,0.3714903525442046,0.27221360879166756,0.5467608669620405,0.5106727761692762,0.4935513032786646,0.4532391330379595
H,H13,d1,1,True,success,4.0864699352532625,830.875,0.0,0.18691022372610264,0.344708764296374,0.2658094940112383,0.6123518141539935,0.5873354591032169,0.4202874526653158,0.38764818584600647
H,H14,d1,1,True,success,0.8397209197282791,830.875,0.0,0.2179032549134051,0.3578614730465149,0.28788236397996,0.613788767812238,0.557843890101946,0.44858311140372437,0.386211232187762
H,H15,d1,1,True,success,0.9241050090640783,830.875,0.0,0.21791795366944972,0.36144109255352397,0.2896795231114868,0.6340258651658484,0.5817688679464561,0.4243370517031961,0.36597413483415164
H,H16,d1,1,False,scientific_numerical_failure,14.706020575016737,830.875,0.0,,,,,,,
H,H17,d1,1,True,success,10.73291520215571,830.875,0.0,0.23114892307992416,0.3630446402335388,0.2970967816567315,0.7219794036642319,0.6747917315253952,0.3283916698459405,0.27802059633576814
H,H00,d1,2,True,success,2.0496504325419664,830.875,0.0,0.23102745409241648,0.3793379883028962,0.3051827211976563,0.6353430726859058,0.5700139695195519,0.43949800138599615,0.36465692731409416
H,H01,d1,2,True,success,2.4922572392970324,830.875,0.0,0.2291453006461358,0.37836354911933257,0.3037544248827342,0.6561190276613579,0.5969424529738503,0.4126798167884477,0.3438809723386421
H,H02,d1,2,True,success,2.380554411560297,830.875,0.0,0.22920237775981503,0.378685666588681,0.30394402217424804,0.6528260088612142,0.5945022986417852,0.4153533933702839,0.3471739911387858
H,H03,d1,2,True,success,2.4354416728019714,830.875,0.0,0.2300555592558484,0.3801537716325787,0.30510466544421355,0.6510298167884085,0.5917581165388666,0.4181173862400568,0.34897018321159146
H,H04,d1,2,True,success,2.4613744877278805,830.875,0.0,0.2297986921561627,0.37895543901345413,0.3043770655848084,0.6485151478864807,0.5868775667515853,0.42282958618489497,0.3514848521135193
H,H05,d1,2,True,success,2.5924809873104095,830.875,0.0,0.2278775555304987,0.3782664824872522,0.3030720190088755,0.6455214944318046,0.5815938649886159,0.42808041509587574,0.3544785055681954
H,H06,d1,2,True,success,2.5710070617496967,830.875,0.0,0.22885694776946855,0.37960929536935184,0.3042331215694102,0.656987187163214,0.5976897496171634,0.41220842983182876,0.343012812836786
H,H07,d1,2,True,success,2.5116634611040354,830.875,0.0,0.22670143831938827,0.3768860789874582,0.3017937586534232,0.6572566159741349,0.5973820714617677,0.41215556647387486,0.3427433840258651
H,H08,d1,2,True,success,3.8325158786028624,830.875,0.0,0.20329767727595238,0.35610280651193804,0.2797002418939452,0.5801700395162256,0.46608191461728526,0.5366124109229512,0.4198299604837744
H,H09,d1,2,True,success,3.7080228123813868,830.875,0.0,0.2294288558228611,0.3783682215455336,0.30389853868419736,0.6343851035804096,0.5760259069361919,0.4317954685503557,0.36561489641959044
H,H10,d1,2,True,success,3.8837428744882345,830.875,0.0,0.20610694660029677,0.37035840472435944,0.28823267566232813,0.5913663034367141,0.531036994872556,0.47503289559920886,0.40863369656328585
H,H11,d1,2,True,success,4.155338106676936,830.875,0.0,0.21334931227584175,0.37156034749553923,0.2924548298856905,0.6072027302119507,0.5499247492151652,0.455913204236838,0.3927972697880493
H,H12,d1,2,True,success,4.4847596399486065,830.875,0.0,0.1721115617114596,0.3504830667500896,0.2612973142307746,0.5552329062387737,0.5069887120166812,0.4948829764146484,0.44476709376122625
H,H13,d1,2,True,success,3.737014502286911,830.875,0.0,0.18097643515193443,0.3515285838745798,0.26625250951325713,0.5766674649742546,0.5373288066734843,0.46630672579250965,0.4233325350257454
H,H14,d1,2,True,success,0.8097043316811323,830.875,0.0,0.21357419326967383,0.3661074384394582,0.289840815854566,0.6068734283319362,0.5524447072952928,0.4549465515506815,0.39312657166806375
H,H15,d1,2,True,success,0.9663655236363411,830.875,0.0,0.23050904770097896,0.3816818614867365,0.30609545459385773,0.6558196623158903,0.6001265621256983,0.4091808103285417,0.3441803376841097
H,H16,d1,2,True,success,7.467353913933039,830.875,0.0,0.2193511250324726,0.3656128429869743,0.2924819840097234,0.6992276374086935,0.6478611040463984,0.3561684684243479,0.30077236259130646
H,H17,d1,2,False,scientific_numerical_failure,20.760432306677103,830.875,0.0,,,,,,,
H,H00,d1,3,True,success,1.9730254225432873,830.875,0.0,0.24633014423947824,0.3830384319499561,0.31468428809471716,0.6229493473835469,0.5569241627176805,0.4519851370451858,0.3770506526164531
H,H01,d1,3,True,success,2.246123056858778,830.875,0.0,0.2633293566046903,0.3914543060448342,0.32739183132476224,0.6477068614537181,0.5797821925064381,0.42969528207643126,0.35229313854628186
H,H02,d1,3,True,success,2.175476923584938,830.875,0.0,0.2566759184479615,0.3902012662887503,0.3234385923683559,0.6458807328463657,0.5794387902552909,0.4299319720715567,0.3541192671536343
H,H03,d1,3,True,success,2.1781529393047094,830.875,0.0,0.255536922565044,0.38867693886177535,0.3221069307134097,0.6407615854388696,0.573760600949453,0.43553741832888215,0.35923841456113037
H,H04,d1,3,True,success,2.155561527237296,830.875,0.0,0.2511579204338561,0.38561293085978277,0.31838542564681943,0.6382169800023949,0.5706473133435352,0.43857216794755816,0.3617830199976051
H,H05,d1,3,True,success,2.1797751523554325,830.875,0.0,0.249801240259172,0.3833422353253133,0.3165717377922427,0.6329182133876182,0.5650681872112027,0.4441128599862796,0.3670817866123818
H,H06,d1,3,True,success,2.204927207902074,830.875,0.0,0.26268120721388727,0.39273488343005913,0.3277080453219732,0.6446233983954017,0.5770414366766645,0.43227738445406133,0.3553766016045983
H,H07,d1,3,True,success,2.174983650445938,830.875,0.0,0.26278224154154334,0.3910393022051474,0.3269107718733454,0.6480361633337325,0.5797649797930731,0.4296716086119023,0.3519638366662675
H,H08,d1,3,True,success,3.614333603531122,830.875,0.0,0.21782105696365117,0.3631210322597861,0.29047104461171863,0.5723266674649743,0.49060837127124407,0.5125515175899691,0.4276733325350257
H,H09,d1,3,True,success,4.273486644029617,830.875,0.0,0.2186341528176012,0.366078557860206,0.2923563553389036,0.5992096754879656,0.5236541531558013,0.47923230191282384,0.40079032451203445
H,H10,d1,3,True,success,4.218770235776901,830.875,0.0,0.20096200865890645,0.3446514950054253,0.27280675183216585,0.5866662675128728,0.5330030226774867,0.47181846773851693,0.41333373248712724
H,H11,d1,3,True,success,3.5315924026072025,830.875,0.0,0.23490718558086335,0.3798121591036047,0.30735967234223405,0.614177942761346,0.563054002357797,0.4420437367015239,0.38582205723865404
H,H12,d1,3,True,success,4.402192143723369,830.875,0.0,0.15967843345945182,0.34878216687610886,0.25423030016778037,0.5557418273260687,0.5054623175827153,0.493440053403047,0.4442581726739313
H,H13,d1,3,True,success,6.441167101264,830.875,0.0,0.1626377434761481,0.33376330813446603,0.24820052580530705,0.5615495150281403,0.5224747268730745,0.48130602837423114,0.4384504849718597
H,H14,d1,3,True,success,0.9711407124996185,830.875,0.0,0.22651164251439376,0.3697421100022084,0.2981268762583011,0.6063645072446414,0.549061433310289,0.4578023830409693,0.3936354927553586
H,H15,d1,3,True,success,0.8904522191733122,830.875,0.0,0.22159986628496978,0.3719789831652731,0.29678942472512143,0.6284277332056041,0.5755295059101162,0.431393851815962,0.3715722667943959
H,H16,d1,3,True,success,9.1895931083709,830.875,0.0,0.25920944090398884,0.3929791295940309,0.32609428524900985,0.6548317566758473,0.5934954379711037,0.4113921967728597,0.34516824332415275
H,H17,d1,3,True,success,8.847192466259003,830.875,0.0,0.23737875835369487,0.3693333829106656,0.30335607063218023,0.7187761944677284,0.6601784505771249,0.34226640989845103,0.28122380553227155
H,H00,d1,4,True,success,1.7025041077286005,830.875,0.0,0.2398593533697784,0.3738572026227335,0.3068582779962559,0.6273200814273739,0.5634393585894928,0.445606379655975,0.37267991857262606
H,H01,d1,4,True,success,2.4229016210883856,830.875,0.0,0.24096341981174665,0.3780374520845754,0.309500435948161,0.6492635612501497,0.5909063069040552,0.41828358936779797,0.3507364387498503
H,H02,d1,4,True,success,2.336826426908374,830.875,0.0,0.23962715478445423,0.3759607890814793,0.30779397193296676,0.6469584480900491,0.5873348059682432,0.4216930622799948,0.3530415519099509
H,H03,d1,4,True,success,2.471816560253501,830.875,0.0,0.23840618973958824,0.37482171188528013,0.3066139508124342,0.6459406059154592,0.5863639133195553,0.42274351785135994,0.3540593940845408
H,H04,d1,4,True,success,2.339270930737257,830.875,0.0,0.23734569354435028,0.37312809605322383,0.3052368947987871,0.6448928272063226,0.5830187764521337,0.4257308625032346,0.35510717279367743
H,H05,d1,4,True,success,2.4879226461052895,830.875,0.0,0.23673920956907815,0.37185261956828225,0.3042959145686802,0.6373787570350856,0.5739692631199328,0.43479088519639514,0.3626212429649144
H,H06,d1,4,True,success,2.357999110594392,830.875,0.0,0.2411167141895939,0.37816704630322395,0.30964188024640893,0.6518081666866243,0.5927508227812732,0.41622110284361946,0.34819183331337566
H,H07,d1,4,True,success,2.4403871092945337,830.875,0.0,0.241587825596772,0.3775946910824151,0.30959125833959356,0.6489641959046821,0.5910507352383327,0.4181910464758249,0.35103580409531787
H,H08,d1,4,True,success,3.7018564213067293,830.875,0.0,0.2146393107601087,0.36475543739230815,0.28969737407620844,0.5785834031852473,0.5098733988352055,0.4950528141615874,0.42141659681475274
H,H09,d1,4,True,success,4.124339714646339,830.875,0.0,0.22252950646179298,0.36133666289763716,0.29193308467971507,0.6152556580050293,0.5535121692481902,0.45187872803011364,0.38474434199497065
H,H10,d1,4,True,success,4.013983927667141,830.875,0.0,0.22291759063937674,0.36091754969472317,0.29191757016704994,0.6102263202011735,0.5490164890817534,0.456421525167385,0.3897736797988265
H,H11,d1,4,True,success,3.976063199341297,830.875,0.0,0.2105720702504631,0.36453173355160157,0.2875519019010323,0.598640881331577,0.5310747054457047,0.47314649752940136,0.401359118668423
H,H12,d1,4,True,success,4.58084886521101,830.875,0.0,0.14579269753322527,0.32615823765107643,0.23597546759215085,0.5407436235181415,0.4927625441613331,0.5102286149390259,0.45925637648185846
H,H13,d1,4,True,success,4.063778487965465,830.875,0.0,0.16594320008479044,0.3386167048065011,0.25227995244564577,0.5774458148724704,0.542640466427601,0.4614552495534481,0.4225541851275296
H,H14,d1,4,True,success,0.8013418614864349,830.875,0.0,0.23034620441158385,0.36492455794653195,0.2976353811790579,0.6103760028739074,0.5411307497967589,0.46449524493175887,0.38962399712609264
H,H15,d1,4,True,success,0.9268112666904926,830.875,0.0,0.22290284974454846,0.3574681821643588,0.29018551595445363,0.6316010058675607,0.5775289898507731,0.4292559208801201,0.36839899413243926
H,H16,d1,4,True,success,7.644174717366695,830.875,0.0,0.23555550831802474,0.3780555105145366,0.3068055094162807,0.6583942042869118,0.583512746482448,0.4213973730140048,0.34160579571308824
H,H17,d1,4,False,scientific_numerical_failure,22.76713633723557,830.875,0.0,,,,,,,
H,H00,d1,5,True,success,2.010436652228236,830.875,0.0,0.24525913546086692,0.3796687724445877,0.3124639539527273,0.6261226200455036,0.5531740193290868,0.45540588995698145,0.37387737995449644
H,H01,d1,5,True,success,2.357761537656188,830.875,0.0,0.2565170146339834,0.3870150458611946,0.321766030247589,0.6515088013411567,0.586310800176004,0.4229885668300522,0.34849119865884326
H,H02,d1,5,True,success,2.3948591016232967,830.875,0.0,0.254504353789989,0.3856153628808783,0.3200598583354336,0.6495329900610706,0.5819360171236766,0.4273064742040022,0.35046700993892943
H,H03,d1,5,True,success,2.5137271881103516,830.875,0.0,0.25315604868214353,0.3846381250318266,0.31889708685698503,0.643216381271704,0.5759494168932392,0.43338916957434026,0.356783618728296
H,H04,d1,5,True,success,2.386002015322447,830.875,0.0,0.2532373536283813,0.3847961495683048,0.3190167515983431,0.6404322835588552,0.5723418651743548,0.4368846808571175,0.3595677164411448
H,H05,d1,5,True,success,2.4905044864863157,830.875,0.0,0.2505494105292871,0.38155015615876375,0.31604978334402545,0.6349838342713447,0.5635886994296682,0.44543424814887844,0.36501616572865525
H,H06,d1,5,True,success,2.3755041249096394,830.875,0.0,0.256700250146173,0.3882822189438764,0.3224912345450247,0.6521973416357323,0.5870226109088601,0.4223613483961751,0.3478026583642677
H,H07,d1,5,True,success,2.3883311841636896,830.875,0.0,0.2551218026578596,0.3863646556152567,0.32074322913655817,0.6526463896539336,0.5871830926502619,0.42208365126294545,0.3473536103460664
H,H08,d1,5,True,success,3.580895869061351,830.875,0.0,0.19768056305361806,0.35677818726526794,0.277229375159443,0.5731648904322836,0.5252624611379134,0.47952415478310284,0.4268351095677164
H,H09,d1,5,True,success,3.9979599229991436,830.875,0.0,0.19575979758852066,0.3590129394077275,0.2773863684981241,0.6028619327026703,0.5540906235726133,0.45095222795072354,0.3971380672973297
H,H10,d1,5,True,success,4.339139373973012,830.875,0.0,0.2212844919824095,0.3695574142478109,0.2954209531151102,0.6164830559214466,0.5624047794276849,0.4431883096509135,0.3835169440785534
H,H11,d1,5,True,success,3.8756613209843636,830.875,0.0,0.22511737764817874,0.3771817478735695,0.3011495627608741,0.6212729014489283,0.5712053950771135,0.43402164340157146,0.3787270985510717
H,H12,d1,5,True,success,3.8500986844301224,830.875,0.0,0.15167004902844416,0.34279297265219993,0.24723151084032205,0.5623877379954496,0.5255727549025654,0.47781840501650547,0.4376122620045504
H,H13,d1,5,True,success,4.29504693672061,830.875,0.0,0.16839825424055974,0.3506107620208468,0.25950450813070325,0.5687342833193629,0.5365077484592609,0.4688705396027184,0.43126571668063707
H,H14,d1,5,True,success,0.8135184813290834,830.875,0.0,0.209112356542161,0.36252562560955487,0.28581899107585795,0.6136989582085978,0.5582242528568058,0.44818255820048536,0.38630104179140223
H,H15,d1,5,True,success,0.8589329496026039,830.875,0.0,0.21476702213706503,0.3677907956473352,0.2912789088922001,0.6396239971260926,0.587237221903913,0.41957762316350894,0.36037600287390736
H,H16,d1,5,False,scientific_numerical_failure,18.85625217668712,830.875,0.0,,,,,,,
H,H17,d1,5,True,success,10.157837346196175,830.875,0.0,0.22304214986872611,0.36256636598831127,0.2928042579285187,0.7021614177942761,0.6543730748073296,0.34827278249794913,0.2978385822057239
H,H00,d1,6,True,success,2.1793118063360453,830.875,0.0,0.23346023355809783,0.37304334598681405,0.3032517897724559,0.621931505208957,0.5630148921258498,0.44685694062676024,0.378068494791043
H,H01,d1,6,True,success,2.646672608330846,830.875,0.0,0.23200477962026006,0.36812527776008047,0.30006502869017027,0.6615974134834152,0.6126119247184668,0.3973160688925506,0.33840258651658484
H,H02,d1,6,True,success,2.719842966645956,830.875,0.0,0.2484231450279124,0.3791431492935507,0.3137831471607315,0.6414201891988983,0.577450368064485,0.4326822384136787,0.3585798108011017
H,H03,d1,6,True,success,2.654682155698538,830.875,0.0,0.24871960509692764,0.37770061209212136,0.3132101085945245,0.6402826008861214,0.5760601326111832,0.43414702621482765,0.35971739911387857
H,H04,d1,6,True,success,2.6891762986779213,830.875,0.0,0.2454630986707566,0.3757879788227859,0.31062553874677123,0.6377080589151,0.5752691851889266,0.4348818121917672,0.36229194108490004
H,H05,d1,6,True,success,2.7333480324596167,830.875,0.0,0.2425195991006025,0.37578574454310043,0.30915267182185147,0.6318105616093881,0.5714435283007726,0.43881624882332504,0.3681894383906119
H,H06,d1,6,True,success,2.65874657779932,830.875,0.0,0.22991061997367904,0.368632747267304,0.2992716836204915,0.6568674410250269,0.6096503660457059,0.40023710724449746,0.3431325589749731
