stage,recipe_id,unit_id,dataset,seed,epochs,initial_total,final_total,loss_curve_sha256,initial_RECON,final_RECON,initial_RELKL,final_RELKL,initial_CLIP,final_CLIP,initial_MNN,final_MNN,initial_MASK,final_MASK,initial_SEMANTIC,final_SEMANTIC,initial_MOE_BALANCE,final_MOE_BALANCE,initial_DCCA,final_DCCA
R1,R08,u021,p22,1,160,0.730290949344635,0.5011787414550781,eea81cef843c294cef9ed3a1a27a6225d1237972c2c3ac2a684c1ecfe61e932e,0.0182336159050464,0.0063964119181036,0.6321916580200195,0.4782775342464447,,,0.3494117856025696,0.0402863174676895,,,,,0.9983373880386353,0.8447539210319519,,
R1,R09,u000,a1,0,160,1.9486782550811768,1.949102640151977,ad6e1ec2addb0cd064c632b4e1a1f04b0c63ac386f52e69becec84b30e3bf8df,0.0255111381411552,0.0255128946155309,0.4666365087032318,0.4671186804771423,8.767261505126953,8.767261505126953,0.2333146929740905,0.2333800792694091,0.0258499439805746,0.0258558392524719,2.3110227584838867,2.3106448650360107,1.004011154174805,1.004011154174805,-16.575084686279297,-16.575084686279297
R1,R09,u001,a1,1,160,2.001515865325928,2.0021190643310547,21bd729985d2656228a120ff9c51183c215268fccb1023ce9d86182fe98f4ade,0.0258466508239507,0.0258492678403854,0.4887493550777435,0.4893171489238739,8.682796478271484,8.682796478271484,0.2645009160041809,0.2648887634277344,0.0254551470279693,0.0254586264491081,2.4323341846466064,2.432101011276245,0.9744449257850648,0.9744449257850648,-16.229568481445312,-16.229568481445312
R1,R09,u005,tonsil,0,160,1.788886547088623,1.7892069816589355,7afeaf03fb6c3ed115b4f56d9c664e180ee1833c7effec3dc2174fa503daa43e,0.0258587226271629,0.0258559994399547,0.3958305716514587,0.3961383700370788,8.988981246948242,8.988981246948242,0.1785061061382293,0.1784941703081131,0.0259712543338537,0.0259705483913421,1.417121410369873,1.4172121286392212,1.0042749643325806,1.0042749643325806,-15.455059051513672,-15.455059051513672
R1,R09,u006,tonsil,1,160,1.745441436767578,1.7454071044921875,07429ff6a13eb5bcad91ed155e85849f45f7b8cae1a1cba24d954e5afe59d03e,0.0257679671049118,0.0257658399641513,0.367425799369812,0.3674709796905517,8.820755958557129,8.820755958557129,0.2210927307605743,0.2209845930337906,0.0256373491138219,0.025633156299591,1.3358885049819946,1.335619330406189,0.9794241786003112,0.9794241786003112,-14.918251037597656,-14.918251037597656
R1,R09,u010,d1,0,160,1.9349961280822756,1.9344995021820068,2c3ed8377b352beeeac296c471a2ca19c30e0a08247bdb3b6d280fe39bbbc701,0.025801133364439,0.0258027371019125,0.5308210253715515,0.5301643013954163,8.516281127929688,8.516281127929688,0.2614570558071136,0.2617211043834686,0.026140134781599,0.0261342339217662,2.269439458847046,2.2699837684631348,1.0040206909179688,1.0040206909179688,-17.083438873291016,-17.083438873291016
R1,R09,u011,d1,1,160,2.0130717754364014,2.0121641159057617,b3790b2957879076bc26a80c46aa2503543a2953f40112151c62c9fd81421c8c,0.0263083186000585,0.0263084955513477,0.5095052123069763,0.5084162950515747,8.818702697753906,8.818702697753906,0.2680580914020538,0.26840341091156,0.0260577704757452,0.0260467585176229,2.421828508377075,2.4224162101745605,0.9949768781661988,0.9949768781661988,-16.948760986328125,-16.948760986328125
R1,R09,u020,p22,0,160,2.4446346759796143,2.4450485706329346,0d201d8a4640ca181f3299fb120eb65fa30ce362cd4304bb513b7fe4e992130b,0.0181995257735252,0.0181990265846252,0.7714754343032837,0.7719243764877319,9.635442733764648,9.635442733764648,0.3837670981884002,0.3836815953254699,0.0181781612336635,0.0181782748550176,2.1779441833496094,2.1778564453125,0.1879492402076721,0.1879492402076721,-15.908790588378906,-15.908790588378906
R1,R09,u021,p22,1,160,2.4899964332580566,2.4905223846435547,0d6349ff406d367c64cbfa83a877f56034ab67f2dbed2332d3c8e3da35d537eb,0.018227569758892,0.0182282589375972,0.799022376537323,0.7996041774749756,9.697830200195312,9.697830200195312,0.3831454217433929,0.3832108974456787,0.0182222928851842,0.0182199347764253,2.192887544631958,2.192544221878052,0.9988073110580444,0.9988073110580444,-16.022502899169922,-16.022502899169922
R2,R02,u002,a1,2,160,0.0529112219810485,0.0046090413816273,509723cf110732432934a9b669d31573b5e5bb4d4b21b8dc58238ff1b768f355,0.025742869824171,0.00433518178761,,,,,0.1358417719602584,0.001369297853671,,,,,,,,
R2,R02,u003,a1,3,160,0.0534082055091857,0.0045997751876711,eb320e72792ce864f56111e3a5114616542959e55c6077cad43b0b6e4f91e523,0.0255673509091138,0.0043885326012969,,,,,0.1392042636871338,0.001056213513948,,,,,,,,
R2,R02,u004,a1,4,160,0.0616557598114013,0.0046390169300138,f163db5880cfe5827929a588a04220f7119f3b1d5677068ce67adeea99816965,0.0257036741822958,0.0043222894892096,,,,,0.1797604113817215,0.0015836369711905,,,,,,,,
R2,R02,u007,tonsil,2,160,0.063584491610527,0.002997483825311,13c007ee0a95e0473b0cab23c3a6737f82edca22d5dd45a122a57a27cbb129ad,0.0255050919950008,0.0029721036553382,,,,,0.1903970092535019,0.0001269009080715,,,,,,,,
R2,R02,u008,tonsil,3,160,0.05160453915596,0.0028607209678739,f3a5066cfd62b195c6ae71e79329cadbec964d6d21c4ba947c3c2cea64e5f379,0.0253567062318325,0.0028439946472644,,,,,0.1312391608953476,8.36312974570319e-05,,,,,,,,
R2,R02,u009,tonsil,4,160,0.0809358358383178,0.0031394120305776,ebc2a6541a28ff5c2010eefd81a6636bf3f1c5db6cbd8b531d08cdb8cffe86a0,0.0259686019271612,0.0031175636686384,,,,,0.2748361527919769,0.0001092418387997,,,,,,,,
R2,R02,u012,d1,2,160,0.0627346336841583,0.0050781178288161,f54f6c13f56447629cdf2a152a5f7ba895808edfb2fb9632409d91d4279158a3,0.0252909213304519,0.0047473795711994,,,,,0.1872185319662094,0.0016536914044991,,,,,,,,
R2,R02,u013,d1,3,160,0.0583371855318546,0.0049581197090446,d7ab324de2ae5a4af83df474ce895fce582945f13c5007cae43e16ab57d7c3a6,0.0254354625940322,0.0047717662528157,,,,,0.1645086109638214,0.0009317664662376,,,,,,,,
R2,R02,u014,d1,4,160,0.07249017059803,0.0053071375004947,93973d48b910b72bb3df461999ab472dad0550e79bd1b7afb62369bf81cc4ef9,0.026468601077795,0.0048775402829051,,,,,0.230107843875885,0.00214798678644,,,,,,,,
R2,R02,u015,d1,5,160,0.0698358565568924,0.0049154618754982,7606f3dc39ae28ab97bf851af609203811470d4fdabf41269371f96c3a48212d,0.0255328118801116,0.0046003116294741,,,,,0.2215152233839035,0.0015757507644593,,,,,,,,
R2,R02,u016,d1,6,160,0.0650673657655716,0.0050039058551192,c7d5743b6bffeae109de78fa069778cb9bdfad0425fd955273cdb3a01600949e,0.0258101001381874,0.0046168719418346,,,,,0.1962863057851791,0.001935169333592,,,,,,,,
R2,R02,u017,d1,7,160,0.0702327489852905,0.0051690312102437,1454c01a08ef174bbd20b86ed18d83279a69feb64d55415f7a4090aeeb82007c,0.0264462381601333,0.0048225349746644,,,,,0.2189325541257858,0.0017324809450656,,,,,,,,
R2,R02,u018,d1,8,160,0.0658729448914527,0.0050542196258902,065ced95076acdfd1b86ec68fafd478a98f156204901cba7c24326d66dbe8903,0.0252472609281539,0.0048550907522439,,,,,0.2031284123659134,0.0009956444846466,,,,,,,,
R2,R02,u019,d1,9,160,0.0740420669317245,0.0054083517752587,c94ee4dde541c120de68e458a6e50d5e4320e28c360660d31a11029fd259ac84,0.0258621182292699,0.0049051977694034,,,,,0.2408997416496276,0.002515769097954,,,,,,,,
