stage,recipe_id,unit_id,dataset,seed,epochs,initial_total,final_total,loss_curve_sha256,initial_RECON,final_RECON,initial_RELKL,final_RELKL,initial_CLIP,final_CLIP,initial_MNN,final_MNN,initial_MASK,final_MASK,initial_SEMANTIC,final_SEMANTIC,initial_MOE_BALANCE,final_MOE_BALANCE,initial_DCCA,final_DCCA
R2,R02,u022,p22,2,160,0.0846559107303619,0.0063876206986606,d8859762119cbb6c18a4d86046a7b378a216d7a90d71bcd0e15820d9bcd429fa,0.017817135900259,0.0058807022869586,,,,,0.3341938555240631,0.0025345922913402,,,,,,,,
R2,R02,u023,p22,3,160,0.0890368744730949,0.0067028044722974,b77bbe6d313fa32b3b52a130faf2acb96e94d4ca561fd667a7e5976a7cb85668,0.0185280963778495,0.0060292719863355,,,,,0.3525438904762268,0.0033676628954708,,,,,,,,
R2,R02,u024,p22,4,160,0.0889598950743675,0.0065387939102947,a022a42aa68271da2fd6d7bc12541f0239670f994bfa157a56252bca04a6c9c2,0.0179553776979446,0.005896536167711,,,,,0.3550225794315338,0.0032112889457494,,,,,,,,
R2,R02,u025,p22,5,160,0.0936388373374939,0.0066008069552481,5a6dfbb2c61fd3c216c5e54163be9a5a7238768f17bf8bf1db6abf6666b01224,0.0181446857750415,0.005976989865303,,,,,0.3774707317352295,0.0031190845184028,,,,,,,,
R2,R02,u026,p22,6,160,0.0881465747952461,0.0064173084683716,839462caaadba62b1c5d1e175a54927eb348b739abff75d6cccaa3e5a5e37ea3,0.0186347663402557,0.005943504627794,,,,,0.3475590348243713,0.0023690196685492,,,,,,,,
R2,R02,u027,p22,7,160,0.0881622731685638,0.0066537312231957,b839bfba98cbaf928d23d5d3cbff43c06ecffee725c9a4bdeb5605b58ff9daf7,0.0182381011545658,0.0059260306879878,,,,,0.3496208190917969,0.0036385026760399,,,,,,,,
R2,R02,u028,p22,8,160,0.0837100371718406,0.006316730286926,b10c4cb060651cff6d76289628327fd27808506387aad0f3ecb3249c184364d2,0.0182355344295501,0.0059153581969439,,,,,0.3273724913597107,0.0020068597514182,,,,,,,,
R2,R02,u029,p22,9,160,0.0901248753070831,0.0064689177088439,6a858372ec958d0d217b0614d985553d17b00c2eabe748d27d491e1d15b7b630,0.0180881507694721,0.0058844154700636,,,,,0.3601836264133453,0.0029225121252238,,,,,,,,
R2,R08,u002,a1,2,160,0.3575690388679504,0.2355068325996399,12508df4046b94191a08619cda7ef9608bdf8c6543b4c966b70a781caa91e85b,0.0257375128567218,0.0048956144601106,0.2978569269180298,0.2232059240341186,,,0.1404977291822433,0.0156445316970348,,,,,0.5875040292739868,0.427639752626419,,
R2,R08,u003,a1,3,160,0.3389821052551269,0.2361826747655868,93604c4087a6d665cfdcb3acc420e1ae5ea9f68d697b2b431e1ee8432a39740d,0.0255622863769531,0.0049657658673822,0.2770937085151672,0.2238645851612091,,,0.1406906992197036,0.0165495257824659,,,,,0.8187984228134155,0.4042420387268066,,
R2,R08,u004,a1,4,160,0.3433103859424591,0.2329589575529098,4773d6168e9f736da85ed633005f527f19dc44175f4f0b352d82d5cc5c629622,0.0257040746510028,0.0048206793144345,0.2809461653232574,0.2215857505798339,,,0.1808441132307052,0.0183167029172182,,,,,0.0491306893527507,0.2889191508293152,,
R2,R08,u007,tonsil,2,160,0.2469860017299652,0.1526244282722473,7a8841ae0c23b79afb4a3a44d1019dda97d6857bc32e20dec93b9d3798d493fc,0.0255109816789627,0.0034041441977024,0.1789272874593734,0.1452299356460571,,,0.1943524926900863,0.0036032057832926,,,,,0.3677235543727875,0.3269719779491424,,
R2,R08,u008,tonsil,3,160,0.2484660744667053,0.1607240438461303,f33c97b652daeabb78a78c2bd3d441b701bea822352c11a56900347916c42de3,0.0253500174731016,0.0034735868684947,0.1909622848033905,0.1537769585847854,,,0.1380398422479629,0.0043339468538761,,,,,0.4545814096927643,0.2606724798679352,,
R2,R08,u009,tonsil,4,160,0.2679510414600372,0.1592208743095398,d379db88811258e8ab6e4efe84563fd1e25713cb344b13c4da108877c085c975,0.0259763896465301,0.0035735699348151,0.1834934800863266,0.1506698578596115,,,0.281326949596405,0.0044928295537829,,,,,0.2215779423713684,0.4078885912895202,,
R2,R08,u012,d1,2,160,0.3950108587741852,0.2591277062892914,f3b48c0c0b70a5130f02bdff4218ebe1843f8962c5cb73eaded3b51819066a33,0.0252939667552709,0.0054215108975768,0.3239902257919311,0.2489143908023834,,,0.1893991529941558,0.0201817359775304,,,,,0.7846821546554565,0.0755448043346405,,
R2,R08,u013,d1,3,160,0.3823714256286621,0.2576061189174652,933ba04bd7ec927280553fe9e0679f40e030a4444527a1f69d06ee3883a1e7cb,0.0254330448806285,0.005319261457771,0.3163488507270813,0.2471827268600464,,,0.1705626100301742,0.0195585284382104,,,,,0.6477013230323792,0.1192407980561256,,
R2,R08,u014,d1,4,160,0.4065436422824859,0.270909309387207,5dfcfbed6fd46f38f8de14c83b6de4ee8b223529c0c34c89cfab135dadb18ce0,0.02646354585886,0.0055059669539332,0.3330716490745544,0.2597053647041321,,,0.2288801968097686,0.0232737492769956,,,,,0.1232428252696991,0.1043225079774856,,
R2,R08,u015,d1,5,160,0.4008195400238037,0.2613380253314972,e2b5e394f9545bc082310249eb97b261d6cfb682ae3737d19c1c5e3c17688bc6,0.0255309902131557,0.0054070428013801,0.3232392072677612,0.2499164938926696,,,0.2257604151964187,0.0242225304245948,,,,,0.6897279620170593,0.1169972792267799,,
R2,R08,u016,d1,6,160,0.3924164772033691,0.257449209690094,cf88250db57a41b27c627add1a569c44ec83a3389c0055a866e48500d62a369e,0.0258161686360836,0.0052276402711868,0.3210980892181396,0.2471175193786621,,,0.1918786466121673,0.0228727143257856,,,,,0.7126490473747253,0.0529530830681324,,
R2,R08,u017,d1,7,160,0.3943963646888733,0.2597406506538391,f1ac4fa2a480a9ee686a5e566db5a6e0ad8fd86cc2f5e5766a2bcb8d7625ac58,0.026447569951415,0.0053121708333492,0.3243162035942077,0.2491655051708221,,,0.2181122153997421,0.0214446540921926,,,,,0.0010171928443014,0.0974017530679702,,
R2,R08,u018,d1,8,160,0.3890887796878814,0.255940169095993,4bdab2b49161bb3c522fef7a159d3bc2d7d4c54cab4fbb8e1bf87c794d747ea4,0.0252579357475042,0.005252921488136,0.3104591369628906,0.2444905489683151,,,0.2167003452777862,0.0175706129521131,,,,,1.003163456916809,0.2682571709156036,,
R2,R08,u019,d1,9,160,0.4413288831710815,0.2743392586708069,6b30b32281b9eef73ba4807b5e92c9d310108dfeaf1d91ea2780a328d1d85184,0.0258607529103755,0.0055980458855628,0.3619262874126434,0.2629582285881042,,,0.2378907203674316,0.0260679814964532,,,,,0.596369743347168,0.0569393187761306,,
R2,R08,u022,p22,2,160,0.6994648575782776,0.4847716689109802,0b9e0aa4bb416edb94d5d7daf275f3d16d48fc76180927ada3faaec03bd592ba,0.0178131088614463,0.006335187703371,0.602397620677948,0.4645992219448089,,,0.3459974527359009,0.0367919392883777,,,,,1.005463480949402,0.6478860378265381,,
R2,R08,u023,p22,3,160,0.6891598105430603,0.4834978282451629,54e2d606f1c877a94f4b3bc71245a424b36a22bdf41b0aa5a4aefad08c34b58f,0.0185286048799753,0.0064841089770197,0.5900057554244995,0.461446613073349,,,0.3575198948383331,0.0424539446830749,,,,,0.9121450781822203,0.7076301574707031,,
R2,R08,u024,p22,4,160,0.6992724537849426,0.4782526195049286,a7739936c253beb1a385b3d3eaaceabafd67e24fb1b10956c04684b4df357cde,0.0179582946002483,0.006364373024553,0.5986248254776001,0.4591245651245117,,,0.3634026944637298,0.0395969375967979,,,,,1.0008820295333862,0.4844264090061188,,
R2,R08,u025,p22,5,160,0.71062833070755,0.4905033409595489,78086dce6b6d2475ca6ad548cd870cc540dd1a5860733e485d4d24684122123d,0.0181476175785064,0.0064153736457228,0.6101131439208984,0.4694193005561828,,,0.3677430748939514,0.0454647541046142,,,,,0.8818984627723694,0.5575729012489319,,
R2,R08,u026,p22,6,160,0.678902804851532,0.4785371124744415,61fc6099e54b25ff704b39d914d5a462bfbffb9d9421a4518787421e2da2db68,0.0186336636543273,0.0064752157777547,0.5803912281990051,0.4598470628261566,,,0.3545840382575989,0.0358611829578876,,,,,0.8961102366447449,0.5042603611946106,,
R2,R08,u027,p22,7,160,0.7274340987205505,0.4954418241977691,53acce2975e955ac1b0d2dc035220bdb14f3ec41647e1c6857280b7052d5c000,0.0182375311851501,0.0064174523577094,0.6348523497581482,0.4715107381343841,,,0.3487347662448883,0.0488210171461105,,,,,0.4597243666648865,0.7749434113502502,,
R2,R08,u028,p22,8,160,0.7046124339103699,0.4830041229724884,b80318bfdbe12d3d0e81d3a832e18e567af0c594f33cabf21a3bcd72d175d919,0.0182349272072315,0.0064472509548068,0.6121532917022705,0.4626303911209106,,,0.3239710628986358,0.0391713231801986,,,,,0.9430010914802552,0.6092210412025452,,
R2,R08,u029,p22,9,160,0.7092159390449524,0.4875887632369995,12a63c661a79441c8addda5e45ced717f0119c1dca9027173bbee18b9262ea9d,0.0180877819657325,0.006383606698364,0.6106765270233154,0.4642558097839355,,,0.3535706400871277,0.0406170859932899,,,,,0.9737514853477478,0.8825941681861877,,
