ablation,ari_bootstrap_ci_high,ari_bootstrap_ci_low,ari_full_minus_ablation,ari_full_minus_ablation_macro_mean,ari_full_minus_ablation_max,ari_full_minus_ablation_mean,ari_full_minus_ablation_median,ari_full_minus_ablation_min,ari_full_minus_ablation_sd,ari_full_win_count,ari_full_win_count_15,boundary_disagreement_bootstrap_ci_high,boundary_disagreement_bootstrap_ci_low,boundary_disagreement_full_minus_ablation,boundary_disagreement_full_minus_ablation_macro_mean,boundary_disagreement_full_minus_ablation_max,boundary_disagreement_full_minus_ablation_mean,boundary_disagreement_full_minus_ablation_median,boundary_disagreement_full_minus_ablation_min,boundary_disagreement_full_minus_ablation_sd,boundary_disagreement_full_win_count,boundary_disagreement_full_win_count_15,dataset,nmi_bootstrap_ci_high,nmi_bootstrap_ci_low,nmi_full_minus_ablation,nmi_full_minus_ablation_macro_mean,nmi_full_minus_ablation_max,nmi_full_minus_ablation_mean,nmi_full_minus_ablation_median,nmi_full_minus_ablation_min,nmi_full_minus_ablation_sd,nmi_full_win_count,nmi_full_win_count_15,row_type,seed,spatial_cluster_geary_mean_bootstrap_ci_high,spatial_cluster_geary_mean_bootstrap_ci_low,spatial_cluster_geary_mean_full_minus_ablation,spatial_cluster_geary_mean_full_minus_ablation_macro_mean,spatial_cluster_geary_mean_full_minus_ablation_max,spatial_cluster_geary_mean_full_minus_ablation_mean,spatial_cluster_geary_mean_full_minus_ablation_median,spatial_cluster_geary_mean_full_minus_ablation_min,spatial_cluster_geary_mean_full_minus_ablation_sd,spatial_cluster_geary_mean_full_win_count,spatial_cluster_geary_mean_full_win_count_15,spatial_cluster_moran_mean_bootstrap_ci_high,spatial_cluster_moran_mean_bootstrap_ci_low,spatial_cluster_moran_mean_full_minus_ablation,spatial_cluster_moran_mean_full_minus_ablation_macro_mean,spatial_cluster_moran_mean_full_minus_ablation_max,spatial_cluster_moran_mean_full_minus_ablation_mean,spatial_cluster_moran_mean_full_minus_ablation_median,spatial_cluster_moran_mean_full_minus_ablation_min,spatial_cluster_moran_mean_full_minus_ablation_sd,spatial_cluster_moran_mean_full_win_count,spatial_cluster_moran_mean_full_win_count_15,spatial_neighbor_agreement_bootstrap_ci_high,spatial_neighbor_agreement_bootstrap_ci_low,spatial_neighbor_agreement_full_minus_ablation,spatial_neighbor_agreement_full_minus_ablation_macro_mean,spatial_neighbor_agreement_full_minus_ablation_max,spatial_neighbor_agreement_full_minus_ablation_mean,spatial_neighbor_agreement_full_minus_ablation_median,spatial_neighbor_agreement_full_minus_ablation_min,spatial_neighbor_agreement_full_minus_ablation_sd,spatial_neighbor_agreement_full_win_count,spatial_neighbor_agreement_full_win_count_15
DROP_CORR1,,,0.05227632216598743,,,,,,,,,,,0.02827918170878463,,,,,,,,,placenta,,,0.060200753669921836,,,,,,,,,seed,1,,,0.03575119258958459,,,,,,,,,,,-0.05135723604273956,,,,,,,,,,,-0.028279181708784573,,,,,,,,
DROP_CORR1,,,0.11373867519312886,,,,,,,,,,,0.008423586040914532,,,,,,,,,placenta,,,0.07269438613098467,,,,,,,,,seed,2,,,-0.018751826081526812,,,,,,,,,,,0.001342746477252632,,,,,,,,,,,-0.008423586040914532,,,,,,,,
DROP_CORR1,,,0.022651737842714015,,,,,,,,,,,0.03429602888086636,,,,,,,,,placenta,,,0.02590597684559992,,,,,,,,,seed,3,,,0.0050691153930148,,,,,,,,,,,-0.044707552954000085,,,,,,,,,,,-0.03429602888086636,,,,,,,,
DROP_CORR1,,,0.0126133792720029,,,,,,,,,,,-0.010228640192539107,,,,,,,,,placenta,,,0.016393676907618615,,,,,,,,,seed,4,,,0.008280889892058552,,,,,,,,,,,-0.019066707647834358,,,,,,,,,,,0.010228640192539107,,,,,,,,
DROP_CORR1,0.07730390025296292,0.01732675750480448,,,0.11373867519312886,0.0441315520084969,0.022651737842714015,0.0126133792720029,0.04177027170199982,5,,0.04500601684717209,0.004693140794223805,,,0.060770156438026524,0.024308062575210586,0.02827918170878463,-0.010228640192539107,0.026879890158784333,4,,placenta,0.06214692635177819,0.025908731932703,,,0.07269438613098467,0.04402782914224059,0.04494435215707793,0.016393676907618615,0.023325002101775016,5,,dataset_summary,,0.03500588745933719,-0.004459261196801845,,,0.04473637643802886,0.015017149646231997,0.008280889892058552,-0.018751826081526812,0.025484393658472083,4,,-0.013279140851763205,-0.05394703822071323,,,0.001342746477252632,-0.034989066639872966,-0.044707552954000085,-0.061156583032043466,0.025596030064359683,1,,-0.002406738868832714,-0.04500601684717206,,,0.010228640192539107,-0.024308062575210565,-0.028279181708784573,-0.06077015643802647,0.026879890158784316,1,
DROP_CORR1,,,0.060280235300302576,,,,,,,,,,,-0.049885819921705044,,,,,,,,,p22,,,0.0755061524618259,,,,,,,,,seed,0,,,-0.10908186170833134,,,,,,,,,,,0.11059884965921796,,,,,,,,,,,0.049885819921705044,,,,,,,,
DROP_CORR1,,,0.08568719708782879,,,,,,,,,,,-0.05575114180078289,,,,,,,,,p22,,,0.0828139810756412,,,,,,,,,seed,1,,,-0.11853947188591124,,,,,,,,,,,0.11721342344021901,,,,,,,,,,,0.05575114180078289,,,,,,,,
DROP_CORR1,,,0.1614595455832054,,,,,,,,,,,-0.061181491953023026,,,,,,,,,p22,,,0.10732994041419741,,,,,,,,,seed,2,,,-0.10970922317851212,,,,,,,,,,,0.10954355362519197,,,,,,,,,,,0.061181491953023026,,,,,,,,
DROP_CORR1,,,0.08802000504996327,,,,,,,,,,,-0.0389163766855154,,,,,,,,,p22,,,0.09446937897758806,,,,,,,,,seed,3,,,-0.11483396935449439,,,,,,,,,,,0.11293370636434763,,,,,,,,,,,0.0389163766855154,,,,,,,,
DROP_CORR1,,,0.14630167234442343,,,,,,,,,,,-0.07225967812092216,,,,,,,,,p22,,,0.11076089130796535,,,,,,,,,seed,4,,,-0.12147224659134462,,,,,,,,,,,0.12148479346517482,,,,,,,,,,,0.07225967812092216,,,,,,,,
DROP_CORR1,0.1432735012363737,0.0759909739652452,,,0.1614595455832054,0.10834973107314469,0.08802000504996327,0.060280235300302576,0.043297132913797394,5,,-0.045563288386254855,-0.06556926924749891,,,-0.0389163766855154,-0.0555989016963897,-0.05575114180078289,-0.07225967812092216,0.01244704690070882,0,,p22,0.1061302084843827,0.08222192921050445,,,0.11076089130796535,0.09417606884744359,0.09446937897758806,0.0755061524618259,0.015213723413864079,5,,dataset_summary,,-0.11048322782563627,-0.11897148126180121,,,-0.10908186170833134,-0.11472735454371874,-0.11483396935449439,-0.12147224659134462,0.00541041601532473,0,,0.11845333069899229,0.1106437025866335,,,0.12148479346517482,0.11435486531083028,0.11293370636434763,0.10954355362519197,0.00495689662308721,5,,0.0655910178338408,0.04558503697259675,,,0.07225967812092216,0.0555989016963897,0.05575114180078289,0.0389163766855154,0.01244704690070882,5,
DROP_CORR1,,,,0.04569018355936935,,,,,,,10,,,,-0.0277496656831621,,,,,,,4,equal_weight_macro,,,,0.04451074963995968,,,,,,,11,macro_summary,,,,,-0.05600254694867949,,,,,,,4,,,,0.04995433873491955,,,,,,,11,,,,0.027749665683162106,,,,,,,11
DROP_CORR2,,,-0.04173073947163472,,,,,,,,,,,0.05566717693583367,,,,,,,,,a1,,,-0.01440601505636635,,,,,,,,,seed,0,,,0.03188081390439523,,,,,,,,,,,-0.030089275545543304,,,,,,,,,,,-0.05566717693583367,,,,,,,,
DROP_CORR2,,,0.0314903959682383,,,,,,,,,,,-0.023599948973083373,,,,,,,,,a1,,,0.02441062881434336,,,,,,,,,seed,1,,,-0.010473692935609402,,,,,,,,,,,0.010127169598052044,,,,,,,,,,,0.023599948973083373,,,,,,,,
DROP_CORR2,,,-0.028776323405157095,,,,,,,,,,,-0.017971042224773526,,,,,,,,,a1,,,-0.012225577028749879,,,,,,,,,seed,2,,,-0.0066450719535617875,,,,,,,,,,,0.010102906629406938,,,,,,,,,,,0.017971042224773526,,,,,,,,
DROP_CORR2,,,-0.016068897955787642,,,,,,,,,,,0.0039067483097333655,,,,,,,,,a1,,,-0.008533109577991194,,,,,,,,,seed,3,,,-7.466005152934052e-05,,,,,,,,,,,-0.0024586653110960643,,,,,,,,,,,-0.0039067483097333655,,,,,,,,
DROP_CORR2,,,0.015303266243367364,,,,,,,,,,,-0.030584258196198477,,,,,,,,,a1,,,0.014725040108334864,,,,,,,,,seed,4,,,-0.001996197165671898,,,,,,,,,,,0.004149658597755235,,,,,,,,,,,0.030584258196198477,,,,,,,,
DROP_CORR2,0.016199626148585035,-0.03141660474187426,,,0.0314903959682383,-0.007956459724194759,-0.016068897955787642,-0.04173073947163472,0.03056570638116891,2,,0.028064804184207183,-0.025267891312667445,,,0.05566717693583367,-0.0025162648296976676,-0.017971042224773526,-0.030584258196198477,0.034991970959363,2,,a1,0.01471018229899972,-0.01235925874964473,,,0.02441062881434336,0.0007941934519141603,-0.008533109577991194,-0.01440601505636635,0.01760229993259801,2,,dataset_summary,,0.017784541941618916,-0.007628162162383867,,,0.03188081390439523,0.002538238359604561,-0.001996197165671898,-0.010473692935609402,0.01689688305265811,1,,0.00892196221053464,-0.016519864469934788,,,0.010127169598052044,-0.0016336412062850302,0.004149658597755235,-0.030089275545543304,0.016732554892494776,3,,0.025267891312667445,-0.028064804184207183,,,0.030584258196198477,0.0025162648296976676,0.017971042224773526,-0.05566717693583367,0.034991970959363,3,
DROP_CORR2,,,0.10560972003075209,,,,,,,,,,,0.029482551143201086,,,,,,,,,placenta,,,0.06103721396572981,,,,,,,,,seed,0,,,0.03269281837809379,,,,,,,,,,,-0.049578810140651186,,,,,,,,,,,-0.02948255114320103,,,,,,,,
DROP_CORR2,,,-0.05267364766518412,,,,,,,,,,,0.0728038507821901,,,,,,,,,placenta,,,0.01939605246287346,,,,,,,,,seed,1,,,0.03865228858970893,,,,,,,,,,,-0.09385434212358357,,,,,,,,,,,-0.0728038507821901,,,,,,,,
DROP_CORR2,,,0.007308300245816413,,,,,,,,,,,0.03128760529482555,,,,,,,,,placenta,,,0.02850002928286577,,,,,,,,,seed,2,,,-0.014029256575720739,,,,,,,,,,,0.005409045846483385,,,,,,,,,,,-0.03128760529482549,,,,,,,,
DROP_CORR2,,,-0.06274859598141624,,,,,,,,,,,0.04933814681107096,,,,,,,,,placenta,,,0.00430721365914899,,,,,,,,,seed,3,,,0.020776679390087982,,,,,,,,,,,-0.04972315381829062,,,,,,,,,,,-0.04933814681107096,,,,,,,,
DROP_CORR2,,,-0.07652389133471615,,,,,,,,,,,0.019855595667869985,,,,,,,,,placenta,,,-0.018657268876819955,,,,,,,,,seed,4,,,0.006392083553411365,,,,,,,,,,,-0.0299704151739697,,,,,,,,,,,-0.019855595667869985,,,,,,,,
DROP_CORR2,0.0495227138006713,-0.06624372445948978,,,0.10560972003075209,-0.015805622940949605,-0.05267364766518412,-0.07652389133471615,0.07504255631923443,2,,0.05752105896510225,0.025992779783393538,,,0.0728038507821901,0.04055354993983153,0.03128760529482555,0.019855595667869985,0.02094087571101279,5,,placenta,0.043183776967840835,-0.004632912737689021,,,0.06103721396572981,0.018916648098759613,0.01939605246287346,-0.018657268876819955,0.029544237610535044,4,,dataset_summary,,0.03269337866513868,-0.000600573559131412,,,0.03865228858970893,0.016896922667116267,0.020776679390087982,-0.014029256575720739,0.021240521340896597,4,,-0.015818630765788468,-0.07222245033707432,,,0.005409045846483385,-0.04354353508200234,-0.049578810140651186,-0.09385434212358357,0.03600824315879778,1,,-0.025992779783393503,-0.05944645006016845,,,-0.019855595667869985,-0.04055354993983151,-0.03128760529482549,-0.0728038507821901,0.020940875711012805,0,
DROP_CORR2,,,-0.05949244193090303,,,,,,,,,,,0.002181655067420629,,,,,,,,,p22,,,-0.015233656048785793,,,,,,,,,seed,0,,,-0.005883942586401514,,,,,,,,,,,0.005840633012499485,,,,,,,,,,,-0.002181655067420629,,,,,,,,
DROP_CORR2,,,-0.039505585973421076,,,,,,,,,,,0.033825848194867336,,,,,,,,,p22,,,-0.011013930519303106,,,,,,,,,seed,1,,,0.011734872142329295,,,,,,,,,,,-0.01318424187749312,,,,,,,,,,,-0.033825848194867336,,,,,,,,
DROP_CORR2,,,0.01869320761680182,,,,,,,,,,,0.0016379404088734395,,,,,,,,,p22,,,0.009381100318292535,,,,,,,,,seed,2,,,0.004508217892463445,,,,,,,,,,,-0.005361326202735883,,,,,,,,,,,-0.0016379404088734395,,,,,,,,
DROP_CORR2,,,-0.03029338215370103,,,,,,,,,,,0.015876468029578095,,,,,,,,,p22,,,0.0003872238358837432,,,,,,,,,seed,3,,,0.0020601662980871405,,,,,,,,,,,-0.0038187220788511445,,,,,,,,,,,-0.015876468029578095,,,,,,,,
DROP_CORR2,,,-0.024642461962853468,,,,,,,,,,,0.023005926489778172,,,,,,,,,p22,,,-0.014997023079865834,,,,,,,,,seed,4,,,0.011267370222594858,,,,,,,,,,,-0.010453671093888728,,,,,,,,,,,-0.023005926489778172,,,,,,,,
DROP_CORR2,-0.0016136850171738159,-0.04750032835641386,,,0.01869320761680182,-0.027048132880815357,-0.03029338215370103,-0.05949244193090303,0.02879414199633199,1,,0.025908003479773824,0.004703131796433247,,,0.033825848194867336,0.015305567638103534,0.015876468029578095,0.0016379404088734395,0.013799124617551957,5,,p22,0.0026593737483951107,-0.014295057755321272,,,0.009381100318292535,-0.006295257098755691,-0.011013930519303106,-0.015233656048785793,0.010819950544463547,2,,dataset_summary,,0.01010254052446235,-0.0008648582477045086,,,0.011734872142329295,0.004737336793814645,0.004508217892463445,-0.005883942586401514,0.00727389425516783,4,,0.0006499011729517168,-0.010527430429099916,,,0.005840633012499485,-0.0053954656480938775,-0.005361326202735883,-0.01318424187749312,0.007331229030302303,1,,-0.004703131796433247,-0.025908003479773824,,,-0.0016379404088734395,-0.015305567638103534,-0.015876468029578095,-0.033825848194867336,0.013799124617551957,0,
DROP_CORR2,,,,-0.016936738515319908,,,,,,,5,,,,0.017780950916079133,,,,,,,12,equal_weight_macro,,,,0.004471861483972694,,,,,,,8,macro_summary,,,,,0.008057499273511824,,,,,,,9,,,,-0.01685754731212708,,,,,,,5,,,,-0.017780950916079126,,,,,,,3
UNIFORM_WITHIN,,,-0.007908711950361275,,,,,,,,,,,0.01320321469575203,,,,,,,,,a1,,,-0.0018700974910739188,,,,,,,,,seed,0,,,0.003376836821026852,,,,,,,,,,,-0.0013019692621677459,,,,,,,,,,,-0.01320321469575203,,,,,,,,
UNIFORM_WITHIN,,,-0.004788077749639796,,,,,,,,,,,-0.005150529404260751,,,,,,,,,a1,,,-0.015473201637084433,,,,,,,,,seed,1,,,-0.017428408722494737,,,,,,,,,,,0.012876220378217063,,,,,,,,,,,0.005150529404260751,,,,,,,,
UNIFORM_WITHIN,,,-0.00957663054965821,,,,,,,,,,,-0.018321852277076167,,,,,,,,,a1,,,-0.012503489834207349,,,,,,,,,seed,2,,,-0.02547874797945271,,,,,,,,,,,0.02864443199690425,,,,,,,,,,,0.018321852277076167,,,,,,,,
UNIFORM_WITHIN,,,-0.0015351120304455956,,,,,,,,,,,-0.028160479653016934,,,,,,,,,a1,,,-0.01389070699988837,,,,,,,,,seed,3,,,-0.008321716291760373,,,,,,,,,,,0.01117227086129069,,,,,,,,,,,0.028160479653016934,,,,,,,,
UNIFORM_WITHIN,,,-0.0019706948267388114,,,,,,,,,,,0.0031572904707233285,,,,,,,,,a1,,,0.006666812330281935,,,,,,,,,seed,4,,,0.007616794026127693,,,,,,,,,,,-0.005817406635175937,,,,,,,,,,,-0.0031572904707233285,,,,,,,,
UNIFORM_WITHIN,-0.002359938292801722,-0.007951752549935753,,,-0.0015351120304455956,-0.005155845421368738,-0.004788077749639796,-0.00957663054965821,0.0035535813954354167,0,,0.005514096185737993,-0.01992920015308073,,,0.01320321469575203,-0.007054471233575698,-0.005150529404260751,-0.028160479653016934,0.01651284634600471,2,,a1,0.0005314275725374906,-0.014246261421630591,,,0.006666812330281935,-0.007414136726394427,-0.012503489834207349,-0.015473201637084433,0.009510592807203363,1,,dataset_summary,,0.0027331090805097435,-0.018827205939131054,,,0.007616794026127693,-0.008047048429310654,-0.008321716291760373,-0.02547874797945271,0.01385469800530932,2,,0.019501509421352415,-0.0011755937578956988,,,0.02864443199690425,0.009114709467813665,0.01117227086129069,-0.005817406635175937,0.01352098251198011,3,,0.01992920015308073,-0.005514096185737993,,,0.028160479653016934,0.007054471233575698,0.005150529404260751,-0.01320321469575203,0.01651284634600471,3,
UNIFORM_WITHIN,,,-0.04767780634180685,,,,,,,,,,,-0.06558363417569191,,,,,,,,,placenta,,,-0.07889872910209106,,,,,,,,,seed,0,,,-0.06555621521538635,,,,,,,,,,,0.13363931413252494,,,,,,,,,,,0.06558363417569191,,,,,,,,
UNIFORM_WITHIN,,,-0.17947063176983358,,,,,,,,,,,-0.029482551143200975,,,,,,,,,placenta,,,-0.09811144290037932,,,,,,,,,seed,1,,,-0.0483527158385082,,,,,,,,,,,0.081628278601319,,,,,,,,,,,0.029482551143200975,,,,,,,,
UNIFORM_WITHIN,,,-0.12023294733673162,,,,,,,,,,,-0.0403128760529482,,,,,,,,,placenta,,,-0.08056829398871534,,,,,,,,,seed,2,,,-0.06467615109169822,,,,,,,,,,,0.11087452361073424,,,,,,,,,,,0.040312876052948254,,,,,,,,
UNIFORM_WITHIN,,,-0.17156248934584495,,,,,,,,,,,-0.06197352587244287,,,,,,,,,placenta,,,-0.13159281493020036,,,,,,,,,seed,3,,,-0.0797838870998806,,,,,,,,,,,0.12685812520114476,,,,,,,,,,,0.06197352587244287,,,,,,,,
UNIFORM_WITHIN,,,-0.21192294510129417,,,,,,,,,,,-0.07160048134777375,,,,,,,,,placenta,,,-0.14372806768555435,,,,,,,,,seed,4,,,-0.07854738937578754,,,,,,,,,,,0.13897522989472838,,,,,,,,,,,0.07160048134777375,,,,,,,,
UNIFORM_WITHIN,-0.09121089093876171,-0.1908699286176201,,,-0.04767780634180685,-0.14617336397910224,-0.17156248934584495,-0.21192294510129417,0.06412995251210839,0,,-0.040072202166064975,-0.06726835138387484,,,-0.029482551143200975,-0.05379061371841154,-0.06197352587244287,-0.07160048134777375,0.01799831996702215,0,,placenta,-0.08340909781639842,-0.12975064162637776,,,-0.07889872910209106,-0.10657986972138808,-0.09811144290037932,-0.14372806768555435,0.029665627883581774,0,,dataset_summary,,-0.05765633759660207,-0.07644375363334452,,,-0.0483527158385082,-0.06738327172425218,-0.06555621521538635,-0.0797838870998806,0.012759716685312889,0,,0.1344174426511303,0.09894691786188392,,,0.13897522989472838,0.11839509428809025,0.12685812520114476,0.081628278601319,0.02310794685571667,5,,0.06726835138387484,0.038868832731648616,,,0.07160048134777375,0.053790613718411553,0.06197352587244287,0.029482551143200975,0.017998319967022138,5,
UNIFORM_WITHIN,,,0.025988075939958,,,,,,,,,,,-0.01175782949108306,,,,,,,,,p22,,,0.015589578487443245,,,,,,,,,seed,0,,,-0.06700672869734042,,,,,,,,,,,0.06651145376309486,,,,,,,,,,,0.01175782949108306,,,,,,,,
UNIFORM_WITHIN,,,0.03395334120904431,,,,,,,,,,,-0.03928338408003473,,,,,,,,,p22,,,0.0530038271681722,,,,,,,,,seed,1,,,-0.08043183143151289,,,,,,,,,,,0.07884126230229505,,,,,,,,,,,0.03928338408003473,,,,,,,,
UNIFORM_WITHIN,,,0.12139828693717059,,,,,,,,,,,-0.019899956502827276,,,,,,,,,p22,,,0.051880409415668294,,,,,,,,,seed,2,,,-0.06065040254813947,,,,,,,,,,,0.05979945328362546,,,,,,,,,,,0.019899956502827276,,,,,,,,
UNIFORM_WITHIN,,,0.02731426214459337,,,,,,,,,,,-0.03687065028273162,,,,,,,,,p22,,,0.028668507695465473,,,,,,,,,seed,3,,,-0.0778491761502336,,,,,,,,,,,0.07649614922401604,,,,,,,,,,,0.03687065028273162,,,,,,,,
UNIFORM_WITHIN,,,0.10558721285978379,,,,,,,,,,,-0.0535626903001305,,,,,,,,,p22,,,0.06090773018899209,,,,,,,,,seed,4,,,-0.08736861822851363,,,,,,,,,,,0.08840041298401846,,,,,,,,,,,0.0535626903001305,,,,,,,,
UNIFORM_WITHIN,0.09941926716317778,0.02811160347562941,,,0.12139828693717059,0.06284823581811001,0.03395334120904431,0.025988075939958,0.046666310788285585,5,,-0.02003724445411046,-0.04451255980861242,,,-0.01175782949108306,-0.03227490213136144,-0.03687065028273162,-0.0535626903001305,0.01656426269450079,0,,p22,0.055940704825999374,0.025688214065193483,,,0.06090773018899209,0.04201001059114826,0.051880409415668294,0.015589578487443245,0.019048933788699714,5,,dataset_summary,,-0.06587795355465434,-0.08269001509405734,,,-0.06065040254813947,-0.074661351411148,-0.0778491761502336,-0.08736861822851363,0.010721884549052665,0,,0.08266492257498441,0.06495021518325325,,,0.08840041298401846,0.07400974631140997,0.07649614922401604,0.05979945328362546,0.011121756297587826,5,,0.04451255980861242,0.01889136581122224,,,0.0535626903001305,0.03227490213136144,0.03687065028273162,0.01175782949108306,0.01656426269450079,5,
UNIFORM_WITHIN,,,,-0.02949365786078699,,,,,,,5,,,,-0.031039995694449558,,,,,,,2,equal_weight_macro,,,,-0.023994665285544753,,,,,,,6,macro_summary,,,,,-0.05003055718823695,,,,,,,2,,,,0.0671731833557713,,,,,,,13,,,,0.031039995694449565,,,,,,,13
UNIFORM_CROSS,,,-0.03551138155847164,,,,,,,,,,,0.0694922821788494,,,,,,,,,a1,,,-0.009825744242272172,,,,,,,,,seed,0,,,0.04377610215812133,,,,,,,,,,,-0.042759405890132274,,,,,,,,,,,-0.0694922821788494,,,,,,,,
UNIFORM_CROSS,,,0.016465988611821025,,,,,,,,,,,0.0053259344304119605,,,,,,,,,a1,,,0.002584672239335728,,,,,,,,,seed,1,,,0.02072683836457756,,,,,,,,,,,-0.02449454104179427,,,,,,,,,,,-0.0053259344304119605,,,,,,,,
UNIFORM_CROSS,,,-0.01128748776889174,,,,,,,,,,,-0.009870519198877381,,,,,,,,,a1,,,-0.019216748420606167,,,,,,,,,seed,2,,,0.023781379284068538,,,,,,,,,,,-0.023778529533102,,,,,,,,,,,0.009870519198877381,,,,,,,,
UNIFORM_CROSS,,,0.03676447520952408,,,,,,,,,,,-0.030376961347110543,,,,,,,,,a1,,,0.0042694926900274655,,,,,,,,,seed,3,,,0.015696767729646788,,,,,,,,,,,-0.017317654551403328,,,,,,,,,,,0.030376961347110543,,,,,,,,
UNIFORM_CROSS,,,-0.00273755381244864,,,,,,,,,,,0.02890993749202697,,,,,,,,,a1,,,0.008266139898352343,,,,,,,,,seed,4,,,0.0477713706895177,,,,,,,,,,,-0.04583581846499485,,,,,,,,,,,-0.02890993749202697,,,,,,,,
UNIFORM_CROSS,0.022309303855924938,-0.020271128766497126,,,0.03676447520952408,0.0007388081363066179,-0.00273755381244864,-0.03551138155847164,0.027458996851147253,2,,0.04382574307947442,-0.015033805332312777,,,0.0694922821788494,0.01269613471106008,0.0053259344304119605,-0.030376961347110543,0.03843031060473983,3,,a1,0.005531187483219069,-0.012641299362812641,,,0.008266139898352343,-0.0027844375670325605,0.002584672239335728,-0.019216748420606167,0.011405057805487293,3,,dataset_summary,,0.041563410518250396,0.019325718294503448,,,0.0477713706895177,0.030350491645186384,0.023781379284068538,0.015696767729646788,0.01444155123760492,5,,-0.021337381842160986,-0.040809078163643764,,,-0.017317654551403328,-0.030837189896285346,-0.02449454104179427,-0.04583581846499485,0.012648416992866292,0,,0.015033805332312777,-0.04382574307947442,,,0.030376961347110543,-0.01269613471106008,-0.0053259344304119605,-0.0694922821788494,0.03843031060473983,2,
UNIFORM_CROSS,,,0.19064418333628247,,,,,,,,,,,0.1432009626955476,,,,,,,,,placenta,,,0.14758082918872417,,,,,,,,,seed,0,,,0.05878898838345259,,,,,,,,,,,-0.1523328551746977,,,,,,,,,,,-0.14320096269554755,,,,,,,,
UNIFORM_CROSS,,,0.1336444241851632,,,,,,,,,,,0.1510228640192539,,,,,,,,,placenta,,,0.12496280823025896,,,,,,,,,seed,1,,,-0.003775966774123951,,,,,,,,,,,-0.1340337393443265,,,,,,,,,,,-0.1510228640192539,,,,,,,,
UNIFORM_CROSS,,,0.13994751478572853,,,,,,,,,,,0.13959085439229846,,,,,,,,,placenta,,,0.13065083171041048,,,,,,,,,seed,2,,,0.0362815402865424,,,,,,,,,,,-0.13579429551347322,,,,,,,,,,,-0.1395908543922984,,,,,,,,
UNIFORM_CROSS,,,0.10666133665422134,,,,,,,,,,,0.12515042117930208,,,,,,,,,placenta,,,0.10328665131290804,,,,,,,,,seed,3,,,-0.019476483768501418,,,,,,,,,,,-0.08781681969166655,,,,,,,,,,,-0.12515042117930208,,,,,,,,
UNIFORM_CROSS,,,0.04746182066089222,,,,,,,,,,,0.128158844765343,,,,,,,,,placenta,,,0.07815633027749003,,,,,,,,,seed,4,,,0.030909511536251988,,,,,,,,,,,-0.13452217658310428,,,,,,,,,,,-0.128158844765343,,,,,,,,
UNIFORM_CROSS,0.1624476621696464,0.0819348620706006,,,0.19064418333628247,0.12367185592445755,0.1336444241851632,0.04746182066089222,0.05231388216514936,5,,0.1456077015643803,0.12924187725631772,,,0.1510228640192539,0.13742478941034902,0.13959085439229846,0.12515042117930208,0.010717759724304134,5,,placenta,0.13628522600570564,0.0968789214585976,,,0.14758082918872417,0.11692749014395834,0.12496280823025896,0.07815633027749003,0.02684119481551092,5,,dataset_summary,,0.044210113775248396,-0.00518477555861716,,,0.05878898838345259,0.02054551793272432,0.030909511536251988,-0.019476483768501418,0.031665805822558506,3,,-0.10665569878655987,-0.1452085837380603,,,-0.08781681969166655,-0.12889997726145366,-0.13452217658310428,-0.1523328551746977,0.024199286485850145,0,,-0.12924187725631772,-0.14560770156438027,,,-0.12515042117930208,-0.137424789410349,-0.1395908543922984,-0.1510228640192539,0.010717759724304122,0,
UNIFORM_CROSS,,,-0.08186492273349355,,,,,,,,,,,0.0408125815571988,,,,,,,,,p22,,,-0.032567438121048564,,,,,,,,,seed,0,,,0.03591669325387606,,,,,,,,,,,-0.03651975317105083,,,,,,,,,,,-0.0408125815571988,,,,,,,,
UNIFORM_CROSS,,,-0.09994620483555455,,,,,,,,,,,0.051646096128751706,,,,,,,,,p22,,,-0.05488557427222851,,,,,,,,,seed,1,,,0.02997058366116845,,,,,,,,,,,-0.030678609661334177,,,,,,,,,,,-0.051646096128751706,,,,,,,,
UNIFORM_CROSS,,,-0.03508239469827351,,,,,,,,,,,0.03625897129186606,,,,,,,,,p22,,,-0.03799274152947152,,,,,,,,,seed,2,,,0.03291306181882811,,,,,,,,,,,-0.031919432219583155,,,,,,,,,,,-0.03625897129186606,,,,,,,,
UNIFORM_CROSS,,,-0.05835326559023768,,,,,,,,,,,0.05469769464984775,,,,,,,,,p22,,,-0.025331144387502058,,,,,,,,,seed,3,,,0.04358519915716344,,,,,,,,,,,-0.044743830201568024,,,,,,,,,,,-0.05469769464984775,,,,,,,,
UNIFORM_CROSS,,,-0.03142392503961783,,,,,,,,,,,0.03705415397999123,,,,,,,,,p22,,,-0.026536725529647698,,,,,,,,,seed,4,,,0.03146680253083106,,,,,,,,,,,-0.029735083364133663,,,,,,,,,,,-0.03705415397999123,,,,,,,,
