dataset,geary_c,mean_one_vs_rest_geary_c,predicted_cluster,seed,variant
a1,0.5802306294527144,0.5462665165346282,4,0,DROP_MOD2_RECON
a1,0.451786491665855,0.5462665165346282,5,0,DROP_MOD2_RECON
a1,0.6362404253337199,0.5462665165346282,6,0,DROP_MOD2_RECON
a1,0.5393182726096435,0.5462665165346282,7,0,DROP_MOD2_RECON
a1,0.5871699192840628,0.5462665165346282,8,0,DROP_MOD2_RECON
a1,0.722220394001617,0.5462665165346282,9,0,DROP_MOD2_RECON
a1,0.3279280678632719,0.5462665165346282,10,0,DROP_MOD2_RECON
a1,0.7135541470587266,0.5495054639700518,1,1,DROP_MOD2_RECON
a1,0.7452778765023336,0.5495054639700518,2,1,DROP_MOD2_RECON
a1,0.49642621296465006,0.5495054639700518,3,1,DROP_MOD2_RECON
a1,0.5434028425426394,0.5495054639700518,4,1,DROP_MOD2_RECON
a1,0.6221662654485537,0.5495054639700518,5,1,DROP_MOD2_RECON
a1,0.4243126629381904,0.5495054639700518,6,1,DROP_MOD2_RECON
a1,0.4934272974423219,0.5495054639700518,7,1,DROP_MOD2_RECON
a1,0.5598596564088805,0.5495054639700518,8,1,DROP_MOD2_RECON
a1,0.5968831843778803,0.5495054639700518,9,1,DROP_MOD2_RECON
a1,0.29974449401634173,0.5495054639700518,10,1,DROP_MOD2_RECON
a1,0.7417369752332593,0.5202072482218791,1,2,DROP_MOD2_RECON
a1,0.41824621248891297,0.5202072482218791,2,2,DROP_MOD2_RECON
a1,0.6197886067243994,0.5202072482218791,3,2,DROP_MOD2_RECON
a1,0.5388859588143692,0.5202072482218791,4,2,DROP_MOD2_RECON
a1,0.609813290620762,0.5202072482218791,5,2,DROP_MOD2_RECON
a1,0.4332997275354109,0.5202072482218791,6,2,DROP_MOD2_RECON
a1,0.35311645730008556,0.5202072482218791,7,2,DROP_MOD2_RECON
a1,0.6101498504211565,0.5202072482218791,8,2,DROP_MOD2_RECON
a1,0.5476767083425552,0.5202072482218791,9,2,DROP_MOD2_RECON
