dataset,geary_c,mean_one_vs_rest_geary_c,predicted_cluster,seed,variant
a1,0.37744633649779513,0.49188159271596293,5,3,UNIFORM_ALL
a1,0.45279646401909307,0.49188159271596293,6,3,UNIFORM_ALL
a1,0.7520449485706827,0.49188159271596293,7,3,UNIFORM_ALL
a1,0.2334100695592956,0.49188159271596293,8,3,UNIFORM_ALL
a1,0.6174094243858009,0.49188159271596293,9,3,UNIFORM_ALL
a1,0.6385792930600174,0.49188159271596293,10,3,UNIFORM_ALL
a1,0.5950124124594885,0.5256249670694704,1,4,UNIFORM_ALL
a1,0.39009198191284206,0.5256249670694704,2,4,UNIFORM_ALL
a1,0.7421131825373933,0.5256249670694704,3,4,UNIFORM_ALL
a1,0.6538407799087917,0.5256249670694704,4,4,UNIFORM_ALL
a1,0.42919364906472485,0.5256249670694704,5,4,UNIFORM_ALL
a1,0.43517723899882804,0.5256249670694704,6,4,UNIFORM_ALL
a1,0.24348237503611672,0.5256249670694704,7,4,UNIFORM_ALL
a1,0.6029404168699466,0.5256249670694704,8,4,UNIFORM_ALL
a1,0.5224871889200803,0.5256249670694704,9,4,UNIFORM_ALL
a1,0.6419104449864915,0.5256249670694704,10,4,UNIFORM_ALL
placenta,0.8011499648779302,0.6841413001494535,1,0,FULL_IGE
placenta,0.7961387014878172,0.6841413001494535,2,0,FULL_IGE
placenta,0.7127327624117391,0.6841413001494535,3,0,FULL_IGE
placenta,0.8861127287520687,0.6841413001494535,4,0,FULL_IGE
placenta,0.9296976080362004,0.6841413001494535,5,0,FULL_IGE
placenta,0.7969012437851969,0.6841413001494535,6,0,FULL_IGE
placenta,0.5464733580879907,0.6841413001494535,7,0,FULL_IGE
placenta,0.9668227653449115,0.6841413001494535,8,0,FULL_IGE
placenta,0.056157242606484435,0.6841413001494535,9,0,FULL_IGE
placenta,0.34922662610419647,0.6841413001494535,10,0,FULL_IGE
placenta,0.8908996435141918,0.6911743903731493,1,1,FULL_IGE
placenta,0.8172774634679464,0.6911743903731493,2,1,FULL_IGE
placenta,0.8051741836193825,0.6911743903731493,3,1,FULL_IGE
placenta,0.8100689087579225,0.6911743903731493,4,1,FULL_IGE
placenta,0.9490673983717127,0.6911743903731493,5,1,FULL_IGE
placenta,0.964773433344019,0.6911743903731493,6,1,FULL_IGE
placenta,0.5134967741973412,0.6911743903731493,7,1,FULL_IGE
placenta,0.7831648960991044,0.6911743903731493,8,1,FULL_IGE
placenta,0.05494326139821122,0.6911743903731493,9,1,FULL_IGE
placenta,0.32287794096166156,0.6911743903731493,10,1,FULL_IGE
placenta,0.7828876793030368,0.6710271128159646,1,2,FULL_IGE
placenta,0.7631909457170473,0.6710271128159646,2,2,FULL_IGE
placenta,0.671333408781418,0.6710271128159646,3,2,FULL_IGE
placenta,0.8674229546253228,0.6710271128159646,4,2,FULL_IGE
placenta,0.9331904232653793,0.6710271128159646,5,2,FULL_IGE
placenta,0.7867819322052506,0.6710271128159646,6,2,FULL_IGE
placenta,0.5388546395898024,0.6710271128159646,7,2,FULL_IGE
placenta,0.9537085915173757,0.6710271128159646,8,2,FULL_IGE
placenta,0.05494326139821122,0.6710271128159646,9,2,FULL_IGE
placenta,0.35795729175680135,0.6710271128159646,10,2,FULL_IGE
placenta,0.8229142703949928,0.668209799223899,1,3,FULL_IGE
placenta,0.8155536791067759,0.668209799223899,2,3,FULL_IGE
placenta,0.7513017347400227,0.668209799223899,3,3,FULL_IGE
placenta,0.7367281895520993,0.668209799223899,4,3,FULL_IGE
placenta,0.9376002853277733,0.668209799223899,5,3,FULL_IGE
placenta,0.9271562933396112,0.668209799223899,6,3,FULL_IGE
placenta,0.7861204199333108,0.668209799223899,7,3,FULL_IGE
placenta,0.5135532762754612,0.668209799223899,8,3,FULL_IGE
placenta,0.05494326139821122,0.668209799223899,9,3,FULL_IGE
placenta,0.3362265821707313,0.668209799223899,10,3,FULL_IGE
placenta,0.8307174192296566,0.655562156101201,1,4,FULL_IGE
placenta,0.7646347850099805,0.655562156101201,2,4,FULL_IGE
placenta,0.7288043418254823,0.655562156101201,3,4,FULL_IGE
placenta,0.7223621973069848,0.655562156101201,4,4,FULL_IGE
placenta,0.9537260923631695,0.655562156101201,5,4,FULL_IGE
placenta,0.8195350351895769,0.655562156101201,6,4,FULL_IGE
placenta,0.7779087558568287,0.655562156101201,7,4,FULL_IGE
placenta,0.5276324455031274,0.655562156101201,8,4,FULL_IGE
placenta,0.10756420618921764,0.655562156101201,9,4,FULL_IGE
placenta,0.3227362825379857,0.655562156101201,10,4,FULL_IGE
placenta,0.6641603246547189,0.6449434738368719,1,0,DROP_RNA_RECON
placenta,0.8240785530666647,0.6449434738368719,2,0,DROP_RNA_RECON
placenta,0.858524659577257,0.6449434738368719,3,0,DROP_RNA_RECON
placenta,0.8853162237016456,0.6449434738368719,4,0,DROP_RNA_RECON
placenta,0.760054461536751,0.6449434738368719,5,0,DROP_RNA_RECON
placenta,0.7670341215022916,0.6449434738368719,6,0,DROP_RNA_RECON
placenta,0.7366091968016286,0.6449434738368719,7,0,DROP_RNA_RECON
placenta,0.6549880706153864,0.6449434738368719,8,0,DROP_RNA_RECON
placenta,0.12921239690293876,0.6449434738368719,9,0,DROP_RNA_RECON
placenta,0.16945673000943753,0.6449434738368719,10,0,DROP_RNA_RECON
placenta,0.7745789882411805,0.7382342639253994,1,1,DROP_RNA_RECON
placenta,0.7142081654142907,0.7382342639253994,2,1,DROP_RNA_RECON
placenta,0.8296021953135738,0.7382342639253994,3,1,DROP_RNA_RECON
placenta,0.9424380087127503,0.7382342639253994,4,1,DROP_RNA_RECON
placenta,1.0206297550463277,0.7382342639253994,5,1,DROP_RNA_RECON
placenta,0.8814169764203982,0.7382342639253994,6,1,DROP_RNA_RECON
placenta,0.7943872058501762,0.7382342639253994,7,1,DROP_RNA_RECON
placenta,0.8487342173543145,0.7382342639253994,8,1,DROP_RNA_RECON
placenta,0.2432995226227066,0.7382342639253994,9,1,DROP_RNA_RECON
placenta,0.33304760427827534,0.7382342639253994,10,1,DROP_RNA_RECON
placenta,0.8459501477545304,0.6608972356734087,1,2,DROP_RNA_RECON
placenta,0.722959028289603,0.6608972356734087,2,2,DROP_RNA_RECON
placenta,0.7872541630702916,0.6608972356734087,3,2,DROP_RNA_RECON
placenta,0.879636175058491,0.6608972356734087,4,2,DROP_RNA_RECON
placenta,0.6265508989974903,0.6608972356734087,5,2,DROP_RNA_RECON
placenta,0.851776101747969,0.6608972356734087,6,2,DROP_RNA_RECON
placenta,0.7722150752521013,0.6608972356734087,7,2,DROP_RNA_RECON
placenta,0.7534224929457884,0.6608972356734087,8,2,DROP_RNA_RECON
placenta,0.1843463863347993,0.6608972356734087,9,2,DROP_RNA_RECON
placenta,0.18486188728302277,0.6608972356734087,10,2,DROP_RNA_RECON
placenta,0.8369309244476325,0.7400544992454312,1,3,DROP_RNA_RECON
placenta,0.8702651533654424,0.7400544992454312,2,3,DROP_RNA_RECON
placenta,0.7402250070267877,0.7400544992454312,3,3,DROP_RNA_RECON
placenta,0.8534135534459074,0.7400544992454312,4,3,DROP_RNA_RECON
placenta,0.9266123139379687,0.7400544992454312,5,3,DROP_RNA_RECON
placenta,0.8866117555792271,0.7400544992454312,6,3,DROP_RNA_RECON
placenta,0.8250154743176137,0.7400544992454312,7,3,DROP_RNA_RECON
placenta,0.7026593742780995,0.7400544992454312,8,3,DROP_RNA_RECON
placenta,0.7166935041007693,0.7400544992454312,9,3,DROP_RNA_RECON
placenta,0.042117931954863325,0.7400544992454312,10,3,DROP_RNA_RECON
placenta,0.7679207948874713,0.6625653626441748,1,4,DROP_RNA_RECON
placenta,0.7494443704453546,0.6625653626441748,2,4,DROP_RNA_RECON
placenta,0.9323569066326587,0.6625653626441748,3,4,DROP_RNA_RECON
placenta,0.8625608520942385,0.6625653626441748,4,4,DROP_RNA_RECON
placenta,0.810591795529181,0.6625653626441748,5,4,DROP_RNA_RECON
placenta,0.7529463167004381,0.6625653626441748,6,4,DROP_RNA_RECON
placenta,0.6084112561609831,0.6625653626441748,7,4,DROP_RNA_RECON
placenta,0.8476431929058308,0.6625653626441748,8,4,DROP_RNA_RECON
placenta,0.043070798967646255,0.6625653626441748,9,4,DROP_RNA_RECON
placenta,0.2507073421179457,0.6625653626441748,10,4,DROP_RNA_RECON
placenta,0.7765598598416245,0.6556727927829505,1,0,DROP_MOD2_RECON
placenta,0.7931693743540231,0.6556727927829505,2,0,DROP_MOD2_RECON
placenta,0.9188012821131814,0.6556727927829505,3,0,DROP_MOD2_RECON
placenta,0.6660048862439357,0.6556727927829505,4,0,DROP_MOD2_RECON
placenta,0.5401951227770113,0.6556727927829505,5,0,DROP_MOD2_RECON
placenta,0.6906642592883045,0.6556727927829505,6,0,DROP_MOD2_RECON
placenta,0.9382410195210679,0.6556727927829505,7,0,DROP_MOD2_RECON
placenta,0.7785247053948456,0.6556727927829505,8,0,DROP_MOD2_RECON
placenta,0.10534079219131388,0.6556727927829505,9,0,DROP_MOD2_RECON
placenta,0.34922662610419647,0.6556727927829505,10,0,DROP_MOD2_RECON
placenta,0.7907454198795154,0.6463380716921134,1,1,DROP_MOD2_RECON
placenta,0.7667136090961689,0.6463380716921134,2,1,DROP_MOD2_RECON
placenta,0.6721032341527934,0.6463380716921134,3,1,DROP_MOD2_RECON
placenta,0.5090269845786101,0.6463380716921134,4,1,DROP_MOD2_RECON
placenta,0.849295545296752,0.6463380716921134,5,1,DROP_MOD2_RECON
placenta,0.9130005516535716,0.6463380716921134,6,1,DROP_MOD2_RECON
placenta,0.7779316655590054,0.6463380716921134,7,1,DROP_MOD2_RECON
placenta,0.7406835955511334,0.6463380716921134,8,1,DROP_MOD2_RECON
placenta,0.14880693854742583,0.6463380716921134,9,1,DROP_MOD2_RECON
placenta,0.29507317260615834,0.6463380716921134,10,1,DROP_MOD2_RECON
placenta,0.808177714226552,0.6590722812243245,1,2,DROP_MOD2_RECON
placenta,0.8077147323291403,0.6590722812243245,2,2,DROP_MOD2_RECON
placenta,0.6723612609003956,0.6590722812243245,3,2,DROP_MOD2_RECON
placenta,0.7571868211440985,0.6590722812243245,4,2,DROP_MOD2_RECON
placenta,0.941758744692175,0.6590722812243245,5,2,DROP_MOD2_RECON
placenta,0.8750369100381218,0.6590722812243245,6,2,DROP_MOD2_RECON
placenta,0.7835000185335331,0.6590722812243245,7,2,DROP_MOD2_RECON
placenta,0.5150868296331174,0.6590722812243245,8,2,DROP_MOD2_RECON
placenta,0.08067315464191321,0.6590722812243245,9,2,DROP_MOD2_RECON
placenta,0.34922662610419647,0.6590722812243245,10,2,DROP_MOD2_RECON
placenta,0.8078387422846747,0.6498535986539217,1,3,DROP_MOD2_RECON
placenta,0.755764030301816,0.6498535986539217,2,3,DROP_MOD2_RECON
placenta,0.6658218955158512,0.6498535986539217,3,3,DROP_MOD2_RECON
placenta,0.6904300120335681,0.6498535986539217,4,3,DROP_MOD2_RECON
placenta,0.8965034586124774,0.6498535986539217,5,3,DROP_MOD2_RECON
placenta,0.9346910347264699,0.6498535986539217,6,3,DROP_MOD2_RECON
placenta,0.534629370123561,0.6498535986539217,7,3,DROP_MOD2_RECON
placenta,0.7738681400007211,0.6498535986539217,8,3,DROP_MOD2_RECON
placenta,0.11611136197841661,0.6498535986539217,9,3,DROP_MOD2_RECON
placenta,0.32287794096166156,0.6498535986539217,10,3,DROP_MOD2_RECON
placenta,0.7635419582511587,0.6423581125159017,1,4,DROP_MOD2_RECON
placenta,0.7474733904721473,0.6423581125159017,2,4,DROP_MOD2_RECON
placenta,0.648403420832277,0.6423581125159017,3,4,DROP_MOD2_RECON
placenta,0.7082902064503551,0.6423581125159017,4,4,DROP_MOD2_RECON
placenta,0.9195182573510914,0.6423581125159017,5,4,DROP_MOD2_RECON
placenta,0.910130855419769,0.6423581125159017,6,4,DROP_MOD2_RECON
placenta,0.765547752226435,0.6423581125159017,7,4,DROP_MOD2_RECON
placenta,0.5366553183333432,0.6423581125159017,8,4,DROP_MOD2_RECON
placenta,0.09217319316739965,0.6423581125159017,9,4,DROP_MOD2_RECON
placenta,0.33184677265504103,0.6423581125159017,10,4,DROP_MOD2_RECON
placenta,0.7756408478685719,0.6394049237114247,1,0,DROP_CORR1
placenta,0.678153685338109,0.6394049237114247,2,0,DROP_CORR1
placenta,0.5058130586590132,0.6394049237114247,3,0,DROP_CORR1
placenta,0.6660742338804665,0.6394049237114247,4,0,DROP_CORR1
placenta,0.9051947105674178,0.6394049237114247,5,0,DROP_CORR1
placenta,0.905195414862077,0.6394049237114247,6,0,DROP_CORR1
placenta,0.7673080810530161,0.6394049237114247,7,0,DROP_CORR1
placenta,0.7831648960991046,0.6394049237114247,8,0,DROP_CORR1
placenta,0.10321009953637031,0.6394049237114247,9,0,DROP_CORR1
placenta,0.3042942092501008,0.6394049237114247,10,0,DROP_CORR1
placenta,0.7309818127620624,0.6554231977835647,1,1,DROP_CORR1
placenta,0.8151582353832643,0.6554231977835647,2,1,DROP_CORR1
placenta,0.7664240253058425,0.6554231977835647,3,1,DROP_CORR1
placenta,0.7176387185191663,0.6554231977835647,4,1,DROP_CORR1
placenta,0.9181197330249827,0.6554231977835647,5,1,DROP_CORR1
placenta,0.8654883263626102,0.6554231977835647,6,1,DROP_CORR1
placenta,0.5134967741973412,0.6554231977835647,7,1,DROP_CORR1
placenta,0.7789662176469204,0.6554231977835647,8,1,DROP_CORR1
placenta,0.11611136197841661,0.6554231977835647,9,1,DROP_CORR1
placenta,0.33184677265504103,0.6554231977835647,10,1,DROP_CORR1
placenta,0.6930152030922572,0.6897789388974914,1,2,DROP_CORR1
placenta,0.6714046981561885,0.6897789388974914,2,2,DROP_CORR1
placenta,0.8583082598297079,0.6897789388974914,3,2,DROP_CORR1
placenta,0.9392849892503504,0.6897789388974914,4,2,DROP_CORR1
placenta,0.7841766940191406,0.6897789388974914,5,2,DROP_CORR1
placenta,0.7587745326405866,0.6897789388974914,6,2,DROP_CORR1
placenta,0.8052323514471093,0.6897789388974914,7,2,DROP_CORR1
placenta,0.9549235069205825,0.6897789388974914,8,2,DROP_CORR1
placenta,0.34049596045159153,0.6897789388974914,9,2,DROP_CORR1
placenta,0.09217319316739965,0.6897789388974914,10,2,DROP_CORR1
placenta,0.779250551870216,0.6631406838308842,1,3,DROP_CORR1
placenta,0.8256391520850425,0.6631406838308842,2,3,DROP_CORR1
placenta,0.720106324121625,0.6631406838308842,3,3,DROP_CORR1
placenta,0.7054584778383322,0.6631406838308842,4,3,DROP_CORR1
placenta,0.9394932492777588,0.6631406838308842,5,3,DROP_CORR1
placenta,0.9288855003492871,0.6631406838308842,6,3,DROP_CORR1
placenta,0.5664153705439079,0.6631406838308842,7,3,DROP_CORR1
placenta,0.7929563453598163,0.6631406838308842,8,3,DROP_CORR1
placenta,0.05494326139821122,0.6631406838308842,9,3,DROP_CORR1
placenta,0.3182586054646447,0.6631406838308842,10,3,DROP_CORR1
placenta,0.737551255621537,0.6472812662091425,1,4,DROP_CORR1
placenta,0.8302767563376622,0.6472812662091425,2,4,DROP_CORR1
placenta,0.8597935938291658,0.6472812662091425,3,4,DROP_CORR1
placenta,0.7196524979691347,0.6472812662091425,4,4,DROP_CORR1
placenta,0.7056411701354585,0.6472812662091425,5,4,DROP_CORR1
placenta,0.9236164364819409,0.6472812662091425,6,4,DROP_CORR1
placenta,0.5325151732416872,0.6472812662091425,7,4,DROP_CORR1
placenta,0.06867907674776402,0.6472812662091425,8,4,DROP_CORR1
placenta,0.7815714558330306,0.6472812662091425,9,4,DROP_CORR1
placenta,0.3135152458940432,0.6472812662091425,10,4,DROP_CORR1
placenta,0.8256419443807286,0.6514484817713597,1,0,DROP_CORR2
placenta,0.8253195099774311,0.6514484817713597,2,0,DROP_CORR2
placenta,0.6781187451377504,0.6514484817713597,3,0,DROP_CORR2
placenta,0.5119009495058695,0.6514484817713597,4,0,DROP_CORR2
placenta,0.6736400686665281,0.6514484817713597,5,0,DROP_CORR2
placenta,0.9294759203046197,0.6514484817713597,6,0,DROP_CORR2
placenta,0.9326032222202572,0.6514484817713597,7,0,DROP_CORR2
placenta,0.7738681400007211,0.6514484817713597,8,0,DROP_CORR2
placenta,0.014689691415493974,0.6514484817713597,9,0,DROP_CORR2
placenta,0.34922662610419647,0.6514484817713597,10,0,DROP_CORR2
placenta,0.7934960421825925,0.6525221017834404,1,1,DROP_CORR2
placenta,0.775138720728816,0.6525221017834404,2,1,DROP_CORR2
placenta,0.7184030270271218,0.6525221017834404,3,1,DROP_CORR2
placenta,0.5045940122514508,0.6525221017834404,4,1,DROP_CORR2
placenta,0.9117516559077093,0.6525221017834404,5,1,DROP_CORR2
placenta,0.9172744315949207,0.6525221017834404,6,1,DROP_CORR2
placenta,0.7130501601608784,0.6525221017834404,7,1,DROP_CORR2
placenta,0.7881035308010159,0.6525221017834404,8,1,DROP_CORR2
placenta,0.08067315464191323,0.6525221017834404,9,1,DROP_CORR2
placenta,0.3227362825379857,0.6525221017834404,10,1,DROP_CORR2
placenta,0.6323701153330671,0.6850563693916853,1,2,DROP_CORR2
placenta,0.7656122187668922,0.6850563693916853,2,2,DROP_CORR2
placenta,0.6588445788585884,0.6850563693916853,3,2,DROP_CORR2
placenta,0.7368430074698469,0.6850563693916853,4,2,DROP_CORR2
placenta,0.9184434389150201,0.6850563693916853,5,2,DROP_CORR2
placenta,0.9404965691036529,0.6850563693916853,6,2,DROP_CORR2
placenta,0.7795211216799661,0.6850563693916853,7,2,DROP_CORR2
placenta,1.0103894105731384,0.6850563693916853,8,2,DROP_CORR2
placenta,0.06722762886826102,0.6850563693916853,9,2,DROP_CORR2
placenta,0.34081560434842056,0.6850563693916853,10,2,DROP_CORR2
placenta,0.8174126815044128,0.647433119833811,1,3,DROP_CORR2
placenta,0.7695579544809179,0.647433119833811,2,3,DROP_CORR2
placenta,0.6718699962264537,0.647433119833811,3,3,DROP_CORR2
placenta,0.5228449574251458,0.647433119833811,4,3,DROP_CORR2
placenta,0.7183259102176552,0.647433119833811,5,3,DROP_CORR2
placenta,0.8889985058278008,0.647433119833811,6,3,DROP_CORR2
placenta,0.7749245419916343,0.647433119833811,7,3,DROP_CORR2
placenta,0.9547634728151831,0.647433119833811,8,3,DROP_CORR2
placenta,0.042117931954863325,0.647433119833811,9,3,DROP_CORR2
placenta,0.3135152458940432,0.647433119833811,10,3,DROP_CORR2
placenta,0.7470702449109298,0.6491700725477897,1,4,DROP_CORR2
placenta,0.7698510373428114,0.6491700725477897,2,4,DROP_CORR2
placenta,0.6590724724888071,0.6491700725477897,3,4,DROP_CORR2
placenta,0.7320270401007628,0.6491700725477897,4,4,DROP_CORR2
placenta,0.9417580580162282,0.6491700725477897,5,4,DROP_CORR2
placenta,0.9175213622186749,0.6491700725477897,6,4,DROP_CORR2
placenta,0.5243184144636113,0.6491700725477897,7,4,DROP_CORR2
placenta,0.7786117070425858,0.6491700725477897,8,4,DROP_CORR2
placenta,0.09411868041556544,0.6491700725477897,9,4,DROP_CORR2
placenta,0.32735170847792033,0.6491700725477897,10,4,DROP_CORR2
placenta,0.7788127974161818,0.7496975153648399,1,0,UNIFORM_WITHIN
placenta,0.801801271929614,0.7496975153648399,2,0,UNIFORM_WITHIN
placenta,0.5512783200843716,0.7496975153648399,3,0,UNIFORM_WITHIN
placenta,0.956737626815275,0.7496975153648399,4,0,UNIFORM_WITHIN
placenta,0.8306903290477147,0.7496975153648399,5,0,UNIFORM_WITHIN
placenta,0.8154395522524618,0.7496975153648399,6,0,UNIFORM_WITHIN
placenta,0.9635153636666548,0.7496975153648399,7,0,UNIFORM_WITHIN
placenta,0.49683947663557954,0.7496975153648399,8,0,UNIFORM_WITHIN
placenta,0.9610448114521252,0.7496975153648399,9,0,UNIFORM_WITHIN
placenta,0.34081560434842056,0.7496975153648399,10,0,UNIFORM_WITHIN
placenta,0.7704000313289193,0.7395271062116575,1,1,UNIFORM_WITHIN
placenta,0.7828694288967305,0.7395271062116575,2,1,UNIFORM_WITHIN
placenta,0.6469168957347637,0.7395271062116575,3,1,UNIFORM_WITHIN
placenta,0.866490402583448,0.7395271062116575,4,1,UNIFORM_WITHIN
placenta,0.4825539478140531,0.7395271062116575,5,1,UNIFORM_WITHIN
placenta,0.9568885647022577,0.7395271062116575,6,1,UNIFORM_WITHIN
placenta,0.8001930651682495,0.7395271062116575,7,1,UNIFORM_WITHIN
placenta,0.820886614847035,0.7395271062116575,8,1,UNIFORM_WITHIN
placenta,0.9453358285031328,0.7395271062116575,9,1,UNIFORM_WITHIN
placenta,0.3227362825379857,0.7395271062116575,10,1,UNIFORM_WITHIN
placenta,0.560805939351467,0.7357032639076628,1,2,UNIFORM_WITHIN
placenta,0.7965674659026791,0.7357032639076628,2,2,UNIFORM_WITHIN
placenta,0.9508053690165621,0.7357032639076628,3,2,UNIFORM_WITHIN
placenta,0.8228703195231056,0.7357032639076628,4,2,UNIFORM_WITHIN
placenta,0.516620612693894,0.7357032639076628,5,2,UNIFORM_WITHIN
placenta,0.7539943171859015,0.7357032639076628,6,2,UNIFORM_WITHIN
placenta,0.9574555186121474,0.7357032639076628,7,2,UNIFORM_WITHIN
placenta,0.8184226321696241,0.7357032639076628,8,2,UNIFORM_WITHIN
placenta,0.8137582503100368,0.7357032639076628,9,2,UNIFORM_WITHIN
placenta,0.36573221431121095,0.7357032639076628,10,2,UNIFORM_WITHIN
placenta,0.8696354476304791,0.7479936863237796,1,3,UNIFORM_WITHIN
placenta,0.8551918310987495,0.7479936863237796,2,3,UNIFORM_WITHIN
placenta,0.5493800749087128,0.7479936863237796,3,3,UNIFORM_WITHIN
placenta,0.7678321470087476,0.7479936863237796,4,3,UNIFORM_WITHIN
placenta,0.9626082122609014,0.7479936863237796,5,3,UNIFORM_WITHIN
placenta,0.957259418565414,0.7479936863237796,6,3,UNIFORM_WITHIN
placenta,0.8349929857228153,0.7479936863237796,7,3,UNIFORM_WITHIN
placenta,0.8073524076381174,0.7479936863237796,8,3,UNIFORM_WITHIN
placenta,0.52589990236206,0.7479936863237796,9,3,UNIFORM_WITHIN
placenta,0.34978443604180004,0.7479936863237796,10,3,UNIFORM_WITHIN
placenta,0.5995651971330178,0.7341095454769886,1,4,UNIFORM_WITHIN
placenta,0.7880262843824555,0.7341095454769886,2,4,UNIFORM_WITHIN
placenta,0.8184226321696241,0.7341095454769886,3,4,UNIFORM_WITHIN
placenta,0.7704000313289193,0.7341095454769886,4,4,UNIFORM_WITHIN
placenta,0.9455441914728444,0.7341095454769886,5,4,UNIFORM_WITHIN
placenta,0.9565199633349718,0.7341095454769886,6,4,UNIFORM_WITHIN
placenta,0.8280511337245607,0.7341095454769886,7,4,UNIFORM_WITHIN
placenta,0.816725100327492,0.7341095454769886,8,4,UNIFORM_WITHIN
placenta,0.523695664561827,0.7341095454769886,9,4,UNIFORM_WITHIN
placenta,0.2941452563341736,0.7341095454769886,10,4,UNIFORM_WITHIN
placenta,0.6444143158673179,0.6253523117660009,1,0,UNIFORM_CROSS
placenta,0.7745632669205166,0.6253523117660009,2,0,UNIFORM_CROSS
placenta,0.6253044318757571,0.6253523117660009,3,0,UNIFORM_CROSS
placenta,0.5210615143464078,0.6253523117660009,4,0,UNIFORM_CROSS
placenta,0.7727646888659101,0.6253523117660009,5,0,UNIFORM_CROSS
placenta,0.9146803982039058,0.6253523117660009,6,0,UNIFORM_CROSS
placenta,0.9209752487868814,0.6253523117660009,7,0,UNIFORM_CROSS
placenta,0.7636324682035354,0.6253523117660009,8,0,UNIFORM_CROSS
placenta,0.05615724260648443,0.6253523117660009,9,0,UNIFORM_CROSS
placenta,0.25996954198329236,0.6253523117660009,10,0,UNIFORM_CROSS
placenta,0.9466806244002258,0.6949503571472733,1,1,UNIFORM_CROSS
placenta,0.7513117714673699,0.6949503571472733,2,1,UNIFORM_CROSS
placenta,0.8231090979685831,0.6949503571472733,3,1,UNIFORM_CROSS
placenta,0.6253044318757571,0.6949503571472733,4,1,UNIFORM_CROSS
placenta,0.500113756589616,0.6949503571472733,5,1,UNIFORM_CROSS
placenta,0.5267252264588688,0.6949503571472733,6,1,UNIFORM_CROSS
placenta,0.7749916371657698,0.6949503571472733,7,1,UNIFORM_CROSS
placenta,0.92545055917612,0.6949503571472733,8,1,UNIFORM_CROSS
placenta,0.7623012204763787,0.6949503571472733,9,1,UNIFORM_CROSS
placenta,0.3135152458940432,0.6949503571472733,10,1,UNIFORM_CROSS
placenta,0.8673148526490795,0.6347455725294222,1,2,UNIFORM_CROSS
placenta,0.7638923028766891,0.6347455725294222,2,2,UNIFORM_CROSS
placenta,0.7669332647165378,0.6347455725294222,3,2,UNIFORM_CROSS
placenta,0.6187283721654695,0.6347455725294222,4,2,UNIFORM_CROSS
placenta,0.6581868201037062,0.6347455725294222,5,2,UNIFORM_CROSS
placenta,0.5112463447111049,0.6347455725294222,6,2,UNIFORM_CROSS
placenta,0.9322398414975682,0.6347455725294222,7,2,UNIFORM_CROSS
placenta,0.7809557919406097,0.6347455725294222,8,2,UNIFORM_CROSS
placenta,0.11611136197841661,0.6347455725294222,9,2,UNIFORM_CROSS
placenta,0.33184677265504103,0.6347455725294222,10,2,UNIFORM_CROSS
placenta,0.7597930135094615,0.6876862829924004,1,3,UNIFORM_CROSS
placenta,0.7876521939772091,0.6876862829924004,2,3,UNIFORM_CROSS
placenta,0.906606103734216,0.6876862829924004,3,3,UNIFORM_CROSS
placenta,0.6476874531609316,0.6876862829924004,4,3,UNIFORM_CROSS
placenta,0.5102739104431893,0.6876862829924004,5,3,UNIFORM_CROSS
placenta,0.53410916270084,0.6876862829924004,6,3,UNIFORM_CROSS
placenta,0.7712876243915541,0.6876862829924004,7,3,UNIFORM_CROSS
placenta,0.7458081072274393,0.6876862829924004,8,3,UNIFORM_CROSS
placenta,0.9044797583277941,0.6876862829924004,9,3,UNIFORM_CROSS
placenta,0.3091655024513692,0.6876862829924004,10,3,UNIFORM_CROSS
placenta,0.7931154780386772,0.6246526445649491,1,4,UNIFORM_CROSS
placenta,0.7477942365306699,0.6246526445649491,2,4,UNIFORM_CROSS
placenta,0.6372149924829144,0.6246526445649491,3,4,UNIFORM_CROSS
placenta,0.6571844123051723,0.6246526445649491,4,4,UNIFORM_CROSS
placenta,0.8204329687221023,0.6246526445649491,5,4,UNIFORM_CROSS
placenta,0.9259091274347553,0.6246526445649491,6,4,UNIFORM_CROSS
placenta,0.5086867898085324,0.6246526445649491,7,4,UNIFORM_CROSS
placenta,0.7447295272340028,0.6246526445649491,8,4,UNIFORM_CROSS
placenta,0.16713822807863046,0.6246526445649491,9,4,UNIFORM_CROSS
placenta,0.2443206850140337,0.6246526445649491,10,4,UNIFORM_CROSS
placenta,0.8705361807499495,0.7507024223925989,1,0,UNIFORM_ALL
placenta,0.7868410061982068,0.7507024223925989,2,0,UNIFORM_ALL
placenta,0.9590698039232127,0.7507024223925989,3,0,UNIFORM_ALL
placenta,0.5515257658323892,0.7507024223925989,4,0,UNIFORM_ALL
placenta,0.9669743304164621,0.7507024223925989,5,0,UNIFORM_ALL
placenta,0.8306903290477146,0.7507024223925989,6,0,UNIFORM_ALL
placenta,0.8050185995080215,0.7507024223925989,7,0,UNIFORM_ALL
placenta,0.9480037713631869,0.7507024223925989,8,0,UNIFORM_ALL
placenta,0.4890749471088376,0.7507024223925989,9,0,UNIFORM_ALL
placenta,0.299289489778007,0.7507024223925989,10,0,UNIFORM_ALL
placenta,0.8885472741447761,0.7611448243572154,1,1,UNIFORM_ALL
placenta,0.7912841972104524,0.7611448243572154,2,1,UNIFORM_ALL
placenta,0.9678327789059905,0.7611448243572154,3,1,UNIFORM_ALL
placenta,0.5367536050524161,0.7611448243572154,4,1,UNIFORM_ALL
