bh_fdr_q_value,channel,dataset,label_values_read,n_observations,p_value,qc_variable,seed,spearman_rho
0.0,cross_omics_rna_attention,a1,False,3484,0.0,modality2_l2_norm,4,0.591513980558346
0.0011586753395574209,cross_omics_rna_attention,a1,False,3484,0.0007724466569567705,spatial_graph_degree,4,-0.0569409207454677
2.3060437866903876e-14,cross_omics_rna_attention,a1,False,3484,7.393981665261243e-15,feature_graph_degree,4,0.13124298905245144
1.7525139744365632e-28,cross_omics_rna_attention,a1,False,3484,2.8374035776591976e-29,local_modality_neighborhood_consistency,4,-0.18864883700546883
0.007404876072719179,cross_omics_modality2_attention,a1,False,3484,0.005347626609037735,rna_log_library_size,4,-0.04717899920101664
4.8672233419364244e-51,cross_omics_modality2_attention,a1,False,3484,4.4808829428844374e-52,rna_feature_l2_norm,4,0.25314293874250093
0.8217406209937768,cross_omics_modality2_attention,a1,False,3484,0.8034797183050262,modality2_row_sum,4,0.0042174112981863965
0.0,cross_omics_modality2_attention,a1,False,3484,0.0,modality2_l2_norm,4,-0.5915139739899694
0.0011586753395574209,cross_omics_modality2_attention,a1,False,3484,0.0007724502263716139,spatial_graph_degree,4,0.056940899175666304
2.3060437866903876e-14,cross_omics_modality2_attention,a1,False,3484,7.392970841992696e-15,feature_graph_degree,4,-0.13124327847545367
1.7525139744365632e-28,cross_omics_modality2_attention,a1,False,3484,2.837292535247684e-29,local_modality_neighborhood_consistency,4,0.18864889402727722
2.415925321668337e-13,rna_spatial_attention,a1,False,3484,8.053084405561125e-14,rna_log_library_size,4,0.12608625561750234
