gene
C2orf83
LINC01807
PID1
ITM2C
C2orf72
PTMA
ALPP
EFHD1
INPP5D
HJURP
AC019068.1
ASB18
COL6A3
RAMP1
TWIST2
SNED1
LINC01266
CNTN6
CNTN4
AC034195.1
AC023480.1
ITPR1
BHLHE40-AS1
AC087857.1
AC026167.1
GRM7
LMCD1-AS1
LMCD1
SRGAP3
HRH1
AC083855.2
SYN2
FBLN2
SLC6A6
SH3BP5
PLCL2
SATB1-AS1
SGO1
SGO1-AS1
ZNF385D
ZNF385D-AS1
THRB
AC092422.1
RARB
LRRC3B
NEK10
AC099535.2
SLC4A7
LINC01967
RBMS3-AS2
TRIM71
LINC01811
ITGA9
SCN11A
MYRIP
ENTPD3
ULK4
AC099329.1
GASK1A
ABHD5
KIF15
TMEM158
LIMD1
CXCR6
CCR5AS
LRRC2
PTH1R
PFKFB4
SEMA3B
HYAL2
DOCK3
STAB1
AC115282.1
CACNA2D3
LRTM1
ERC2
FLNB
CADPS
SYNPR
SYNPR-AS1
PRICKLE2
ADAMTS9
ADAMTS9-AS1
ADAMTS9-AS2
MAGI1-AS1
SUCLG2-AS1
TAFA1
FRMD4B
MITF
RYBP
PDZRN3
ROBO2
LINC02027
LINC02008
CADM2
VGLL3
EPHA3
LINC00879
MTRNR2L12
EPHA6
AC129803.1
ABI3BP
ZPLD1
ALCAM
CBLB
LINC00882
AC063944.1
CIP2A
LINC01205
AC078980.1
NECTIN3-AS1
NECTIN3
CD96
PLCXD2
C3orf52
CD200
AC092894.1
CD200R1
BOC
GRAMD1C
ZBTB20
AC026341.1
GAP43
LSAMP
AC092691.1
IGSF11
ARHGAP31
AC023494.1
STXBP5L
POLQ
CD86
CSTA
PARP15
SLC49A4
SEMA5B
ADCY5
MYLK
HEG1
SLC12A8
GATA2
COL6A6
NEK11
AC116424.1
CPNE4
ACAD11
NPHP3-AS1
TMEM108
BFSP2-AS1
SLCO2A1
EPHB1
CEP70
CLSTN2
AC117383.1
PCOLCE2
SLC9A9
DIPK2A
PLOD2
PLSCR4
PLSCR2
LINC02046
AC069410.1
AGTR1
CPB1
TM4SF1
WWTR1
SIAH2-AS1
CLRN1-AS1
CLRN1
P2RY14
GPR87
AADACL2-AS1
P2RY1
AC078788.1
LINC02006
ARHGEF26
GPR149
PLCH1
LINC00886
LEKR1
SMC4
PPM1L
LINC01192
LINC01322
MECOM
GPR160
SLC7A14-AS1
AC061708.1
TNFSF10
ECT2
NLGN1
LINC01208
LINC00578
LINC02015
KCNMB2-AS1
AC108734.4
SOX2-OT
C3orf70
DGKG
ST6GAL1
MASP1
BCL6
TP63
P3H2
P3H2-AS1
CLDN16
IL1RAP
FGF12
ATP13A4
FAM43A
LINC01968
APOD
MUC4
SPON2
STK32B
S100P
AFAP1
GPR78
SLC2A9
AC005599.1
CLNK
AC005699.1
AC092546.1
LINC00504
CPEB2-DT
CPEB2
AC098829.1
PROM1
AC097515.1
LDB2
LAP3
NCAPG
AC093898.1
LINC02438
AC024230.1
SLIT2
KCNIP4
AC110296.1
AC096576.3
SEL1L3
SMIM20
RBPJ
AC093791.2
AC097480.1
PCDH7
LINC02506
AC097654.1
AC079772.1
AC016687.3
LINC02484
ARAP2
NWD2
C4orf19
KLHL5
LIMCH1
ATP8A1
AC080132.1
AC114757.1
KCTD8
ATP10D
AC097522.2
PDGFRA
KIT
KDR
KIAA1211
HOPX
IGFBP7
ADGRL3
EPHA5
AC116049.2
TMPRSS11A
TMPRSS11F
SLC4A4
NPFFR2
ADAMTS3
RASSF6
CXCL1
EREG
AREG
PARM1
SHROOM3
FRAS1
LINC01094
BMP2K
LINC01088
CFAP299
TMEM150C
SCD5
PLAC8
GPAT3
AC079160.1
MAPK10
PTPN13
C4orf36
AC093827.4
AFF1
SPARCL1
AC093895.1
AC131944.1
SPP1
ABCG2
GPRIN3
AC093866.1
SNCA
AC097478.1
MMRN1
HPGDS
BMPR1B
UNC5C
LINC02267
STPG2
STPG2-AS1
TSPAN5
AP002026.1
DAPP1
AC097460.1
EMCN
BANK1
SLC39A8
CENPE
LINC02428
TACR3
CXXC4-AS1
AC004053.1
NPNT
AC092445.1
DKK2
LEF1
COL25A1
EGF
ELOVL6
ENPEP
PANCR
PITX2
AC004704.1
ANK2
ARSJ
PRSS12
SYNPO2
AC073475.1
NDNF
TRPC3
LINC01091
AC121154.1
LINC02516
FAT4
AC104664.1
AC097528.1
LINC02615
SCLT1
LINC02377
AC093916.1
AC115622.1
AC105383.1
PCDH10
AC079380.1
AC015631.1
LINC02511
PCDH18
SLC7A11-AS1
SLC7A11
AC109927.1
RNF150
LINC02432
IL15
INPP4B
AC139720.1
AC107223.1
GYPE
GYPB
AC098588.3
SMAD1
TTC29
EDNRA
NR3C2
AC002460.2
IQCM
DCLK2
FAM160A1
TMEM154
MND1
TMEM131L
TLR2
GUCY1A1
GUCY1B1
PDGFC
AC093817.2
AC017037.5
AC084740.1
FAM198B-AS1
FSTL5
NPY1R
MARCH1
TLL1
AC097487.1
SPOCK3
DDX60L
AADAT
LINC01612
HMGB2
HAND2
HAND2-AS1
LINC02269
AC106895.2
LINC02268
HPGD
AC096751.2
AC022325.2
AC095050.1
GPM6A
AC093801.1
VEGFC
AC097518.2
NEIL3
LINC01098
LINC01099
TENM3-AS1
STOX2
LINC02365
ANKRD37
C4orf47
PDLIM3
SORBS2
F11-AS1
FAT1
PLEKHG4B
AC124852.1
AC106799.2
LINC02196
ADCY2
SEMA5A
AC091906.1
ANKRD33B
CTNND2
OTULINL
ANKH
LINC02149
FBXL7
RETREG1
MYO10
BASP1
LINC02100
AC106744.1
CDH18
AC140168.1
CDH12
AC114930.1
LINC02228
LINC02211
PURPL
AC008825.1
AC010343.3
ADAMTS12
AC137810.1
RANBP3L
LINC02119
EGFLAM
LIFR
LIFR-AS1
OSMR-AS1
FYB1
C9
PTGER4
C7
PLCXD3
OXCT1
GHR
SELENOP
NIM1K
HMGCS1
AC022126.1
ITGA1
ITGA2
FST
SLC38A9
DDX4
IL31RA
ANKRD55
AC025470.2
PLK2
RAB3C
AC016642.1
PDE4D
PART1
DEPDC1B
ELOVL7
ZSWIM6
C5orf64
KIF2A
RNF180
ADAMTS6
CENPK
AC092353.1
MAST4
AC112206.2
AC106798.1
CCNB1
CDK7
MAP1B
ZNF366
AC063979.2
ARHGEF28
FAM169A
AC116337.3
S100Z
CRHBP
ZBED3-AS1
PDE8B
BHMT2
HOMER1
RASGRF2
VCAN
VCAN-AS1
HAPLN1
EDIL3
AC113383.1
AC109492.1
AC018754.1
AC114971.1
MEF2C-AS2
MEF2C
MEF2C-AS1
LINC01339
LUCAT1
AC114316.1
AC124854.1
NR2F1-AS1
NR2F1
KIAA0825
MCTP1
SPATA9
RHOBTB3
GLRX
LINC01554
AC008592.1
ELL2
LIX1-AS1
LINC01340
AC021086.1
ST8SIA4
SLCO6A1
PAM
PPIP5K2
C5orf30
LINC02163
AC099520.1
LINC01950
EFNA5
TMEM232
MCC
CDO1
LVRN
SEMA6A-AS1
LINC00992
LINC02147
PRR16
SNCAIP
LINC02201
PRDM6
LINC02240
AC116362.1
GRAMD2B
AC093535.1
LMNB1
MARCH3
CCDC192
SLC12A2
SLC27A6
ADAMTS19
AC008591.1
CHSY3
AC006525.1
MEIKIN
ACSL6
CXCL14
SLC25A48
TGFBI
SPOCK1
CDC25C
ECSCR
CD14
SPRY4-AS1
ARHGAP26
AC016598.2
AC008696.2
KCTD16
AC132803.1
PRELID2
AC008728.1
PPP2R2B
DPYSL3
SPINK5
AC011346.1
HTR4
SH3TC2
SH3TC2-DT
ABLIM3
AFAP1L1
CARMN
SLC26A2
CSF1R
PDGFRB
CD74
IRGM
GM2A
FAT2
SPARC
LINC01933
SGCD
TIMD4
CYFIP2
ADAM19
EBF1
GABRB2
LINC01202
GABRG2
AC113414.1
HMMR
AC008415.1
TENM2
WWC1
SLIT3
DOCK2
LCP2
KCNIP1
SH3PXD2B
AC016573.1
LINC01484
LINC01411
AC106795.3
FAM153CP
COL23A1
ADAMTS2
SQSTM1
RASGEF1C
GFPT2
FLT4
MGAT1
GMDS
SERPINB9
AL162718.1
CDYL
AL359643.2
F13A1
LY86-AS1
DSP
BMP6
AL355499.1
HULC
ELOVL2
ERVFRD-1
NEDD9
EDN1
PHACTR1
GFOD1
CD83
AL138720.1
AL022068.1
MBOAT1
SOX4
CASC15
AL035401.1
DCDC2
KIAA0319
RIPOR2
HIST1H4C
HIST1H2BC
HIST1H2AC
AL353759.1
HIST1H1D
HIST1H3F
HIST1H4H
HIST1H1B
ZBED9
HLA-G
HLA-A
TRIM40
HLA-E
TUBB
HLA-C
HLA-B
AIF1
CLIC1
EHMT2-AS1
NOTCH4
TSBP1-AS1
TSBP1
HLA-DRA
HLA-DMB
HLA-DPA1
HLA-DPB1
HMGA1
FKBP5
FGD2
DNAH8
KCNK17
KIF6
DAAM2
TREML2
AL157371.2
HSP90AB1
AL133334.1
RUNX2
CLIC5
RCAN2
CYP39A1
PLA2G7
ADGRF5
TNFRSF21
ADGRF4
PTCHD4
AL353138.1
RHAG
PKHD1
TRAM2-AS1
GCM1
KLHL31
AL590652.1
LRRC1
HMGCLL1
BMP5
COL21A1
KHDRBS2
EYS
ADGRB3
COL19A1
KCNQ5
CD109
FILIP1
AL355612.1
TTK
TENT5A
LINC02542
SNAP91
MRAP2
LINC01611
NT5E
CGA
CFAP206
AL139042.1
ANKRD6
BACH2
AL590814.1
EPHA7
AL591519.1
FUT9
UFL1-AS1
MMS22L
AL589740.1
GRIK2
AL357522.1
HACE1
POPDC3
PRDM1
CD24
SOBP
AMD1
SLC16A10
MFSD4B
FYN
LAMA4
Z99289.3
AL365214.2
AL360015.1
MARCKS
HDAC2
HDAC2-AS2
CALHM4
FAM162B
RFX6
AL137009.1
FAM184A
AL096854.1
GJA1
NKAIN2
RNF217-AS1
TPD52L1
AL450332.1
RSPO3
AL356124.1
ARHGAP18
TMEM200A
ARG1
ENPP1
CCN2
AL133346.1
MOXD1
SLC18B1
RPS12
TARID
LINC01312
TCF21
SLC2A12
CT69
AL078590.2
PDE7B
AL360178.1
AL138828.1
TNFAIP3
PERP
ARFGEF3
FILNC1
ADGRG6
PLAGL1
HYMAI
GRM1
STXBP5-AS1
SAMD5
AL033504.1
AL513164.1
SASH1
UST
PPP1R14C
AKAP12
CCDC170
ESR1
SYNE1
MYCT1
LINC02840
RGS17
CNKSR3
AL589693.1
SYNJ2
FNDC1
AL078604.4
SLC22A2
SLC22A3
AL391361.2
AL078602.1
RPS6KA2
AL513210.1
GPR146
CARD11
SDK1
ACTB
AC005532.1
COL28A1
NXPH1
AC004949.1
VWDE
SCIN
AGMO
MEOX2
AC005550.2
AHR
AC073332.1
AC019117.2
AC019117.1
HDAC9
AC007091.1
AC005062.1
MACC1
ITGB8
LINC01162
DNAH11
RAPGEF5
STEAP1B
GPNMB
MPP6
NFE2L3
SNX10
AC004540.1
LINC02860
JAZF1
CREB5
CPVL
AC007255.1
MTURN
PDE1C
BMPER
AC009262.1
NPSR1-AS1
EEPD1
ANLN
AOAH
EPDR1
POU6F2
SUGCT
INHBA
INHBA-AS1
AC005537.1
CAMK2B
PPIA
ADCY1
IGFBP3
AC023669.2
AC004870.4
AC004870.2
IKZF1
GRB10
COBL
ZNF727
ZNF107
ZNF117
ERV3-1
GALNT17
CALN1
SPDYE9P
AC211433.1
AC211486.5
HIP1
HSPB1
SSC4D
AC006972.1
FGL2
MAGI2
CD36
SEMA3C
HGF
CACNA2D1
PCLO
SEMA3E
SEMA3A
SEMA3D
GRM3
KIAA1324L
CROT
ABCB1
RUNDC3B
ADAM22
SRI
AC003991.1
STEAP4
AC002069.2
ZNF804B
STEAP2-AS1
STEAP2
CDK14
AC079760.2
AC079760.1
ERVW-1
CALCR
GNGT1
TFPI2
GNG11
AC006378.1
AC003092.1
AC002074.1
COL1A2
PEG10
PPP1R9A
ASB4
AC002451.1
PDK4
BAIAP2L1
PCOLCE
TFR2
SERPINE1
RELN
LHFPL3
CDHR3
NAMPT
AC004917.1
PRKAR2B
AC006387.1
LAMB4
NRCAM
DNAJB9
AC005487.1
AC004014.1
AC073114.1
DOCK4
FOXP2
TFEC
TES
AC002066.1
CAV2
CAV1
MET
WNT2
CFTR
CTTNBP2
ANKRD7
LINC02476
KCND2
CPED1
CADPS2
AC004594.1
AC006148.1
POT1-AS1
LEP
HILPDA
CPA4
MEST
AC016831.7
PODXL
PLXNA4
LRGUK
BPGM
AC083862.3
SLC13A4
AC015987.1
AC078845.1
AC009264.1
CHRM2
PTN
DGKI
TBXAS1
DENND2A
AC006452.1
TMEM178B
KEL
EPHA1-AS1
TCAF1
TPK1
CNTNAP2
C7orf33
EZH2
GIMAP7
GIMAP4
NOS3
ATG9B
DPP6
PTPRN2
NCAPG2
DLGAP2
ANGPT2
MCPH1-AS1
AGPAT5
XKR6
GATA4
CTSB
AC068587.4
DLC1
SGCZ
MSR1
AC011586.2
MICU3
MTMR7
SLC7A2
MTUS1
AC027117.2
FGL1
AC100849.1
CSGALNACT1
LPL
AC100802.1
GFRA2
BMP1
PHYHIP
TNFRSF10B
TNFRSF10C
LOXL2
SLC25A37
STC1
ADAM28
AC120193.1
DOCK5
CDCA2
EBF2
BNIP3L
PTK2B
ESCO2
PBK
EXTL3
LINC00589
TEX15
AF279873.3
AC090993.1
AC090809.1
LINC01605
ZNF703
FGFR1
HTRA4
ADAM2
IDO1
TCIM
ZMAT4
SFRP1
ANK1
AC022915.2
AC044893.1
SNTG1
RGS20
SOX17
RP1
XKR4
LINC00968
FAM110B
AC092819.3
AC092819.1
TOX
CA8
AC023095.1
NKAIN3
TTPA
CYP7B1
TRIM55
CRH
LINC00967
AC009879.4
MYBL1
PREX2
SULF1
XKR9
EYA1
MSC-AS1
LY96
JPH1
MIR2052HG
AC011632.1
CRISPLD1
CASC9
HNF4G
AC011029.1
PKIA-AS1
PKIA
AC068700.2
HEY1
ZNF704
PAG1
FABP5
AC018616.1
AC060765.2
RALYL
CA2
AC100801.1
CNBD1
AF121898.1
MMP16
AC090578.1
AC004083.1
SLC26A7
RUNX1T1
AC104211.1
LINC00535
RAD54B
C8orf37-AS1
SDC2
MATN2
RGS22
AP000424.1
NCALD
BAALC
RIMS2
DPYS
ZFPM2
ZFPM2-AS1
OXR1
AC025508.1
RSPO2
AC104248.1
SYBU
LINC02237
CSMD3
TRPS1
LINC00536
SLC30A8
SAMD12
SNTB1
AC068413.1
HAS2
ATAD2
FER1L6
MTSS1
LINC00964
AC016074.2
LINC00861
PCAT1
CASC8
CCDC26
KCNQ3
CCN4
KHDRBS3
DENND3
SLC45A4
PSCA
LY6E
VLDLR-AS1
GLIS3
INSL4
PDCD1LG2
IL33
GLDC
PTPRD
LURAP1L-AS1
LURAP1L
AL161449.2
AL583785.1
NFIB
FREM1
ADAMTSL1
PLIN2
ACER2
SLC24A2
AL158077.2
MLLT3
MIR31HG
CDKN2B-AS1
AL391117.1
TEK
LINGO2
LINC01242
B4GALT1-AS1
KIF24
TPM2
MELK
CNTNAP3
PGM5
FAM189A2
APBA1
MAMDC2-AS1
MAMDC2
TRPM3
GDA
ALDH1A1
ANXA1
PCSK5
PRUNE2
GNA14
GNA14-AS1
RASEF
FRMD3
AL157886.1
NTRK2
AL158828.1
GAS1
DAPK1
CTSL
SEMA4D
GADD45G
AL161629.1
LINC01508
SYK
ROR2
CENPP
OGN
ASPN
WNK2
ZNF367
TMOD1
HEMGN
CORO2A
COL15A1
NR4A3
ABCA1
LINC01505
SVEP1
LPAR1
COL27A1
DEC1
AL691420.1
LINC00474
PAPPA
AL137024.1
PAPPA-AS1
ASTN2
AL157829.1
TLR4
AL160272.1
MEGF9
LHX6
LHX2
MIR181A2HG
PBX3
STXBP1
SH2D3C
AL162586.2
ENG
PTGES
LAMC3
AIF1L
PLPP7
VAV2
COL5A1
PAEP
EGFL7
DIPK1B
PTGDS
CLIC3
NRARP
LINC00200
ADARB2
LINC02645
PFKP
KLF6
LINC02660
PRKCQ
AL392086.3
GATA3
LINC02663
CELF2
CAMK1D
AL353586.1
CCDC3
MCM10
BEND7
FAM107B
OLAH
NMT2
VIM
ST8SIA6
MRC1
CACNB2
MALRD1
PLXDC2
LINC02643
AL512603.2
LINC00836
MYO3A
APBB1IP
MPP7
SVIL
JCAD
ZEB1-AS1
ZEB1
ITGB1
ANKRD30A
RASSF4
AC245041.2
FRMPD2
WDFY4
CHAT
PRKG1
DKK1
LNCAROD
LINC02672
PCDH15
BICC1
PHYHIPL
SLC16A9
MRLN
CDK1
RHOBTB1
RTKN2
AC013287.1
LINC01515
CTNNA3
LRRTM3
DNA2
SRGN
UNC5B
LRMDA
KCNMA1
TMEM254-AS1
NRG3
GRID1
FAM25A
PAPSS2
RNLS
STAMBPL1
ACTA2
IFIT3
SLC16A12
KIF20B
LINC01374
LINC02653
HTR7
KIF11
EXOC6
CEP55
PLCE1
PLCE1-AS1
HELLS
CYP2C18
ENTPD1
CC2D2B
TLL2
HPSE2
SFXN3
CNNM2
NEURL1
SH3PXD2A
COL17A1
AL731574.1
ADD3-AS1
MXI1
TCF7L2
AL158212.2
AFAP1L2
ABLIM1
ATRNL1
GFRA1
CASC2
AL157388.1
WDR11-AS1
TACC2
HTRA1
CPXM2
CHST15
FANK1
AL589787.1
MKI67
LINC02646
IFITM2
IFITM3
CTSD
TNNI2
H19
IGF2
ASCL2
TSPAN32
CD81
CDKN1C
PHLDA2
HBB
HBG1
HBG2
HBE1
TRIM5
AC087280.2
AC044810.2
STK33
ADM
LYVE1
LINC02752
GALNT18
AC104383.2
MICAL2
SPON1
PDE3B
CALCB
LINC02751
SOX6
PLEKHA7
NAV2
ANO5
GAS2
AC006299.1
LUZP2
ANO3
MUC15
BBOX1-AS1
LGR4
BDNF
KIF18A
AL358944.1
MPPED2
DCDC1
DEPDC7
KIAA1549L
CD59
ABTB2
CD44
SLC1A2
PAMR1
LDLRAD3
AC021723.2
C11orf96
CD82
TSPAN18
PTPRJ
APLNR
PRG2
RTN4RL2
SERPING1
FAM111B
MS4A6A
MS4A4A
MS4A7
FTH1
SLC22A10
PPP1R14B
PRDX5
SLC22A11
CCDC85B
CST6
CD248
CCND1
FOLR2
AP001972.4
SLCO2B1
MAP6
ACER3
GDPD4
TENM4
MIR4300HG
DLG2
SYTL2
AP001831.1
PRSS23
AP000676.5
GRM5
NOX4
DISC1FP1
FAT3
MTNR1B
AP000787.1
CNTN5
PGR
TRPC6
MMP12
AP002961.1
PDGFD
GRIA4
GUCY1A2
ELMOD1
EXPH5
AP003049.2
ZC3H12C
FDX1
ARHGAP20
CRYAB
BCO2
ZBTB16
NNMT
CADM1
TAGLN
DSCAML1
IL10RA
SMIM35
MCAM
THY1
GRIK4
SORL1
AP001977.1
AP001924.1
MIR100HG
UBASH3B
HSPA8
ESAM
PKNOX2
CDON
ETS1
FLI1
BARX2
JAM3
WNT5B
CACNA1C
PRMT8
CCND2
RAD51AP1
NTF3
ANO2
VWF
CD9
GAPDH
C1R
CD163L1
CD163
SLC2A3
AC092745.5
MFAP5
A2M
CLEC2B
CLEC12A
OLR1
KLRD1
AC022075.1
STYK1
BCL2L14
LRP6
APOLD1
GPRC5A
EMP1
ART4
MGP
MGST1
LMO3
LINC02378
RERGL
PIK3C2G
AC024901.1
LINC02398
PDE3A
SLCO1A2
LDHB
AC010197.1
ABCC9
AC008250.1
ST8SIA1
SOX5
AC023796.1
LRMP
SSPN
FAR2
OVCH1-AS1
TMTC1
BICD1
FGD4
PKP2
KIF21A
LRRK2
MUC19
CNTN1
PDZRN4
AC090531.1
PRICKLE1
ADAMTS20
AC008014.1
PCED1B
ENDOU
TUBA1B
TUBA1A
RACGAP1
SMAGP
SLC4A8
SCN8A
ANKRD33
SMIM41
KRT7
KRT8
KRT18
IGFBP6
ITGA5
NCKAP1L
CD63
NDUFA4L2
AC068305.2
SLC16A7
TAFA2
PPM1H
TBC1D30
LINC02389
MSRB3
HMGA2
IRAK3
MDM2
CPM
LYZ
BEST3
KCNMB4
AC025569.1
PTPRB
PTPRR
TSPAN8
LGR5
TRHDE
TRHDE-AS1
AC090015.1
CAPS2
GLIPR1
AC078923.1
PHLDA1
E2F7
NAV3
SYT1
AC027288.3
AC073569.2
OTOGL
PTPRQ
LIN7A
ACSS3
PPFIA2
TMTC2
SLC6A15
KITLG
LINC02458
AC009522.1
LINC02822
LUM
DCN
LINC01619
AC138123.1
NTN4
CDK17
RMST
AC016152.1
ANKS1B
GAS2L3
PARPBP
IGF1
STAB2
SLC41A2
C12orf75
NUAK1
BTBD11
AC126177.3
CUX2
TBX5
TBX5-AS1
TBX3
AC009803.1
AC009387.1
HSPB8
AC002070.1
CIT
BICDL1
RPLP0
SCARB1
LINC00939
LINC02826
TMEM132C
ADGRD1
SKA3
AL136962.1
LINC00621
TNFRSF19
SPATA13
ATP12A
RNF17
ATP8A2
RASL11A
FLT1
MTUS2
SLC7A1
UBL3
MEDAG
FRY
KL
AL139383.1
RFC3
NBEA
POSTN
TRPC4
FREM2
LHFPL6
LINC00598
FOXO1
SLC25A15
RGCC
DGKH
EPSTI1
ENOX1
SMIM2-AS1
TSC22D1
AL356515.1
RUBCNL
ITM2B
CYSLTR2
DLEU7
CKAP2
AL442636.1
PCDH17
DIAPH3
LINC00355
PCDH9
LINC00348
DACH1
LINC00393
KLF12
EDNRB
OBI1-AS1
AL136442.1
AL445255.1
AL162493.1
GPC5
GPC6
ABCC4
CLDN10
HS6ST3
OXGR1
MBNL2
GPR183
CLYBL
NALCN-AS1
NALCN
ITGBL1
FGF14
AL138701.2
EFNB2
AL138689.2
FAM155A
IRS2
COL4A1
COL4A2
ATP11A
RNASE1
DHRS2
STXBP6
LINC02306
AL110292.1
AL139023.1
PRKD1
AKAP6
NPAS3
EGLN3
EGLN3-AS1
SLC25A21
MIPOL1
TTC6
CLEC14A
LINC00639
AL049828.2
AL390800.1
LINC02315
LRFN5
AL442163.1
LINC02307
LINC02277
AL356022.1
MDGA2
AL358335.2
TRIM9
FRMD6-AS2
FRMD6
