stage,dataset,graph_id,seed,head_id,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement,training_runtime_seconds,head_runtime_seconds,effective_runtime_seconds,peak_gpu_allocated_mib,process_peak_rss_mib,checkpoint_file_sha256,cluster_file_sha256
R1,a1,G00_SP18_F20_CORR_UNION,1,H10_MCLUST_POSTERIOR_MRF05,0.2635293652170333,0.3862414428914381,0.3248854040542357,0.5517769430800347,0.4608822925365855,0.5415365147051462,0.4482230569199653,23.48107868805528,7.149498514831066,30.630577202886343,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,103fceffbdf88b639d526558328b4a5acada951f6f1ee8659c200960dc149be5
R1,a1,G00_SP18_F20_CORR_UNION,1,H11_MCLUST_POSTERIOR_MRF10,0.263259945658075,0.3859869568431806,0.3246234512506278,0.5540017336030049,0.4638063313388276,0.5386133447707339,0.4459982663969951,23.48107868805528,7.339183246716857,30.82026193477213,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,1f3d99db687595b5528251e645a47cb3f4498e2399b3adf5b0952da811c7889a
R2,a1,G00_SP18_F20_CORR_UNION,2,H00_FUSED_PCA20_MCLUST_EEE,0.2786746518016423,0.3910716010512209,0.33487312642643163,0.6306847731869402,0.5306103541757351,0.4750034772299929,0.36931522681305984,21.977365670725703,5.784668272361159,27.762033943086863,768.0126953125,1159.21484375,a3bb30b1620c6b08276b5fc1e91fa1222b7c1a5901f6943a12052a24c3e593b7,94357b8c79708faa2750d3377407c86fdfe40795856a91790662c7f971703208
R2,a1,G00_SP18_F20_CORR_UNION,2,H05_EQUAL3_AFFINITY_SPECTRAL,0.26350300094331236,0.3927940484175945,0.3281485246804534,0.6455937590291824,0.5781075132318576,0.4333035430691369,0.35440624097081763,21.977365670725703,3.381234971806407,25.35860064253211,768.0126953125,1159.21484375,a3bb30b1620c6b08276b5fc1e91fa1222b7c1a5901f6943a12052a24c3e593b7,5921ca1219e41c6ac00513a0bd18267b00f2f86be760c867f9bc8e5838786502
R2,a1,G00_SP18_F20_CORR_UNION,2,H07_EQUAL3_AFFINITY_SPATIAL05,0.263744924750153,0.3943593601857071,0.32905214246793,0.6493210054897428,0.5807651829892053,0.4307788842203317,0.3506789945102572,21.977365670725703,4.414926344528794,26.392292015254498,768.0126953125,1159.21484375,a3bb30b1620c6b08276b5fc1e91fa1222b7c1a5901f6943a12052a24c3e593b7,710b97eb8db4fb77388d634770a803b6a45790aeed809c5ce204f8bb9bd13f55
R2,a1,G00_SP18_F20_CORR_UNION,2,H08_EQUAL3_AFFINITY_SPATIAL10,0.26311331453870274,0.39375595352442977,0.32843463403156625,0.6525281710488298,0.5840457880481065,0.427479316035173,0.34747182895117024,21.977365670725703,4.227198584005237,26.20456425473094,768.0126953125,1159.21484375,a3bb30b1620c6b08276b5fc1e91fa1222b7c1a5901f6943a12052a24c3e593b7,15cb2d6a52794adbd52d82d3793807ffa840590d8c502e441997c68b84b466fc
R2,a1,G00_SP18_F20_CORR_UNION,3,H00_FUSED_PCA20_MCLUST_EEE,0.267403875177611,0.3883494472917432,0.32787666123467707,0.5640277376480786,0.4926127155279495,0.5110700256942241,0.43597226235192144,28.135897278785706,8.23126863874495,36.367165917530656,768.7939453125,1192.0234375,f056398b5b3d9fe7284c68d4989ba3aaf012ea66ff15f107c5e2cb2a3280791f,b25225bb4c26b78a971d8ba2c159eb33db35c8c65f7d3ff9756cf62c20cfdcd4
R2,a1,G00_SP18_F20_CORR_UNION,3,H05_EQUAL3_AFFINITY_SPECTRAL,0.2540182120498977,0.3853619433900725,0.31969007771998514,0.66131175960705,0.5997919576091647,0.41216258238638537,0.33868824039295,28.135897278785706,5.485930735245347,33.62182801403105,768.7939453125,1192.0234375,f056398b5b3d9fe7284c68d4989ba3aaf012ea66ff15f107c5e2cb2a3280791f,269a54adc7582bb02170d0733f6471ce11b568acdbd9ea54961c046bcf07f1d3
R2,a1,G00_SP18_F20_CORR_UNION,3,H07_EQUAL3_AFFINITY_SPATIAL05,0.25396553482890494,0.3862152864130349,0.3200904106209699,0.6643455648656458,0.6025813210891334,0.4094926931017996,0.3356544351343542,28.135897278785706,4.06658622995019,32.202483508735895,768.7939453125,1192.0234375,f056398b5b3d9fe7284c68d4989ba3aaf012ea66ff15f107c5e2cb2a3280791f,07a48293bee4cacf819a921ff91de37547147699ffd1fdd733b08571c8166ad5
R2,a1,G00_SP18_F20_CORR_UNION,3,H08_EQUAL3_AFFINITY_SPATIAL10,0.2517409223127153,0.3849920594590899,0.3183664908859026,0.66642588847154,0.6046107927335822,0.4075797724732982,0.33357411152845995,28.135897278785706,4.691743314266205,32.82764059305191,768.7939453125,1192.0234375,f056398b5b3d9fe7284c68d4989ba3aaf012ea66ff15f107c5e2cb2a3280791f,8a05c6c4586463c2223d2d87b1d2fa5cd0cd3d77efcfc04b7b398e3745b54e87
R2,a1,G00_SP18_F20_CORR_UNION,4,H00_FUSED_PCA20_MCLUST_EEE,0.27184076986868433,0.38762700737607564,0.32973388862237996,0.607743426755273,0.5345789462236745,0.4720021947205534,0.39225657324472696,23.354390224441886,6.395592367276549,29.749982591718435,768.7939453125,1196.234375,81fe061452536d28f15ac34746aec17814a39f6190b7603f0b49fe13a342d0ea,44509014bb4d2fd83901a2e22691512dfc7b33b3aaf2f4c5052abb27fb7772b9
