lane,candidate_id,source_stage,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,min_cluster_size,cluster_sizes,partition_sha256
A1,COARSE_e49c1eb6eba29668,coarse_primary,0.2760026589984753,0.4217398394121822,0.4179696235567275,0.4162745769516491,0.5620517715044797,0.4410940841343782,114,"[277,773,568,182,307,790,168,114,121,184]",9bcf8dbf19dded510dbe24ecb034809a899c553db7b1cd446d64948af2e4d69a
D1,REFINE_53b223ec0a47c78e,refine2_d1,0.3573943587234166,0.4541090013588941,0.4501396255417964,0.5047291735453473,0.6183862897600317,0.3858021310996448,51,"[1055,90,1156,132,204,312,84,206,51,69]",4a5ab3ac816d9b1832ef2a8a380888bdb009d262d670196f7881bfe88b238e91
tonsil_s1,COARSE_0388234583f93edf,coarse_primary,0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,478,"[478,1301,1141,1406]",e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da
tonsil_s2,COARSE_894b53b16bf2fab1,coarse_primary,0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,445,"[1008,1395,445,1671]",b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196
tonsil_s3,COARSE_0113fde4b8fc8229,coarse_primary,0.3485969140836654,0.3107552444500985,0.31011401852744,0.6132796713749524,0.6999033342536701,0.3072278498250043,296,"[2469,574,1182,296]",2ffd417ed5361ccaa2a6e5a03710118b369c93b83867bca916f97398cb27dfa8
P22,COARSE_37bb46957925373f,coarse_primary,0.5955516462857395,0.7179305602206435,0.7174432596967804,0.6554770871185194,0.9338250435884894,0.0684171951769981,167,"[1154,623,1481,803,1015,1524,610,1819,167]",331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26
MISAR_E15_5_S1,COARSE_70f0dc1c240066ff,coarse_primary,0.5414237853091904,0.6667977615565593,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590485,125,"[295,438,178,267,355,291,125]",0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416
P22_3DOT_K18,REFINE_aa5c94e91a7dd7b1,refine_secondary,0.7459390507181689,0.7661213526325692,0.7645950974252193,0.7733014187011664,0.8593555253675359,0.1396513880284593,32,"[747,2269,467,158,375,159,44,434,690,289,964,582,575,578,578,200,55,32]",42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735
MISAR_E15_5_S1_K12,REFINE_0b0bc1af30afa0b8,refine_secondary,0.4404423358386489,0.6089507431952974,0.6054964438449952,0.5506316997072427,0.8788527373810839,0.1197678505718888,62,"[232,72,435,156,63,144,134,133,62,263,68,187]",048244fc61b5ed66cb40b4206fcbfef8ea00c871b12ddcc32f7531b59cda9918
