lane,donor_lanes,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,min_cluster_size,cluster_sizes,partition_sha256,headline_ari,headline_nmi,delta_ari_vs_tuned,delta_nmi_vs_tuned
A1,"[""D1""]",0.255555868302436,0.4051172308353744,0.4013046504975738,0.3951661446855657,0.6025212767722821,0.3986911486414836,129,"[283,630,585,193,230,737,343,129,155,199]",626854abb5f118bc920c1a2fce862723124605c8ad7d19492c3450f18e53ef9c,0.2760026589984753,0.4217398394121822,-0.02044679069603933,-0.016622608576807807
D1,"[""A1""]",0.3387748726151306,0.4359716632344803,0.4317867966948716,0.4975035193876575,0.512091275796626,0.493645855504517,51,"[1081,86,1243,116,193,292,58,188,51,51]",e0ea6a38f83d5814e6d58f7746bc0b47f3657de1d700b00393259a457c29581f,0.3651735437579217,0.4445774430144442,-0.026398671142791097,-0.008605779779963907
tonsil_s1,"[""tonsil_s2"",""tonsil_s3""]",0.2365355019438236,0.3171179292228705,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,478,"[478,1301,1141,1406]",e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da,0.2365355019438236,0.3171179292228705,0.0,0.0
tonsil_s2,"[""tonsil_s1"",""tonsil_s3""]",0.2582642450087792,0.3143240809985105,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,445,"[1008,1395,445,1671]",b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196,0.2582642450087792,0.3143240809985105,0.0,0.0
tonsil_s3,"[""tonsil_s1"",""tonsil_s2""]",0.350644182009914,0.3097714630576775,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992176,294,"[2470,573,1184,294]",0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43,0.350644182009914,0.3097714630576775,0.0,0.0
P22,"[""MISAR_E15_5_S1""]",0.5939627712461424,0.7145174964254815,0.7140242970558602,0.6541148582557571,0.9295472778402624,0.0730755195890296,167,"[1147,620,1490,793,1033,1519,613,1814,167]",5fd83d2bd5a9edf129a61ce50f5a37614aa74d7c4909e055b5ab5b3bca2fc5fa,0.5955516462857395,0.7179305602206435,-0.0015888750395971485,-0.0034130637951620413
MISAR_E15_5_S1,"[""P22""]",0.5377165260028113,0.6609806979859656,0.6591938629150828,0.629970590279581,0.9244097923576324,0.0772980609212895,124,"[295,440,180,272,352,286,124]",acddb43dc6a6974c7fa8d8cab264f5f5dd17640409d7cb421cd200546c1496f5,0.5414237853091904,0.6667977615565593,-0.0037072593063791626,-0.00581706357059375
