lane,protocol_role,n,evaluated_observations,k,old_frontier_ari,old_frontier_nmi,headline_ari,headline_nmi,delta_ari,delta_nmi,ami,fmi,morans_i,gearys_c,min_cluster_size,cluster_sizes,candidate_rows,neighbourhood_median_ari,neighbourhood_median_nmi,candidate_cpu_seconds_sum,gpu_seconds,peak_rss_mib,candidate_id,partition_sha256
A1,PRIMARY,3484,3484,10,0.2760026589984753,0.42173983941218224,0.2760026589984753,0.4217398394121822,0.0,0.0,0.4179696235567275,0.4162745769516491,0.5620517715044797,0.4410940841343782,114,"[277,773,568,182,307,790,168,114,121,184]",1831,0.2760026589984753,0.4217398394121822,139.02604659984348,0.0,187.0,COARSE_e49c1eb6eba29668,9bcf8dbf19dded510dbe24ecb034809a899c553db7b1cd446d64948af2e4d69a
D1,PRIMARY,3359,3359,10,0.3387748726151306,0.4359716632344803,0.3651735437579217,0.4445774430144442,0.026398671142791097,0.008605779779963907,0.4406181160034202,0.5042383351628853,0.6047180132381064,0.3982150049956685,55,"[998,90,1082,133,212,370,93,209,55,117]",3841,0.3617220320973921,0.4487343718206685,316.2132891998916,0.0,187.0,REFINE_709aa511c3fd0ee0,62787ef341fd01198c121b8a43c1359d8191674253ead3ce355323fe2ab39426
tonsil_s1,PRIMARY,4326,4326,4,0.23653550194382364,0.3171179292228705,0.2365355019438236,0.3171179292228705,0.0,0.0,0.3165191882593222,0.5032711126740634,0.7263567315820176,0.2736187146925177,478,"[478,1301,1141,1406]",571,0.2365355019438236,0.3171179292228705,52.10169460013273,0.0,187.0,COARSE_0388234583f93edf,e295e970c84d33c1ec13ad3be498846ee59c3b4c3cb3f3b6ee5c35ed73ccb6da
tonsil_s2,PRIMARY,4519,4518,4,0.25826424500877926,0.31432408099851056,0.2582642450087792,0.3143240809985105,0.0,0.0,0.3137494434429366,0.5154080732104173,0.7663242690025756,0.2328300648697517,445,"[1008,1395,445,1671]",521,0.2582642450087792,0.3143240809985105,50.60764769976957,0.0,187.0,COARSE_894b53b16bf2fab1,b56c96f9aa3c3463a0fb10094ed18b971aa96c78966e50609a578247ca8d6196
tonsil_s3,PRIMARY,4521,4460,4,0.350644182009914,0.3097714630576775,0.350644182009914,0.3097714630576775,0.0,0.0,0.3091290246560089,0.6146168233278212,0.6998615447437957,0.3070206899992176,294,"[2470,573,1184,294]",2021,0.350644182009914,0.3097714630576775,188.24217479903007,0.0,187.0,COARSE_6f0fe04e060b0169,0003aaac74f65273cf1b21b9f52070eb6f8ad11328b2b0f96d815c3e9ce83f43
P22,PRIMARY,9196,9196,9,0.5939627712461424,0.7145174964254815,0.5955516462857395,0.7179305602206435,0.0015888750395971485,0.0034130637951620413,0.7174432596967804,0.6554770871185194,0.9338250435884894,0.0684171951769981,167,"[1154,623,1481,803,1015,1524,610,1819,167]",595,0.5939121542899773,0.7142428513607495,125.32152020029024,0.0,187.0,COARSE_37bb46957925373f,331a1acf7adb1e499510522f2e852081032b0d97beed69a6dfbca8865f0a8e26
MISAR_E15_5_S1,PRIMARY,1949,1949,7,0.5414237853091904,0.6667977615565593,0.5414237853091904,0.6667977615565593,0.0,0.0,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590485,125,"[295,438,178,267,355,291,125]",521,0.5414237853091904,0.6667977615565593,20.40561899973543,0.0,187.0,COARSE_70f0dc1c240066ff,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416
P22_3DOT_K18,SECONDARY_SENSITIVITY,9196,9196,18,0.741061243,0.754336343,0.7459390507181689,0.7661213526325692,0.004877807718168925,0.011785009632569232,0.7645950974252193,0.7733014187011664,0.8593555253675359,0.1396513880284593,32,"[747,2269,467,158,375,159,44,434,690,289,964,582,575,578,578,200,55,32]",571,0.7410612434972846,0.7543363429866353,121.50548010010972,0.0,187.0,REFINE_aa5c94e91a7dd7b1,42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735
MISAR_E15_5_S1_K12,SECONDARY_SENSITIVITY,1949,1949,12,0.4531762930275676,0.5986289047196983,0.4541171509938244,0.6071906236254658,0.0009408579662567584,0.008561718905767512,0.6036994699481151,0.5618314295704847,0.8750272531080822,0.1233383512690693,52,"[245,75,459,143,52,137,140,123,63,258,68,186]",525,0.45306683974287776,0.5986289047196983,27.93903459983992,0.0,187.0,REFINE_0f97866c2a7b9050,22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9
